name,05/31/2022,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001
TotalAssets,"3,615,500,000","3,679,200,000","3,605,600,000","3,575,100,000","3,560,300,000","3,360,200,000","3,388,600,000","3,491,700,000","3,442,300,000","3,396,700,000","3,305,200,000","3,172,400,000","3,121,100,000","2,991,800,000","3,015,300,000","2,988,800,000","2,882,400,000","2,750,500,000","2,961,400,000","2,899,600,000","2,730,500,000","2,999,100,000","2,963,400,000","2,948,000,000","2,783,200,000","2,619,800,000","2,506,300,000","2,429,600,000","2,327,800,000","2,218,100,000","2,206,100,000","2,168,100,000","2,049,800,000","1,972,300,000","1,966,200,000","1,903,800,000","1,829,800,000","1,742,400,000","1,731,700,000","1,736,900,000","1,656,500,000","1,597,900,000","1,595,000,000","1,597,400,000","1,591,000,000","1,521,400,000","1,503,600,000","1,468,700,000","1,433,300,000","1,317,100,000","1,290,603,000","1,321,124,000","1,169,861,000","1,359,853,000","1,408,691,000","1,366,040,000","1,313,774,000","1,348,073,000","1,612,508,000","1,536,122,000","1,436,435,000","1,421,900,000","1,444,116,000","1,413,657,000","1,386,554,000","1,429,922,000","1,442,215,000","1,388,978,000","1,342,962,000","1,376,415,000","1,364,529,000","1,330,534,000","1,290,246,000","1,305,182,000","1,288,219,000","1,330,752,000","1,317,175,000","1,337,778,000","1,357,954,000","1,333,352,000","1,340,836,000","1,362,156,000"
	CurrentAssets,"1,608,600,000","1,672,000,000","1,599,900,000","1,544,300,000","1,538,500,000","1,344,100,000","1,347,700,000","1,439,700,000","1,380,300,000","1,307,800,000","1,206,400,000","1,441,800,000","1,379,300,000","1,232,600,000","1,251,800,000","1,211,100,000","1,105,800,000","1,093,400,000","1,323,800,000","1,245,600,000","1,094,100,000","1,363,900,000","1,356,200,000","1,322,900,000","1,154,800,000","997,700,000","1,255,200,000","1,436,500,000","1,343,600,000","1,250,200,000","1,225,500,000","1,186,700,000","1,070,000,000","990,500,000","979,300,000","913,500,000","837,400,000","783,700,000","773,300,000","779,000,000","704,100,000","642,700,000","639,200,000","630,500,000","626,500,000","613,400,000","626,300,000","608,300,000","572,000,000","450,000,000","422,900,000","455,781,000","509,431,000","729,617,000","756,147,000","706,378,000","658,954,000","689,182,000","867,985,000","836,883,000","743,335,000","722,285,000","737,645,000","712,347,000","681,296,000","717,949,000","717,774,000","669,553,000","619,874,000","641,330,000","633,586,000","607,091,000","565,272,000","578,525,000","558,552,000","583,385,000","571,055,000","579,138,000","590,997,000","564,706,000","571,622,000","587,824,000"
		CashCashEquivalentsAndShortTermInvestments,"318,200,000","475,500,000","504,000,000","491,300,000","593,500,000","498,700,000","507,000,000","560,700,000","520,600,000","380,600,000","266,600,000","461,000,000","333,700,000","232,000,000","214,800,000","129,100,000","94,300,000","229,800,000","428,600,000","311,100,000","189,700,000","463,200,000","451,200,000","413,200,000","337,000,000","224,300,000","560,200,000","756,800,000","652,100,000","601,100,000","583,000,000","552,500,000","467,300,000","408,200,000","398,100,000","359,100,000","301,900,000","262,800,000","267,500,000","284,500,000","228,300,000","180,600,000","172,700,000","170,200,000","160,800,000","152,200,000","191,000,000","194,500,000","155,800,000","48,300,000","18,683,000","28,290,000","72,310,000","264,634,000","297,096,000","216,314,000","185,066,000","201,709,000","222,816,000","178,391,000","123,055,000","102,721,000","88,648,000","71,575,000","69,812,000","105,197,000","98,533,000","44,250,000","9,514,000","3,803,000","14,135,000","9,586,000","7,499,000","13,056,000","16,053,000","10,414,000","9,470,000","4,674,000","2,694,000","976,000","1,225,000","15,427,000"
			CashAndCashEquivalents,"318,200,000","475,500,000","504,000,000","491,300,000","593,500,000","498,700,000","507,000,000","560,700,000","520,600,000","380,600,000","266,600,000","461,000,000","333,700,000","232,000,000","214,800,000","129,100,000","94,300,000","229,800,000","428,600,000","311,100,000","189,700,000","463,200,000","451,200,000","413,200,000","337,000,000","224,300,000","560,200,000","756,800,000","652,100,000","601,100,000","583,000,000","552,500,000","467,300,000","408,200,000","398,100,000","359,100,000","301,900,000","262,800,000","267,500,000","284,500,000","228,300,000","180,600,000","172,700,000","170,200,000","160,800,000","152,200,000","191,000,000","194,500,000","155,800,000","48,300,000","18,683,000","28,290,000","72,310,000","264,634,000","297,096,000","216,314,000","185,066,000","201,709,000","222,816,000","178,391,000","123,055,000","102,721,000","88,648,000","71,575,000","69,812,000","105,197,000","98,533,000","44,250,000","9,514,000","3,803,000","14,135,000","9,586,000","7,499,000","13,056,000","16,053,000","10,414,000","9,470,000","4,674,000","2,694,000","976,000","1,225,000","15,427,000"
				CashFinancial,"318,200,000","475,500,000","504,000,000","491,300,000",,"498,700,000","507,000,000",,"520,600,000","380,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"597,200,000","546,800,000","529,300,000","571,800,000","509,000,000","448,000,000","445,300,000","500,300,000","451,300,000","506,700,000","507,700,000","561,000,000","586,000,000","520,100,000","556,700,000","637,900,000","572,600,000","500,200,000","514,300,000","573,300,000","521,100,000","500,900,000","522,500,000","572,800,000","494,000,000","458,800,000","415,700,000","411,700,000","392,800,000","355,700,000","371,800,000","373,400,000","352,500,000","308,700,000","332,600,000","318,300,000","299,500,000","282,300,000","270,500,000","263,800,000","269,600,000","257,600,000","262,600,000","262,600,000","255,300,000","249,400,000","255,100,000","236,000,000","224,600,000","220,100,000","227,371,000","221,477,000","215,883,000","244,296,000","268,971,000","288,725,000","270,770,000","284,531,000","388,646,000","383,885,000","338,595,000","337,324,000","379,622,000","358,022,000","324,399,000","326,662,000","345,770,000","325,236,000","311,128,000","336,286,000","331,157,000","313,544,000","293,877,000","308,926,000","302,276,000","319,486,000","311,289,000","307,826,000","322,735,000","313,160,000","311,418,000","300,418,000"
			AccountsReceivable,"597,200,000","546,800,000","529,300,000","571,800,000","509,000,000","448,000,000","445,300,000","500,300,000","451,300,000","506,700,000","507,700,000","561,000,000","586,000,000","520,100,000","556,700,000","637,900,000","572,600,000","500,200,000","514,300,000","573,300,000","521,100,000","500,900,000","522,500,000","572,800,000","494,000,000","458,800,000","415,700,000","411,700,000","392,800,000","355,700,000","371,800,000","373,400,000","352,500,000","308,700,000","332,600,000","318,300,000","299,500,000","282,300,000","270,500,000","263,800,000","269,600,000","257,600,000","262,600,000","262,600,000","255,300,000","249,400,000","255,100,000","236,000,000","224,600,000","220,100,000","227,371,000","221,477,000","215,883,000","244,296,000","268,971,000","288,725,000","270,770,000","284,531,000","388,646,000","383,885,000","338,595,000","337,324,000","379,622,000","358,022,000","324,399,000","326,662,000","345,770,000","325,236,000","311,128,000","336,286,000","331,157,000","313,544,000","293,877,000","308,926,000","302,276,000","319,486,000","311,289,000","307,826,000","322,735,000","313,160,000","311,418,000","300,418,000"
				GrossAccountsReceivable,"598,000,000","548,000,000","530,300,000","573,000,000","511,100,000","450,600,000","447,700,000","502,900,000","453,100,000","508,100,000","508,800,000","562,000,000","587,300,000","521,500,000","558,000,000","639,200,000","574,600,000","502,300,000","516,300,000","575,200,000","522,900,000","502,500,000","524,100,000","574,500,000","495,900,000","460,700,000","417,100,000","413,000,000","394,000,000","357,000,000","373,400,000","375,300,000","354,600,000","310,700,000","334,600,000","319,800,000","301,100,000","283,800,000","271,900,000","265,200,000","271,300,000","259,600,000","264,400,000","264,400,000",,,,,,,,,,,"270,611,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-800,000","-1,200,000","-1,000,000","-1,200,000","-2,100,000","-2,600,000","-2,400,000","-2,600,000","-1,800,000","-1,400,000","-1,100,000","-1,000,000","-1,300,000","-1,400,000","-1,300,000","-1,300,000","-2,000,000","-2,100,000","-2,000,000","-1,900,000","-1,800,000","-1,600,000","-1,600,000","-1,700,000","-1,900,000","-1,900,000","-1,400,000","-1,300,000","-1,200,000","-1,300,000","-1,600,000","-1,900,000","-2,100,000","-2,000,000","-2,000,000","-1,500,000","-1,600,000","-1,500,000","-1,400,000","-1,400,000","-1,700,000","-2,000,000","-1,800,000","-1,800,000",,,,,,,,,,,"-1,640,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"580,600,000","524,400,000","439,700,000","398,700,000","370,000,000","321,300,000","316,100,000","320,100,000","355,300,000","348,600,000","352,600,000","340,800,000","390,600,000","413,000,000","420,200,000","411,800,000","406,500,000","322,100,000","339,600,000","328,600,000","342,200,000","353,700,000","334,400,000","295,200,000","288,900,000","277,500,000","242,300,000","224,800,000","256,400,000","237,400,000","214,200,000","212,000,000","213,800,000","228,600,000","208,300,000","203,000,000","201,200,000","193,700,000","193,700,000","194,100,000","168,700,000","159,000,000","162,500,000","165,900,000","178,000,000","173,700,000","149,000,000","143,300,000","147,900,000","145,300,000","140,797,000","158,129,000","165,333,000","162,120,000","145,725,000","150,294,000","146,650,000","146,881,000","192,070,000","206,082,000","209,482,000","211,886,000","209,319,000","217,811,000","216,816,000","225,834,000","215,590,000","220,763,000","217,393,000","230,849,000","222,260,000","217,849,000","201,563,000","202,377,000","188,799,000","196,249,000","196,966,000","216,459,000","216,942,000","213,985,000","214,902,000","224,884,000"
