name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001
TotalRevenue,"1,591,100,000","470,100,000","420,500,000","372,700,000","327,800,000","325,800,000","357,600,000","328,400,000","277,600,000","328,100,000","388,300,000","339,900,000","295,100,000","334,000,000","425,500,000","417,600,000","388,500,000","394,000,000","430,400,000","417,400,000","426,500,000","444,200,000","461,300,000","386,200,000","323,900,000","402,500,000","470,500,000","470,000,000","478,956,000","477,598,000","463,705,000","282,741,000","314,898,000","204,271,000","205,763,000","222,607,000","230,183,000","163,324,000","143,040,000","127,041,000","137,607,000","131,705,000","145,470,000","133,446,000","143,366,000","142,406,000","159,581,000","153,185,000","145,763,000","116,212,000","133,323,000","119,592,000","115,327,000","100,595,000","141,523,000","115,857,000","96,854,000","78,861,000","98,650,000","86,692,000","71,576,000","64,309,000","76,087,000","54,815,000","43,912,000","40,365,000","48,555,000","51,725,000","56,837,000","56,668,000","56,543,000","38,091,000","35,147,000","34,284,000","34,274,000","29,571,000","28,222,000","26,103,000","24,199,000","22,177,000","25,809,000","24,421,000","26,402,000"
	OperatingRevenue,"1,591,100,000","470,100,000","420,500,000","372,700,000","327,800,000","325,800,000","357,600,000","328,400,000","277,600,000","328,100,000","388,300,000","339,900,000","295,100,000","334,000,000","425,500,000","417,600,000","388,500,000","394,000,000","430,400,000","417,400,000","426,500,000","444,200,000","461,300,000","386,200,000","323,900,000","402,500,000","470,500,000","470,000,000","478,956,000","477,598,000","463,705,000","282,741,000","314,898,000","204,271,000","205,763,000","222,607,000","230,183,000","163,324,000","143,040,000","127,041,000","137,607,000","131,705,000","145,470,000","133,446,000","143,366,000","142,406,000","159,581,000","153,185,000","145,763,000","116,212,000","133,323,000","119,592,000","115,327,000","100,595,000","141,523,000","115,857,000","96,854,000","78,861,000","98,650,000","86,692,000","71,576,000","64,309,000","76,087,000","54,815,000","43,912,000","40,365,000","48,555,000","51,725,000","56,837,000","56,668,000","56,543,000","38,091,000","35,147,000","34,284,000","34,274,000","29,571,000","28,222,000","26,103,000","24,199,000","22,177,000","25,809,000","24,421,000","26,402,000"
CostOfRevenue,"743,300,000","216,300,000","195,400,000","174,600,000","157,000,000","170,300,000","207,200,000","193,900,000","155,600,000","192,500,000","229,000,000","213,700,000","204,700,000","218,000,000","275,700,000","276,700,000","260,900,000","271,100,000","315,200,000","303,000,000","299,700,000","309,500,000","322,600,000","262,800,000","215,800,000","258,100,000","305,300,000","306,200,000","311,621,000","313,253,000","336,874,000","162,552,000","175,072,000","111,841,000","111,218,000","113,328,000","115,062,000","82,241,000","74,010,000","66,471,000","74,203,000","69,525,000","76,747,000","72,186,000","82,778,000","84,790,000","94,543,000","90,357,000","86,516,000","68,910,000","79,492,000","71,270,000","68,924,000","59,888,000","83,717,000","69,264,000","58,085,000","46,688,000","57,605,000","51,228,000","43,635,000","39,162,000","45,696,000","32,420,000","25,010,000","22,257,000","26,384,000","28,053,000","30,555,000","30,481,000","30,155,000","20,899,000","19,958,000","19,726,000","20,134,000","17,426,000","16,672,000","15,385,000","13,917,000","12,443,000","14,836,000","14,197,000","15,376,000"
GrossProfit,"847,800,000","253,800,000","225,100,000","198,100,000","170,800,000","155,500,000","150,400,000","134,500,000","122,000,000","135,600,000","159,300,000","126,200,000","90,400,000","116,000,000","149,800,000","140,900,000","127,600,000","122,900,000","115,200,000","114,400,000","126,800,000","134,700,000","138,700,000","123,400,000","108,100,000","144,400,000","165,200,000","163,800,000","167,335,000","164,345,000","126,831,000","120,189,000","139,826,000","92,430,000","94,545,000","109,279,000","115,121,000","81,083,000","69,030,000","60,570,000","63,404,000","62,180,000","68,723,000","61,260,000","60,588,000","57,616,000","65,038,000","62,828,000","59,247,000","47,302,000","53,831,000","48,322,000","46,403,000","40,707,000","57,806,000","46,593,000","38,769,000","32,173,000","41,045,000","35,464,000","27,941,000","25,147,000","30,391,000","22,395,000","18,902,000","18,108,000","22,171,000","23,672,000","26,282,000","26,187,000","26,388,000","17,192,000","15,189,000","14,558,000","14,140,000","12,145,000","11,550,000","10,718,000","10,282,000","9,734,000","10,973,000","10,224,000","11,026,000"
OperatingExpense,"552,500,000","154,400,000","142,400,000","136,100,000","119,600,000","123,000,000","125,500,000","122,900,000","103,000,000","110,300,000","111,500,000","116,400,000","116,400,000","119,800,000","122,700,000","126,800,000","132,900,000","133,000,000","132,600,000","131,500,000","108,800,000","112,100,000","108,200,000","112,500,000","119,700,000","122,200,000","124,200,000","125,400,000","123,724,000","119,180,000","105,482,000","88,460,000","87,338,000","75,530,000","69,037,000","61,828,000","62,683,000","57,185,000","53,526,000","51,950,000","48,060,000","47,446,000","47,558,000","44,935,000","44,286,000","43,200,000","45,598,000","40,468,000","37,976,000","35,847,000","39,017,000","33,739,000","31,939,000","30,072,000","29,654,000","30,375,000","28,218,000","25,741,000","23,108,000","21,152,000","20,935,000","18,824,000","18,885,000","16,989,000","17,042,000","16,058,000","15,258,000","15,017,000","8,145,000","11,165,000","10,721,000","9,911,000","9,452,000","9,193,000","8,555,000","8,307,000","7,689,000","7,794,000","7,576,000","8,067,000","7,256,000","6,573,000","6,726,000"
	SellingGeneralAndAdministration,"163,400,000","44,200,000","44,300,000","41,600,000","33,300,000","36,800,000","39,500,000","35,300,000","36,400,000","31,600,000","31,500,000","27,500,000","26,800,000","34,200,000","35,600,000","33,900,000","38,400,000","37,900,000","37,400,000","40,300,000","32,600,000","38,100,000","32,300,000","34,600,000","36,900,000","43,600,000","41,000,000","40,200,000","39,368,000","35,803,000","22,056,000","30,673,000","30,180,000","25,856,000","22,845,000","21,124,000","21,521,000","20,183,000","19,008,000","18,908,000","17,584,000","18,031,000","17,721,000","16,709,000","16,799,000","17,244,000","18,958,000","15,548,000","15,053,000","14,635,000","16,575,000","13,764,000","12,944,000","12,786,000","13,714,000","14,570,000","13,780,000","12,181,000","11,415,000","10,750,000","10,180,000","9,339,000","8,927,000","7,801,000","7,426,000","6,952,000","6,913,000","6,728,000","5,332,000","4,937,000","4,388,000","3,766,000","3,752,000","3,452,000","3,293,000","3,074,000","2,793,000","2,715,000","2,638,000","2,604,000","2,422,000","2,351,000","2,426,000"
	ResearchAndDevelopment,"350,900,000","98,200,000","88,900,000","86,100,000","77,700,000","77,500,000","77,300,000","80,900,000","63,700,000","75,800,000","77,000,000","86,000,000","84,200,000","82,600,000","84,200,000","90,000,000","90,200,000","93,700,000","92,200,000","87,100,000","73,800,000","71,600,000","73,500,000","73,400,000","78,200,000","73,900,000","78,600,000","80,500,000","79,733,000","78,719,000","77,223,000","57,525,000","56,896,000","49,412,000","45,931,000","40,442,000","40,900,000","36,740,000","34,257,000","32,802,000","30,476,000","29,415,000","29,837,000","28,226,000","27,487,000","25,956,000","26,640,000","24,920,000","22,923,000","21,212,000","22,442,000","19,975,000","18,995,000","17,286,000","15,940,000","15,805,000","14,438,000","13,560,000","11,693,000","10,402,000","10,755,000","9,485,000","9,958,000","9,188,000","9,616,000","9,106,000","8,345,000","8,289,000","6,543,000","6,157,000","6,248,000","6,043,000","5,580,000","5,613,000","5,130,000","5,096,000","4,760,000","4,942,000","4,812,000","5,323,000","4,714,000","4,072,000","4,117,000"
	DepreciationAmortizationDepletionIncomeStatement,"38,200,000","12,000,000","9,200,000","8,400,000","8,600,000","8,700,000","8,700,000","6,700,000","2,900,000","2,900,000","3,000,000","2,900,000","2,900,000","3,000,000","2,900,000","2,900,000","4,300,000","1,400,000","3,000,000","4,100,000","2,400,000","2,400,000","2,400,000","4,500,000","4,600,000","4,700,000","4,600,000","4,700,000","4,623,000","4,658,000","6,203,000","262,000","262,000","262,000","261,000","262,000","262,000","262,000","261,000","240,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"70,000","71,000","85,000","102,000","120,000","128,000","132,000","137,000","136,000","137,000","126,000","140,000","120,000","150,000","183,000"
		DepreciationAndAmortizationInIncomeStatement,"38,200,000","12,000,000","9,200,000","8,400,000","8,600,000","8,700,000","8,700,000","6,700,000","2,900,000","2,900,000","3,000,000","2,900,000","2,900,000","3,000,000","2,900,000","2,900,000","4,300,000","1,400,000","3,000,000","4,100,000","2,400,000","2,400,000","2,400,000","4,500,000","4,600,000","4,700,000","4,600,000","4,700,000","4,623,000","4,658,000","6,203,000","262,000","262,000","262,000","261,000","262,000","262,000","262,000","261,000","240,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"70,000","71,000","85,000","102,000","120,000","128,000","132,000","137,000","136,000","137,000","126,000","140,000","120,000","150,000","183,000"
			Amortization,"38,200,000","12,000,000","9,200,000","8,400,000","8,600,000","8,700,000","8,700,000","6,700,000","2,900,000","2,900,000","3,000,000","2,900,000","2,900,000","3,000,000","2,900,000","2,900,000","4,300,000","1,400,000","3,000,000","4,100,000","2,400,000","2,400,000","2,400,000","4,500,000","4,600,000","4,700,000","4,600,000","4,700,000","4,623,000","4,658,000","6,203,000","262,000","262,000","262,000","261,000","262,000","262,000","262,000","261,000","240,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"70,000","71,000","85,000","102,000","120,000","128,000","132,000","137,000","136,000","137,000","126,000","140,000","120,000","150,000","183,000"
