name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014
TotalAssets,"11,092,337,000","17,734,608,000","17,652,579,000","17,611,119,000","17,582,358,000","17,755,281,000","3,449,385,000","2,418,828,000","1,603,077,000","1,602,827,000","1,568,429,000","1,565,344,000","1,551,625,000","1,528,876,000","1,535,182,000","1,199,909,000","817,524,000","824,391,000","880,924,000","674,146,000","413,953,000","303,670,000","313,268,000","203,890,000","213,483,000","229,737,000","243,280,000","106,941,000","87,361,000","92,007,000"
	CurrentAssets,"1,208,045,000","1,225,439,000","1,157,316,000","1,104,837,000","1,032,330,000","1,059,607,000","1,310,043,000","1,403,110,000","596,428,000","588,002,000","557,960,000","532,609,000","540,789,000","532,736,000","523,253,000","178,859,000","156,932,000","156,239,000","207,356,000","456,991,000","194,826,000","82,717,000","91,232,000","127,349,000","136,173,000","151,578,000","163,948,000","30,059,000","43,462,000","54,662,000"
		CashCashEquivalentsAndShortTermInvestments,"838,988,000","896,017,000","826,366,000","786,262,000","722,634,000","786,569,000","1,190,369,000","1,311,775,000","510,775,000","517,064,000","490,875,000","472,604,000","479,703,000","478,534,000","472,528,000","132,363,000","119,734,000","122,306,000","172,877,000","440,294,000","175,953,000","65,808,000","74,948,000","112,479,000","119,715,000","137,348,000","151,998,000","15,423,000","32,060,000","46,436,000"
			CashAndCashEquivalents,"836,444,000","893,480,000","823,828,000","783,724,000","720,104,000","733,324,000","1,187,299,000","1,308,843,000","507,956,000","514,353,000","475,242,000","440,443,000","433,958,000","423,989,000","457,554,000","105,804,000","65,179,000","42,817,000","83,119,000","409,224,000","139,948,000","50,015,000","44,032,000","55,781,000","50,193,000","55,066,000","54,064,000","15,423,000","32,060,000","46,436,000"
			OtherShortTermInvestments,"2,544,000","2,537,000","2,538,000","2,538,000","2,530,000","53,245,000","3,070,000","2,932,000","2,819,000","2,711,000","15,633,000","32,161,000","45,745,000","54,545,000","14,974,000","26,559,000","54,555,000","79,489,000","89,758,000","31,070,000","36,005,000","15,793,000","30,916,000","56,698,000","69,522,000","82,282,000","97,934,000",,,
		Receivables,"214,345,000","168,956,000","178,072,000","179,436,000","178,341,000","169,281,000","85,803,000","76,902,000","70,721,000","56,948,000","53,669,000","49,778,000","50,583,000","43,571,000","39,965,000","38,100,000","30,701,000","27,094,000","26,995,000","14,229,000","15,309,000","13,806,000","12,904,000","13,209,000","13,819,000","12,134,000","9,370,000","8,954,000","8,680,000","7,092,000"
			AccountsReceivable,"191,528,000","168,956,000","178,072,000","179,436,000","178,341,000","169,281,000","85,803,000","76,902,000","70,721,000","56,948,000","53,669,000","49,778,000","50,583,000","43,571,000","39,965,000","38,100,000","30,701,000","27,094,000","26,995,000","14,229,000","15,309,000","13,806,000","12,904,000","13,209,000","13,819,000","12,134,000","9,370,000","8,954,000","8,680,000","6,839,000"
				GrossAccountsReceivable,"204,584,000","181,340,000","189,349,000","190,388,000","186,942,000","175,693,000","90,464,000","82,015,000","75,372,000","60,735,000","56,956,000","53,129,000","54,160,000","46,953,000","43,068,000","41,145,000","33,794,000","29,516,000","29,984,000","16,239,000","17,297,000","16,228,000","15,827,000","16,295,000","16,408,000","13,946,000","10,637,000","15,793,000","10,465,000","8,624,000"
				AllowanceForDoubtfulAccountsReceivable,"-13,056,000","-12,384,000","-11,277,000","-10,952,000","-8,601,000","-6,412,000","-4,661,000","-5,113,000","-4,651,000","-3,787,000","-3,287,000","-3,351,000","-3,577,000","-3,382,000","-3,103,000","-3,045,000","-3,093,000","-2,422,000","-2,989,000","-2,010,000","-1,988,000","-2,422,000","-2,923,000","-3,086,000","-2,589,000","-1,812,000","-1,267,000","-6,839,000","-1,785,000","-1,785,000"
			DuefromRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","253,000"
