name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999
	DepreciationAmortizationDepletionIncomeStatement,"59,741,000","14,846,000","14,919,000","14,970,000","15,006,000","15,234,000","15,273,000","15,363,000","15,261,000","16,110,000","16,120,000","16,132,000","16,143,000","16,426,000","16,433,000","17,981,000","23,465,000","21,738,000","18,221,000","18,298,000","18,383,000","17,495,000","17,515,000","17,559,000","17,572,000","10,472,000","11,249,000","9,843,000","809,000","812,000","821,000","856,000","862,000","861,000","860,000","857,000","854,000","800,000","846,000","645,000","586,000","590,000","565,000","494,000","482,000","477,000","476,000","477,000","477,000","586,000","490,000","491,000","490,000","491,000","490,000","490,000","490,000","491,000","314,000",,"6,000","39,000","39,000","39,000","39,000","39,000","39,000","39,000","119,000",,,,,"0",,,"272,000","272,000","272,000","272,000","272,000","2,582,000","2,633,000","2,634,000","2,634,000","3,861,000","3,713,000","3,650,000","769,000","936,000","700,000","700,000","600,000"
		DepreciationAndAmortizationInIncomeStatement,"59,741,000","14,846,000","14,919,000","14,970,000","15,006,000","15,234,000","15,273,000","15,363,000","15,261,000","16,110,000","16,120,000","16,132,000","16,143,000","16,426,000","16,433,000","17,981,000","23,465,000","21,738,000","18,221,000","18,298,000","18,383,000","17,495,000","17,515,000","17,559,000","17,572,000","10,472,000","11,249,000","9,843,000","809,000","812,000","821,000","856,000","862,000","861,000","860,000","857,000","854,000","800,000","846,000","645,000","586,000","590,000","565,000","494,000","482,000","477,000","476,000","477,000","477,000","586,000","490,000","491,000","490,000","491,000","490,000","490,000","490,000","491,000","314,000",,"6,000","39,000","39,000","39,000","39,000","39,000","39,000","39,000","119,000",,,,,"0",,,"272,000","272,000","272,000","272,000","272,000","2,582,000","2,633,000","2,634,000","2,634,000","3,861,000","3,713,000","3,650,000","769,000","936,000","700,000","700,000","600,000"
			Amortization,"59,741,000","14,846,000","14,919,000","14,970,000","15,006,000","15,234,000","15,273,000","15,363,000","15,261,000","16,110,000","16,120,000","16,132,000","16,143,000","16,426,000","16,433,000","17,981,000","23,465,000","21,738,000","18,221,000","18,298,000","18,383,000","17,495,000","17,515,000","17,559,000","17,572,000","10,472,000","11,249,000","9,843,000","809,000","812,000","821,000","856,000","862,000","861,000","860,000","857,000","854,000","800,000","846,000","645,000","586,000","590,000","565,000","494,000","482,000","477,000","476,000","477,000","477,000","586,000","490,000","491,000","490,000","491,000","490,000","490,000","490,000","491,000","314,000",,"6,000","39,000","39,000","39,000","39,000","39,000","39,000","39,000","119,000",,,,,"0",,,"272,000","272,000","272,000","272,000","272,000","2,582,000","2,633,000","2,634,000","2,634,000",,,,,,,,
				AmortizationOfIntangiblesIncomeStatement,"59,741,000","14,846,000","14,919,000","14,970,000","15,006,000","15,234,000","15,273,000","15,363,000","15,261,000","16,110,000","16,120,000","16,132,000","16,143,000","16,426,000","16,433,000","17,981,000","23,465,000","21,738,000","18,221,000","18,298,000","18,383,000","17,495,000","17,515,000","17,559,000","17,572,000","10,472,000","11,249,000","9,843,000","809,000","812,000","821,000","856,000","862,000","861,000","860,000","857,000","854,000","800,000","846,000","645,000","586,000","590,000","565,000","494,000","482,000","477,000","476,000","477,000","477,000","586,000","490,000","491,000","490,000","491,000","490,000","490,000","490,000","491,000","314,000",,"6,000","39,000","39,000","39,000","39,000","39,000","39,000","39,000","119,000",,,,,"0",,,"272,000","272,000","272,000","272,000","272,000","2,582,000","2,633,000","2,634,000","2,634,000",,,,,,,,
OperatingIncome,"48,634,000","-8,319,000","55,455,000","12,165,000","-10,667,000","16,068,000","31,770,000","3,748,000","-14,394,000","14,770,000","37,012,000","-7,145,000","-24,325,000","30,705,000","13,254,000","-11,468,000","-40,035,000","-6,137,000","41,624,000","-948,000","-33,388,000","40,922,000","33,163,000","700,000","-8,720,000","-4,922,000","2,825,000","-35,270,000","12,389,000","30,588,000","27,939,000","18,644,000","19,602,000","25,985,000","27,264,000","15,882,000","8,883,000","21,864,000","17,561,000","18,040,000","8,129,000","20,674,000","17,818,000","11,502,000","4,292,000","16,953,000","16,245,000","13,302,000","11,565,000","11,536,000","13,836,000","11,681,000","8,850,000","10,025,000","13,266,000","9,071,000","4,015,000","-9,326,000","-2,445,000","3,570,000","2,859,000","1,809,000","1,910,000","2,594,000","1,055,000","2,019,000","2,243,000","1,752,000","665,000","539,000","1,073,000","845,000","323,000","-805,000","318,000","-123,000","-1,096,000","-679,000","-968,000","-1,406,000","-2,151,000","-2,498,000","-3,025,000","-3,482,000","-5,252,000","732,000","3,764,000","1,096,000","5,587,000","6,000,000","6,000,000","4,400,000","4,700,000"
NetNonOperatingInterestIncomeExpense,"-7,751,000","-1,591,000","-1,703,000","-2,366,000","-2,091,000","-2,246,000","-2,635,000","-2,544,000","-2,809,000","-3,601,000","-3,803,000","-3,959,000","-4,707,000","-5,266,000","-5,550,000","-5,134,000","-4,947,000","-4,107,000","-2,491,000","-2,155,000","-2,070,000","-2,007,000","-2,053,000","-1,964,000","-2,140,000","-2,110,000","-1,881,000","-1,614,000","-34,000","-46,000","-96,000","-98,000","-90,000","-94,000","-132,000","-130,000","-103,000","-121,000","-178,000","-209,000","-180,000","-202,000","-368,000","-376,000","-401,000","-488,000","-389,000","-459,000","-444,000","-519,000","-764,000","-727,000","-810,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,"297,000","143,000","45,000","45,000","63,000","136,000","73,000","171,000","265,000","829,000","826,000","1,214,000","1,658,000","1,557,000","1,455,000","1,293,000","941,000","612,000","307,000","410,000","480,000","394,000","207,000","229,000","191,000","172,000","189,000","172,000","158,000","147,000","95,000","98,000","104,000","99,000","66,000","57,000","87,000","85,000","115,000","192,000","116,000","115,000","104,000","101,000","99,000","85,000","210,000","199,000","178,000","117,000","109,000","141,000","277,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"8,048,000","1,734,000","1,748,000","2,411,000","2,154,000","2,382,000","2,708,000","2,715,000","3,074,000","4,430,000","4,629,000","5,173,000","6,365,000","6,823,000","7,005,000","6,427,000","5,888,000","4,719,000","2,798,000","2,565,000","2,550,000","2,401,000","2,260,000","2,193,000","2,331,000","2,282,000","2,070,000","1,786,000","192,000","193,000","191,000","196,000","194,000","193,000","198,000","187,000","190,000","206,000","293,000","401,000","296,000","317,000","472,000","477,000","500,000","573,000","599,000","658,000","622,000","636,000","873,000","868,000","1,087,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,,,,,,,,"3,394,000",,,"3,915,000",,"4,399,000","6,129,000","4,564,000","5,946,000","4,693,000","5,036,000","3,107,000","3,323,000","3,135,000","1,797,000","2,748,000","2,430,000","2,904,000","3,012,000","2,903,000","828,000","146,000","622,000","512,000","543,000","131,000","70,000","-44,000","59,000","73,000","217,000","104,000","116,000","356,000","323,000","1,208,000",,,,"392,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"2,009,000","428,000","1,880,000","30,000","-329,000","-823,000","-948,000","-819,000","-2,064,000","-2,391,000","-305,000","193,000","185,000","-2,337,000","-12,909,000","-12,461,000","-36,764,000","-2,317,000","-3,979,000","-1,459,000","-1,232,000","-2,061,000","-496,000","-361,000","-2,798,000","-902,000","-1,594,000","786,000","-112,000","-576,000","-416,000","-445,000","-41,000","24,000","176,000","71,000","30,000","-96,000","75,000","-1,060,000","-89,000","-352,000","-1,212,000","-459,000","2,000","10,000","-3,000","-3,000","4,000","-17,000","-98,000","12,000","91,000","-26,000","-180,000","-461,000","-413,000","-741,000","-254,000","-6,000",,,,,,"0",,,"-143,000",,,,,,,,,,,,,,,,,"0",,"-268,000",,,,,"300,000"
	SpecialIncomeCharges,"0","0","0","0","0","0","0","31,000","-93,000","-2,208,000","-193,000","-150,000","-123,000","-1,474,000","-13,895,000","-11,649,000","-37,018,000","-1,388,000","-3,363,000","-291,000","-167,000","-2,271,000","199,000","105,000","-2,034,000","0","-572,000","104,000",,,,,,"0","0","0","0","0","1,000","-1,153,000","87,000","376,000","-1,212,000","-459,000","2,000","10,000","-3,000","-3,000","4,000","-17,000","-98,000","12,000","91,000","-26,000","-180,000","-461,000","-413,000","-741,000","-254,000","-6,000",,,,,,"0",,,"-143,000",,,,,,,,,,,,,,,,,"0",,"-268,000",,,,,"300,000"
		RestructuringAndMergernAcquisition,"0","0","0","0","0","0","0","-31,000","93,000","2,208,000","193,000","150,000","123,000","1,179,000","13,895,000","2,472,000","1,147,000","1,388,000","3,363,000","291,000","167,000","2,271,000","-199,000","-105,000","2,034,000","0","572,000","-104,000",,,,,,"0","0","0","0","0","-1,000","1,153,000","-87,000","231,000","372,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ImpairmentOfCapitalAssets,"0",,,,,,,,,"0","0","0","0","0","0","0","35,871,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-607,000","840,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GainOnSaleOfBusiness,"-295,000",,,,,,,,,"0","0","0",,"-295,000","0","-9,177,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"2,009,000","428,000","1,880,000","30,000","-329,000","-823,000","-948,000","-850,000","-1,971,000","-183,000","-112,000","343,000","308,000","-863,000","986,000","-812,000","254,000","-929,000","-616,000","-1,168,000","-1,065,000","210,000","-695,000","-466,000","-764,000","-902,000","-1,022,000","786,000","-112,000","-576,000","-416,000","-445,000","-41,000","24,000","176,000","71,000","30,000","-96,000","74,000","93,000","-176,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"42,892,000","-9,482,000","55,632,000","9,829,000","-13,087,000","12,999,000","28,187,000","385,000","-19,267,000","8,778,000","32,904,000","-10,911,000","-28,847,000","23,102,000","-5,205,000","-29,063,000","-81,746,000","-12,561,000","35,154,000","-4,562,000","-36,690,000","36,854,000","30,614,000","-1,625,000","-13,658,000","-7,934,000","-650,000","-36,098,000","12,243,000","29,966,000","27,427,000","18,101,000","19,471,000","25,915,000","27,308,000","15,823,000","8,810,000","21,647,000","17,458,000","16,771,000","7,860,000","20,120,000","16,238,000","10,667,000","3,893,000","16,475,000","15,853,000","12,840,000","11,125,000","11,000,000","12,974,000","10,966,000","8,131,000","9,136,000","11,999,000","7,643,000","2,263,000","-11,260,000","-3,788,000","4,631,000","3,868,000","2,703,000","2,827,000","3,666,000","2,070,000","2,876,000","2,930,000","2,321,000","1,036,000","934,000","1,419,000","964,000","502,000","-635,000","485,000","37,000","-899,000","-431,000","-710,000","-1,080,000","-1,838,000","-2,138,000","-2,652,000","-2,983,000","-4,565,000","-2,518,000","4,694,000","1,936,000","6,621,000","7,051,000","6,900,000","5,000,000","4,900,000"
TaxProvision,"7,018,000","-1,076,000","7,907,000","1,933,000","-1,746,000","1,562,000","-834,000","4,071,000","-1,847,000","1,442,000","-3,821,000","6,561,000","496,000","3,891,000","-1,602,000","-2,635,000","-19,242,000","-29,378,000","-54,531,000","-2,094,000","-12,468,000","14,544,000","9,369,000","-359,000","-4,660,000","-4,318,000","23,857,000","-28,183,000","4,574,000","9,112,000","9,798,000","6,868,000","7,995,000","9,239,000","10,014,000","5,940,000","3,557,000","7,094,000","6,320,000","6,861,000","2,852,000","7,173,000","6,207,000","3,616,000","1,494,000","5,704,000","4,752,000","4,592,000","3,980,000","3,947,000","4,433,000","3,880,000","2,894,000","3,462,000","4,064,000","2,701,000","766,000","-6,347,000","-682,000","1,380,000","1,188,000","625,000","844,000","1,364,000","766,000","1,072,000","1,043,000","867,000","384,000","324,000","513,000","-93,000","205,000","-458,000","301,000","37,000","-349,000","-77,000","-382,000","-370,000","-691,000","-397,000","-65,000","-38,000","-427,000","-11,000","2,024,000","2,697,000","2,317,000","2,539,000","2,500,000","1,800,000","1,800,000"
NetIncomeCommonStockholders,"35,874,000","-8,406,000","47,725,000","7,896,000","-11,341,000","11,437,000","29,021,000","-3,686,000","-17,420,000","7,336,000","36,725,000","-17,472,000","-29,343,000","19,211,000","-3,603,000","-26,428,000","-62,504,000","16,817,000","89,685,000","-2,468,000","-24,222,000","22,310,000","21,245,000","-1,266,000","-8,998,000","-3,616,000","-24,507,000","-7,915,000","7,669,000","20,854,000","17,629,000","11,233,000","11,476,000","16,676,000","17,294,000","9,883,000","5,253,000","14,553,000","11,138,000","9,910,000","5,008,000","12,947,000","10,031,000","7,051,000","2,399,000","10,771,000","11,101,000","8,248,000","7,145,000","7,053,000","8,541,000","7,086,000","5,237,000","5,674,000","7,935,000","4,942,000","1,497,000","-4,913,000","-3,106,000","3,251,000","2,680,000","2,078,000","1,983,000","2,302,000","1,374,000","1,804,000","1,887,000","1,454,000","652,000","610,000","906,000","1,057,000","297,000","-177,000","184,000","0","-552,000","-354,000","-328,000","-710,000","-1,147,000","-1,741,000","-2,587,000","-2,945,000","-4,138,000","-2,507,000","2,670,000","-761,000","4,304,000","4,512,000","4,400,000","3,200,000","3,100,000"
	NetIncome,"35,874,000","-8,406,000","47,725,000","7,896,000","-11,341,000","11,437,000","29,021,000","-3,686,000","-17,420,000","7,336,000","36,725,000","-17,472,000","-29,343,000","19,211,000","-3,603,000","-26,428,000","-62,504,000","16,817,000","89,685,000","-2,468,000","-24,222,000","22,310,000","21,245,000","-1,266,000","-8,998,000","-3,616,000","-24,507,000","-7,915,000","7,669,000","20,854,000","17,629,000","11,233,000","11,476,000","16,676,000","17,294,000","9,883,000","5,253,000","14,553,000","11,138,000","9,910,000","5,008,000","12,947,000","10,031,000","7,051,000","2,399,000","10,771,000","11,101,000","8,248,000","7,145,000","7,053,000","8,541,000","7,086,000","5,237,000","5,674,000","7,935,000","4,942,000","1,497,000","-4,913,000","-3,106,000","3,251,000","2,680,000","2,078,000","1,983,000","2,302,000","1,374,000","1,804,000","1,887,000","1,454,000","652,000","610,000","906,000","1,057,000","297,000","-177,000","184,000","0","-552,000","-354,000","-328,000","-710,000","-1,147,000","-1,741,000","-2,587,000","-2,945,000","-4,138,000","-2,507,000","2,670,000","-761,000","4,304,000","4,512,000","4,400,000","3,200,000","3,100,000"
