name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987,06/30/1987,03/31/1987,12/31/1986,09/30/1986,06/30/1986,03/31/1986
TotalRevenue,"59,837,000","16,686,000","14,395,000","13,881,000","14,875,000","14,851,000","14,708,000","16,485,000","16,265,000","18,820,000","25,995,000","26,735,000","33,368,000","41,752,000","42,925,000","46,873,000","48,636,000","58,588,000","71,623,000","77,798,000","91,599,000","99,551,000","103,546,000","114,632,000","145,367,000","137,135,000","138,934,000","159,208,000","203,694,000","213,055,000","212,808,000","216,595,000","215,194,000","217,260,000","186,329,000","201,741,000","274,766,000","275,048,000","244,811,000","261,661,000","255,374,000","251,246,000","249,352,000","238,790,000","222,181,000","214,362,000","148,645,000","218,035,000","213,966,000","213,626,000","213,483,000","206,587,000","212,729,000","216,923,000","218,406,000","211,689,000","204,273,000","215,164,000","213,748,000","211,217,000","209,995,000","205,050,000","205,763,000","202,542,000","197,957,000","189,559,000","186,066,000","183,372,000","174,289,000","167,319,000","-268,127,000","320,838,000","138,945,000","136,578,000","130,836,000","127,538,000","121,720,000","120,633,000","115,495,000","102,067,000","100,729,000","98,675,000","98,912,000","96,784,000","98,646,000","99,830,000","100,532,000","103,175,000","101,045,000","100,254,000","96,441,000","116,800,000","107,800,000","106,400,000","96,254,000","99,100,000","86,300,000","74,900,000","56,463,000","59,600,000","54,700,000","38,100,000","24,383,000","31,300,000","34,600,000","29,800,000","27,178,000","29,000,000","30,500,000","26,000,000","21,383,000","23,900,000","19,900,000","17,600,000","15,400,000","14,800,000","13,800,000","12,700,000","12,900,000","12,400,000","11,900,000","11,500,000","11,500,000","11,100,000","10,900,000","10,400,000","8,000,000","8,600,000","8,500,000","7,800,000","6,500,000","5,900,000","5,600,000","5,200,000","4,900,000","4,800,000","4,700,000","4,600,000","4,000,000","2,700,000","2,200,000","1,900,000","100,000","100,000","100,000","100,000"
	OperatingRevenue,"56,598,000","15,840,000","13,503,000","13,141,000","14,114,000","14,169,000","14,001,000","15,742,000","15,248,000","17,143,000","23,410,000","23,995,000","30,574,000","38,890,000","31,527,000","34,138,000","35,211,000","43,549,000","54,672,000","61,091,000","74,352,000","80,205,000","84,726,000","92,722,000","121,735,000","109,888,000","113,254,000","125,459,000","163,697,000","167,972,000","173,036,000","174,216,000","172,407,000","172,040,000","8,173,000","201,741,000","274,766,000","275,048,000","244,811,000","261,661,000","255,374,000","251,246,000","249,352,000","238,790,000","222,181,000","214,362,000","148,645,000","218,035,000","213,966,000","213,626,000","213,483,000","206,587,000","212,729,000","216,923,000","218,406,000","211,689,000","204,273,000","215,496,000","212,193,000","214,040,000","210,563,000","205,509,000","205,763,000","203,115,000","198,267,000","189,559,000","197,734,000","187,274,000","182,750,000","170,893,000","-268,127,000","320,838,000","142,676,000","136,578,000","142,534,000","131,424,000","125,373,000","124,921,000","120,914,000","106,851,000","105,072,000","101,969,000","88,762,000","95,578,000","101,984,000","103,142,000","100,532,000","107,266,000","101,045,000","100,254,000","94,100,000","116,800,000","107,800,000","106,400,000","106,200,000","99,100,000","86,300,000","74,900,000","56,463,000","59,600,000","54,700,000","38,100,000","24,383,000","31,300,000","34,600,000","29,800,000","30,300,000","29,000,000","30,500,000","26,000,000","21,400,000","23,900,000","19,900,000","17,600,000","15,400,000","14,800,000","13,800,000","12,700,000","12,900,000","12,400,000","11,900,000","11,500,000","11,500,000","11,100,000","10,900,000","10,400,000","8,000,000","8,600,000","8,500,000","7,800,000","6,500,000","5,900,000","5,600,000","5,200,000","4,900,000","4,800,000","4,700,000","4,600,000","4,000,000","2,700,000","2,200,000","1,900,000","100,000","100,000","100,000","100,000"
CostOfRevenue,"23,805,000","4,533,000","6,582,000","6,102,000","6,588,000","6,621,000","6,976,000","6,444,000","6,677,000","8,761,000","9,741,000","9,923,000","10,974,000","15,780,000","15,539,000","20,257,000","19,521,000","24,599,000","30,674,000","32,380,000","37,284,000","41,087,000","42,742,000","49,313,000","51,393,000","57,258,000","63,820,000","73,571,000","89,686,000","97,871,000","94,158,000","99,392,000","92,701,000","101,731,000","83,219,000","94,632,000","109,754,000","109,659,000","94,921,000","112,577,000","108,093,000","104,090,000","116,371,000","100,912,000","90,161,000","90,407,000","62,225,000","93,722,000","89,147,000","89,574,000","89,272,000","88,304,000","86,686,000","91,739,000","93,920,000","89,074,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GrossProfit,"36,032,000","12,153,000","7,813,000","7,779,000","8,287,000","8,230,000","7,732,000","10,041,000","9,588,000","10,059,000","16,254,000","16,812,000","22,394,000","25,972,000","27,386,000","26,616,000","29,115,000","33,989,000","40,949,000","45,418,000","54,315,000","58,464,000","60,804,000","65,319,000","93,974,000","79,877,000","75,114,000","85,637,000","114,008,000","115,184,000","118,650,000","117,203,000","122,493,000","115,529,000","103,110,000","107,109,000","165,012,000","165,389,000","149,890,000","149,084,000","147,281,000","147,156,000","132,981,000","137,878,000","132,020,000","123,955,000","86,420,000","124,313,000","124,819,000","124,052,000","124,211,000","118,283,000","126,043,000","125,184,000","124,486,000","122,615,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingExpense,"47,552,000","12,414,000","11,156,000","12,160,000","11,822,000","20,080,000","11,816,000","12,328,000","12,700,000","15,718,000","14,327,000","14,462,000","17,094,000","20,681,000","19,803,000","22,192,000","24,243,000","27,242,000","30,771,000","32,822,000","35,882,000","38,993,000","40,530,000","42,461,000","49,508,000","49,563,000","50,882,000","56,771,000","64,548,000","79,257,000","75,599,000","104,663,000","83,928,000","76,497,000","64,688,000","77,219,000","89,042,000","83,789,000","68,820,000","78,029,000","76,916,000","73,661,000","72,815,000","67,839,000","63,591,000","64,792,000","68,773,000","59,178,000","59,954,000","59,764,000","60,042,000","57,793,000","59,396,000","57,877,000","58,807,000","55,768,000","137,966,000","142,702,000","141,819,000","137,831,000","135,366,000","132,090,000","130,655,000","129,796,000","124,878,000","117,342,000","116,332,000","113,064,000","104,892,000","103,051,000","-330,836,000","256,808,000","82,415,000","84,623,000","80,413,000","82,759,000","72,940,000","72,550,000","67,434,000","58,183,000","57,873,000","56,551,000","60,277,000","54,779,000","55,007,000","51,330,000","55,739,000","55,274,000","54,610,000","54,398,000","392,590,000","-72,500,000","-45,000,000","-42,800,000","250,072,000","-37,800,000","-30,700,000","-26,100,000","121,365,000","-18,600,000","-15,900,000","-9,000,000","49,037,000","-5,600,000","-5,300,000","-5,200,000","46,063,000","-5,500,000","-6,100,000","-4,600,000","32,440,000","-5,100,000","-4,200,000","-3,400,000","-3,100,000","-3,000,000","-2,800,000","-2,800,000","-3,000,000","-3,000,000","-2,800,000","-2,800,000","-2,400,000","-2,500,000","-2,400,000","-2,100,000","-1,700,000","-2,700,000","-2,400,000","-2,000,000","-1,400,000","-1,400,000","-1,300,000","-1,200,000",,,,,,,,,,,,
	SellingGeneralAndAdministration,"29,717,000","8,002,000","6,753,000","7,572,000","7,390,000","15,729,000","7,136,000","7,191,000","8,302,000","10,604,000","8,290,000","8,523,000","9,533,000","12,096,000","8,973,000","10,905,000","11,222,000","13,339,000","12,033,000","11,689,000","11,960,000","12,078,000","11,490,000","13,277,000","12,177,000","13,312,000","13,739,000","16,249,000","10,911,000","16,558,000","16,760,000","47,450,000","24,097,000","24,848,000","15,764,000","25,069,000","21,653,000","17,266,000","11,431,000","14,592,000","13,364,000","12,310,000","13,199,000","11,450,000","11,618,000","10,951,000","8,758,000","10,658,000","10,296,000","9,984,000","10,520,000","9,628,000","9,792,000","9,487,000","9,775,000","9,184,000","8,991,000","9,376,000","9,067,000","8,947,000","9,125,000","8,578,000","7,207,000","8,513,000","8,540,000","7,873,000","7,016,000","9,102,000","7,453,000","6,875,000","6,696,000","6,946,000","5,830,000","5,698,000","5,015,000","4,951,000","4,872,000","4,500,000","5,023,000","3,916,000","4,151,000","3,725,000","3,820,000","4,061,000","3,640,000","4,093,000","3,760,000","4,482,000","4,332,000","4,697,000","3,604,000","5,300,000","5,000,000","4,800,000","4,772,000","4,800,000","4,000,000","3,600,000","3,570,000","3,300,000","3,000,000","1,900,000","2,255,000","1,700,000","1,600,000","1,500,000","2,214,000","1,600,000","1,700,000","1,400,000","4,216,000","300,000","300,000","200,000","200,000","300,000","200,000","200,000","100,000","200,000","200,000",,"200,000","200,000","200,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000",,,,,,,,,,,,
		GeneralAndAdministrativeExpense,"29,717,000","8,002,000","6,753,000","7,572,000","7,390,000","15,729,000","7,136,000","7,191,000","8,302,000","10,604,000","8,290,000","8,523,000","9,533,000","12,096,000","8,973,000","10,905,000","11,222,000","13,339,000","12,033,000","11,689,000","11,960,000","12,078,000","11,490,000","13,277,000","12,177,000","13,312,000","13,739,000","16,249,000","10,911,000","16,558,000","16,760,000","47,450,000","24,097,000","24,848,000","15,764,000","25,069,000","21,653,000","17,266,000",,,,,,,,,,,,,,,,,,,"8,991,000","9,376,000","9,067,000","8,947,000","9,125,000","8,578,000","7,207,000","8,513,000","8,540,000","7,873,000","7,016,000","9,102,000","7,453,000","6,875,000","6,696,000","6,946,000","5,830,000","5,698,000","5,015,000","4,951,000","4,872,000","4,500,000","5,023,000","3,916,000","4,151,000","3,725,000","3,820,000","4,061,000","3,640,000","4,093,000","3,760,000","4,482,000","4,332,000","4,697,000","3,604,000","5,300,000","5,000,000","4,800,000","4,772,000","4,800,000","4,000,000","3,600,000","3,570,000","3,300,000","3,000,000","1,900,000","2,255,000","1,700,000","1,600,000","1,500,000","2,214,000","1,600,000","1,700,000","1,400,000","4,216,000","300,000","300,000","200,000","200,000","300,000","200,000","200,000","100,000","200,000","200,000",,"200,000","200,000","200,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000",,,,,,,,,,,,
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,991,000","9,376,000","9,067,000","8,947,000","9,125,000","8,578,000","7,207,000","8,513,000","8,540,000","7,873,000","7,016,000","9,102,000","7,453,000","6,875,000","6,696,000","6,946,000","5,830,000","5,698,000","5,015,000","4,951,000","4,872,000","4,500,000","5,023,000","3,916,000","4,151,000","3,725,000","3,820,000","4,061,000","3,640,000","4,093,000","3,760,000","4,482,000","4,332,000","4,697,000","3,600,000","5,300,000","5,000,000","4,800,000","4,800,000","4,800,000","4,000,000","3,600,000","3,600,000","3,300,000","3,000,000","1,900,000","2,300,000","1,700,000","1,600,000","1,500,000","2,200,000","1,600,000","1,700,000","1,400,000","4,200,000","300,000","300,000","200,000","200,000","300,000","200,000","200,000","100,000","200,000","200,000",,"200,000","200,000","200,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000",,,,,,,,,,,,
			OtherGandA,"29,717,000","8,002,000","6,753,000","7,572,000","7,390,000","15,729,000","7,136,000","7,191,000","8,302,000","10,604,000","8,290,000","8,523,000","9,533,000","12,096,000","8,973,000","10,905,000","11,222,000","13,339,000","12,033,000","11,689,000","11,960,000","12,078,000","11,490,000","13,277,000","12,177,000","13,312,000","13,739,000","16,249,000","10,911,000","16,558,000","16,760,000","47,450,000","24,097,000","24,848,000","15,764,000","25,069,000","21,653,000","17,266,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"17,835,000","4,412,000","4,403,000","4,588,000","4,432,000","4,351,000","4,680,000","5,137,000","4,398,000","5,114,000","6,037,000","5,939,000","7,561,000","8,585,000","10,830,000","11,287,000","13,021,000","13,903,000","18,738,000","21,133,000","23,922,000","26,915,000","29,040,000","29,184,000","37,331,000","36,251,000","37,143,000","40,522,000","53,637,000","62,699,000","58,839,000","57,213,000","59,831,000","51,649,000","48,924,000","52,150,000","67,389,000","66,523,000","57,389,000","63,437,000","63,552,000","61,351,000","59,616,000","56,389,000","51,973,000","53,841,000","60,015,000","48,520,000","49,658,000","49,780,000","49,522,000","48,165,000","49,604,000","48,390,000","49,032,000","46,584,000","45,228,000","48,363,000","47,582,000","46,116,000","45,786,000","43,511,000","40,717,000","41,064,000","40,379,000","37,666,000","35,578,000","34,595,000","33,519,000","32,721,000","33,097,000","29,192,000","25,048,000","25,043,000","24,330,000","27,774,000","20,895,000","20,274,000","19,019,000","16,928,000","17,444,000","17,221,000","16,334,000","16,471,000","16,225,000","16,157,000","16,014,000","15,885,000","16,040,000","15,874,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
