name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996,07/31/1996,04/30/1996,01/31/1996,10/31/1995,07/31/1995,04/30/1995,01/31/1995,10/31/1994,07/31/1994,04/30/1994,01/31/1994,10/31/1993,07/31/1993,04/30/1993,01/31/1993,10/31/1992,07/31/1992,04/30/1992,01/31/1992,10/31/1991,07/31/1991,04/30/1991,01/31/1991,10/31/1990,07/31/1990,04/30/1990,01/31/1990,10/31/1989,07/31/1989
OperatingCashFlow,"788,741,000","252,200,000","81,164,000","213,818,000","241,559,000","141,009,000","111,122,000","199,907,000","352,050,000","104,607,000","88,298,000","132,652,000","178,757,000","152,858,000","73,467,000","154,218,000","150,071,000","123,821,000","54,413,000","124,424,000","117,139,000","143,246,000","75,943,000","78,735,000","161,349,000","122,625,000","97,125,000","143,163,000","101,796,000","101,822,000","56,468,000","67,035,000","116,357,000","103,474,000","25,377,000","47,076,000","138,233,000","91,789,000","35,901,000","52,107,000","106,531,000","70,649,000","35,328,000","26,043,000","162,859,000","79,031,000","16,789,000","61,926,000","103,697,000","49,970,000","35,129,000","54,514,000","74,455,000","67,058,000","32,464,000","9,680,000","60,665,000","53,254,000","18,816,000","41,725,000","62,193,000","58,465,000","21,545,000","16,436,000","15,678,000","75,257,000","-1,410,000","13,916,000","60,564,000","58,610,000","-197,000","27,263,000","46,508,000","25,141,000","11,656,000","30,573,000","30,532,000","42,649,000","6,720,000","24,065,000","30,480,000","41,823,000","4,112,000","20,344,000","16,811,000","39,150,000","-6,925,000","19,080,000","26,691,000","45,982,000","5,900,000","18,900,000","38,200,000","11,100,000","16,600,000","24,300,000","22,400,000","24,400,000","6,500,000","19,600,000","28,100,000","22,600,000","6,600,000","15,400,000","23,100,000","16,900,000","4,300,000","10,000,000","16,800,000","15,800,000","4,100,000","9,500,000","20,100,000","14,300,000","6,800,000","18,800,000","12,800,000","3,700,000","2,200,000","9,000,000","15,400,000","13,400,000","2,500,000","7,400,000","10,300,000","5,700,000","3,000,000","12,800,000","9,600,000","5,800,000","3,300,000","7,600,000","9,100,000"
	CashFlowFromContinuingOperatingActivities,"788,741,000","252,200,000","81,164,000","213,818,000","241,559,000","141,009,000","111,122,000","199,907,000","352,050,000","104,607,000","88,298,000","132,652,000","178,757,000","152,858,000","73,467,000","154,218,000","150,071,000","123,821,000","54,413,000","124,424,000","117,139,000","143,246,000","75,943,000","78,735,000","161,349,000","122,625,000","97,125,000","143,163,000","101,796,000","101,822,000","56,468,000","67,035,000","116,357,000","103,474,000","25,377,000","47,076,000","138,233,000","91,789,000","35,901,000","52,107,000","106,531,000","70,649,000","35,328,000","26,043,000","162,859,000","79,031,000","16,789,000","61,926,000","103,697,000","49,970,000","35,129,000","54,514,000","74,455,000","67,056,000","32,477,000","9,681,000","60,669,000","53,229,000","18,971,000","41,665,000","62,039,000","57,587,000","21,527,000","16,530,000","15,688,000","74,787,000","-1,449,000","13,916,000","60,564,000","58,610,000","-197,000","27,263,000","46,508,000","25,141,000","11,656,000","30,573,000","30,532,000","42,649,000","6,720,000","24,065,000","30,480,000","41,823,000","4,112,000","20,344,000","16,811,000","39,150,000","-6,925,000","19,080,000","26,691,000","45,982,000","5,900,000","18,900,000","38,200,000","11,100,000","16,600,000","24,300,000","22,400,000","24,400,000","6,500,000","19,600,000","28,100,000","22,600,000","6,600,000","15,400,000","23,100,000","16,900,000","4,300,000","10,000,000","16,800,000","15,800,000","4,100,000","9,500,000","20,100,000","14,300,000","6,800,000","18,800,000","12,800,000","3,700,000","2,200,000","9,000,000","15,400,000","13,400,000","2,500,000","7,400,000","10,300,000","5,700,000","3,000,000","12,800,000","9,600,000","5,800,000","3,300,000","7,600,000","9,100,000"
		NetIncomeFromContinuingOperations,"339,790,000","59,776,000","64,024,000","96,831,000","119,159,000","41,698,000","38,627,000","111,983,000","120,592,000","62,091,000","33,959,000","81,981,000","85,815,000","25,212,000","41,835,000","66,615,000","70,224,000","19,262,000","192,965,000","48,918,000","56,758,000","30,078,000","22,835,000","57,180,000","67,392,000","47,044,000","38,099,000","79,033,000","61,806,000","41,343,000","39,319,000","47,676,000","52,290,000","22,816,000","14,669,000","41,319,000","55,710,000","23,272,000","15,463,000","32,859,000","39,031,000",,,,,"22,770,000","12,875,000","21,692,000","37,286,000","21,935,000","17,242,000","33,592,000","44,193,000","15,573,000","14,024,000","27,352,000","28,795,000","14,463,000","12,898,000","27,692,000","29,951,000","18,299,000","11,207,000","17,074,000","16,962,000","12,585,000","7,270,000","22,193,000","20,892,000","7,342,000","2,466,000","11,006,000","15,939,000","1,028,000","5,841,000","15,770,000","13,827,000","6,933,000","6,967,000","13,445,000","12,191,000","4,376,000","2,269,000","12,392,000","12,708,000","1,465,000","3,983,000","13,828,000","15,725,000","6,948,000","5,200,000","12,600,000","14,700,000","6,200,000","8,900,000","12,600,000","12,500,000","4,800,000","7,400,000","10,800,000","10,500,000","3,700,000","5,500,000","8,900,000","8,900,000","3,200,000","6,900,000","8,800,000","7,900,000","3,200,000","5,700,000","7,600,000","6,400,000","2,400,000","4,100,000","5,300,000","4,800,000","1,600,000","3,200,000","4,400,000","4,100,000","1,300,000","2,700,000","3,900,000","3,600,000","1,000,000","2,500,000","3,100,000","2,400,000","600,000","2,000,000","3,400,000","2,400,000"
		OperatingGainsLosses,"-1,201,000","-332,000","838,000","63,000","-1,770,000","5,872,000","1,649,000","1,819,000","340,000","1,380,000","858,000","730,000","527,000","225,000","29,000","785,000","345,000","271,000","919,000","951,000","140,000","1,488,000","516,000","596,000","-302,000","523,000","505,000","68,000","-259,000","1,786,000","452,000","-110,000","242,000","-34,000","817,000","1,147,000","916,000","516,000","885,000","1,803,000","1,584,000","227,000","353,000","462,000","386,000","-319,000","128,000","11,349,000","112,000","204,000","-99,000","747,000","8,000","3,472,000","472,000","-2,204,000","3,497,000","-720,000","1,618,000","557,000","902,000","1,316,000","489,000","616,000","237,000","-1,422,000","594,000","85,000","1,417,000","581,000","7,507,000","1,161,000","622,000","529,000","375,000","159,000","384,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,"523,000","505,000","68,000","-259,000","1,786,000","452,000","-110,000","242,000","-34,000","817,000","1,147,000","916,000","516,000","885,000","1,803,000","1,584,000","227,000","353,000","462,000","386,000","-319,000","128,000","-1,000","112,000","-200,000","-99,000","747,000","8,000","-263,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PensionAndEmployeeBenefitExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"303,541,000","77,866,000","75,529,000","74,258,000","75,888,000","69,896,000","65,185,000","64,294,000","65,820,000","65,193,000","63,285,000","62,888,000","59,808,000","62,867,000","61,324,000","61,356,000","58,840,000","57,402,000","57,042,000","54,157,000","52,369,000","51,692,000","51,208,000","48,748,000","45,981,000","45,599,000","43,922,000","41,907,000","39,509,000","42,215,000","40,493,000","37,365,000","36,357,000","35,630,000","32,748,000","32,485,000","30,594,000","29,946,000","28,272,000","27,189,000","26,611,000","25,613,000","24,570,000","23,436,000","23,280,000","22,622,000","20,842,000","20,024,000","19,855,000","18,710,000","18,359,000","18,491,000","18,189,000","17,330,000","17,149,000","17,405,000","17,330,000","17,010,000","17,009,000","17,416,000","16,443,000","16,638,000","16,197,000","15,621,000","15,921,000","16,540,000","14,036,000","14,661,000","13,819,000","14,347,000","13,269,000","12,897,000","12,669,000","12,564,000","12,460,000","12,317,000","12,165,000","11,983,000","11,921,000","11,760,000","11,635,000","11,506,000","11,315,000","11,074,000","10,807,000","10,627,000","10,473,000","10,321,000","10,071,000","10,008,000","9,700,000","9,400,000","9,100,000","8,700,000","8,700,000","8,400,000","8,100,000","8,000,000","7,800,000","7,400,000","7,200,000","7,000,000","6,900,000","6,600,000","6,400,000","6,400,000","6,300,000","6,100,000","5,900,000","5,700,000","5,700,000","5,500,000","5,300,000","5,000,000","4,800,000","4,500,000","4,300,000","4,200,000","4,000,000","3,900,000","3,800,000","3,600,000","3,400,000","3,400,000","3,300,000","3,200,000","3,000,000","3,100,000","2,900,000","3,000,000","2,800,000","2,400,000","2,400,000"
			DepreciationAndAmortization,"303,541,000","77,866,000","75,529,000","74,258,000","75,888,000","69,896,000","65,185,000","64,294,000","65,820,000","65,193,000","63,285,000","62,888,000","59,808,000","62,867,000","61,324,000","61,356,000","58,840,000","57,402,000","57,042,000","54,157,000","52,369,000","51,692,000","51,208,000","48,748,000","45,981,000","45,599,000","43,922,000","41,907,000","39,509,000","42,215,000","40,493,000","37,365,000","36,357,000","35,630,000","32,748,000","32,485,000","30,594,000","29,946,000","28,272,000","27,189,000","26,611,000","25,613,000","24,570,000","23,436,000","23,280,000","22,622,000","20,842,000","20,024,000","19,855,000","18,710,000","18,359,000","18,491,000","18,189,000","17,330,000","17,149,000","17,405,000","17,330,000","17,010,000","17,009,000","17,416,000","16,443,000","16,638,000","16,197,000","15,621,000","15,921,000","16,540,000","14,036,000","14,661,000","13,819,000","14,347,000","13,269,000","12,897,000","12,669,000","12,564,000","12,460,000","12,317,000","12,165,000","11,983,000","11,921,000","11,760,000","11,635,000","11,506,000","11,315,000","11,074,000","10,807,000","10,627,000","10,473,000","10,321,000","10,071,000","10,008,000","9,700,000","9,400,000","9,100,000","8,700,000","8,700,000","8,400,000","8,100,000","8,000,000","7,800,000","7,400,000","7,200,000","7,000,000","6,900,000","6,600,000","6,400,000","6,400,000","6,300,000","6,100,000","5,900,000","5,700,000","5,700,000","5,500,000","5,300,000","5,000,000","4,800,000","4,500,000","4,300,000","4,200,000","4,000,000","3,900,000","3,800,000","3,600,000","3,400,000","3,400,000","3,300,000","3,200,000","3,000,000","3,100,000","2,900,000","3,000,000","2,800,000","2,400,000","2,400,000"
				Depreciation,,,,,,,,,"65,820,000","65,193,000","63,285,000","62,888,000","59,808,000","62,867,000","61,324,000","61,356,000","58,840,000","57,402,000","57,042,000","54,157,000","52,369,000","51,947,000","51,152,000","48,675,000","45,855,000","45,909,000","43,822,000","41,807,000","39,399,000","42,156,000","40,431,000","37,275,000","36,249,000","35,556,000","32,687,000","32,416,000","30,501,000","29,910,000","28,229,000","27,148,000","26,536,000","25,609,000","24,616,000","23,432,000","22,895,000","21,982,000","20,769,000","20,041,000","19,563,000","18,700,000","18,368,000","18,527,000","17,951,000","17,369,000","17,169,000","17,406,000","17,462,000","16,962,000","17,018,000","17,431,000","16,196,000","16,629,000","16,203,000","15,538,000","15,525,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,"56,000","73,000","126,000",,"100,000","100,000","110,000","59,000","62,000","90,000","108,000","74,000","61,000","69,000","93,000","36,000","43,000","41,000","75,000","4,000","-46,000","4,000","385,000","640,000","73,000","-17,000","292,000","10,000","-9,000","-36,000","238,000","-39,000","-20,000","-1,000","-132,000","48,000","-9,000","-15,000","247,000","9,000","-6,000","83,000","396,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
