name,03/31/2022,09/30/2021,03/31/2021,09/30/2020,03/31/2020,09/30/2019,03/31/2019,09/30/2018,03/31/2018
TotalAssets,"478,178,889","526,594,947","525,504,635","686,019,694","612,322,789","722,770,824","707,163,392","715,342,169","729,666,965"
TotalLiabilitiesNetMinorityInterest,"9,043,917","8,628,287","10,113,288","17,797,507","12,484,719","19,658,808","14,068,209","12,552,911","24,472,323"
TotalEquityGrossMinorityInterest,"469,134,972","517,966,660","515,391,347","668,222,187","599,838,070","703,112,016","693,095,183","702,789,258","705,194,642"
	StockholdersEquity,"469,134,972","517,966,660","515,391,347","668,222,187","599,838,070","703,112,016","693,095,183","702,789,258","705,194,642"
		CapitalStock,"95,099","95,099","95,099","126,799","127,026","127,950","127,950","129,136","129,232"
			CommonStock,"95,099","95,099","95,099","126,799","127,026","127,950","127,950","129,136","129,232"
		AdditionalPaidInCapital,"599,467,747","599,467,747","605,736,314","775,932,207","786,158,621","789,491,943","801,176,066","806,556,087","856,043,151"
		RetainedEarnings,"-130,427,874","-81,596,186","-90,440,066","-107,836,819","-186,447,577","-86,507,877","-108,208,833","-3,632,516","-4,793,252"
CommonStockEquity,"469,134,972","517,966,660","515,391,347","668,222,187","599,838,070","703,112,016","693,095,183","702,789,258","705,194,642"
NetTangibleAssets,"469,134,972","517,966,660","515,391,347","668,222,187","599,838,070","703,112,016","693,095,183","702,789,258","705,194,642"
TangibleBookValue,"469,134,972","517,966,660","515,391,347","668,222,187","599,838,070","703,112,016","693,095,183","702,789,258","705,194,642"
ShareIssued,"95,099,215","95,099,215","95,099,215","126,798,953","127,026,175","127,949,535","127,949,535","129,136,282","129,232,211"
OrdinarySharesNumber,"95,099,215","95,099,215","95,099,215","126,798,953","127,026,175","127,949,535","127,949,535","129,136,282","129,232,211"
