name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010
OperatingCashFlow,"-45,223,000","8,831,000","-10,887,000","-25,316,000","-17,851,000","-21,567,000","-19,224,000","-16,155,000","-18,318,000","-27,446,000","-20,230,000","-16,732,000","-14,875,000","-18,286,000","-15,309,000","-17,547,000","8,344,000","40,948,000","5,795,000","-12,905,000","-14,092,000","26,080,000","-8,751,000","-8,019,000","67,030,000","-11,115,000","-9,268,000","-8,722,000","-11,654,000","-9,683,000","-9,935,000","-7,947,000","-7,972,000","-8,461,000","-6,453,000","-8,585,000","-8,014,000","-10,266,000","-7,491,000","-8,892,000","-9,303,000","-6,541,000","14,950,000","-8,492,000","-6,657,000","2,245,000","-4,773,000","-9,055,000"
	CashFlowFromContinuingOperatingActivities,"-45,223,000","8,831,000","-10,887,000","-25,316,000","-17,851,000","-21,567,000","-19,224,000","-16,155,000","-18,318,000","-27,446,000","-20,230,000","-16,732,000","-14,875,000","-18,286,000","-15,309,000","-17,547,000","8,344,000","40,948,000","5,795,000","-12,905,000","-14,092,000","26,080,000","-8,751,000","-8,019,000","67,030,000","-11,115,000","-9,268,000","-8,722,000","-11,654,000","-9,683,000","-9,935,000","-7,947,000","-7,972,000","-8,461,000","-6,453,000","-8,585,000","-8,014,000","-10,266,000","-7,491,000","-8,892,000","-9,303,000","-6,541,000","14,950,000","-8,492,000","-6,657,000","2,245,000","-4,773,000","-9,055,000"
		NetIncomeFromContinuingOperations,"-140,652,000","-38,608,000","-40,528,000","-22,307,000","-39,209,000","-29,711,000","-29,876,000","-24,060,000","20,267,000","-21,687,000","-15,528,000","-12,862,000","-15,150,000","-11,949,000","-10,785,000","-10,890,000","-6,874,000","-9,417,000","39,655,000","-6,560,000","-9,240,000","-5,996,000","-7,665,000","-7,072,000","-9,983,000","-15,243,000","-11,574,000","-11,647,000","-12,078,000","-12,006,000","-12,190,000","-10,941,000","-12,261,000","-11,537,000","-9,543,000","-9,433,000","-9,504,000","-10,193,000","-9,797,000","-10,116,000","-10,893,000","-9,085,000","18,232,000",,,"-6,288,000","5,081,000",
		DepreciationAmortizationDepletion,"4,039,000","1,017,000","1,016,000","1,003,000","1,003,000","117,000","395,000","-568,000","530,000","440,000","426,000","417,000","419,000","380,000","141,000","144,000","116,000","111,000","107,000","108,000","105,000","98,000","88,000","87,000","87,000","86,000","102,000","116,000","126,000","133,000","129,000","129,000","132,000","153,000","150,000","143,000","141,000","142,000","136,000","145,000","152,000","159,000","185,000","189,000","191,000","189,000","175,000","167,000"
			DepreciationAndAmortization,"4,039,000","1,017,000","1,016,000","1,003,000","1,003,000","117,000","395,000","-568,000","530,000","440,000","426,000","417,000","419,000","380,000","141,000","144,000","116,000","111,000","107,000","108,000","105,000","98,000","88,000","87,000","87,000","86,000","102,000","116,000","126,000","133,000","129,000","129,000","132,000","153,000","150,000","143,000","141,000","142,000","136,000","145,000","152,000","159,000","185,000","189,000","191,000","189,000","175,000","167,000"
				Depreciation,"4,039,000","1,017,000","1,016,000","1,003,000","1,003,000","117,000","395,000","-568,000","530,000","440,000","426,000","417,000","419,000","380,000","141,000","144,000","116,000","111,000","107,000","108,000","105,000","98,000","88,000","87,000","87,000","86,000","102,000","116,000","126,000","133,000","129,000","129,000","132,000","153,000","150,000","143,000","141,000","142,000","136,000","145,000","152,000","159,000","185,000","189,000","191,000","189,000","175,000","167,000"
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"420,000",,,,,,,,,,
		StockBasedCompensation,"32,038,000","9,426,000","7,485,000","7,424,000","7,703,000","8,080,000","7,010,000","5,949,000","5,323,000","4,630,000","3,099,000","2,939,000","2,898,000","2,702,000","2,864,000","2,802,000","2,626,000","2,541,000","1,907,000","1,988,000","2,454,000","2,399,000","2,047,000","1,847,000","2,338,000","2,303,000","2,120,000","2,113,000","2,352,000","2,400,000","1,870,000","2,055,000","2,183,000","2,106,000","1,543,000","1,605,000","1,558,000","1,536,000","1,538,000","1,505,000","888,000","1,022,000","672,000","737,000","611,000","622,000","663,000","654,000"
		OtherNonCashItems,"5,784,000","1,443,000","844,000","2,152,000","1,345,000","1,591,000","1,236,000","1,800,000","269,000","155,000","-105,000","-333,000","-625,000","-436,000","-357,000","-234,000","-114,000","-366,000","80,000","-143,000","162,000","44,000","37,000","266,000","-213,000","89,000","105,000","277,000","154,000","471,000","297,000","418,000","800,000","642,000","822,000","486,000","768,000","-11,000","1,908,000","9,000","8,000","646,000","546,000","14,314,000",,,"21,000","-576,000"
		ChangeInWorkingCapital,"53,568,000","35,553,000","20,296,000","-13,588,000","11,307,000","-1,644,000","2,011,000","724,000","-44,707,000","-10,984,000","-8,122,000","-6,893,000","-2,417,000","-8,983,000","-7,172,000","-9,369,000","12,590,000","48,079,000","-35,954,000","-8,298,000","-7,573,000","29,535,000","-3,258,000","-3,147,000","74,801,000","1,650,000","-21,000","419,000","-2,208,000","-681,000","-41,000","392,000","1,174,000","175,000","575,000","-1,386,000","-557,000","-2,160,000","-1,276,000","-435,000","542,000","717,000","-4,685,000","-883,000","466,000","7,722,000","-10,713,000","-1,123,000"
