name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005
TotalRevenue,"221,626,000","52,302,000","56,440,000","56,693,000","56,191,000","53,284,000","48,360,835","11,172,084","9,389,006","9,774,075","9,242,066","9,583,334","8,463,588","6,652,912","5,690,898","5,285,355","4,627,011","4,023,189","3,322,000","3,002,655","2,917,378","2,712,234","2,228,879","1,976,826","1,917,566","1,555,545","1,458,563","1,437,028","1,431,063","1,198,544","975,188","825,000","936,588","834,826","757,327","579,827","487,963","368,490","307,153","233,597","191,299","176,919","144,254","110,713","123,751","100,066","99,569","124,409","151,460","75,068","20,707","8,478","13,703","6,511","9,207","5,982","13,424","35,898","9,678","32,447","5,541","12,497","27,931","8,214","18,462","-5,143","11,225","23,723","122,493"
	OperatingRevenue,"221,626,000","52,302,000","56,440,000","56,693,000","56,191,000","53,284,000","48,360,835","11,172,084","9,389,006","9,774,075","9,242,066","9,583,334","8,463,588","6,652,912","5,690,898","5,285,355","4,627,011","4,023,189","3,322,000","3,002,655","2,917,378","2,712,234","2,228,879","1,976,826","1,917,566","1,555,545","1,458,563","1,437,028","1,431,063","1,198,544","975,188","825,000","936,588","834,826","757,327","579,827","487,963","368,490","307,153","233,597","191,299","176,919","144,254","110,713","123,751","100,066","99,569","124,409","151,460","75,068","20,707","8,478","13,703","6,511","9,207","5,982","13,424","35,898","9,678","32,447","5,541","12,497","27,931","8,214","18,462","-5,143","11,225","23,723","122,493"
CostOfRevenue,"127,258,000","29,961,000","33,327,000","33,180,000","30,789,000","28,734,000","28,467,048","5,116,831","4,262,010","4,516,111","4,309,757","4,956,277","4,125,199","3,199,011","2,874,710","2,549,348","2,123,304","1,838,826","1,608,750","1,396,158","1,524,189","1,458,737","1,288,048","1,179,991","1,135,616","973,738","1,074,281","1,000,715","943,151","828,465","740,651","600,042","597,233","691,676","590,266","507,725","433,321","520,970","368,795","344,440","353,618","329,928","344,702","363,550","354,280","273,713","256,523","378,217","394,535","258,848","132,418","177,267","149,177","126,618","166,203","134,953","118,378","135,021","101,439","82,709","68,307","59,124","45,041","33,434","39,340","13,545","47,513","110,636","143,956"
GrossProfit,"94,368,000","22,341,000","23,113,000","23,513,000","25,402,000","24,550,000","19,893,787","6,055,253","5,126,996","5,257,964","4,932,309","4,627,057","4,338,389","3,453,901","2,816,188","2,736,007","2,503,707","2,184,363","1,713,250","1,606,497","1,393,189","1,253,497","940,831","796,835","781,950","581,807","384,282","436,313","487,912","370,079","234,537","224,958","339,355","143,150","167,061","72,102","54,642","-152,480","-61,642","-110,843","-162,319","-153,009","-200,448","-252,837","-230,529","-173,647","-156,954","-253,808","-243,075","-183,780","-111,711","-168,789","-135,474","-120,107","-156,996","-128,971","-104,954","-99,123","-91,761","-50,262","-62,766","-46,627","-17,110","-25,220","-20,878","-18,688","-36,288","-86,913","-21,463"
OperatingExpense,"118,874,000","30,160,000","31,476,000","28,089,000","29,150,000","25,692,000","29,739,678","16,787,690","10,972,437","8,844,195","5,810,660","16,978,807","6,642,787","5,594,447","5,036,053","4,897,267","4,968,892","3,982,668","3,984,425","3,594,617","3,257,083","3,022,810","2,942,735","2,957,667","2,761,205","3,205,925","3,063,137","2,258,067","2,104,081","2,063,096","1,591,784","1,599,987","1,507,094","1,417,712","1,424,052","1,358,849","1,314,717","1,528,599","1,487,361","1,442,989","1,378,224","1,318,116","1,861,026","1,689,161","1,729,552","1,289,598","1,185,788","1,228,818","1,065,386","1,129,720","779,469","872,259","816,034","564,728","563,962","885,144","670,831","1,031,909","502,687","558,162","623,142","375,788","328,241","1,060,010","222,417","309,751","234,896","384,808","348,118"
	SellingGeneralAndAdministration,"102,797,000","26,622,000","27,586,000","23,901,000","24,688,000","21,388,000","26,246,565","14,475,972","9,025,994","7,111,469","4,741,075","15,338,279","6,101,854","5,104,851","4,437,292","4,433,906","4,520,301","3,652,938","3,604,110","3,249,819","3,026,347","2,772,967",,"2,742,987","2,625,406","3,061,447","2,835,372","2,157,771","2,026,357","1,978,091","1,492,732","1,510,708","1,427,850","1,338,170","1,305,562","1,240,413","1,222,074","1,408,184","1,392,937","1,341,333","1,269,272","1,172,904","1,740,324","1,564,456","1,628,322","1,182,124","1,080,768","1,114,304","943,265","1,115,090","690,043","779,193","728,309","496,886","550,670","779,691","560,040","957,311","461,358","536,449","594,555","347,524","308,337","1,040,060","203,308","256,493","178,222","319,610","268,764"
		GeneralAndAdministrativeExpense,,,,,,,,"10,794,110","5,733,149","4,030,042","2,132,865","9,376,686","3,258,781","2,696,859","2,447,962","2,613,476","2,668,845","2,068,510","2,031,446","1,896,845","1,789,514","1,703,032","1,697,373","1,507,634","1,429,768","1,814,421",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,,,,,,,,"10,794,110","5,733,149","4,030,042","2,132,865","9,376,686","3,258,781","2,696,859","2,447,962","2,613,476","2,668,845","2,068,510","2,031,446","1,896,845","1,789,514","1,703,032",,"1,507,634","1,429,768","1,814,421",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,,,,,,,,"3,681,862","3,292,845","3,081,427","2,608,210","5,961,593","2,843,073","2,407,992","1,989,330","1,820,430","1,851,456","1,584,428","1,572,664","1,352,974","1,236,833","1,069,935","1,142,213","1,235,353","1,195,638","1,247,026",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,"16,077,000","3,538,000","3,890,000","4,188,000","4,462,000","4,304,000","3,493,113","2,311,718","1,946,443","1,732,726","1,069,585","1,640,528","540,933","489,596","598,761","463,361","448,591","329,730","380,315","344,798","230,736","249,843","103,149","214,680","135,799","144,478","227,765","100,296","77,724","85,005","99,052","89,279","79,244","79,542","118,490","118,436","92,643","120,415","94,424","101,656","108,952","145,212","120,702","124,705","101,230","107,474","105,020","114,514","122,121","14,630","89,426","93,066","87,725","67,842","13,292","105,453","110,791","74,598","41,329","21,713","28,587","28,894","19,904","19,950","19,109","53,261","56,674","65,198","79,354"
