name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014
OperatingCashFlow,"475,100,000","-43,900,000","268,600,000","142,900,000","107,500,000","39,600,000","278,400,000","233,400,000","-1,700,000","-800,000","283,300,000","221,000,000","126,700,000","-57,900,000","250,600,000","124,500,000","142,000,000","-21,000,000","233,600,000","212,300,000","98,800,000","-4,700,000","235,500,000","144,500,000","197,300,000","-18,000,000","235,800,000","158,800,000","103,700,000","-98,700,000","192,000,000","45,700,000","80,900,000","-67,200,000"
	CashFlowFromContinuingOperatingActivities,"475,100,000","-43,900,000","268,600,000","142,900,000","107,500,000","39,600,000","278,400,000","233,400,000","-1,700,000","-800,000","283,300,000","221,000,000","126,700,000","-57,900,000","250,600,000","124,500,000","142,000,000","-21,000,000","233,600,000","212,300,000","98,800,000","-4,700,000","235,500,000","144,500,000","197,300,000","-18,000,000","235,800,000","158,800,000","103,700,000","-98,700,000","192,000,000","45,700,000","80,900,000","-67,200,000"
		NetIncomeFromContinuingOperations,"289,600,000","40,900,000","53,400,000","68,900,000","126,400,000","15,700,000","70,300,000","82,500,000","-83,200,000","52,400,000","42,200,000","66,400,000","99,900,000","44,100,000","76,800,000","-11,600,000","77,100,000","71,000,000","-55,600,000","56,300,000","-18,900,000","65,900,000","-23,600,000","-9,500,000","50,100,000","30,600,000","39,100,000","36,400,000","-24,300,000","46,700,000","900,000","-18,300,000","55,800,000","-3,700,000"
		OperatingGainsLosses,"-15,600,000","2,400,000","-10,000,000","-9,000,000","1,000,000","8,600,000","25,400,000","10,200,000","1,800,000","6,600,000","22,100,000","-1,800,000","800,000","6,100,000","2,200,000","10,100,000","15,800,000","-1,300,000","-1,800,000","1,600,000","84,600,000","-3,700,000","18,300,000","86,500,000","20,800,000","7,500,000","3,500,000","24,900,000","61,800,000","6,000,000","25,300,000","68,200,000","-21,900,000","9,600,000"
			GainLossOnSaleOfBusiness,,,,,"0","0","2,200,000","300,000","2,700,000","500,000","17,700,000","-500,000","-1,300,000","5,200,000","0","0",,,"0","0",,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,"-10,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,"3,900,000","2,400,000","600,000","100,000","800,000","8,600,000","-8,800,000","9,900,000","-900,000","3,700,000","4,400,000","-1,300,000","1,900,000","900,000","1,100,000","10,100,000","7,400,000","-1,300,000","-2,200,000","1,000,000","1,300,000","-3,700,000","4,900,000","4,600,000","18,500,000","7,500,000","3,500,000","23,700,000","61,700,000","4,800,000","28,400,000","65,900,000","-22,600,000","3,400,000"
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,000,000","1,200,000","100,000","1,200,000",,"-700,000","700,000","3,100,000"
		DepreciationAmortizationDepletion,"317,800,000","77,700,000","81,800,000","79,300,000","79,000,000","76,400,000","76,700,000","80,400,000","76,600,000","86,600,000","85,700,000","87,000,000","88,700,000","91,600,000","94,200,000","92,800,000","90,200,000","91,900,000","91,600,000","88,600,000","84,900,000","82,400,000","86,300,000","81,200,000","78,600,000","76,000,000","82,200,000","75,400,000","77,500,000","72,600,000","79,600,000","76,200,000","71,800,000","81,100,000"
			DepreciationAndAmortization,"317,800,000","77,700,000","81,800,000","79,300,000","79,000,000","76,400,000","76,700,000","80,400,000","76,600,000","86,600,000","85,700,000","87,000,000","88,700,000","91,600,000","94,200,000","92,800,000","90,200,000","91,900,000","91,600,000","88,600,000","84,900,000","82,400,000","86,300,000","81,200,000","78,600,000","76,000,000","82,200,000","75,400,000","77,500,000","72,600,000","79,600,000","76,200,000","71,800,000","81,100,000"
		DeferredTax,"30,600,000","-2,700,000","5,700,000","4,100,000","23,500,000","-18,300,000","1,800,000","4,000,000","-15,500,000","-45,700,000","21,300,000","-4,000,000","-2,000,000","400,000","7,900,000","-5,800,000","8,900,000","-4,900,000","113,400,000","-8,800,000","-12,900,000","0","-200,000","-7,200,000","-4,400,000","-2,400,000","-3,900,000","6,000,000","10,100,000","-17,200,000","-22,300,000","-1,800,000","1,000,000","-15,100,000"
			DeferredIncomeTax,"30,600,000","-2,700,000","5,700,000","4,100,000","23,500,000","-18,300,000","1,800,000","4,000,000","-15,500,000","-45,700,000","21,300,000","-4,000,000","-2,000,000","400,000","7,900,000","-5,800,000","8,900,000","-4,900,000","113,400,000","-8,800,000","-12,900,000","0","-200,000","-7,200,000","-4,400,000","-2,400,000","-3,900,000","6,000,000","10,100,000","-17,200,000","-22,300,000","-1,800,000","1,000,000","-15,100,000"
		AssetImpairmentCharge,,,,,,,,,,,,,,,"0","0",,,"0","4,400,000",,,"57,900,000","0",,,"0","0",,,,,,
		StockBasedCompensation,"16,600,000","5,300,000","3,200,000","3,900,000","4,200,000","3,600,000","-800,000","4,700,000","6,100,000","5,100,000","6,200,000","4,200,000","-1,400,000","6,700,000","9,800,000","9,400,000","9,700,000","8,400,000","8,000,000","9,200,000","10,900,000","10,400,000","9,500,000","10,000,000","11,400,000","10,200,000","8,100,000","7,900,000","12,400,000","1,800,000","1,900,000","2,300,000","2,000,000","1,800,000"
		OtherNonCashItems,"-2,900,000","-5,400,000","-1,100,000","-2,600,000","6,200,000","100,000","6,500,000","-6,600,000","8,500,000","-3,400,000","1,800,000","-4,400,000","-1,800,000","-1,600,000","1,700,000","-11,400,000","10,800,000","-3,400,000","-600,000","6,000,000","5,200,000","1,800,000","11,700,000","-3,000,000","5,100,000","2,100,000","14,900,000","5,700,000","8,600,000","3,900,000","6,000,000","-13,100,000","2,500,000","300,000"
