name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994
TotalAssets,"8,209,680,000","8,345,655,000","8,412,226,000","8,643,452,000","9,669,584,000","9,184,005,000","9,183,288,000","9,228,348,000","9,299,648,000","8,853,571,000","8,775,973,000","8,944,099,000","9,002,921,000","9,026,808,000","9,010,730,000","9,115,217,000","9,157,273,000","9,605,862,000","9,606,911,000","9,682,206,000","9,712,064,000","9,958,148,000","9,941,765,000","9,997,679,000","10,211,345,000","11,258,576,000","13,350,181,000","13,360,376,000","13,196,667,000","13,121,778,000","9,206,108,000","9,062,263,000","9,008,391,000","9,075,250,000","9,205,527,000","9,549,889,000","9,762,684,000","9,311,209,000","7,609,856,000","7,731,053,000","8,069,835,000","7,938,549,000","7,629,104,000","7,449,780,000","7,498,278,000","7,645,010,000","7,699,522,000","7,738,306,000","7,266,949,000","7,252,471,000","7,319,427,000","7,968,948,000","8,035,504,000","8,090,435,000","8,074,670,000","8,058,765,000","7,838,193,000","8,121,134,000","7,459,960,000","7,498,814,000","7,391,217,000","7,562,163,000","7,280,523,000","7,185,246,000","7,304,366,000","7,178,944,000","7,063,037,000","7,081,428,000","4,661,984,000","4,637,096,000","4,400,373,000","4,277,108,000","4,207,064,000","4,145,593,000","4,030,833,000","3,830,091,000","3,933,848,000","3,662,080,000","3,588,051,000","2,442,001,000","2,309,136,000","2,294,502,000","2,332,021,000","2,321,909,000","2,314,114,000","2,337,242,000","2,312,987,000","2,310,156,000","2,382,249,000","2,404,293,000","2,486,200,000","2,466,700,000","2,401,700,000","2,322,056,000","2,204,300,000","1,957,400,000","1,738,000,000","1,505,002,000","1,366,300,000","1,269,800,000","1,273,900,000","1,187,753,000","837,700,000","839,000,000","835,400,000","763,400,000","562,900,000","478,200,000","479,200,000","485,900,000"
	CurrentAssets,"348,007,000","378,332,000","351,377,000","454,392,000","1,384,128,000","723,465,000","793,363,000","755,532,000","806,462,000","264,408,000","246,624,000","283,484,000","273,716,000","357,974,000","337,069,000","461,257,000","489,218,000","337,920,000","314,161,000","335,071,000","335,025,000","349,222,000","333,449,000","299,420,000","335,013,000","341,829,000","306,116,000","318,736,000","326,472,000","310,695,000","215,351,000","202,411,000","213,505,000","218,943,000","218,566,000","272,149,000","304,884,000","292,275,000","270,834,000","271,121,000","423,151,000","269,801,000","337,344,000","267,637,000","383,084,000","638,097,000","684,219,000","755,602,000","282,372,000","269,098,000","286,125,000","255,662,000","267,630,000","623,339,000","258,781,000","256,606,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CashCashEquivalentsAndShortTermInvestments,"128,244,000","112,454,000","117,596,000","194,028,000","1,083,813,000","465,297,000","528,431,000","497,581,000","652,354,000","100,005,000","98,309,000","104,880,000","111,022,000","102,711,000","93,479,000","92,452,000","118,175,000","91,038,000","71,088,000","87,133,000","92,296,000","94,046,000","84,181,000","73,138,000","106,505,000","86,510,000","93,009,000","110,326,000","118,161,000","84,907,000","58,479,000","56,500,000","64,926,000","69,715,000","62,108,000","70,005,000","92,426,000","89,460,000","100,762,000","114,054,000","254,052,000","92,081,000","164,780,000","98,623,000","214,025,000","471,580,000","512,954,000","623,177,000","123,268,000","120,225,000","107,097,000","85,351,000","107,558,000","94,472,000","77,311,000","82,211,000","1,125,505,000","114,316,000","72,218,000","78,503,000","77,728,000","299,454,000","1,093,286,000","1,040,863,000","66,808,000","155,113,000","68,217,000","73,778,000","53,088,000","72,114,000","52,706,000","93,382,000","80,937,000","47,160,000","77,652,000","79,713,000","105,754,000","53,559,000","63,165,000","59,605,000","68,566,000","26,470,000","27,882,000","27,364,000","21,762,000","36,273,000","35,799,000","34,954,000","30,756,000","40,455,000",,,,"25,143,000",,,,"25,154,000",,,,"15,643,000",,,,,,,,
			CashAndCashEquivalents,"128,244,000","112,454,000","117,596,000","194,028,000","1,083,813,000","465,297,000","528,431,000","497,581,000","652,354,000","100,005,000","98,309,000","104,880,000","111,022,000","102,711,000","93,479,000","92,452,000","118,175,000","91,038,000","71,088,000","87,133,000","92,296,000","94,046,000","84,181,000","73,138,000","106,505,000","86,510,000","93,009,000","110,326,000","118,161,000","84,907,000","58,479,000","56,500,000","64,926,000","69,715,000","62,108,000","46,943,000","68,814,000","65,793,000","76,553,000","89,797,000","229,260,000","67,248,000","139,420,000","73,229,000","188,025,000","445,645,000","486,426,000","596,718,000","96,226,000","93,255,000","79,558,000","57,889,000","79,536,000","66,529,000","48,822,000","53,807,000","64,260,000","85,273,000","42,850,000","49,034,000","47,945,000","269,435,000","62,047,000","45,489,000","66,808,000","155,113,000","68,217,000","73,778,000","53,088,000","72,114,000","52,706,000","93,382,000","80,937,000","47,160,000","77,652,000","79,713,000","105,754,000","53,559,000","63,165,000","59,605,000","68,566,000","26,470,000","27,882,000","27,364,000","21,762,000","36,273,000","35,799,000","34,954,000","30,756,000","40,455,000",,,,"25,143,000",,,,"25,154,000",,,,"15,643,000",,,,,,,,
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","23,062,000","23,612,000","23,667,000","24,209,000","24,257,000","24,792,000","24,833,000","25,360,000","25,394,000","26,000,000","25,935,000","26,528,000","26,459,000","27,042,000","26,970,000","27,539,000","27,462,000","28,022,000","27,943,000","28,489,000","28,404,000","1,061,245,000","29,043,000","29,368,000","29,469,000","29,783,000","30,019,000","1,031,239,000","995,374,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"163,830,000","211,361,000","178,267,000","191,066,000","233,060,000","240,806,000","251,562,000","247,868,000","143,355,000","150,192,000","139,356,000","135,056,000","119,641,000","208,673,000","192,969,000","175,418,000","178,755,000","194,815,000","192,337,000","197,634,000","192,715,000","205,225,000","196,292,000","181,285,000","186,275,000","213,930,000","201,543,000","196,405,000","193,087,000","212,258,000","142,751,000","130,488,000","132,771,000","132,385,000","129,754,000","129,884,000","134,330,000","124,157,000","108,329,000","98,198,000","98,181,000","109,092,000","94,884,000","86,559,000","92,200,000","95,083,000","91,163,000","89,952,000","115,813,000","107,254,000","110,843,000","100,341,000","97,143,000","127,498,000","117,774,000","111,238,000","5,556,000","143,227,000","130,131,000","120,877,000","115,661,000","122,137,000","108,215,000","104,956,000","85,305,000","93,423,000","77,603,000","75,710,000","68,807,000","72,218,000","63,876,000","71,748,000","68,485,000","74,805,000","56,269,000","53,704,000","50,124,000","49,059,000","39,568,000","34,562,000","35,371,000","42,537,000","35,988,000","34,327,000","32,759,000","38,922,000","27,978,000","27,342,000","28,155,000","34,423,000",,,,"37,373,000",,,,"3,105,000",,,,"26,297,000",,,,,,,,
			AccountsReceivable,"159,653,000","211,361,000","175,290,000","186,254,000","227,829,000","239,194,000","234,934,000","237,595,000","133,589,000","144,035,000","129,729,000","124,051,000","104,738,000","123,492,000","105,299,000","92,143,000","94,081,000","112,653,000","111,153,000","116,089,000","112,520,000","136,998,000","126,811,000","110,670,000","113,188,000","130,002,000","123,067,000","118,398,000","113,505,000","132,026,000","107,968,000","97,900,000","100,838,000","99,497,000","94,719,000","96,388,000","99,767,000","103,744,000",,,,,,,,,"86,489,000",,,,,,,,,,"5,556,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"173,552,000","226,278,000","195,767,000","209,044,000","263,770,000","276,739,000","273,139,000","270,493,000","139,338,000","148,871,000","134,363,000","127,608,000","109,057,000","126,411,000","108,438,000","95,139,000","97,220,000","115,439,000","113,712,000","119,085,000","115,228,000","138,989,000","128,655,000","113,290,000","115,872,000","133,074,000","126,340,000","122,854,000","117,034,000","135,260,000","112,192,000","103,078,000","103,779,000","102,375,000","97,391,000","98,935,000","101,538,000","106,118,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-13,899,000","-14,917,000","-20,477,000","-22,790,000","-35,941,000","-37,545,000","-38,205,000","-32,898,000","-5,749,000","-4,836,000","-4,634,000","-3,557,000","-4,319,000","-2,919,000","-3,139,000","-2,996,000","-3,139,000","-2,786,000","-2,559,000","-2,996,000","-2,708,000","-1,991,000","-1,844,000","-2,620,000","-2,684,000","-3,072,000","-3,273,000","-4,456,000","-3,529,000","-3,234,000","-4,224,000","-5,178,000","-2,941,000","-2,878,000","-2,672,000","-2,547,000","-1,771,000","-2,374,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			LoansReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","3,361,000","3,396,000","3,374,000","2,756,000","2,736,000","2,749,000","3,366,000","3,345,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
