name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,06/30/2012,03/31/2012
TotalAssets,"451,064,000","431,015,000","434,472,000","287,691,000","284,809,000","252,064,000","61,895,000","62,291,000"
	CurrentAssets,"283,460,000","266,521,000","338,637,000","190,403,000","164,115,000","133,561,000","46,005,000","47,793,000"
		CashCashEquivalentsAndShortTermInvestments,"247,504,000","239,297,000","310,704,000","166,972,000","141,175,000","114,470,000","31,374,000","31,922,000"
			CashAndCashEquivalents,"247,504,000","239,297,000","310,704,000","166,972,000","141,175,000","114,470,000","31,374,000","31,922,000"
		Receivables,"12,784,000","11,466,000","11,595,000","10,866,000","10,713,000","8,555,000","5,144,000","5,811,000"
			AccountsReceivable,"12,784,000","10,635,000","11,595,000","10,866,000","10,713,000","8,555,000","5,144,000","5,811,000"
				GrossAccountsReceivable,"16,417,000","14,695,000","16,324,000","15,980,000","15,422,000","13,811,000","5,367,000","6,072,000"
				AllowanceForDoubtfulAccountsReceivable,"-3,633,000","-4,060,000","-4,729,000","-5,114,000","-4,709,000","-5,256,000","-223,000","-261,000"
			TaxesReceivable,,"831,000",,,,,,
		PrepaidAssets,"15,409,000","10,957,000","11,221,000","7,797,000","8,127,000","7,177,000","3,802,000","3,665,000"
		CurrentDeferredAssets,"3,702,000","1,819,000","2,369,000","2,452,000","2,399,000","1,967,000","5,685,000","6,395,000"
			CurrentDeferredTaxesAssets,,,,,,,"5,685,000","6,395,000"
		OtherCurrentAssets,"4,061,000","2,982,000","2,748,000","2,316,000","1,701,000","1,392,000",,
	TotalNonCurrentAssets,"167,604,000","164,494,000","95,835,000","97,288,000","120,694,000","118,503,000","15,890,000","14,498,000"
		NetPPE,"53,061,000","47,013,000","47,112,000","48,973,000","50,361,000","51,374,000","12,130,000","12,034,000"
			GrossPPE,"53,061,000","123,042,000",,,,"121,685,000","27,514,000","26,137,000"
				Properties,,"0",,,,"0","0","0"
				LandAndImprovements,,"6,456,000",,,,"6,437,000",,
				BuildingsAndImprovements,,"29,856,000",,,,"29,850,000",,
				MachineryFurnitureEquipment,,"81,827,000",,,,"80,494,000","21,382,000","20,544,000"
				OtherProperties,"53,061,000",,,,,,"1,505,000","1,083,000"
				Leases,,"4,903,000",,,,"4,904,000","4,627,000","4,510,000"
			AccumulatedDepreciation,,"-76,029,000",,,,"-70,311,000","-15,384,000","-14,103,000"
		GoodwillAndOtherIntangibleAssets,"75,355,000","75,941,000","11,830,000","11,905,000","11,954,000","12,219,000",,
			Goodwill,"59,994,000","59,910,000","11,392,000","11,415,000","11,411,000","11,404,000",,
			OtherIntangibleAssets,"15,361,000","16,031,000","438,000","490,000","543,000","815,000",,
		InvestmentsAndAdvances,"1,182,000","1,122,000","1,123,000","1,022,000","1,073,000","1,050,000",,
			InvestmentinFinancialAssets,"1,182,000","1,122,000","1,123,000","1,022,000","1,073,000","1,050,000",,
				AvailableForSaleSecurities,"1,182,000","1,122,000","1,123,000","1,022,000","1,073,000","1,050,000",,
		NonCurrentDeferredAssets,"24,849,000","27,653,000","26,362,000","22,859,000","25,032,000","22,807,000","430,000","430,000"
			NonCurrentDeferredTaxesAssets,"24,849,000","27,653,000","26,362,000","22,859,000","25,032,000","22,807,000","430,000","430,000"
		OtherNonCurrentAssets,"13,157,000","12,765,000","9,408,000","12,529,000","32,274,000","31,053,000","3,330,000","2,034,000"
TotalLiabilitiesNetMinorityInterest,"261,213,000","233,464,000","243,428,000","833,562,000","838,429,000","802,696,000","121,387,000","122,565,000"
	CurrentLiabilities,"253,592,000","228,969,000","238,468,000","239,420,000","240,625,000","199,933,000","50,456,000","51,853,000"
		PayablesAndAccruedExpenses,"80,674,000","74,563,000","78,657,000","71,787,000","79,732,000","57,685,000","21,319,000","24,111,000"
			Payables,"34,472,000","34,466,000","44,907,000","38,543,000","37,112,000","30,523,000","2,008,000","4,667,000"
				AccountsPayable,"31,747,000","31,788,000","43,196,000","36,727,000","35,287,000","28,734,000","1,955,000","4,460,000"
				TotalTaxPayable,"2,725,000","2,678,000","1,711,000","1,816,000","1,825,000","1,789,000","53,000","207,000"
					IncomeTaxPayable,,,,,,,"53,000","207,000"
			CurrentAccruedExpenses,"46,202,000","40,097,000","33,750,000","33,244,000","42,620,000","27,162,000","19,311,000","19,444,000"
		CurrentProvisions,"4,771,000","4,862,000","4,952,000","4,676,000","4,309,000","4,856,000",,
		PensionandOtherPostRetirementBenefitPlansCurrent,,,,,,,"3,360,000","2,395,000"
		CurrentDebtAndCapitalLeaseObligation,"1,607,000",,,"3,041,000","3,035,000","3,029,000","6,000","58,000"
			CurrentDebt,,,,"3,041,000","3,035,000","3,029,000",,
				OtherCurrentBorrowings,,,,"3,041,000","3,035,000","3,029,000",,
			CurrentCapitalLeaseObligation,"1,607,000",,,,,,"6,000","58,000"
		CurrentDeferredLiabilities,"163,729,000","146,364,000","152,314,000","151,775,000","145,888,000","127,142,000","25,256,000","24,801,000"
			CurrentDeferredRevenue,"163,729,000","146,364,000","152,314,000","151,775,000","145,888,000","127,142,000","25,256,000","24,801,000"
		OtherCurrentLiabilities,"2,811,000","3,180,000","2,545,000","8,141,000","7,661,000","7,221,000","515,000","488,000"
