name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,06/30/2012,03/31/2012
	TotalNonCurrentLiabilitiesNetMinorityInterest,"7,621,000","4,495,000","4,960,000","594,142,000","597,804,000","602,763,000","70,931,000","70,712,000"
		LongTermDebtAndCapitalLeaseObligation,"3,505,000",,,"510,830,000","511,594,000","512,362,000","0","0"
			LongTermDebt,,,,"510,830,000","511,594,000","512,362,000",,
			LongTermCapitalLeaseObligation,"3,505,000",,,,,,"0","0"
		NonCurrentDeferredLiabilities,"1,283,000","1,554,000","1,697,000","2,094,000","2,570,000","2,937,000","5,413,000","6,247,000"
			NonCurrentDeferredRevenue,"1,283,000","1,554,000","1,697,000","2,094,000","2,570,000","2,937,000","1,702,000","2,436,000"
		PreferredSecuritiesOutsideStockEquity,,"0","0","70,906,000","70,906,000","70,906,000","64,708,000","63,699,000"
		OtherNonCurrentLiabilities,"2,833,000","2,941,000","3,263,000","10,312,000","12,734,000","16,558,000","810,000","766,000"
TotalEquityGrossMinorityInterest,"189,851,000","197,551,000","191,044,000","-545,871,000","-553,620,000","-550,632,000","-59,492,000","-60,274,000"
	StockholdersEquity,"189,851,000","197,551,000","191,044,000","-545,871,000","-553,620,000","-550,632,000","-59,492,000","-60,274,000"
		CapitalStock,"198,000","198,000","197,000","126,000","126,000","126,000","22,000","32,000"
			PreferredStock,"0","0","0",,,,,
			CommonStock,"198,000","198,000","197,000","126,000","126,000","126,000","22,000","32,000"
		AdditionalPaidInCapital,"969,731,000","947,160,000","919,712,000","151,109,000","106,288,000","102,417,000","0","0"
		RetainedEarnings,"-779,723,000","-748,012,000","-727,241,000","-687,566,000","-649,171,000","-639,348,000","-58,995,000","-59,787,000"
		TreasuryStock,,,,,,,"519,000","519,000"
		GainsLossesNotAffectingRetainedEarnings,"-355,000","-1,795,000","-1,624,000","-9,540,000","-10,863,000","-13,827,000",,
TotalCapitalization,"189,851,000","197,551,000","191,044,000","-35,041,000","-42,026,000","-38,270,000","-59,492,000","-60,274,000"
CommonStockEquity,"189,851,000","197,551,000","191,044,000","-545,871,000","-553,620,000","-550,632,000","-59,492,000","-60,274,000"
CapitalLeaseObligations,"5,112,000",,,,,,"6,000","58,000"
NetTangibleAssets,"114,496,000","121,610,000","179,214,000","-557,776,000","-565,574,000","-562,851,000","-59,492,000","-60,274,000"
WorkingCapital,"29,868,000","37,552,000","100,169,000","-49,017,000","-76,510,000","-66,372,000","-4,451,000","-4,060,000"
InvestedCapital,"189,851,000","197,551,000","191,044,000","-32,000,000","-38,991,000","-35,241,000","-59,492,000","-60,274,000"
TangibleBookValue,"114,496,000","121,610,000","179,214,000","-557,776,000","-565,574,000","-562,851,000","-59,492,000","-60,274,000"
TotalDebt,"5,112,000",,,"513,871,000","514,629,000","515,391,000","6,000","58,000"
NetDebt,,,,"346,899,000","373,454,000","400,921,000",,
ShareIssued,"198,599,000","198,084,000","197,048,000","193,796,831","193,796,831","193,796,831","194,111,546","194,111,546"
OrdinarySharesNumber,"198,599,000","198,084,000","197,048,000","193,796,831","193,796,831","193,796,831","194,111,546","194,111,546"
