name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993
TotalAssets,"714,903,000","689,328,000","678,294,000","683,245,000","687,546,000","636,219,000","622,521,000","622,789,000","703,104,000","621,927,000","653,899,000","510,351,000","532,832,000","534,491,000","550,954,000","530,433,000","564,557,000","555,012,000","564,426,000","568,222,000","579,903,000","574,505,000","591,593,000","577,409,000","579,069,000","578,810,000","615,092,000","607,308,000","609,038,000","652,067,000","670,179,000","654,434,000","644,900,000","625,281,000","635,572,000","617,285,000","638,306,000","615,376,000","644,714,000","644,788,000","633,431,000","602,371,000","622,732,000","628,325,000","617,107,000","620,184,000","623,013,000","631,777,000","644,386,000","632,470,000","638,565,000","646,485,000","666,038,000","737,699,000","759,257,000","761,973,000","759,391,000","758,094,000","787,434,000","802,598,000","801,892,000","800,758,000","796,482,000","812,241,000","830,614,000","807,909,000","816,929,000","628,386,000","640,628,000","642,823,000","655,291,000","654,431,000","801,835,000","771,514,000","764,357,000","731,568,000","710,985,000","698,888,000","694,109,000","688,755,000","667,918,000","621,661,000","618,891,000","619,118,000","609,736,000","578,934,000","575,449,000","543,571,000","535,054,000","519,200,000","516,300,000","480,600,000","479,000,000","459,400,000","450,600,000","433,100,000","431,100,000","462,300,000","446,700,000","427,800,000","414,000,000","398,400,000","393,200,000","396,000,000","405,000,000","403,300,000","408,500,000","408,300,000","406,300,000","396,600,000","409,300,000","413,300,000","410,800,000","402,800,000","399,900,000","396,200,000","395,200,000"
	CurrentAssets,"340,849,000","316,244,000","300,842,000","295,279,000","291,120,000","245,928,000","232,461,000","229,952,000","287,328,000","199,440,000","232,831,000","216,290,000","224,110,000","223,096,000","236,292,000","214,425,000","244,014,000","236,456,000","242,108,000","243,098,000","252,948,000","248,416,000","262,958,000","248,204,000","249,682,000","248,934,000","282,871,000","270,674,000","265,343,000","307,205,000","323,800,000","305,629,000","297,914,000","269,952,000","281,383,000","260,570,000","277,786,000","248,916,000","280,969,000","282,792,000","268,431,000","247,723,000","267,431,000","268,528,000","256,007,000","257,005,000","255,966,000","259,692,000","258,647,000","256,145,000","251,991,000","251,702,000","269,193,000","286,058,000","305,165,000","310,178,000","317,363,000","317,844,000","363,072,000","382,429,000","388,260,000","391,928,000","403,335,000","423,756,000","452,140,000","434,719,000","453,818,000","264,389,000","278,219,000","284,138,000","297,767,000","295,582,000","439,270,000","408,559,000","399,942,000","360,262,000","332,911,000","311,821,000","310,788,000","318,756,000","295,790,000","276,884,000","277,267,000","290,077,000","277,505,000","250,409,000","262,669,000","235,787,000","235,743,000","225,700,000","228,500,000","209,800,000","214,200,000","198,700,000","196,800,000","187,900,000","190,900,000","224,500,000","208,600,000","194,700,000","185,900,000","171,800,000","167,600,000","168,300,000","175,800,000","173,100,000","177,000,000","176,200,000","171,800,000","156,900,000","165,200,000","167,500,000","164,400,000","154,700,000","153,200,000","148,200,000","146,800,000"
		CashCashEquivalentsAndShortTermInvestments,"104,570,000","105,207,000","93,665,000","104,596,000","108,956,000","80,035,000","61,973,000","72,276,000","116,868,000","28,306,000","45,876,000","20,824,000","25,742,000","38,763,000","39,590,000","22,363,000","44,977,000","41,987,000","52,728,000","57,701,000","63,677,000","57,149,000","69,254,000","52,659,000","48,815,000","57,031,000","87,008,000","78,380,000","64,815,000","121,807,000","127,186,000","127,329,000","115,942,000","97,760,000","104,655,000","88,130,000","101,821,000","75,136,000","84,583,000","88,726,000","84,389,000","77,368,000","90,483,000","91,428,000","83,802,000","69,289,000","74,399,000","84,927,000","73,948,000","76,138,000","72,452,000","52,960,000","51,159,000","64,544,000","79,917,000","74,376,000","77,011,000","86,268,000","133,484,000","147,879,000","132,946,000","155,564,000","163,636,000","173,801,000","185,754,000","175,008,000","188,707,000","3,448,000","10,911,000","33,045,000","35,960,000","27,528,000","177,018,000","148,474,000","129,485,000","81,856,000","60,187,000","69,557,000","65,260,000","75,688,000","62,260,000","63,818,000","38,294,000","48,112,000","37,557,000","24,457,000","30,359,000","14,024,000","16,090,000","14,500,000","13,400,000","9,000,000","13,200,000","10,900,000","12,000,000","19,400,000","24,900,000","47,800,000","30,300,000","21,900,000","32,300,000","23,200,000","11,600,000","9,100,000","9,300,000","10,000,000","7,700,000","7,500,000","5,200,000","6,700,000","5,800,000","6,700,000","3,400,000","5,600,000","3,300,000","4,800,000","6,600,000"
			CashAndCashEquivalents,"95,045,000","105,207,000","93,665,000","104,596,000","108,956,000","80,035,000","61,973,000","72,276,000","116,868,000","28,306,000","45,876,000","20,824,000","25,742,000","38,763,000","39,590,000","22,363,000","44,977,000","41,987,000","52,728,000","57,701,000","63,677,000","57,149,000","69,254,000","52,659,000","48,815,000","57,031,000","87,008,000","76,182,000","58,436,000","112,942,000","114,308,000","109,176,000","95,804,000","77,603,000","91,224,000","72,601,000","83,645,000","57,267,000","73,913,000","79,721,000","73,130,000","66,352,000","79,376,000","78,519,000","70,812,000","53,031,000","62,728,000","73,852,000","71,925,000","76,138,000","72,452,000","52,960,000","51,159,000","64,544,000","79,917,000","74,376,000","77,011,000","86,268,000","133,484,000","147,879,000","132,946,000","155,564,000","163,636,000","173,801,000","185,754,000","175,008,000","188,707,000","3,448,000","10,911,000","33,045,000","35,960,000","27,528,000","177,018,000","148,474,000","129,485,000","81,856,000","60,187,000","69,557,000","65,260,000","75,688,000","62,260,000","63,818,000","38,294,000","48,112,000","37,557,000","24,457,000","30,359,000","14,024,000","16,090,000","14,500,000","13,400,000","9,000,000","13,200,000","10,900,000","12,000,000","19,400,000","24,900,000","47,800,000","30,300,000","21,900,000","32,300,000","23,200,000","11,600,000","9,100,000","9,300,000","10,000,000","7,700,000","7,500,000","5,200,000","6,700,000","5,800,000","6,700,000","3,400,000","5,600,000","3,300,000","4,800,000","6,600,000"
			OtherShortTermInvestments,"9,525,000",,,,,,,,,,,,,,,,,,,,,"0",,"0",,"0","0","2,198,000","6,379,000","8,865,000","12,878,000","18,153,000","20,138,000","20,157,000","13,431,000","15,529,000","18,176,000","17,869,000","10,670,000","9,005,000","11,259,000","11,016,000","11,107,000","12,909,000","12,990,000","16,258,000","11,671,000","11,075,000","2,023,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"11,549,000","7,495,000","7,942,000","9,026,000","11,573,000","8,985,000","13,241,000","8,092,000","10,482,000","13,139,000","12,345,000","14,247,000","15,838,000","9,234,000","12,772,000","12,364,000","15,933,000","14,457,000","10,088,000","12,293,000","10,444,000","8,773,000","9,867,000","9,467,000","10,787,000","10,059,000","12,705,000","12,547,000","16,280,000","10,626,000","14,651,000","12,426,000","16,003,000","10,754,000","12,549,000","12,277,000","11,344,000","11,137,000","14,644,000","14,919,000","17,571,000","13,828,000","14,643,000","15,036,000","20,174,000","14,732,000","16,484,000","17,105,000","15,725,000","12,581,000","13,053,000","13,086,000","10,434,000","8,865,000","11,549,000","12,672,000","12,551,000","12,330,000","14,255,000","14,602,000","18,811,000","15,212,000","20,824,000","22,179,000","26,724,000","22,870,000","26,358,000","28,019,000","26,538,000","21,172,000","25,932,000","26,967,000","26,257,000","22,539,000","28,138,000","26,439,000","29,430,000","21,859,000","28,972,000","32,845,000","33,668,000","22,495,000","30,410,000","33,055,000","37,276,000","31,274,000","34,664,000","34,336,000","33,605,000","31,500,000","34,900,000","34,900,000","34,900,000","31,900,000","36,500,000","36,300,000","34,000,000","28,800,000","34,500,000","33,300,000","36,200,000","32,300,000","37,200,000","35,300,000","41,900,000","34,700,000","40,200,000","36,800,000","39,900,000","30,800,000","35,300,000","36,300,000","39,300,000","33,200,000","41,000,000","39,800,000","36,400,000"
			AccountsReceivable,"11,549,000","7,495,000","7,942,000","9,026,000","11,573,000","8,985,000","13,241,000","8,092,000","10,482,000","13,139,000","12,345,000","14,247,000","15,838,000","9,234,000","12,772,000","12,364,000","15,933,000","14,457,000","10,088,000","12,293,000","10,444,000","8,773,000","9,867,000","9,467,000","10,787,000","10,059,000","12,705,000","12,547,000","16,280,000","10,626,000","14,651,000","12,426,000","16,003,000","10,754,000","12,549,000","12,277,000","11,344,000","11,137,000","14,644,000","14,919,000","17,571,000","13,828,000","14,643,000","15,036,000","20,174,000","14,732,000","16,484,000","17,105,000","15,725,000","12,581,000","13,053,000","13,086,000","10,434,000","8,865,000","11,549,000","12,672,000","12,551,000","12,330,000","14,255,000","14,602,000","18,811,000","15,212,000","20,824,000","22,179,000","26,724,000","22,870,000","26,358,000","28,019,000","26,538,000","21,172,000","25,932,000","26,967,000","26,257,000","22,539,000","28,138,000","26,439,000","29,430,000","21,859,000","28,972,000","32,845,000","33,668,000","22,495,000","30,410,000","33,055,000","37,276,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,,,,,,,,,,,,,"17,656,000",,,,"17,643,000","16,215,000","11,774,000","13,960,000","11,817,000","10,330,000","11,406,000","11,106,000","12,282,000","11,600,000","14,151,000","13,933,000","17,572,000","12,056,000","16,089,000","13,868,000","17,287,000","12,092,000","13,817,000","13,507,000","12,544,000","12,399,000","15,911,000","16,169,000","18,832,000","15,027,000","15,978,000","16,207,000",,,,"18,265,000","16,847,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,"-1,818,000",,,,"-1,710,000","-1,758,000","-1,686,000","-1,667,000","-1,373,000","-1,557,000","-1,539,000","-1,639,000","-1,495,000","-1,541,000","-1,446,000","-1,386,000","-1,292,000","-1,430,000","-1,438,000","-1,442,000","-1,284,000","-1,338,000","-1,268,000","-1,230,000","-1,200,000","-1,262,000","-1,267,000","-1,250,000","-1,261,000","-1,199,000","-1,335,000","-1,171,000",,,,"-1,160,000","-1,122,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"182,689,000","164,550,000","158,735,000","143,978,000","135,686,000","126,748,000","127,047,000","126,101,000","138,774,000","138,997,000","151,421,000","162,389,000","164,625,000","159,174,000","165,719,000","163,012,000","163,748,000","160,843,000","157,505,000","149,483,000","154,225,000","160,384,000","159,343,000","162,323,000","163,743,000","157,498,000","156,567,000","151,916,000","154,933,000","151,749,000","157,519,000","146,275,000","145,055,000","139,964,000","141,664,000","137,256,000","142,041,000","142,385,000","157,951,000","155,739,000","142,262,000","136,197,000","141,050,000","141,692,000","131,499,000","137,045,000","138,518,000","134,040,000","140,369,000","141,991,000","146,661,000","156,519,000","174,310,000","187,831,000","187,495,000","186,265,000","186,357,000","184,353,000","181,297,000","181,884,000","180,753,000","179,604,000","180,011,000","189,650,000","191,573,000","194,491,000","192,087,000","186,479,000","180,482,000","171,117,000","179,194,000","186,895,000","185,794,000","185,583,000","190,302,000","198,212,000","196,093,000","179,842,000","177,907,000","174,147,000","167,207,000","157,850,000","173,850,000","176,036,000","169,640,000","161,946,000","161,819,000","159,006,000","157,276,000","152,600,000","151,000,000","144,000,000","141,400,000","133,400,000","126,300,000","114,400,000","115,800,000","108,800,000","110,700,000","107,500,000","102,200,000","100,200,000","102,000,000","107,200,000","107,700,000","110,200,000","108,100,000","114,100,000","105,800,000","101,100,000","105,100,000","103,300,000","97,100,000","93,100,000","87,600,000","82,500,000","81,900,000"
