name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,08/31/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,08/31/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,08/31/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,08/31/2013,06/30/2013,05/31/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010
TotalRevenue,"4,183,000,000","1,052,000,000","1,100,000,000","1,052,000,000","979,000,000","759,000,000","747,000,000","649,000,000","480,000,000","1,010,000,000","1,145,000,000","1,082,000,000","1,068,000,000","1,060,000,000","1,052,000,000","750,000,000","594,692,000","570,849,000","481,216,000","486,990,000","497,620,000","487,494,000","549,256,000","406,991,000","406,991,000","429,945,000","425,043,000","545,620,000","407,136,000","407,136,000","422,827,000","454,880,000","511,000,000","413,000,000","413,000,000","410,000,000","402,000,000","527,000,000","412,000,000","412,000,000","421,000,000","421,000,000","389,000,000","510,000,000","383,000,000","383,000,000","372,000,000","484,000,000","378,000,000","380,000,000","371,000,000","479,000,000","360,000,000","374,000,000","371,000,000"
	OperatingRevenue,"2,994,000,000","736,000,000","799,000,000","754,000,000","705,000,000","504,000,000","472,000,000","394,000,000","286,000,000","692,000,000","856,000,000","802,000,000","816,000,000","773,000,000","779,000,000","516,000,000","393,222,000","354,661,000","369,306,000","373,266,000","386,886,000","363,861,000","549,256,000","406,991,000","309,393,000","331,103,000","317,510,000","545,620,000","407,136,000","314,963,000","330,369,000","353,574,000","523,000,000","409,000,000","318,000,000","313,000,000","300,000,000","394,000,000","321,000,000","324,000,000","412,000,000","327,000,000","292,000,000","382,000,000","298,000,000","296,000,000","280,000,000","739,000,000","296,000,000","294,000,000","284,000,000","723,000,000","282,000,000","293,000,000","286,000,000"
CostOfRevenue,"2,529,000,000","632,000,000","662,000,000","639,000,000","596,000,000","540,000,000","561,000,000","505,000,000","413,000,000","678,000,000","686,000,000","647,000,000","616,000,000","639,000,000","628,000,000","475,000,000","382,137,000","375,300,000","290,478,000","292,576,000","290,804,000","299,792,000","307,774,000","258,263,000","258,263,000","266,824,000","271,593,000","339,413,000","262,413,000","262,413,000","264,408,000","286,740,000","330,000,000","261,000,000","261,000,000","258,000,000","266,000,000","357,000,000","264,000,000","264,000,000","267,000,000","267,000,000","255,000,000","342,000,000","248,000,000","255,000,000","247,000,000","312,000,000","251,000,000","242,000,000","234,000,000","309,000,000","219,000,000","231,000,000","240,000,000"
GrossProfit,"1,654,000,000","420,000,000","438,000,000","413,000,000","383,000,000","219,000,000","186,000,000","144,000,000","67,000,000","332,000,000","459,000,000","435,000,000","452,000,000","421,000,000","424,000,000","275,000,000","212,555,000","195,549,000","190,738,000","194,414,000","206,816,000","187,702,000","241,482,000","148,728,000","148,728,000","163,121,000","153,450,000","206,207,000","144,723,000","144,723,000","158,419,000","168,140,000","181,000,000","152,000,000","152,000,000","152,000,000","136,000,000","170,000,000","148,000,000","148,000,000","154,000,000","154,000,000","134,000,000","168,000,000","135,000,000","128,000,000","125,000,000","172,000,000","127,000,000","138,000,000","137,000,000","170,000,000","141,000,000","143,000,000","131,000,000"
OperatingExpense,"1,070,000,000","276,000,000","273,000,000","255,000,000","266,000,000","196,000,000","160,000,000","144,000,000","107,000,000","285,000,000","303,000,000","289,000,000","308,000,000","303,000,000","298,000,000","206,000,000","142,307,000","135,369,000","129,984,000","127,193,000","133,563,000","128,200,000","150,276,000","100,636,000","100,636,000","103,507,000","103,709,000","135,919,000","94,842,000","94,842,000","100,029,000","102,772,000","130,000,000","96,000,000","96,000,000","95,000,000","93,000,000","129,000,000","95,000,000","95,000,000","96,000,000","96,000,000","95,000,000","115,000,000","102,000,000","104,000,000","95,000,000","132,000,000","99,000,000","100,000,000","92,000,000","148,000,000","97,000,000","98,000,000","98,000,000"
	SellingGeneralAndAdministration,"932,000,000","243,000,000","239,000,000","220,000,000","230,000,000","155,000,000","130,000,000","114,000,000","76,000,000","253,000,000","268,000,000","256,000,000","272,000,000","266,000,000","265,000,000","188,000,000","142,307,000","135,369,000","129,984,000","127,193,000","133,563,000","128,200,000","150,276,000","100,636,000","100,636,000","103,507,000","103,709,000","135,919,000","94,842,000","94,842,000","100,029,000","102,772,000","130,000,000","96,000,000","96,000,000","95,000,000","93,000,000","129,000,000","95,000,000","95,000,000","96,000,000","96,000,000","95,000,000","115,000,000","102,000,000","104,000,000","95,000,000","132,000,000","99,000,000","100,000,000","92,000,000","133,000,000","97,000,000","98,000,000","98,000,000"
		GeneralAndAdministrativeExpense,"242,000,000","61,000,000","61,000,000","54,000,000","66,000,000","46,000,000","33,000,000","32,000,000","19,000,000","70,000,000","75,000,000","68,000,000","79,000,000","78,000,000","84,000,000","53,000,000","32,992,000","29,435,000","26,486,000","26,666,000","29,534,000","27,539,000","33,329,000","21,619,000","21,619,000","24,588,000","25,297,000","34,080,000","23,214,000","23,214,000","22,892,000","22,777,000","32,000,000","22,000,000","22,000,000","23,000,000","22,000,000","33,000,000","23,000,000","23,000,000","22,000,000","22,000,000","21,000,000","17,000,000","22,000,000","26,000,000","21,000,000","25,000,000","18,000,000","19,000,000","19,000,000","27,000,000","19,000,000","17,000,000","19,000,000"
			RentAndLandingFees,"413,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"58,000,000","52,000,000",,,,"47,000,000",,,,,
			OtherGandA,"242,000,000","61,000,000","61,000,000","54,000,000","66,000,000","46,000,000","33,000,000","32,000,000","19,000,000","70,000,000","75,000,000","68,000,000","79,000,000","78,000,000","84,000,000","53,000,000","32,992,000","29,435,000","26,486,000","26,666,000","29,534,000","27,539,000","33,329,000","21,619,000","21,619,000","24,588,000","25,297,000","34,080,000","23,214,000","23,214,000","22,892,000","22,777,000","32,000,000","22,000,000","22,000,000","23,000,000","22,000,000","33,000,000","23,000,000","23,000,000","22,000,000","22,000,000","21,000,000","17,000,000","22,000,000","26,000,000","21,000,000","25,000,000","18,000,000","19,000,000","19,000,000","27,000,000","19,000,000","17,000,000","19,000,000"
		SellingAndMarketingExpense,"690,000,000","182,000,000","178,000,000","166,000,000","164,000,000","109,000,000","97,000,000","82,000,000","57,000,000","183,000,000","193,000,000","188,000,000","193,000,000","188,000,000","181,000,000","135,000,000","109,315,000","105,934,000","103,498,000","100,527,000","104,029,000","100,661,000","116,947,000","79,017,000","79,017,000","78,919,000","78,412,000","101,839,000","71,628,000","71,628,000","77,137,000","79,995,000","98,000,000","74,000,000","74,000,000","72,000,000","71,000,000","96,000,000","72,000,000","72,000,000","74,000,000","74,000,000","74,000,000","98,000,000","80,000,000","78,000,000","74,000,000","107,000,000","81,000,000","81,000,000","73,000,000","106,000,000","78,000,000","81,000,000","79,000,000"
