name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997
TotalAssets,"6,546,219,000","6,357,953,000","6,619,031,000","6,314,255,000","6,028,218,000","5,966,099,000","5,836,154,000","5,369,241,000","4,948,832,000","4,879,633,000","4,815,111,000","4,366,222,000","4,243,065,000","4,387,160,000","3,655,189,000","3,456,004,000","3,737,841,000","3,682,610,000","3,696,380,000","3,219,570,000","3,149,154,000","3,089,099,000","2,979,080,000","2,538,727,000","2,590,277,000","2,585,009,000","2,416,499,000","2,352,604,000","2,231,100,000","2,253,818,000","1,665,212,000","1,607,736,000","1,799,630,000","1,985,351,000","2,701,314,000","1,448,105,000","1,277,839,000","1,189,781,000","1,164,745,000","1,073,137,000","1,149,427,000","1,140,596,000","931,916,000","1,003,577,000","971,659,000","976,599,000","944,159,000","866,253,000","893,344,000","1,008,571,000","886,398,000","855,179,000","900,749,000","1,083,352,000","1,092,562,000","1,097,128,000","773,085,000","831,143,000","758,313,000","775,579,000","793,486,000","868,806,000","855,068,000","906,017,000","868,653,000","932,876,000","882,222,000","924,221,000","998,912,000","950,513,000","697,579,000","714,536,000","773,002,000","707,298,000","608,557,000","580,978,000","577,137,000","492,960,000","406,409,000","371,042,000","385,709,000","354,997,000","360,209,000","353,391,000","389,398,000","351,641,000","299,368,847","295,040,233","250,100,000","232,700,000","147,800,000","118,900,000","107,600,000","108,500,000","49,800,000","47,500,000","30,600,000","25,100,000","20,900,000","15,100,000"
	CurrentAssets,"3,871,088,000","3,705,013,000","4,243,458,000","4,013,612,000","4,220,515,000","4,159,959,000","3,932,098,000","3,686,933,000","3,493,351,000","3,435,037,000","3,388,333,000","2,821,079,000","2,827,835,000","2,974,773,000","2,191,736,000","2,074,347,000","2,409,177,000","2,447,724,000","2,455,515,000","2,113,136,000","2,195,242,000","2,451,176,000","2,370,770,000","1,977,672,000","2,045,276,000","2,106,308,000","1,964,608,000","1,907,976,000","1,781,308,000","1,806,013,000","1,266,777,000","1,234,352,000","1,399,440,000","1,545,656,000","2,251,267,000","1,020,177,000","866,152,000","817,890,000","797,943,000","719,107,000","743,617,000","752,420,000","545,939,000","644,648,000","566,603,000","618,294,000","558,274,000","517,203,000","521,340,000","628,224,000","498,074,000","518,067,000","544,846,000","723,774,000","715,142,000","723,298,000","415,649,000","498,523,000","435,961,000","451,204,000","460,006,000","544,873,000","530,982,000","572,845,000","514,006,000","613,242,000","526,045,000","596,442,000","676,438,000","704,941,000","480,163,000","500,530,000","566,268,000","513,402,000","416,780,000","393,477,000","393,745,000","329,885,000","245,781,000","239,173,000","258,194,000","222,874,000","206,712,000","209,557,000","229,989,000","214,908,000","164,962,997","169,367,886","203,000,000","189,000,000","124,000,000","97,900,000","94,000,000","94,600,000","38,100,000","35,100,000","18,100,000","12,900,000","8,900,000","9,000,000"
		CashCashEquivalentsAndShortTermInvestments,"2,552,107,000","2,465,754,000","2,297,532,000","2,536,064,000","2,731,576,000","2,422,515,000","2,385,885,000","2,284,949,000","2,001,667,000","1,984,130,000","1,504,645,000","1,542,278,000","1,571,010,000","1,600,645,000","1,025,299,000","1,102,260,000","1,424,379,000","1,321,784,000","1,263,142,000","1,281,061,000","1,392,328,000","1,443,953,000","1,174,594,000","1,188,817,000","1,269,562,000","1,214,681,000","1,064,674,000","1,190,797,000","1,098,049,000","976,592,000","803,777,000","841,369,000","935,400,000","972,170,000","661,923,000","646,315,000","402,502,000","448,723,000","328,284,000","367,056,000","420,279,000","453,316,000","269,740,000","248,759,000","280,359,000","297,118,000","232,127,000","180,516,000","105,984,000","102,083,000","174,789,000","179,616,000","217,836,000","280,277,000","338,701,000","72,918,000","54,388,000","77,757,000","61,625,000","108,516,000","138,151,000","132,480,000","179,130,000","141,068,000","142,897,000","107,195,000","195,355,000","210,241,000","303,070,000","155,095,000","197,951,000","261,333,000","254,153,000","183,477,000","225,859,000","188,350,000","164,085,000","108,369,000","73,898,000","69,617,000","30,972,000","6,056,000","15,346,000","6,886,000","13,658,000","5,245,000","6,190,467","10,199,416","19,300,000","10,400,000","2,900,000","1,400,000","4,800,000","2,700,000","200,000","400,000","1,100,000","1,900,000","3,800,000","6,200,000"
			CashAndCashEquivalents,"1,732,047,000","986,741,000","856,901,000","1,400,876,000","1,422,884,000","1,649,832,000","1,345,099,000","1,404,124,000","1,357,664,000","1,284,861,000","762,032,000","984,625,000","826,525,000","1,054,911,000","462,347,000","464,804,000","808,973,000","774,455,000","749,626,000","828,112,000","943,396,000","1,039,430,000","770,003,000","796,328,000","798,742,000","835,241,000","711,713,000","815,784,000","911,120,000","897,452,000","754,410,000","822,000,000","935,400,000","972,170,000","661,923,000","646,315,000","402,502,000","448,723,000","328,284,000","367,056,000","420,279,000","453,316,000","269,740,000","248,759,000","280,359,000","297,118,000","232,127,000","180,516,000","105,984,000","102,083,000","174,789,000","179,616,000","217,836,000","280,277,000","338,701,000","72,918,000","54,388,000","77,757,000","61,625,000","108,516,000","138,151,000","132,480,000","179,130,000","141,068,000","142,897,000","107,195,000","195,355,000","210,241,000","303,070,000","155,095,000","197,951,000","261,333,000","254,153,000","183,477,000","225,859,000","188,350,000","164,085,000","108,369,000","73,898,000","69,617,000","30,972,000","6,056,000","15,346,000","6,886,000","13,658,000","5,245,000","2,631,068","3,185,666","19,300,000","10,400,000","2,900,000","1,400,000","4,800,000","2,700,000","200,000","400,000","1,100,000","1,900,000","3,800,000","6,200,000"
			OtherShortTermInvestments,"820,060,000","1,479,013,000","1,440,631,000","1,135,188,000","1,308,692,000","772,683,000","1,040,786,000","880,825,000","644,003,000","699,269,000","742,613,000","557,653,000","744,485,000","545,734,000","562,952,000","637,456,000","615,406,000","547,329,000","513,516,000","452,949,000","448,932,000","404,523,000","404,591,000","392,489,000","470,820,000","379,440,000","352,961,000","375,013,000","186,929,000","79,140,000","49,367,000","19,369,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,559,399","7,013,750",,,,,,,,,,,,
		Receivables,"579,433,000","647,907,000","804,468,000","487,171,000","552,762,000","581,136,000","787,818,000","685,169,000","592,555,000","647,460,000","858,597,000","352,625,000","395,729,000","823,482,000","534,633,000","239,736,000","247,649,000","425,931,000","429,019,000","229,197,000","219,558,000","327,430,000","381,587,000","141,150,000","168,527,000","263,690,000","240,859,000","130,915,000","217,860,000","435,709,000","25,427,000","43,165,000","53,143,000","189,519,000","1,011,391,000","97,961,000","189,596,000","94,241,000","154,951,000","71,707,000","45,035,000","53,274,000","25,406,000","155,743,000","84,217,000","83,845,000","96,226,000","39,295,000","77,222,000","199,395,000","70,133,000","52,117,000","60,320,000","157,458,000","106,354,000","362,765,000","63,337,000","104,937,000","100,427,000","70,406,000","79,107,000","143,199,000","98,027,000","130,328,000","84,282,000","198,068,000","61,735,000","127,278,000","136,515,000","285,709,000","79,486,000","68,601,000","145,464,000","166,536,000","65,996,000","100,213,000","120,779,000","108,441,000","64,759,000","65,095,000","122,701,000","94,950,000","86,380,000","104,219,000","132,165,000","134,877,000","85,173,092","82,628,593","95,400,000","108,800,000","63,300,000","47,400,000","47,500,000","48,900,000","12,800,000","13,000,000","7,200,000","4,700,000","3,000,000","1,800,000"
			AccountsReceivable,"579,433,000","647,907,000","804,468,000","487,171,000","552,762,000","581,136,000","787,818,000","685,169,000","592,555,000","647,460,000","858,597,000","352,625,000","395,729,000","823,482,000","534,633,000","239,736,000","247,649,000","425,931,000","429,019,000","229,197,000","219,558,000","327,430,000","381,587,000","141,150,000","168,527,000","263,690,000","240,859,000","130,915,000","217,860,000","435,709,000","25,427,000","43,165,000","53,143,000","189,519,000","1,011,391,000","35,202,000","189,596,000","94,241,000","154,951,000","71,707,000","45,035,000","53,274,000","19,572,000","146,694,000","84,217,000","83,845,000","96,226,000","39,295,000","77,222,000","199,395,000","70,133,000","52,117,000","60,320,000","157,458,000","106,354,000","362,765,000","63,337,000","104,937,000","100,427,000","70,406,000","79,107,000","143,199,000","98,027,000","130,328,000","84,282,000","198,068,000","61,735,000","127,278,000","136,515,000","285,709,000","79,486,000","68,601,000","145,464,000","166,536,000","65,996,000","100,213,000","120,779,000","108,441,000","64,759,000","65,095,000","122,701,000","94,950,000","86,380,000","104,219,000","132,165,000",,,,,,,,,,,,,,,
				GrossAccountsReceivable,"579,783,000","648,257,000","804,818,000","487,521,000","553,112,000","581,486,000","788,266,000","687,370,000","592,998,000","647,903,000","859,039,000","353,070,000","396,724,000","824,485,000","534,983,000","240,086,000","301,939,000",,"479,128,000","281,459,000","286,041,000","434,777,000","452,067,000","208,894,000","214,079,000","334,685,000","295,964,000","194,371,000","288,331,000","522,339,000","64,928,000","99,147,000","128,661,000","318,941,000","1,089,472,000","87,305,000","253,677,000","156,987,000","215,959,000","144,454,000","96,037,000","105,552,000","37,006,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-350,000","-350,000","-350,000","-350,000","-350,000","-350,000","-448,000","-2,201,000","-443,000","-443,000","-442,000","-445,000","-995,000","-1,003,000","-350,000","-350,000","-54,290,000",,"-50,109,000","-52,262,000","-66,483,000","-107,347,000","-70,480,000","-67,744,000","-45,552,000","-70,995,000","-55,105,000","-63,456,000","-70,471,000","-86,630,000","-39,501,000","-55,982,000","-75,518,000","-129,422,000","-78,081,000","-52,103,000","-64,081,000","-62,746,000","-61,008,000","-72,747,000","-51,002,000","-52,278,000","-17,434,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,834,000","9,049,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
