name,03/31/2022,12/31/2021,09/30/2021,12/31/2020
TotalAssets,"706,064,000","907,432,000","1,023,460,000","316,382,000"
	CurrentAssets,"341,633,000","607,257,000","754,611,000","14,439,000"
		CashCashEquivalentsAndShortTermInvestments,"276,374,000","505,091,000","666,061,000","1,124,000"
			CashAndCashEquivalents,"276,374,000","505,091,000","666,061,000","1,124,000"
				CashFinancial,"276,374,000","505,091,000",,"1,124,000"
		Receivables,,"0","0","2,074,000"
			NotesReceivable,,"0","0","40,000"
			DuefromRelatedPartiesCurrent,,"0","0","2,034,000"
		PrepaidAssets,"61,649,000","74,489,000","61,710,000","7,174,000"
		RestrictedCash,"1,012,000","25,386,000","25,083,000","703,000"
		OtherCurrentAssets,"2,598,000","2,291,000","1,757,000","3,364,000"
	TotalNonCurrentAssets,"364,431,000","300,175,000","268,849,000","301,943,000"
		NetPPE,"357,578,000","293,135,000","261,562,000","293,933,000"
			GrossPPE,"368,046,000","302,813,000","282,683,000","313,000,000"
				Properties,"0","0","0","0"
				LandAndImprovements,,"0","13,043,000","13,043,000"
				BuildingsAndImprovements,"14,180,000","14,180,000","30,839,000","30,839,000"
				MachineryFurnitureEquipment,"7,286,000","4,420,000","11,736,000","11,736,000"
				OtherProperties,"27,569,000","8,868,000","8,435,000","5,451,000"
				ConstructionInProgress,"318,713,000","275,048,000","218,332,000","251,633,000"
				Leases,"298,000","297,000","298,000","298,000"
			AccumulatedDepreciation,"-10,468,000","-9,678,000","-21,121,000","-19,067,000"
		OtherNonCurrentAssets,"6,853,000","7,040,000","7,287,000","8,010,000"
TotalLiabilitiesNetMinorityInterest,"270,842,000","339,778,000","377,939,000","895,720,000"
	CurrentLiabilities,"242,782,000","293,806,000","238,204,000","849,051,000"
		PayablesAndAccruedExpenses,"126,405,000","129,071,000","83,819,000","344,952,000"
			Payables,"52,475,000","44,446,000","42,596,000","201,948,000"
				AccountsPayable,"45,400,000","37,773,000","36,180,000","86,601,000"
				DuetoRelatedPartiesCurrent,"7,075,000","6,673,000","6,416,000","5,123,000"
				OtherPayable,,,,"110,224,000"
			CurrentAccruedExpenses,"73,930,000","84,625,000","41,223,000","143,004,000"
				InterestPayable,"13,715,000","19,494,000","15,202,000","118,290,000"
		CurrentDebtAndCapitalLeaseObligation,"96,901,000","148,601,000","120,468,000","485,950,000"
			CurrentDebt,"92,501,000","146,027,000","116,968,000","481,554,000"
				CurrentNotesPayable,"13,636,000","13,655,000","13,463,000","332,355,000"
				OtherCurrentBorrowings,"78,865,000","132,372,000","103,505,000","149,199,000"
			CurrentCapitalLeaseObligation,"4,400,000","2,574,000","3,500,000","4,396,000"
		CurrentDeferredLiabilities,"4,226,000","4,354,000","4,229,000","3,523,000"
			CurrentDeferredRevenue,"4,226,000","4,354,000","4,229,000","3,523,000"
		OtherCurrentLiabilities,"15,250,000","11,780,000","29,688,000","14,626,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"28,060,000","45,972,000","139,735,000","46,669,000"
		LongTermDebtAndCapitalLeaseObligation,"24,275,000","42,252,000","135,606,000","45,669,000"
			LongTermDebt,,"34,682,000","99,618,000","9,168,000"
			LongTermCapitalLeaseObligation,"24,275,000","7,570,000","35,988,000","36,501,000"
		OtherNonCurrentLiabilities,"3,785,000","3,720,000","4,129,000","1,000,000"
TotalEquityGrossMinorityInterest,"435,222,000","567,654,000","645,521,000","-579,338,000"
	StockholdersEquity,"435,222,000","567,654,000","645,521,000","-579,338,000"
		CapitalStock,"32,930,000","17,000","13,000","15,000"
			CommonStock,"32,930,000","17,000","13,000","15,000"
		AdditionalPaidInCapital,"3,487,415,000","3,482,226,000","3,475,314,000","1,817,760,000"
		RetainedEarnings,"-3,077,614,000","-2,907,644,000","-2,823,345,000","-2,391,139,000"
		GainsLossesNotAffectingRetainedEarnings,"-7,509,000","-6,945,000","-6,461,000","-5,974,000"
TotalCapitalization,"435,222,000","602,336,000","745,139,000","-570,170,000"
CommonStockEquity,"435,222,000","567,654,000","645,521,000","-579,338,000"
CapitalLeaseObligations,"28,675,000","10,144,000","39,488,000","40,897,000"
NetTangibleAssets,"435,222,000","567,654,000","645,521,000","-579,338,000"
WorkingCapital,"98,851,000","313,451,000","516,407,000","-834,612,000"
InvestedCapital,"527,723,000","748,363,000","862,107,000","-88,616,000"
TangibleBookValue,"435,222,000","567,654,000","645,521,000","-579,338,000"
TotalDebt,"121,176,000","190,853,000","256,074,000","531,619,000"
NetDebt,,,,"489,598,000"
ShareIssued,"302,197,606","302,197,606","324,360,508","324,360,508"
OrdinarySharesNumber,"302,197,606","302,197,606","324,360,508","324,360,508"
