name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,03/31/1991
OperatingCashFlow,"285,689,000","-101,622,000","29,894,000","237,790,000","119,627,000","-37,745,000","161,601,000","111,523,000","219,396,000","41,859,000","138,240,000","129,084,000","15,511,000","52,936,000","100,492,000","89,321,000","22,358,000","-41,614,000","121,815,000","152,466,000","-2,078,000","34,317,000","131,456,000","104,367,000","81,000","41,852,000","121,625,000","173,885,000","-57,344,000","-16,783,000","103,261,000","106,877,000","-90,059,000","24,901,000","99,086,000","128,090,000","-59,408,000","-17,499,000","108,900,000","124,085,000","-69,095,000","9,453,000","120,156,000","-16,496,000","2,718,000","-44,926,000","56,104,000","39,865,000","62,665,000","-5,835,000","49,804,000","10,924,000","14,426,000","13,133,000","76,393,000","-9,898,000","25,740,000","21,238,000","70,938,000","10,406,000","19,705,000","6,949,000","78,467,000","9,322,000","11,086,000","-30,334,000","3,523,000","38,777,000","23,525,000","-30,043,000","51,380,000","18,563,000","12,126,000","-25,410,000","20,869,000","27,215,000","13,195,000","-1,027,000","24,491,000","29,203,000","13,081,000","86,000","23,514,000","33,541,000","12,020,000","-16,502,000","43,298,000","11,867,000","12,477,000","-18,582,000","37,600,000","27,000,000","6,000,000","-28,700,000","32,600,000","-3,800,000","-7,900,000","-16,200,000","6,700,000","2,600,000","-19,000,000","-11,700,000","5,000,000","-3,900,000","1,600,000","-11,600,000","15,000,000","8,400,000","-5,900,000","-6,500,000","5,700,000","5,800,000","-100,000","-9,000,000","4,700,000","1,400,000","500,000","-5,700,000","3,700,000","4,500,000","500,000","-3,000,000","-4,000,000"
	CashFlowFromContinuingOperatingActivities,"285,689,000","-101,622,000","29,894,000","237,790,000","119,627,000","-37,745,000","161,601,000","111,523,000","219,396,000","41,859,000","138,240,000","129,084,000","15,511,000","52,936,000","100,492,000","89,321,000","22,358,000","-41,614,000","121,815,000","152,466,000","-2,078,000","34,317,000","131,456,000","104,367,000","81,000","41,852,000","121,625,000","173,885,000","-57,344,000","-16,783,000","103,261,000","106,877,000","-90,059,000","24,901,000","99,086,000","128,090,000","-59,408,000","-17,499,000","108,900,000","124,085,000","-69,095,000","9,453,000","120,156,000","-16,496,000","2,718,000","-44,926,000","56,104,000","39,865,000","62,665,000","-5,835,000","49,804,000","10,924,000","14,426,000","13,133,000","76,393,000","-9,898,000","25,740,000","21,238,000","71,474,000","9,278,000","19,070,000","6,949,000","78,467,000","9,322,000","11,086,000","-30,334,000","3,523,000","38,777,000","23,525,000","-30,043,000","51,380,000","18,563,000","12,126,000","-25,410,000","20,869,000","27,215,000","13,195,000","-1,027,000","24,491,000","29,203,000","13,081,000","86,000","23,514,000","33,541,000","12,020,000","-16,502,000","43,298,000","11,867,000","12,477,000","-18,582,000","38,000,000","27,200,000","5,700,000","-29,000,000","32,000,000","-2,500,000","-6,000,000","-15,600,000","10,000,000","2,600,000","-19,000,000","-11,700,000","5,000,000","-3,900,000","1,600,000","-11,600,000","15,000,000","8,400,000","-5,900,000","-6,500,000","5,700,000","5,800,000","-100,000","-9,000,000","4,700,000","1,400,000","500,000","-5,700,000","3,700,000","4,500,000","500,000","-3,000,000","-4,000,000"
		NetIncomeFromContinuingOperations,"567,498,000","134,890,000","95,631,000","164,844,000","172,133,000","66,127,000","56,477,000","126,206,000","104,242,000","36,247,000","44,406,000","99,655,000","107,910,000","43,804,000","49,002,000","96,886,000","108,264,000","42,377,000","52,656,000","80,019,000","90,847,000","33,768,000","39,867,000","80,518,000","81,424,000","34,174,000","36,339,000","74,644,000","84,241,000","31,300,000","34,783,000","71,131,000","78,385,000","24,403,000","27,930,000","66,118,000","72,582,000","21,089,000","23,676,000","59,531,000","60,902,000","13,492,000","22,530,000","51,818,000",,,"14,522,000","43,518,000","48,207,000","5,475,000","9,322,000","27,141,000","16,282,000","-1,172,000","3,343,000","23,332,000","26,050,000","7,644,000","6,699,000","25,364,000","24,612,000","10,814,000","11,518,000","29,051,000","28,748,000","13,047,000","14,118,000","24,347,000","22,406,000","9,148,000","6,191,000","15,898,000","19,387,000","6,629,000","4,445,000","13,218,000","13,426,000","3,806,000","1,186,000","11,842,000","12,466,000","3,042,000","1,011,000","8,080,000","12,984,000","2,366,000","-8,472,000","11,913,000","12,619,000","3,054,000","3,700,000","11,800,000","11,600,000","2,400,000","4,200,000","11,100,000","8,000,000","1,900,000","2,700,000","7,000,000","6,300,000","2,300,000","2,400,000","5,000,000","4,300,000","1,300,000","1,300,000","2,800,000","2,300,000","900,000","900,000","2,300,000","1,900,000","700,000","600,000","1,800,000","2,300,000","300,000","500,000","1,400,000","900,000","100,000",
		OperatingGainsLosses,"-11,586,000","2,692,000","-2,682,000","-903,000","-10,693,000","483,000","-2,075,000","488,000","-8,646,000","3,529,000","-2,902,000","744,000","-7,239,000","2,830,000","-764,000","-751,000","-6,102,000","1,307,000","-1,477,000",,,"2,428,000","15,000","152,000","-356,000","2,348,000","-67,000","-54,000","-366,000","1,963,000",,,"0","1,759,000",,,"0","1,689,000","1,696,000",,,,"-238,000","-7,000","117,000","299,000","-11,000","-3,000","-18,000","-400,000",,,,,"-4,529,000","1,168,000","1,529,000","1,662,000","-4,319,000","-724,000","2,166,000","1,555,000","-5,507,000","1,661,000","8,167,000","-4,520,000","-3,338,000","7,410,000","2,193,000","2,858,000","-1,267,000","3,978,000","-342,000","1,933,000","2,534,000","1,786,000","1,106,000","924,000","5,075,000","373,000","1,933,000","3,635,000","778,000","7,371,000","1,006,000","1,169,000","12,163,000","499,000","947,000","1,203,000","2,000,000","-600,000","1,000,000","900,000","1,600,000","700,000","1,600,000","300,000",,"800,000","700,000","100,000","600,000","400,000",,,,,,,,,,,,,,"-1,100,000","400,000","400,000","0","-100,000","-100,000"
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,"15,000","152,000",,,"-67,000","-54,000",,,,,,,,,,,"-76,000",,,,"-238,000","-7,000","117,000","299,000","-11,000","-3,000","-18,000","-400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"-18,673,000","-4,045,000","-3,032,000","-6,057,000","-5,539,000","-4,671,000","-2,092,000","-4,055,000","-4,103,000","-1,014,000","-2,317,000","-3,530,000","-2,965,000","-1,444,000","-791,000","-3,696,000","-3,157,000","-1,638,000","-1,592,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PensionAndEmployeeBenefitExpense,"6,737,000","6,737,000","0",,,"5,154,000","0",,,"4,543,000","0",,,"4,274,000","0",,,"2,945,000","0",,,"2,428,000","0","0","0","2,348,000","0","0","0","1,963,000",,,"0","1,759,000",,,"0","1,689,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"28,822,000","7,593,000","7,253,000","6,997,000","6,979,000","6,898,000","6,558,000","6,452,000","6,419,000","6,479,000","6,529,000","6,327,000","5,888,000","5,768,000","5,595,000","5,473,000","5,489,000","5,538,000","5,524,000","5,575,000","5,569,000","5,365,000","4,988,000","5,035,000","5,086,000","4,957,000","4,901,000","4,807,000","4,788,000","4,621,000","4,579,000","4,501,000","4,413,000","4,434,000","4,483,000","4,503,000","4,420,000","4,300,000","4,635,000","4,419,000","3,776,000","3,081,000","3,176,000","3,092,000","2,840,000","2,617,000","3,101,000","2,522,000","2,546,000","2,602,000","2,609,000","2,511,000","1,695,000","1,718,000","1,720,000","1,782,000","1,757,000","1,812,000","1,903,000","1,614,000","1,423,000","1,480,000","1,525,000","1,500,000","1,448,000","1,435,000","2,475,000","2,035,000","2,264,000","1,943,000","1,744,000","1,918,000","2,198,000","1,907,000","1,839,000","1,849,000","1,776,000","1,954,000","2,154,000","1,929,000","2,003,000","2,025,000","2,936,000","3,063,000","3,014,000","3,070,000","3,131,000","3,051,000","3,113,000","2,965,000","3,300,000","2,800,000","2,600,000","2,500,000","2,300,000","1,600,000","2,800,000","1,700,000","400,000","1,700,000","1,400,000","1,300,000","1,200,000","1,100,000","1,100,000","800,000","900,000","800,000","700,000","600,000","700,000","600,000","500,000","500,000","500,000","400,000","500,000","400,000","500,000","500,000","400,000","500,000","400,000"
			DepreciationAndAmortization,"28,822,000","7,593,000","7,253,000","6,997,000","6,979,000","6,898,000","6,558,000","6,452,000","6,419,000","6,479,000","6,529,000","6,327,000","5,888,000","5,768,000","5,595,000","5,473,000","5,489,000","5,538,000","5,524,000","5,575,000","5,569,000","5,365,000","4,988,000","5,035,000","5,086,000","4,957,000","4,901,000","4,807,000","4,788,000","4,621,000","4,579,000","4,501,000","4,413,000","4,434,000","4,483,000","4,503,000","4,420,000","4,300,000","4,635,000","4,419,000","3,776,000","3,081,000","3,176,000","3,092,000","2,840,000","2,617,000","3,101,000","2,522,000","2,546,000","2,602,000","2,609,000","2,511,000","1,695,000","1,718,000","1,720,000","1,782,000","1,757,000","1,812,000","1,903,000","1,614,000","1,423,000","1,480,000","1,525,000","1,500,000","1,448,000","1,435,000","2,475,000","2,035,000","2,264,000","1,943,000","1,744,000","1,918,000","2,198,000","1,907,000","1,839,000","1,849,000","1,776,000","1,954,000","2,154,000","1,929,000","2,003,000","2,025,000","2,936,000","3,063,000","3,014,000","3,070,000","3,131,000","3,051,000","3,113,000","2,965,000","3,300,000","2,800,000","2,600,000","2,500,000","2,300,000","1,600,000","2,800,000","1,700,000","400,000","1,700,000","1,400,000","1,300,000","1,200,000","1,100,000","1,100,000","800,000","900,000","800,000","700,000","600,000","700,000","600,000","500,000","500,000","500,000","400,000","500,000","400,000","500,000","500,000","400,000","500,000","400,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,811,000","1,387,000","1,524,000","1,467,000","1,403,000","1,979,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
