name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,12/31/2020
TotalAssets,"739,230,000","755,201,000","783,742,000","345,226,594","265,974,000"
	CurrentAssets,"365,662,000","390,966,000","426,055,000","218,297","101,692,000"
		CashCashEquivalentsAndShortTermInvestments,"253,306,000","271,105,000","325,915,000","13,741","22,603,000"
			CashAndCashEquivalents,"253,306,000","271,105,000","325,915,000","13,741","22,603,000"
				CashFinancial,,,,"13,741",
		Receivables,"98,118,000","108,583,000","87,582,000",,"73,692,000"
			AccountsReceivable,"95,252,000","103,256,000","85,062,000",,"70,540,000"
				GrossAccountsReceivable,"101,992,000","109,468,000","90,774,000",,"76,247,000"
				AllowanceForDoubtfulAccountsReceivable,"-6,740,000","-6,212,000","-5,712,000",,"-5,707,000"
			OtherReceivables,"2,866,000","5,327,000","2,520,000",,"3,152,000"
		PrepaidAssets,"11,659,000","8,819,000","10,056,000","204,556","3,876,000"
		OtherCurrentAssets,"2,579,000","2,459,000","2,502,000",,"1,521,000"
	TotalNonCurrentAssets,"373,568,000","364,235,000","357,687,000","345,008,297","164,282,000"
		NetPPE,"4,404,000","4,534,000","4,586,000",,"4,073,000"
			GrossPPE,,"19,130,000",,,"16,388,000"
				Properties,,"0",,,"0"
				MachineryFurnitureEquipment,,"16,434,000",,,"13,712,000"
				OtherProperties,,"18,000",,,"18,000"
				Leases,,"2,678,000",,,"2,658,000"
			AccumulatedDepreciation,,"-14,596,000",,,"-12,315,000"
		GoodwillAndOtherIntangibleAssets,"349,201,000","347,528,000","341,183,000",,"153,983,000"
			Goodwill,"192,041,000","192,442,000","189,702,000",,"75,736,000"
			OtherIntangibleAssets,"157,160,000","155,086,000","151,481,000",,"78,247,000"
		OtherNonCurrentAssets,"19,963,000","12,173,000","11,918,000","345,008,297","6,226,000"
TotalLiabilitiesNetMinorityInterest,"176,425,000","190,365,000","233,431,000","44,494,637","275,430,000"
	CurrentLiabilities,"98,167,000","95,060,000","89,583,000","679,968","75,367,000"
		PayablesAndAccruedExpenses,"61,222,000","62,380,000","50,629,000","679,968","46,287,000"
			Payables,"28,673,000","28,551,000","23,627,000",,"20,117,000"
				AccountsPayable,"27,320,000","27,155,000","22,248,000",,"19,346,000"
				TotalTaxPayable,"1,353,000","1,396,000","1,379,000",,"771,000"
			CurrentAccruedExpenses,"32,549,000","33,829,000","27,002,000",,"26,170,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"15,034,000","16,428,000","13,447,000",,"14,728,000"
		CurrentDebtAndCapitalLeaseObligation,"6,347,000",,,,"400,000"
			CurrentDebt,"584,000",,,,"400,000"
				OtherCurrentBorrowings,"584,000",,,,
			CurrentCapitalLeaseObligation,"5,763,000",,,,
		CurrentDeferredLiabilities,"15,564,000","16,252,000","25,507,000",,"13,952,000"
			CurrentDeferredRevenue,"15,564,000","16,252,000","25,507,000",,"13,952,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"78,258,000","95,305,000","143,848,000","43,814,669","200,063,000"
		LongTermDebtAndCapitalLeaseObligation,,"419,000","243,000",,"171,824,000"
			LongTermDebt,,"419,000","243,000",,"171,824,000"
		NonCurrentDeferredLiabilities,"1,099,000","1,745,000","2,894,000","12,075,000","6,261,000"
			NonCurrentDeferredRevenue,"1,099,000","1,745,000","2,894,000",,"6,261,000"
		DerivativeProductLiabilities,"5,229,000","10,820,000","34,692,000","31,739,669","4,963,000"
		PreferredSecuritiesOutsideStockEquity,"58,205,000","58,205,000","58,205,000",,"0"
		OtherNonCurrentLiabilities,"13,725,000","24,116,000","47,814,000",,"17,015,000"
TotalEquityGrossMinorityInterest,"562,805,000","564,836,000","550,311,000","300,731,957","-9,456,000"
	StockholdersEquity,"560,792,000","563,025,000","548,361,000","300,731,957","-15,659,000"
		CapitalStock,"35,000","35,000","34,000","1,356","22,000"
			PreferredStock,,,,"0",
			CommonStock,"35,000","35,000","34,000","1,356","22,000"
		AdditionalPaidInCapital,"1,078,201,000","1,042,164,000","1,037,377,000","310,890,484","377,134,000"
		RetainedEarnings,"-515,314,000","-477,113,000","-487,322,000","-10,159,883","-392,113,000"
		GainsLossesNotAffectingRetainedEarnings,"-2,130,000","-2,061,000","-1,728,000",,"-702,000"
	MinorityInterest,"2,013,000","1,811,000","1,950,000",,"6,203,000"
TotalCapitalization,"560,792,000","563,444,000","548,604,000","300,731,957","156,165,000"
CommonStockEquity,"560,792,000","563,025,000","548,361,000","300,731,957","-15,659,000"
CapitalLeaseObligations,"5,763,000",,,,
NetTangibleAssets,"211,591,000","215,497,000","207,178,000","300,731,957","-169,642,000"
WorkingCapital,"267,495,000","295,906,000","336,472,000","-461,671","26,325,000"
InvestedCapital,"561,376,000","563,444,000","548,604,000","300,731,957","156,565,000"
TangibleBookValue,"211,591,000","215,497,000","207,178,000","300,731,957","-169,642,000"
TotalDebt,"6,347,000","419,000","243,000",,"172,224,000"
NetDebt,,,,,"149,621,000"
ShareIssued,"349,082,480","345,788,707","339,034,410","333,900,179","333,900,179"
OrdinarySharesNumber,"349,082,480","345,788,707","339,034,410","333,900,179","333,900,179"
