name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
OperatingCashFlow,"35,900,000","45,900,000","22,200,000","-11,200,000","-21,000,000","-78,700,000","53,000,000","44,600,000","61,600,000","-56,200,000"
	CashFlowFromContinuingOperatingActivities,"35,900,000","45,900,000","22,200,000","-11,200,000","-21,000,000","-78,700,000","53,000,000","44,600,000","61,600,000","-56,200,000"
		NetIncomeFromContinuingOperations,"-118,200,000","-39,100,000","-35,700,000","-42,100,000","-1,300,000","-95,700,000","-71,800,000","13,000,000","16,400,000","3,900,000"
		OperatingGainsLosses,"7,500,000","-3,600,000","2,400,000","3,500,000","1,500,000","6,100,000","1,200,000","-19,200,000","-300,000","-10,000,000"
			NetForeignCurrencyExchangeGainLoss,"5,900,000","-1,100,000","7,700,000","-2,400,000","1,700,000","5,900,000","-7,500,000","-8,800,000","200,000","-9,000,000"
			GainLossOnInvestmentSecurities,"5,000,000","1,100,000","1,800,000",,,"200,000","-1,000,000","-700,000","-500,000","-1,000,000"
			PensionAndEmployeeBenefitExpense,"-15,600,000","-3,600,000","-3,700,000",,,,,,,
		DepreciationAmortizationDepletion,"187,800,000","47,400,000","45,900,000","47,600,000","46,900,000","47,100,000","50,800,000","48,600,000","47,800,000","48,400,000"
			DepreciationAndAmortization,"187,800,000","47,400,000","45,900,000","47,600,000","46,900,000","47,100,000","50,800,000","48,600,000","47,800,000","48,400,000"
		DeferredTax,"-29,600,000","-3,500,000","-9,700,000","-9,400,000","-7,000,000","800,000","-29,100,000","1,000,000","400,000","-1,100,000"
			DeferredIncomeTax,"-29,600,000","-3,500,000","-9,700,000","-9,400,000","-7,000,000","800,000","-29,100,000","1,000,000","400,000","-1,100,000"
		ProvisionandWriteOffofAssets,"8,100,000","2,300,000","8,600,000","-4,200,000","1,400,000","5,000,000","3,900,000","4,500,000","9,500,000","6,600,000"
		StockBasedCompensation,"59,300,000","15,100,000","14,600,000","13,900,000","15,700,000","37,500,000","66,400,000","500,000","300,000","300,000"
		OtherNonCashItems,"29,900,000","1,500,000","5,500,000","24,600,000","2,000,000","9,200,000","4,400,000","3,300,000","1,400,000","3,800,000"
		ChangeInWorkingCapital,"-108,900,000","25,800,000","-9,400,000","-45,100,000","-80,200,000","-88,700,000","27,200,000","-7,100,000","-13,900,000","-108,100,000"
			ChangeInReceivables,"-95,800,000","3,000,000","-30,000,000","-30,000,000","-38,800,000","-28,000,000","30,700,000","-7,500,000","67,400,000","-73,600,000"
				ChangesInAccountReceivables,"-95,800,000","3,000,000","-30,000,000","-30,000,000","-38,800,000","-28,000,000","30,700,000","-7,500,000","67,400,000","-73,600,000"
			ChangeInInventory,"-68,300,000","-39,900,000","-16,800,000","300,000","-11,900,000","-41,200,000","12,500,000","8,200,000","-62,600,000","-28,500,000"
			ChangeInPayablesAndAccruedExpense,"63,600,000","68,300,000","39,900,000","-23,300,000","-21,300,000","46,500,000","6,300,000","-25,200,000","-27,600,000","13,000,000"
				ChangeInPayable,"63,600,000","68,300,000","39,900,000","-23,300,000","-21,300,000","46,500,000","6,300,000","-25,200,000","-27,600,000","13,000,000"
					ChangeInAccountPayable,"63,600,000","68,300,000","39,900,000","-23,300,000","-21,300,000","46,500,000","6,300,000","-25,200,000","-27,600,000","13,000,000"
			ChangeInOtherWorkingCapital,"-8,400,000","-5,600,000","-2,500,000","7,900,000","-8,200,000","-66,000,000","-22,300,000","17,400,000","8,900,000","-19,000,000"
InvestingCashFlow,"-209,100,000","-68,700,000","-92,100,000","-29,900,000","-18,400,000","6,000,000","-36,600,000","-38,700,000","8,400,000","-3,900,000"
	CashFlowFromContinuingInvestingActivities,"-209,100,000","-68,700,000","-92,100,000","-29,900,000","-18,400,000","6,000,000","-36,600,000","-38,700,000","8,400,000","-3,900,000"
		CapitalExpenditureReported,"-58,200,000","-10,000,000","-32,400,000","-10,600,000","-5,200,000","-6,400,000","-17,000,000","-11,700,000","-5,400,000","-7,300,000"
		NetPPEPurchaseAndSale,"-65,900,000","-17,300,000","-12,800,000","-17,600,000","-18,200,000","-12,000,000","-12,600,000","-11,400,000","-6,500,000","-14,600,000"
			PurchaseOfPPE,"-69,900,000","-17,300,000","-16,800,000","-17,600,000","-18,200,000","-12,000,000","-13,100,000","-11,400,000","-6,500,000","-14,600,000"
		NetIntangiblesPurchaseAndSale,,,"0","0",,,"0","0",,
			PurchaseOfIntangibles,,,"0","0",,,"0","0",,
		NetBusinessPurchaseAndSale,"-97,700,000","-41,400,000","-46,900,000",,,,"-19,400,000",,,
			PurchaseOfBusiness,"-97,700,000","-41,400,000","-46,900,000",,,,"-19,400,000",,,
		NetOtherInvestingChanges,,,"0","7,700,000","8,000,000","24,400,000","12,400,000","16,200,000","20,300,000","18,000,000"
FinancingCashFlow,"274,900,000","33,800,000","205,600,000","39,300,000","-3,800,000","-3,900,000","-11,200,000","-800,000","10,800,000","24,800,000"
	CashFlowFromContinuingFinancingActivities,"274,900,000","33,800,000","205,600,000","39,300,000","-3,800,000","-3,900,000","-11,200,000","-800,000","10,800,000","24,800,000"
		NetIssuancePaymentsOfDebt,"-20,500,000","-11,500,000","-5,900,000","72,100,000","-75,200,000","-655,600,000","-4,300,000","-5,600,000","10,800,000","24,800,000"
			NetLongTermDebtIssuance,"-24,700,000","-4,300,000","-1,000,000","58,500,000","-77,900,000","-656,000,000","-4,600,000","-5,200,000","139,200,000","16,700,000"
				LongTermDebtIssuance,,,"0","2,000,000,000","0","0","1,600,000","0","144,500,000","22,900,000"
				LongTermDebtPayments,"-2,024,700,000","-4,300,000","-1,000,000","-1,941,500,000","-77,900,000","-656,000,000","-6,200,000","-5,200,000","-5,300,000","-6,200,000"
			NetShortTermDebtIssuance,"4,200,000","-7,200,000","-4,900,000","13,600,000","2,700,000","400,000","300,000","-400,000","-128,400,000","8,100,000"
				ShortTermDebtIssuance,"201,400,000","50,000,000","26,100,000","97,600,000","27,700,000","400,000","0","0","29,900,000","60,100,000"
				ShortTermDebtPayments,"-197,200,000","-57,200,000","-31,000,000","-84,000,000","-25,000,000","0","300,000","-400,000","-158,300,000","-52,000,000"
		NetCommonStockIssuance,"285,800,000","0","214,400,000","0","71,400,000","654,300,000",,"0","0","0"
			CommonStockIssuance,"285,800,000","0","214,400,000","0","71,400,000","654,300,000",,"0","0","0"
		NetOtherFinancingCharges,"9,600,000","45,300,000","-2,900,000","-32,800,000","0","-2,600,000","-6,900,000",,,
EndCashPosition,"222,900,000","216,800,000","208,200,000","76,100,000","79,000,000","121,200,000","201,700,000","190,600,000","183,600,000","103,500,000"
	ChangesInCash,"101,700,000","11,000,000","135,700,000","-1,800,000","-43,200,000","-76,600,000","5,200,000","5,100,000","80,800,000","-35,300,000"
	EffectOfExchangeRateChanges,"-6,100,000","-2,400,000","-3,600,000","-1,100,000","1,000,000","-3,900,000","5,900,000","1,900,000","-700,000","-3,500,000"
