name,ttm,05/31/2022,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001,08/31/2001,05/31/2001,02/28/2001,11/30/2000,08/31/2000,05/31/2000,02/29/2000,11/30/1999,08/31/1999,05/31/1999,02/28/1999,11/30/1998,08/31/1998,05/31/1998,02/28/1998,11/30/1997,08/31/1997,05/31/1997,02/28/1997,11/30/1996,08/31/1996,05/31/1996,02/29/1996,11/30/1995,08/31/1995
					AmortizationOfIntangibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"600,000",,,"700,000","800,000",,,,,,,,"1,100,000","200,000","1,500,000","200,000","400,000","300,000","500,000","457,000","443,000","3,903,000","2,982,000","2,524,000","2,222,000","2,898,000","2,944,000","2,648,000","2,551,000",,,"1,509,000","1,844,000","1,581,000","1,776,000","1,769,000","1,775,000","2,170,000","1,771,000","1,743,000","1,894,000",,,,,,,,,,,,,,,,,,,,,,,,
		DeferredTax,,,"2,500,000","12,900,000","-5,400,000","181,500,000","-4,300,000","2,000,000","-10,000,000","-131,700,000","6,500,000","-15,400,000","7,000,000","31,600,000","5,100,000","7,000,000","3,800,000","8,400,000","-47,100,000","-4,300,000","22,400,000","-10,000,000","-7,100,000","-2,300,000","-3,500,000","54,800,000","-6,800,000","-34,800,000","-24,000,000","42,400,000","33,500,000","-11,300,000","-22,600,000","-15,600,000","-9,600,000","-11,900,000","-7,800,000","-16,400,000","25,800,000","4,900,000","-16,400,000","12,400,000","9,700,000","13,500,000","500,000","600,000","35,000,000","6,700,000","-13,500,000","4,500,000","-19,200,000","3,700,000","800,000","73,100,000","10,900,000","5,400,000","100,000","27,000,000","28,000,000","-2,900,000","-21,000,000","-5,000,000","-10,034,000","-5,081,000","-6,985,000","-10,966,000","-5,130,000","-3,920,000","-9,780,000","-7,678,000","-6,815,000","-7,193,000","-3,036,000","9,116,000","4,827,000","2,371,000","3,307,000","15,663,000","7,543,000","10,708,000","1,835,000","9,392,000","10,954,000","1,341,000","1,113,000","11,997,000","910,000","100,000","-1,257,000","11,509,000","2,500,000","5,500,000","5,100,000","-300,000","1,800,000","8,000,000","4,500,000",,"800,000","5,800,000","1,200,000","-64,700,000","4,600,000","5,700,000","2,300,000","-5,200,000","-2,600,000","8,100,000","-3,800,000"
			DeferredIncomeTax,,,"2,500,000","12,900,000","-5,400,000","181,500,000","-4,300,000","2,000,000","-10,000,000","-131,700,000","6,500,000","-15,400,000","7,000,000","31,600,000","5,100,000","7,000,000","3,800,000","8,400,000","-47,100,000","-4,300,000","22,400,000","-10,000,000","-7,100,000","-2,300,000","-3,500,000","54,800,000","-6,800,000","-34,800,000","-24,000,000","42,400,000","33,500,000","-11,300,000","-22,600,000","-15,600,000","-9,600,000","-11,900,000","-7,800,000","-16,400,000","25,800,000","4,900,000","-16,400,000","12,400,000","9,700,000","13,500,000","500,000","600,000","35,000,000","6,700,000","-13,500,000","4,500,000","-19,200,000","3,700,000","800,000","73,100,000","10,900,000","5,400,000","100,000","27,000,000","28,000,000","-2,900,000","-21,000,000","-5,000,000","-10,034,000","-5,081,000","-6,985,000","-10,966,000","-5,130,000","-3,920,000","-9,780,000","-7,678,000","-6,815,000","-7,193,000","-3,036,000","9,116,000","4,827,000","2,371,000","3,307,000","15,663,000","7,543,000","10,708,000","1,835,000","9,392,000","10,954,000","1,341,000","1,113,000","11,997,000","910,000","100,000","-1,257,000","11,509,000","2,500,000","5,500,000","5,100,000","-300,000","1,800,000","8,000,000","4,500,000",,"800,000","5,800,000","1,200,000","-64,700,000","4,600,000","5,700,000","2,300,000","-5,200,000","-2,600,000","8,100,000","-3,800,000"
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"600,000",,,,"800,000","900,000","900,000","700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AssetImpairmentCharge,"-2,000,000","3,500,000",,,,"5,200,000",,,,"390,000,000","100,000","100,000","0","14,600,000","1,600,000","2,700,000","100,000","4,500,000","-300,000","0","-800,000","0","-700,000","100,000","-7,800,000","1,900,000","-2,100,000","7,700,000","-1,700,000","11,100,000","4,400,000","39,700,000","6,900,000","16,900,000","0","200,000","1,200,000","0","0","100,000","700,000","200,000","0","300,000","0","400,000","1,400,000","100,000","2,800,000","2,300,000","1,100,000","1,700,000","1,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"60,500,000","10,700,000","11,700,000","10,500,000","27,600,000","12,400,000","18,600,000","22,300,000","19,100,000","10,400,000","14,600,000","13,800,000","14,200,000","14,500,000","13,700,000","13,700,000","17,900,000","10,600,000","14,100,000","9,700,000","8,400,000","13,400,000","9,300,000","11,800,000","6,200,000","8,100,000","11,900,000","7,100,000","10,200,000","12,400,000","11,400,000","23,700,000","6,200,000","-800,000","8,200,000","20,200,000","11,100,000","13,300,000","7,300,000","14,300,000","14,400,000","14,800,000","16,600,000","13,200,000","11,500,000","17,900,000","17,600,000","17,900,000","13,200,000","15,800,000","14,700,000","13,200,000","9,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ExcessTaxBenefitFromStockBasedCompensation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","100,000",,,"100,000","0",,,"0","0","100,000","0","300,000","0","0","300,000","0",,,,"900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,,,"6,400,000","1,800,000","-5,400,000","-7,400,000","-3,600,000","-10,000,000","-14,100,000","13,100,000","-7,800,000","-16,200,000","1,500,000","1,600,000","-4,300,000","12,000,000","-3,500,000","900,000","-59,900,000","2,900,000","-800,000","13,100,000","600,000","-600,000","10,100,000","-22,700,000","1,400,000","1,800,000","4,800,000","8,900,000","1,200,000","-1,100,000","4,800,000","3,100,000","2,100,000","4,800,000","5,900,000","6,000,000","6,800,000","5,000,000","900,000","4,200,000","-31,500,000","-98,100,000","114,600,000","480,100,000","-97,900,000","106,900,000","-22,600,000","-143,000,000","-15,100,000","-1,200,000","-5,700,000","20,500,000","-13,500,000","32,200,000","11,700,000","22,100,000","19,100,000","21,800,000","10,100,000","-10,500,000","20,042,000","6,542,000","13,316,000",,,"1,726,000","5,967,000",,"1,878,000","347,000","-2,123,000",,,"934,000","-236,000",,,"849,000","-294,000",,,"-2,601,000","193,000","15,255,000","49,000",,,"-5,437,000","-200,000","-100,000","400,000","-8,500,000","300,000","-200,000","100,000","3,500,000","100,000","200,000","-100,000",,"4,300,000","-1,800,000","2,000,000",,"-73,600,000","74,200,000","800,000"
		ChangeInWorkingCapital,"-117,000,000","-28,000,000","76,600,000","-8,400,000","-157,200,000","-202,300,000","87,900,000","24,700,000","86,800,000","-99,900,000","144,900,000","-53,100,000","-26,900,000","-11,300,000","159,600,000","-6,600,000","-61,500,000","-10,000,000","130,200,000","-41,000,000","-47,200,000","2,700,000","172,600,000","-35,300,000","-9,800,000","-26,100,000","155,700,000","-70,100,000","-13,400,000","43,900,000","101,600,000","9,700,000","-59,600,000","-77,300,000","140,600,000","-56,300,000","29,800,000","19,300,000","144,800,000","-145,200,000","48,300,000","-64,200,000","210,700,000","-217,500,000","-82,000,000","-11,600,000","194,800,000","-215,200,000","44,200,000","75,500,000","247,200,000","-20,100,000","4,000,000","-76,300,000","126,900,000","-116,700,000","-3,300,000","-31,200,000","103,000,000","-48,100,000","13,000,000","5,400,000","95,499,000","-80,337,000","-41,062,000","89,264,000","60,457,000","-75,333,000","55,923,000","-4,509,000","35,874,000","11,863,000","-14,261,000","3,977,000","94,770,000","-117,465,000","22,719,000","44,047,000","117,481,000","-104,790,000","15,988,000","44,360,000","118,191,000","-122,580,000","9,633,000","70,431,000","61,770,000","-96,271,000","5,168,000","72,701,000","45,800,000","-65,900,000","-50,500,000","22,900,000","28,600,000","2,400,000","19,700,000","-7,800,000","35,000,000","-65,400,000","37,900,000","-20,800,000","28,700,000","-51,000,000","1,700,000","6,600,000","77,700,000","-62,100,000","-10,700,000"
			ChangeInReceivables,,,"16,500,000","-1,700,000","800,000","-24,200,000","2,200,000","1,000,000","2,600,000","900,000","5,500,000","-5,700,000","13,000,000","-14,400,000","13,300,000","-11,600,000","14,800,000","-33,000,000","16,300,000","-9,400,000","18,900,000","-31,000,000","26,200,000","-13,500,000","11,800,000","-11,300,000","9,400,000","-2,500,000","18,400,000","-10,900,000","2,500,000","3,700,000","12,500,000","-17,200,000","14,000,000","-2,700,000","4,400,000","-13,300,000","-1,900,000","-6,600,000","12,400,000","-16,000,000","20,300,000","-11,400,000","1,000,000","13,200,000","-18,500,000","-5,800,000","5,200,000","2,800,000","-8,400,000","-5,100,000","-5,400,000","13,300,000","-11,300,000","-1,600,000","32,000,000","-6,300,000","7,900,000","-17,700,000","14,600,000","700,000","-6,880,000","-7,975,000","8,255,000",,,,,,,,,,,,,,,"-5,062,000","1,736,000","396,000","-4,906,000","-504,000","8,795,000","2,235,000","109,000",,,,"-24,700,000","18,000,000","-2,300,000",,"-1,400,000",,,,"-7,800,000","-3,300,000","100,000","14,300,000","-1,800,000",,,"10,100,000","-7,900,000","-1,200,000","-400,000"
				ChangesInAccountReceivables,,,,,,,,,,,,"-5,700,000","13,000,000","-14,400,000","13,300,000","-11,600,000","14,800,000","-33,000,000","16,300,000","-9,400,000","18,900,000","-31,000,000","26,200,000","-13,500,000","11,800,000","-11,300,000","9,400,000","-2,500,000","18,400,000","-10,900,000","2,500,000","3,700,000","12,500,000","-17,200,000","14,000,000","-2,700,000","4,400,000","-13,300,000","-1,900,000","-6,600,000","12,400,000","-16,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInInventory,,,"-13,500,000","-19,400,000","-20,000,000","-2,600,000","14,800,000","-12,900,000","16,800,000","8,200,000","-17,300,000","-13,200,000","8,400,000","2,100,000","-100,000","-14,800,000","10,700,000","2,500,000","-9,000,000","-22,700,000","2,600,000","-2,300,000","15,600,000","-21,900,000","13,600,000","3,400,000","-8,900,000","-7,600,000","1,300,000","8,900,000","20,700,000","8,100,000","26,800,000","78,500,000","-42,900,000","-44,700,000","-16,500,000","75,700,000","-7,300,000","-17,900,000","100,000","49,500,000","-57,000,000","-52,600,000","-42,900,000","26,800,000","-52,900,000","-64,000,000","10,800,000","-2,700,000","33,300,000","-20,900,000","16,500,000","62,900,000","14,300,000","-48,300,000","-59,100,000","68,600,000","9,000,000","-51,300,000","-16,800,000","69,500,000","1,669,000","-75,439,000","-9,930,000",,,,,,,,,,,,,,,"-51,224,000","-8,177,000","57,014,000","-2,631,000","-55,124,000","-23,243,000","61,919,000","125,000",,,,"10,400,000","-22,700,000","-48,400,000",,"-13,800,000",,,,"6,600,000","-60,600,000","10,000,000","15,200,000","-7,500,000",,,"25,400,000","25,200,000","-6,800,000","-1,600,000"
			ChangeInPrepaidAssets,,,"-2,500,000","-5,000,000","-11,800,000","-800,000","2,600,000","1,400,000","-100,000","-700,000","2,900,000","1,900,000","-6,900,000","-2,400,000","4,100,000","-100,000","-9,800,000","400,000","-100,000","-4,300,000","-8,500,000","200,000","4,000,000","-400,000","-4,900,000","-4,200,000","1,000,000","-2,200,000","-5,400,000","7,900,000","-18,800,000","3,700,000","10,100,000","-6,400,000","7,300,000","5,900,000","-6,300,000","-3,100,000","-3,600,000","800,000","-5,800,000","-3,300,000","1,500,000","-2,200,000","-2,600,000","6,000,000","-11,000,000","2,600,000","-2,600,000","1,400,000","5,600,000","-4,300,000","-9,500,000","6,800,000","5,600,000","-12,400,000","500,000","-6,400,000","2,700,000","1,800,000","-700,000","-2,200,000","1,351,000","3,293,000","-8,044,000",,,,,,,,,,,,,,,"-850,000","29,000","124,000","-372,000","1,776,000","459,000",,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInPayablesAndAccruedExpense,,,"7,500,000","24,500,000","-1,000,000","95,100,000","39,000,000","-23,900,000","-16,800,000","-103,200,000","35,500,000","-8,800,000","-28,200,000","44,400,000","33,000,000","28,000,000","-55,000,000","7,400,000","59,500,000","-3,000,000","-23,800,000","48,200,000","-26,200,000","17,400,000","-47,200,000","47,000,000","24,200,000","-10,900,000","-22,000,000","42,500,000","4,300,000","11,000,000","-53,100,000","-47,600,000","29,900,000","-16,000,000","68,400,000","-11,900,000","40,700,000","-42,000,000","21,100,000","-55,000,000","121,400,000","-92,400,000","-1,400,000","-7,200,000","46,200,000","-50,600,000","29,400,000","-27,500,000","122,800,000","12,700,000","13,300,000","-96,900,000","-4,500,000","3,500,000","30,500,000","-11,900,000","-18,300,000","36,600,000","32,200,000","-31,300,000","6,048,000","19,182,000","-17,530,000",,,,,,,,,,,,,,,"-15,556,000","21,117,000","-14,330,000","42,010,000","-38,642,000","14,167,000","12,654,000","-4,000",,,,"4,200,000","-35,800,000","11,500,000",,"16,200,000",,,,"6,700,000","7,800,000","11,400,000","-39,400,000","22,800,000",,,"-27,900,000","27,500,000","-28,800,000","-9,300,000"
				ChangeInPayable,,,"-9,300,000","18,100,000","22,100,000","79,900,000","6,700,000","-24,900,000","4,300,000","-98,000,000","17,400,000","-9,600,000","10,800,000","32,400,000","9,500,000","26,400,000","-15,700,000","-12,800,000","33,700,000","-8,100,000","1,400,000","39,700,000","-44,600,000","19,400,000","-23,100,000","51,000,000","-4,900,000","-14,500,000","12,600,000","27,100,000","-16,900,000","7,500,000","-36,400,000","-55,700,000","25,700,000","-20,700,000","77,900,000","-26,800,000","39,900,000","-38,700,000","42,800,000","-50,700,000","90,200,000","-89,600,000","36,000,000","-13,000,000","31,300,000","-52,400,000","46,600,000","-41,400,000","78,300,000","13,100,000","32,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					ChangeInTaxPayable,,,"-4,200,000","-4,000,000","7,400,000","13,500,000","-600,000","-4,500,000","8,700,000","-8,800,000","-8,500,000","-1,100,000","7,500,000","3,700,000","-6,300,000","-5,400,000","5,600,000","3,500,000","-4,200,000","-4,800,000","7,100,000","1,900,000","-1,300,000","-4,800,000","4,600,000","400,000","-1,100,000","-3,500,000","2,800,000","4,500,000","-10,300,000","4,600,000","3,400,000","3,800,000","4,800,000","-9,900,000","1,300,000","-2,100,000","17,000,000","-10,400,000","1,900,000","-11,600,000","55,900,000","-60,300,000","12,100,000","5,700,000","14,000,000","-55,100,000","42,400,000","-32,900,000","39,700,000","16,400,000","31,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
						ChangeInIncomeTaxPayable,,,"-4,200,000","-4,000,000","7,400,000","13,500,000","-600,000","-4,500,000","8,700,000","-8,800,000","-8,500,000","-1,100,000","7,500,000","3,700,000","-6,300,000","-5,400,000","5,600,000","3,500,000","-4,200,000","-4,800,000","7,100,000","1,900,000","-1,300,000","-4,800,000","4,600,000","400,000","-1,100,000","-3,500,000","2,800,000","4,500,000","-10,300,000","4,600,000","3,400,000","3,800,000","4,800,000","-9,900,000","1,300,000","-2,100,000","17,000,000","-10,400,000","1,900,000","-11,600,000","55,900,000","-60,300,000","12,100,000","5,700,000","14,000,000","-55,100,000","42,400,000","-32,900,000","39,700,000","16,400,000","31,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
