name,ttm,05/31/2022,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001,08/31/2001,05/31/2001,02/28/2001,11/30/2000,08/31/2000,05/31/2000,02/29/2000,11/30/1999,08/31/1999,05/31/1999,02/28/1999,11/30/1998,08/31/1998,05/31/1998,02/28/1998,11/30/1997,08/31/1997,05/31/1997,02/28/1997,11/30/1996,08/31/1996,05/31/1996,02/29/1996,11/30/1995,08/31/1995
OperatingCashFlow,"1,256,100,000","339,600,000","435,000,000","300,400,000","181,100,000","446,500,000","318,900,000","219,700,000","208,900,000","-208,600,000","476,400,000","189,700,000","253,800,000","347,700,000","480,200,000","222,900,000","206,400,000","265,500,000","427,900,000","133,100,000","174,800,000","210,500,000","405,500,000","117,800,000","166,100,000","214,000,000","405,000,000","49,400,000","109,600,000","131,600,000","365,100,000","-70,300,000","44,600,000","-255,800,000","363,700,000","86,000,000","217,000,000","259,600,000","422,300,000","14,200,000","253,200,000","211,600,000","470,100,000","-38,100,000","118,100,000","232,000,000","379,800,000","66,000,000","214,800,000","150,400,000","441,700,000","132,400,000","177,500,000","240,100,000","334,400,000","46,600,000","161,300,000","188,800,000","315,400,000","71,500,000","158,500,000","180,000,000","275,051,000","37,896,000","113,453,000","200,306,000","269,682,000","42,051,000","205,051,000","163,660,000","192,835,000","113,890,000","112,857,000","171,463,000","228,226,000","-23,407,000","149,129,000","120,767,000","246,831,000","-2,036,000","143,730,000","175,623,000","248,425,000","-38,869,000","122,963,000","188,772,000","154,159,000","-23,028,000","100,667,000","174,320,000","130,000,000","-2,600,000","35,400,000","96,200,000","102,200,000","59,200,000","90,600,000","59,400,000","98,700,000","-17,800,000","95,800,000","59,700,000","86,400,000","-19,300,000","62,400,000","67,200,000","143,400,000","-2,800,000","86,200,000"
	CashFlowFromContinuingOperatingActivities,"1,264,600,000","348,100,000","435,000,000","301,200,000","180,300,000","447,500,000","317,400,000","221,900,000","206,700,000","-205,000,000","479,300,000","189,300,000","253,800,000","347,600,000","486,100,000","227,500,000","206,400,000","268,800,000","436,900,000","134,700,000","179,400,000","215,000,000","408,900,000","121,200,000","173,100,000","223,200,000","406,600,000","52,600,000","138,000,000","318,300,000","358,100,000","120,900,000","77,000,000","-111,600,000","363,900,000","86,000,000","217,100,000","259,500,000","422,400,000","14,400,000","253,200,000","211,700,000","470,200,000","-38,000,000","118,300,000","232,000,000","380,600,000","67,200,000","214,900,000","150,800,000","442,100,000","132,600,000","177,900,000","239,500,000","333,600,000","49,300,000","161,100,000","189,500,000","350,400,000","74,200,000","160,400,000","-32,300,000","275,051,000","37,896,000","113,453,000","200,306,000","269,682,000","42,051,000","205,051,000","163,660,000","192,835,000","113,890,000","112,857,000","171,463,000","228,226,000","-23,407,000","149,129,000","120,767,000","246,831,000","-2,036,000","143,730,000","175,623,000","248,425,000","-38,869,000","122,963,000","188,772,000","154,159,000","-23,028,000","100,667,000","174,320,000","130,000,000","-2,600,000","35,400,000","96,200,000","102,200,000","59,200,000","90,600,000","59,400,000","98,700,000","-17,800,000","95,800,000","59,700,000","86,400,000","-19,300,000","62,400,000","67,200,000","143,400,000","-2,800,000","86,200,000"
		NetIncomeFromContinuingOperations,"954,700,000","281,700,000","247,900,000","193,400,000","231,700,000","369,000,000","129,200,000","96,900,000","37,300,000","-479,700,000","233,300,000","25,400,000","171,800,000","208,700,000","225,100,000","115,900,000","168,900,000","175,400,000","218,500,000","88,600,000","121,300,000","125,400,000","166,300,000","79,700,000","111,100,000","140,400,000","108,200,000","30,100,000","81,000,000","118,100,000","128,400,000","-30,800,000","-19,300,000","-16,400,000","109,500,000","19,800,000","70,300,000","133,300,000","134,500,000","33,800,000","111,000,000","151,500,000","164,200,000","160,600,000","200,000","-338,400,000","151,800,000","75,700,000","113,300,000","116,000,000","134,900,000","61,100,000","95,000,000","122,600,000","107,500,000","59,600,000","82,100,000","101,800,000","126,000,000","43,500,000","105,900,000","-55,200,000","106,395,000","61,662,000","88,543,000","92,306,000","105,317,000","55,057,000","85,514,000","83,989,000","92,630,000","41,862,000","72,125,000","53,716,000","77,899,000","31,253,000","68,594,000","61,110,000","61,786,000","37,478,000","71,886,000","72,949,000","66,220,000","36,463,000","62,156,000","61,011,000","49,527,000","29,541,000","56,921,000","58,005,000","46,900,000","24,500,000","47,300,000","51,000,000","38,400,000","15,900,000","35,200,000","40,000,000","29,800,000","7,500,000","24,400,000","-116,000,000","15,700,000","-11,200,000","20,500,000","34,500,000","35,600,000","16,400,000","-12,100,000"
		OperatingGainsLosses,,,,,,,,,,"-1,600,000","0",,,,,,,"0",,,,,,,,"0","71,300,000",,,"600,000","-2,100,000","10,900,000","81,900,000","-4,100,000","4,600,000","1,500,000","800,000","2,000,000","2,200,000","2,200,000","1,700,000","2,200,000","13,600,000","2,800,000","-11,500,000","800,000","-3,500,000",,,"1,900,000","-1,000,000","-500,000","-700,000","-28,000,000",,,"600,000","1,500,000","6,100,000","-600,000","1,400,000","2,500,000","5,813,000","-1,967,000","2,454,000","-74,253,000","57,664,000","7,236,000","11,067,000","34,500,000","13,603,000","11,187,000","4,841,000","31,975,000","2,602,000","5,943,000","1,348,000","-53,649,000","10,668,000","6,020,000","7,399,000","3,359,000","7,016,000","5,704,000","8,464,000","-10,111,000","3,026,000","6,076,000","2,568,000","1,583,000","500,000","300,000","300,000","-2,000,000","500,000","600,000","-900,000",,"0",,,,,"2,100,000","900,000","-3,000,000","73,900,000","-72,400,000","76,600,000"
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,900,000","400,000","1,900,000","-4,100,000","4,600,000","1,500,000","800,000","2,000,000","2,200,000","2,200,000","1,700,000","2,200,000","1,800,000",,,"2,100,000","2,400,000",,,"1,400,000","-700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PensionAndEmployeeBenefitExpense,,,,,,"0","0",,,"-1,600,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-300,000","-11,500,000","-1,300,000","-5,900,000",,,"500,000","-300,000","-100,000","-700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"368,400,000","93,000,000","94,300,000","92,100,000","89,000,000","89,100,000","88,200,000","86,000,000","87,600,000","94,400,000","87,700,000","87,600,000","86,200,000","87,900,000","85,300,000","82,800,000","80,700,000","79,000,000","79,200,000","78,800,000","76,100,000","70,400,000","67,900,000","67,800,000","66,800,000","66,800,000","67,000,000","75,300,000","81,100,000","80,900,000","79,600,000","80,100,000","78,700,000","-17,500,000","108,500,000","107,600,000","105,800,000","102,000,000","101,000,000","99,200,000","92,600,000","90,300,000","89,000,000","85,100,000","84,700,000","81,600,000","79,000,000","78,700,000","77,500,000","76,100,000","78,100,000","73,800,000","72,900,000","69,900,000","73,900,000","69,400,000","69,900,000","68,300,000","68,200,000","60,500,000","51,000,000","30,500,000","57,336,000","57,077,000","57,187,000","60,375,000","59,067,000","57,285,000","56,360,000","57,460,000","55,665,000","55,824,000","55,311,000","61,823,000","48,826,000","53,557,000","53,397,000","53,596,000","49,908,000","47,699,000","46,916,000","45,563,000","43,636,000","42,804,000","41,404,000","40,189,000","38,877,000","37,562,000","37,267,000","35,959,000","34,500,000","33,100,000","32,800,000","33,100,000","32,600,000","32,500,000","32,000,000","33,200,000","33,000,000","32,400,000","32,400,000","32,700,000","36,100,000","36,900,000","35,000,000","35,700,000","32,400,000","33,000,000","35,400,000"
			DepreciationAndAmortization,"368,400,000","93,000,000","94,300,000","92,100,000","89,000,000","89,100,000","88,200,000","86,000,000","87,600,000","94,400,000","87,700,000","87,600,000","86,200,000","87,900,000","85,300,000","82,800,000","80,700,000","79,000,000","79,200,000","78,800,000","76,100,000","70,400,000","67,900,000","67,800,000","66,800,000","66,800,000","67,000,000","75,300,000","81,100,000","80,900,000","79,600,000","80,100,000","78,700,000","-17,500,000","108,500,000","107,600,000","105,800,000","102,000,000","101,000,000","99,200,000","92,600,000","90,300,000","89,000,000","85,100,000","84,700,000","81,600,000","79,000,000","78,700,000","77,500,000","76,100,000","78,100,000","73,800,000","72,900,000","69,900,000","73,900,000","69,400,000","69,900,000","68,300,000","68,200,000","60,500,000","51,000,000","30,500,000","57,336,000","57,077,000","57,187,000","60,375,000","59,067,000","57,285,000","56,360,000","57,460,000","55,665,000","55,824,000","55,311,000","61,823,000","48,826,000","53,557,000","53,397,000","53,596,000","49,908,000","47,699,000","46,916,000","45,563,000","43,636,000","42,804,000","41,404,000","40,189,000","38,877,000","37,562,000","37,267,000","35,959,000","34,500,000","33,100,000","32,800,000","33,100,000","32,600,000","32,500,000","32,000,000","33,200,000","33,000,000","32,400,000","32,400,000","32,700,000","36,100,000","36,900,000","35,000,000","35,700,000","32,400,000","33,000,000","35,400,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"84,100,000",,,"78,000,000","76,700,000",,,,,,,,"68,800,000","68,100,000","66,700,000","60,300,000","50,600,000","30,200,000","56,836,000","56,620,000","56,744,000","56,472,000","56,085,000","54,761,000","54,138,000","54,562,000","52,721,000","53,176,000","52,760,000",,,"52,048,000","51,553,000","52,015,000","48,132,000","45,930,000","45,141,000","43,393,000","41,865,000","41,061,000","39,510,000",,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"600,000",,,"700,000","800,000",,,,,,,,"1,100,000","200,000","1,500,000","200,000","400,000","300,000","500,000","457,000","443,000","3,903,000","2,982,000","2,524,000","2,222,000","2,898,000","2,944,000","2,648,000","2,551,000",,,"1,509,000","1,844,000","1,581,000","1,776,000","1,769,000","1,775,000","2,170,000","1,771,000","1,743,000","1,894,000",,,,,,,,,,,,,,,,,,,,,,,,
