name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001
MarketCap,"1,528,803,072","1,590,362,390","1,739,930,470","1,724,041,077","1,976,950,076","1,871,803,151","1,573,505,627","1,159,654,935","1,559,292,376","937,849,620","2,805,443,785","3,051,937,141","2,924,687,955","2,897,699,770","2,244,222,515","2,975,784,780","2,110,605,029","1,899,981,591","2,788,345,000","3,776,129,751","4,338,034,970","4,088,529,419","3,908,610,618","3,891,343,019","3,878,738,536","3,146,597,551","3,123,231,727","3,490,854,015","4,622,538,729","4,727,684,934","4,497,921,004","5,135,807,983","4,829,715,696","4,279,839,986","3,971,411,117","3,124,010,588","3,555,499,460","4,154,443,400","3,308,600,593","3,600,069,248","3,813,045,043","4,180,269,088","3,666,954,629","3,380,974,785","4,179,656,414","4,386,410,171","4,489,140,944","3,988,409,189","3,707,999,407","3,639,727,687","3,377,209,693","2,823,234,860","2,942,503,462","2,511,175,914","2,236,150,141","2,312,939,516","2,580,885,417","2,393,408,241","2,633,539,621","2,781,435,285","3,206,467,806","3,117,529,283","2,610,579,701","2,340,487,450","2,310,061,113","2,370,913,786","2,422,872,608","2,667,219,498","1,386,861,504","1,388,243,988","1,369,350,045","1,283,636,059","1,129,028,306","1,260,364,251","669,011,923","587,418,546","530,465,024","447,953,667","383,286,508","347,081,863","352,391,878","367,839,193","384,452,846","312,937,897","287,019,727"
EnterpriseValue,"4,692,830,072","4,782,474,390","5,136,344,470","5,200,996,077","5,398,825,076","5,326,403,151","5,120,023,627","4,576,149,935","4,931,214,376","4,329,404,620","6,157,471,785","6,503,186,141","6,251,420,955","6,014,551,770","5,606,995,515","6,398,806,780","5,821,543,029","5,523,748,591","6,405,336,000","7,268,877,751","7,334,809,970","7,120,951,419","7,035,997,618","6,994,017,019","6,954,471,536","6,237,963,551","6,205,133,727","6,557,591,015","7,629,796,729","7,514,889,934","7,269,794,004","7,868,103,983","7,550,283,696","6,884,113,986","6,469,796,117","5,619,905,588","5,887,867,460","6,501,324,400","5,655,481,593","6,190,790,248","6,296,761,043","6,455,802,088","6,133,395,629","5,847,415,785","6,504,435,414","6,689,002,171","6,445,099,944","5,893,050,189","5,519,721,407","5,517,684,687","5,164,966,693","4,743,279,860","5,025,225,462","4,429,148,914","4,085,623,141","4,323,710,516","4,709,237,417","4,521,488,241","3,989,990,621","4,168,971,285","4,534,574,806","4,408,807,283","3,722,892,701","3,447,429,450","3,417,003,113","3,453,708,786","3,556,667,608","3,801,014,498","1,763,232,504","1,764,502,988","1,738,364,045","1,661,548,059","1,501,377,306","1,650,186,251","1,007,458,923","930,224,546","883,669,024","818,802,667","459,411,508","425,674,863","434,778,878","386,165,193","402,778,846","326,533,897","297,699,727"
PeRatio,"14.85",,,,,,,,,"14.317","27.5",,,,,"19.441","17.423","31.859","88.088","58.826","39.185","40.929","22.74","20.832","20.75","12.28","12.415","14.184","18.547","28.364",,,,,"69.849","77.135",,,,,"19.886","21.252","18.102","16.703","20.734","20.573","21.781","20.373","18.219","19.627","16.164","15.07","10.678","12.166","9.73","10.017","18.584","15.233","19.453","21.221","25.752","23.451","21.533","19.231","18.981","18.485","16.751","18.44","19.606","19.311","18.867","17.63","15.265","16.988","16.48","14.714","15.196","13.014","14.596","13.617","7.404","20.934","22.005","3.944","3.617"
ForwardPeRatio,,"10.515","12.034","12.579","23.31","23.697","12.987","9.901","17.094","5.794","17.241","17.182","28.249","26.11","19.38","29.24","15.798","41.322","26.11","19.763","18.692","22.831","23.474","21.739","21.882","17.153","17.422","15.408","20.284","19.57","19.305","24.45","22.989","21.277","33.223","22.321","27.933","26.316","38.76","24.57","14.245","17.575","17.668","15.129","17.452","19.157","21.186","19.418",,,,,,"11.312",,,,"13.21",,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.262","1.244","1.576","1.482","1.6","0.885","0.452","0.565","5.854","8.63","6.644","3.849","4.748","7.852","7.801","6.022","4.787","6.157","5.551",,,,,,"1.696",,,,"1.979",,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"0.913","0.976","1.095","1.12","1.36","1.259","1.05","0.768","1.001","0.618","1.454","1.593","1.483","1.364","1.177","1.404","1.171","0.998","1.39","1.8","1.986","2.311","2.219","2.144","2.005","1.51","1.357","1.342","1.662","1.537","1.415","1.624","1.457","1.236","1.083","0.685","0.638","0.653","0.52","0.487","0.539","0.636","0.627","0.579","0.811","0.935","1.02","0.952","0.861","0.873","0.876","0.723","0.657","0.516","0.452","0.543","0.913","1.351","1.785","2.32","2.768","2.745","2.32","2.135","2.107","2.704","5.593","6.157","6.091","6.167","6.202","5.93","5.373","6.241","5.954","5.623","6.114","5.709","6.452","6.113","3.474","7.402","7.78","3.327","3.051"
PbRatio,"0.991","1.62","1.094","0.96","1.097","1.022","0.836","0.564","0.744","0.398","1.195","1.271","1.19","1.027","0.772","1.053","0.851","0.766","1.153","1.51","2.762","2.537","2.663","2.612","2.49","1.955","1.888","2.038","2.678","2.755","2.543","2.84","2.621","2.25","1.675","1.286","1.424","1.615","1.286","1.646","1.386","1.466","1.596","1.346","1.581","1.647","1.661","1.483","1.376","1.498","1.359","1.273","1.332","1.155","1.013","1.021","1.179","1.201","1.32","1.493","1.724","1.662","1.384","1.238","1.222","1.249","1.263","1.39","3.177","3.172","3.124","2.925","2.569","2.866","1.527","1.344","1.376","1.235","1.304","1.185","1.217","1.262","1.319","1.093","1.344"
EnterprisesValueRevenueRatio,"2.816","11.668","12.305","12.613","12.641","14.728","13.242","12.621","14.523","11.022","15.405","17.202","16.785","12.364","11.009","13.049","11.973","11.607","14.217","16.499","16.843","14.609","14.914","15.844","15.885","15.376","13.347","13.286","13.371","13.542","10.664","9.904","10.07","8.106","8.297","7.205","6.512","6.503","9.865","3.548","3.311","3.719","3.183","3.205","4.093","5.418","5.397","5.177","4.907","5.836","5.255","3.791","5.087","6.986","3.954","2.369","3.418","7.628","8.615","10.567","14.148","14.853","12.808","11.846","12.205","12.605","12.654","14.423","30.241","31.156","31.788","28.61","26.951","31.538","19.99","17.994","18.587","25.736","15.191","13.236","14.478","14.839","16.169","12.158","12.595"
EnterprisesValueEBITDARatio,"9.606","37.591","29.405","-1,906.523","28.508","31.489","34.985","119.398","30.353","-147.756","31.628","38.59","38.79","35.432","34.134","37.425","37.389","32.398","44.295","45.178","52.018","46.239","85.195","49.288","48.006","42.232","41.192","42.288","53.349","35.115","53.442","54.241","53.888","53.883","-35.994","50.472","51.472","70.106","-35.385","68.476","76.493","69.416","67.721","42.14","40.644","71.99","73.946","44.969","35.128","68.104","102.368","38.133","35.42","43.279","35.437","20.528","62.63","47.479","51.634","47.689","65.321","60.58","46.598","43.433","47.356","43.087","48.566","47.171","53.27","6.896","52.604","50.563","45.705","50.905","32.716","30.338","29.917","44.716","23.144","21.282","23.167","25.657","25.373","19.307","21.891"
