name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,09/30/1989,06/30/1989
TotalAssets,"481,709,000","525,765,000","296,803,000","301,446,000","345,962,000","355,072,000","247,952,000","269,728,000","298,809,000","235,262,000","254,136,000","287,669,000","323,925,000","295,381,000","339,864,000","381,084,000","264,965,000","294,676,000","225,695,000","181,377,000","163,321,000","231,348,000","287,085,000","222,347,000","251,580,000","285,584,000","313,823,000","133,802,000","128,540,000","143,106,000","165,318,000","186,694,000","202,523,000","200,024,000","213,596,000","228,682,000","230,837,000","252,668,000","180,308,000","196,328,000","208,219,000","199,104,000","217,641,000","142,322,000","153,805,000","120,759,000","137,208,000","69,200,000","80,537,000","88,921,000","100,704,000","73,647,000","78,525,000","78,424,000","83,338,000","81,925,000","79,773,000","79,158,000","80,421,000","84,888,000","87,731,000","90,017,000","94,128,000","102,742,000","104,454,000","106,256,000","110,132,000","113,765,020","115,357,000","118,250,094","122,630,364","126,114,000","124,056,895","125,684,495","118,031,938","126,352,000","137,675,818","146,213,069","152,155,842","156,653,884","163,513,222","163,370,326","159,160,720","161,892,983","161,474,900","37,875,524","19,344,281","15,788,008","14,000,000","12,200,000","7,200,000","6,000,000","5,600,000","6,400,000","5,900,000","6,500,000","7,000,000","6,800,000","6,300,000","7,300,000","6,900,000","6,300,000","8,500,000","9,000,000","8,600,000","17,000,000","17,000,000","20,900,000","31,700,000","38,400,000","44,600,000","34,300,000","39,900,000","46,500,000","49,500,000","53,200,000","57,600,000","62,000,000","65,800,000","40,600,000","44,400,000","44,300,000","11,700,000","14,700,000","15,100,000","17,300,000","7,600,000","9,100,000"
	CurrentAssets,"456,718,000","499,999,000","270,887,000","274,397,000","319,572,000","324,254,000","219,327,000","241,371,000","270,726,000","208,898,000","225,681,000","259,378,000","289,835,000","278,781,000","322,714,000","364,618,000","247,434,000","276,341,000","206,960,000","161,408,000","142,131,000","207,284,000","254,780,000","193,304,000","223,246,000","262,016,000","292,180,000","119,128,000","114,363,000","128,330,000","150,756,000","172,344,000","189,458,000","187,736,000","200,684,000","215,707,000","217,058,000","238,821,000","166,270,000","181,812,000","193,580,000","183,609,000","201,525,000","125,083,000","135,923,000","102,235,000","117,118,000","48,006,000","58,533,000","65,953,000","76,866,000","48,597,000","52,707,000","51,749,000","56,041,000","53,433,000","59,394,000","66,688,000","72,054,000","76,046,000","78,488,000","80,678,000","84,544,000","92,974,000","94,452,000","96,260,000","99,936,000","103,501,685","105,115,000","108,203,232","112,587,037","116,083,000","114,024,330","116,201,138","108,652,391","117,167,000","128,369,784","136,999,259","145,408,993","150,727,677","158,701,572","159,764,717","99,575,671","113,470,772","158,786,666","35,736,195","17,792,185","14,285,745","12,500,000","10,600,000","5,500,000","4,500,000","4,000,000","4,600,000","3,700,000","3,800,000","3,800,000","3,000,000","2,200,000","3,000,000","2,300,000","1,500,000","3,000,000","2,700,000","1,900,000","3,300,000","3,300,000","6,400,000","15,800,000","21,800,000","27,800,000","17,400,000","25,800,000","35,100,000","42,200,000","47,800,000","53,400,000","58,000,000","62,400,000","37,500,000","41,300,000","41,000,000","8,200,000","11,200,000","11,600,000","14,200,000","5,900,000","7,400,000"
		CashCashEquivalentsAndShortTermInvestments,"437,661,000","478,750,000","245,761,000","239,538,000","283,120,000","293,856,000","188,217,000","219,506,000","247,299,000","176,225,000","204,491,000","239,825,000","270,396,000","262,252,000","303,205,000","345,058,000","218,383,000","267,107,000","194,851,000","150,337,000","126,568,000","196,000,000","245,026,000","182,913,000","212,283,000","247,843,000","278,109,000","111,827,000","106,604,000","121,798,000","142,261,000","164,076,000","178,088,000","174,838,000","194,960,000","206,103,000","211,021,000","233,614,000","160,938,000","175,260,000","168,372,000","179,765,000","191,206,000","115,813,000","128,486,000","94,942,000","110,298,000","42,217,000","52,433,000","59,870,000","71,125,000","43,366,000","45,911,000","44,552,000","47,871,000","41,192,000","48,658,000","53,603,000","59,700,000","64,023,000","66,682,000","70,276,000","75,023,000","82,765,000","85,000,000","86,824,000","90,565,000","91,570,047","93,336,000","95,020,329","94,609,560","101,791,000","100,674,691","107,342,415","101,273,146","109,801,000","120,867,900","127,182,176","137,839,984","144,001,994","151,068,788","152,431,788","94,496,453","110,590,488","158,461,323","30,571,281","17,329,392","13,321,033","9,000,000","10,500,000","5,400,000","2,800,000","2,000,000","2,400,000","1,700,000","2,300,000","2,700,000","1,900,000","1,700,000","2,500,000","1,800,000","1,000,000","2,800,000","2,500,000","900,000","3,000,000","3,000,000","6,100,000","600,000","1,600,000","5,400,000","1,200,000","6,400,000","9,500,000","9,300,000","22,100,000","42,500,000","38,000,000","33,100,000","22,000,000","16,000,000","38,000,000","5,300,000","8,400,000","8,800,000","14,000,000","5,700,000","7,200,000"
			CashAndCashEquivalents,"437,661,000","478,750,000","245,761,000","239,538,000","283,120,000","293,856,000","188,217,000","219,506,000","247,299,000","176,225,000","204,491,000","239,825,000","270,396,000","262,252,000","303,205,000","345,058,000","218,383,000","267,107,000","194,851,000","150,337,000","126,568,000","196,000,000","245,026,000","182,913,000","212,283,000","247,843,000","278,109,000","111,827,000","106,604,000","121,798,000","142,261,000","164,076,000","178,088,000","174,838,000","194,960,000","206,103,000","211,021,000","233,614,000","160,938,000","175,260,000","168,372,000","179,765,000","191,206,000","115,813,000","128,486,000","94,942,000","109,156,000","41,032,000","51,220,000","58,641,000","69,639,000","36,860,000","37,426,000","31,209,000","31,619,000","15,472,000","12,365,000","26,275,000","10,605,000","7,328,000","5,182,000","6,276,000","4,813,000","4,050,000","6,688,000","2,493,000","3,423,000","7,697,106","6,926,000","6,941,972","6,768,055","19,853,000","9,533,422","5,450,276","10,132,389","7,431,000","8,985,211","15,239,778","16,233,408","20,082,436","13,844,875","16,699,483","14,822,519","16,832,999","142,148,970","19,457,718","1,408,908","2,127,386","4,900,000","5,600,000","4,200,000","2,800,000","2,000,000","2,400,000","1,700,000","2,300,000","2,700,000","1,900,000","1,700,000","2,500,000","1,800,000","1,000,000","2,800,000","2,500,000","900,000","3,000,000","3,000,000","6,100,000","600,000","1,600,000","5,400,000","1,200,000","6,400,000","9,500,000","9,300,000","22,100,000","42,500,000","38,000,000","33,100,000","22,000,000","16,000,000","38,000,000","5,300,000","8,400,000","8,800,000","14,000,000","5,700,000","7,200,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","1,142,000","1,185,000","1,213,000","1,229,000","1,486,000","6,506,000","8,485,000","13,343,000","16,252,000","25,720,000","36,293,000","27,328,000","49,095,000","56,695,000","61,500,000","64,000,000","70,210,000","78,715,000","78,312,000","84,331,000","87,142,000","83,872,941","86,410,000","88,078,357","87,841,505","81,938,000","91,141,269","101,892,139","91,140,757","102,370,000","111,882,689","111,942,398","121,606,576","123,919,558","137,223,913","135,732,305","79,673,934","93,757,489","16,312,353","11,113,563","15,920,484","11,193,647","4,100,000","4,900,000","1,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"10,250,000","13,927,000","10,796,000","20,355,000","21,031,000","22,497,000","23,235,000","15,439,000","15,774,000","27,248,000","16,229,000","12,904,000","12,729,000","12,067,000","11,251,000","7,777,000","23,003,000","5,229,000","5,121,000","2,831,000","5,944,000","1,776,000","2,292,000","1,131,000","1,688,000","7,711,000","5,802,000","1,290,000","3,687,000","2,622,000","3,225,000","2,023,000","5,722,000","7,768,000","2,121,000","7,551,000","3,292,000","2,299,000","1,325,000","2,714,000","22,189,000","1,099,000","4,668,000","4,787,000","3,430,000","3,648,000","3,390,000","2,275,000","3,131,000","3,164,000","2,307,000","1,094,000","3,266,000","4,504,000","3,868,000","6,538,000","5,982,000","7,220,000","7,516,000","8,131,000","8,712,000","7,368,000","6,988,000","6,929,000","6,711,000","7,610,000","6,453,000","9,540,936","7,143,000","7,280,016","10,515,399","5,016,000","5,913,330","2,682,956","779,809","1,265,000","1,784,322","2,975,656","2,545,747","697,237","1,225,082","2,300,060","693,835",,"17,274","5,040,611","47,352","857,956","3,400,000",,,"700,000","1,000,000","1,300,000","1,000,000",,,,,,,,,,,,,,,,,,,,"32,300,000","25,600,000",,,,,,,,,,,,
			AccountsReceivable,"1,190,000","4,467,000","221,000","7,000","93,000","35,000","5,050,000","313,000","54,000","7,500,000","94,000","0","233,000","1,701,000","2,115,000","19,000","34,000","2,649,000","2,521,000","1,024,000","3,893,000","316,000","883,000","104,000","803,000","6,812,000","5,088,000","754,000","3,109,000","1,838,000","1,896,000","36,000","3,818,000","5,789,000","0","5,446,000","1,286,000","853,000","129,000","1,430,000","21,214,000","1,000","4,668,000","2,271,000","1,074,000","1,907,000","1,795,000","381,000","1,981,000","2,189,000","1,746,000","166,000","3,266,000","4,504,000","3,868,000","2,937,000","5,982,000","2,851,000","1,536,000","8,131,000","8,712,000","2,266,000","1,569,000","6,929,000","1,914,000","1,715,000","1,418,000","3,369,388","1,085,000","2,613,580","4,865,522","61,000","706,360","795,680","674,458","998,000","1,155,950","2,504,698","1,957,292","697,237","846,173","1,237,480","693,835",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"9,060,000","9,460,000","10,575,000","20,348,000","20,938,000","22,462,000","18,185,000","15,126,000","15,720,000","19,748,000","16,135,000","12,904,000","12,496,000","10,366,000","9,136,000","7,758,000","22,969,000","2,580,000","2,600,000","1,807,000","2,051,000","1,460,000","1,409,000","1,027,000","885,000","899,000","714,000","536,000","578,000","784,000","1,329,000","1,987,000","1,904,000","1,979,000","2,121,000","2,105,000","2,006,000","1,446,000","1,196,000","1,284,000","975,000","1,098,000",,"2,516,000","2,356,000","1,741,000","1,595,000","1,894,000","1,150,000","975,000","561,000","928,000",,,,"3,601,000",,"4,369,000","5,980,000",,,"5,102,000","5,419,000",,"4,797,000","5,895,000","5,035,000","6,171,548","6,058,000","4,666,436","5,649,877","4,955,000","5,206,970","1,887,276","105,351","267,000","628,372","470,958","588,455",,"378,909","1,062,580",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,,,,,,,,,,,,,"0","0","1,938,000","1,890,000","368,000","1,038,000","2,243,000","3,482,000","3,225,000","2,027,000","907,000","908,000","1,537,000","1,246,000","2,935,000","2,702,000","1,919,000","2,115,000","2,950,000","2,484,000","3,008,000","1,671,000","703,000","112,000","450,000","170,000","1,288,000","931,000","1,106,000","1,147,000","480,000","727,000","1,632,000","1,500,000","1,242,000","1,225,000","1,234,000","1,372,000","1,836,000","1,695,000","480,000","1,819,000","2,116,000","1,112,000","2,023,000","3,088,000","3,267,000","2,281,000","1,997,000","1,920,000","1,235,000","1,813,000","1,787,000","824,000","1,520,000","1,823,532","3,965,000","5,266,377","6,638,066","8,363,000","6,910,264","5,592,056","5,620,713","4,977,000","4,376,095","4,116,594","2,888,448","3,237,276","4,542,803","2,891,792","2,942,267","1,574,767",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			RawMaterials,,,,,,,,,,,,,,"0","0","0","40,000","40,000","124,000","124,000","125,000","191,000","317,000","318,000","367,000","76,000","279,000","353,000","644,000","269,000","437,000","547,000","474,000","363,000","75,000","112,000","450,000","170,000","129,000","220,000","398,000","543,000",,"481,000","1,018,000","1,094,000","1,242,000","1,225,000","1,234,000","864,000","952,000","194,000","480,000","516,000","565,000","753,000","509,000","624,000",,"449,000","668,000","335,000",,,"304,000","687,000","797,000","981,636","1,238,000","1,530,624","2,801,431",,"3,472,059","3,402,837","3,299,536","3,100,000","2,775,911","2,961,690","1,591,720",,"1,347,472","654,385","1,737,620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
