name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000
OperatingCashFlow,"171,478,000","35,991,000","62,369,000","16,209,000","56,909,000","41,145,000","55,491,000","84,776,000","118,996,000","27,913,000","130,148,000","58,742,000","86,123,000","36,924,000","151,768,000","79,992,000","55,639,000","-14,261,000","152,691,000","71,366,000","59,114,000","49,584,000","97,650,000","102,737,000","80,057,000","17,892,000","139,830,000","14,735,000","15,543,000","67,354,000","52,407,000","43,810,000","-11,783,000","45,376,000","11,940,000","-9,582,000","58,663,000","10,367,000","66,749,000","43,507,000","38,805,000","33,504,000","31,897,000","42,593,000","67,770,000","37,085,000","89,247,000","16,822,000","13,428,000","6,322,000","16,682,000","14,402,000","26,620,000","16,273,000","22,658,000","19,111,000","6,968,000","26,781,000","17,047,000","14,923,000","13,717,000","28,297,000","259,000","11,712,000","10,845,000","9,968,000","12,612,000","9,127,000","3,743,000","5,545,000","9,422,000","17,762,000","14,131,000","7,495,000","3,779,000","90,000","6,871,000","7,842,000","2,421,000","1,809,000","1,887,000","3,894,000","5,199,000","5,986,000","7,851,000","19,209,000","21,104,000"
	CashFlowFromContinuingOperatingActivities,"171,478,000","35,991,000","62,369,000","16,209,000","56,909,000","41,145,000","55,491,000","84,776,000","118,996,000","27,913,000","130,148,000","58,742,000","86,123,000","36,924,000","151,768,000","79,992,000","55,639,000","-14,261,000","152,691,000","71,366,000","59,114,000","49,584,000","97,650,000","102,737,000","80,057,000","17,892,000","139,830,000","14,735,000","15,543,000","67,354,000","52,407,000","43,810,000","-11,783,000","45,376,000","11,940,000","-9,582,000","58,663,000","10,367,000","66,749,000","43,507,000","38,805,000","33,504,000","31,897,000","42,593,000","67,770,000","37,085,000","89,247,000","16,822,000","13,428,000","6,322,000","16,682,000","14,402,000","26,620,000","16,273,000","22,658,000","19,111,000","6,968,000","26,781,000","17,047,000","14,923,000","13,717,000","28,297,000","259,000","11,712,000","10,845,000","9,968,000","12,612,000","9,127,000","3,743,000","5,545,000","9,422,000","17,762,000","14,131,000","7,495,000","3,779,000","90,000","6,871,000","7,842,000","2,421,000","1,809,000","1,887,000","3,894,000","5,199,000","5,986,000","7,851,000","19,209,000","21,104,000"
		NetIncomeFromContinuingOperations,"74,852,000","17,246,000","8,387,000","20,958,000","28,261,000","-3,192,000","38,960,000","-53,061,000","192,810,000","-1,174,000","25,259,000","15,870,000","3,424,000","-3,252,000","52,482,000","27,001,000","84,004,000","10,097,000","49,316,000","21,535,000","20,751,000","33,125,000","-1,810,000","25,770,000","18,765,000","-7,150,000","9,657,000","-2,138,000","-36,583,000","3,446,000","13,938,000","7,658,000","-3,104,000","-3,799,000","11,296,000","-7,708,000","13,712,000","6,593,000","11,681,000","-212,664,000","7,551,000","12,332,000","12,360,000","26,047,000","-20,268,000","29,088,000","36,529,000","32,145,000","6,740,000","4,485,000","2,367,000","-4,885,000","5,948,000","1,427,000","-68,544,000","9,458,000","9,444,000","14,372,000","11,833,000","8,201,000","6,184,000","8,465,000","5,149,000","10,523,000","10,556,000","8,811,000","19,048,000","4,061,000","3,272,000","4,460,000","6,849,000","8,045,000","6,910,000","6,526,000","4,655,000","2,505,000","432,000","-150,000","3,516,000","-369,000","-1,284,000","-278,000","276,000","978,000","2,178,000","7,562,000","12,731,000"
		OperatingGainsLosses,,,"0","0","0","15,217,000","0","11,610,000",,,,,,,,,,,"0",,,,,,,,"0","0","802,000","-2,504,000","0","0","0","506,000","10,743,000","-260,000","-17,102,000","-555,000","576,000","6,110,000","-486,000","251,000","647,000","147,000","-548,000","438,000","646,000","66,000","388,000","-163,000","-145,000","-30,000","122,000","-8,000","105,000","0","12,000","135,000","177,000","50,000","-168,000","25,000","219,000","-73,000","21,000","-215,000","-4,000","-50,000","250,000","495,000","2,930,000","106,000","918,000","69,000","156,000","-201,000","-81,000","-824,000","-4,462,000","2,000","0","32,000","39,000","107,000","17,000","-5,000","-17,000"
			GainLossOnSaleOfBusiness,,,"0","0",,,"0","11,610,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53,000","-116,000","223,000","219,000","49,000","853,000","420,000","14,000","-149,000","418,000","146,000","139,000","315,000","-163,000","-145,000","-30,000","122,000","-8,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"835,000","0","1,000","364,000","-535,000","214,000","328,000","179,000","1,260,000","20,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-73,000","-439,000","352,000","0","0","-816,000","-101,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"126,108,000","31,158,000","32,632,000","30,652,000","31,666,000","32,381,000","34,748,000","37,179,000","39,950,000","54,252,000","53,507,000","53,074,000","53,682,000","59,607,000","60,445,000","59,866,000","59,787,000","45,636,000","46,997,000","43,401,000","42,056,000","41,989,000","44,946,000","42,955,000","46,406,000","46,174,000","45,788,000","46,512,000","33,686,000","26,410,000","26,253,000","25,867,000","25,673,000","25,943,000","25,686,000","24,856,000","25,445,000","25,465,000","26,477,000","25,150,000","24,334,000","23,009,000","24,492,000","21,574,000","21,176,000","19,883,000","21,277,000","18,613,000","17,949,000","4,703,000","5,538,000","5,542,000","5,865,000","5,762,000","9,041,000","4,044,000","8,194,000","6,595,000","10,704,000","7,120,000","7,805,000","8,466,000","7,565,000","2,606,000","2,774,000","2,741,000","2,847,000","2,637,000","2,588,000","2,483,000","2,734,000","2,403,000","2,384,000","2,290,000","2,249,000","2,386,000","2,334,000","2,301,000","2,427,000","2,414,000","2,679,000","2,602,000","3,353,000","3,343,000","3,318,000","3,181,000","2,691,000"
			DepreciationAndAmortization,"126,108,000","31,158,000","32,632,000","30,652,000","31,666,000","32,381,000","34,748,000","37,179,000","39,950,000","54,252,000","53,507,000","53,074,000","53,682,000","59,607,000","60,445,000","59,866,000","59,787,000","45,636,000","46,997,000","43,401,000","42,056,000","41,989,000","44,946,000","42,955,000","46,406,000","46,174,000","45,788,000","46,512,000","33,686,000","26,410,000","26,253,000","25,867,000","25,673,000","25,943,000","25,686,000","24,856,000","25,445,000","25,465,000","26,477,000","25,150,000","24,334,000","23,009,000","24,492,000","21,574,000","21,176,000","19,883,000","21,277,000","18,613,000","17,949,000","4,703,000","5,538,000","5,542,000","5,865,000","5,762,000","9,041,000","4,044,000","8,194,000","6,595,000","10,704,000","7,120,000","7,805,000","8,466,000","7,565,000","2,606,000","2,774,000","2,741,000","2,847,000","2,637,000","2,588,000","2,483,000","2,734,000","2,403,000","2,384,000","2,290,000","2,249,000","2,386,000","2,334,000","2,301,000","2,427,000","2,414,000","2,679,000","2,602,000","3,353,000","3,343,000","3,318,000","3,181,000","2,691,000"
