name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006
		UnrealizedGainLossOnInvestmentSecurities,"-301,000","-737,000","436,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"105,163,000","28,370,000","28,533,000","26,449,000","21,811,000","23,261,000","22,037,000","20,584,000","18,951,000","17,307,000","18,974,000","14,857,000","14,750,000","28,901,000","15,832,000","17,750,000","18,004,000","16,991,000","17,753,000","19,821,000","19,564,000","18,775,000","19,110,000","18,703,000","17,340,000","16,680,000","17,227,000","15,068,000","15,221,000","15,162,000","16,014,000","15,072,000","14,415,000","14,588,000","14,246,000","10,782,000","9,508,000","9,037,000","8,984,000","6,149,000","5,928,000","6,382,000","6,229,000","4,364,000","4,451,000","4,475,000","4,188,000","3,375,000","3,585,000","3,506,000","3,516,000","4,701,000","3,189,000",,,,,,,,,,,,
		ExcessTaxBenefitFromStockBasedCompensation,,,,,,,,,,,,,,,,,,"0","0","0","0","-1,466,000","-3,575,000","-909,000","-292,000","-401,000","-364,000","-4,114,000","-1,785,000","-836,000","-834,000","-598,000","-2,789,000","-8,224,000","-3,270,000","-8,558,000","-8,285,000","-4,966,000","-10,827,000","-4,227,000","-3,060,000","-8,983,000","-3,712,000","-1,712,000","-1,602,000","-2,481,000","-1,591,000","-2,418,000","-554,000","-726,000","-1,710,000","-804,000","-155,000",,,,,,,,,,,,
		OtherNonCashItems,"18,339,000","4,995,000","4,694,000","4,484,000","4,166,000","4,571,000","4,221,000","4,959,000","4,567,000","784,000","4,420,000","4,227,000","4,503,000","4,342,000","4,090,000","4,301,000","4,615,000","4,273,000","3,975,000","3,738,000","4,601,000",,,,,,,,,,,,,,,,,,,,,,"7,160,000","7,899,000","7,039,000",,,,,,,,,,"3,012,000","2,430,000","2,104,000","1,712,000","196,000","704,000","836,000","410,000","1,445,000","1,484,000","1,397,000"
		ChangeInWorkingCapital,"9,356,000","43,528,000","-19,646,000","-9,270,000","-5,256,000","27,828,000","-14,174,000","-3,705,000","-16,361,000","1,200,000","-27,564,000","7,511,000","15,097,000","2,244,000","-5,421,000","-8,027,000","7,764,000","-2,996,000","8,919,000","-14,362,000","-5,351,000","8,386,000","9,559,000","3,294,000","10,429,000","13,805,000","-5,416,000","8,076,000","8,350,000","13,221,000","-3,068,000","9,578,000","9,742,000","22,280,000","-755,000","574,000","12,410,000","24,698,000","16,561,000","4,833,000","3,519,000","26,369,000","15,261,000","-111,000","21,633,000","5,259,000","-209,000","1,190,000","8,915,000","11,442,000","2,948,000","642,000","4,619,000","1,097,000","-694,000","4,335,000","7,639,000","2,037,000","7,865,000","-797,000","1,296,000","7,138,000","1,820,000","525,000","1,387,000"
			ChangeInReceivables,"-20,371,000","5,175,000","-53,065,000","-6,535,000","34,054,000","4,348,000","-42,607,000","15,021,000","-11,384,000","13,361,000","-32,890,000","2,460,000","43,165,000","-6,174,000","-39,413,000","12,823,000","8,672,000","-20,491,000","-17,030,000","1,342,000","11,097,000","-16,031,000","-12,657,000","-5,209,000","12,404,000","1,693,000","-29,173,000","5,597,000","25,762,000","-6,626,000","-16,143,000","-1,948,000","18,136,000","-12,779,000","-19,301,000","-10,452,000","9,050,000","-14,504,000","-1,817,000","-11,922,000","10,304,000","-2,301,000","4,045,000","-10,812,000","14,487,000","-7,171,000","-13,051,000","-5,356,000","11,372,000","-6,739,000","-3,977,000","-4,250,000","3,165,000","-3,211,000","-5,552,000","-1,519,000","6,392,000","-10,264,000","-2,667,000","-5,111,000","-3,157,000","-307,000","-3,794,000","-415,000","710,000"
				ChangesInAccountReceivables,"-20,371,000","5,175,000","-53,065,000","-6,535,000","34,054,000","4,348,000","-42,607,000","15,021,000","-11,384,000","13,361,000","-32,890,000","2,460,000","43,165,000","-6,174,000","-39,413,000","12,823,000","8,672,000","-20,491,000","-17,030,000","1,342,000","11,097,000","-16,031,000","-12,657,000","-5,209,000","12,404,000","1,693,000","-29,173,000","5,597,000","25,762,000","-6,626,000","-16,143,000","-1,948,000","18,136,000","-12,779,000","-19,301,000","-10,452,000","9,050,000","-14,504,000","-1,817,000","-11,922,000","10,304,000","-2,301,000","4,045,000","-10,812,000","14,487,000","-7,171,000","-13,051,000","-5,356,000","11,372,000","-6,739,000","-3,977,000","-4,250,000","3,165,000",,,,,,,,,,,,
			ChangeInPrepaidAssets,,,,,,,,,,,,,,,,,,,,,,,,"-711,000","-3,596,000","569,000","7,652,000","-2,042,000","-2,765,000","-1,224,000","-2,921,000","-8,299,000","537,000","-2,850,000","4,690,000","-1,042,000","3,150,000","-36,000","-3,443,000","109,000","686,000","-2,387,000","-813,000","314,000","-1,312,000","-2,613,000","1,173,000","-245,000","-2,071,000","1,195,000","-36,000","-1,825,000","-120,000","732,000","-199,000","-685,000","-346,000","36,000","803,000","-258,000","-232,000","-1,457,000","-99,000","-530,000","306,000"
			ChangeInPayablesAndAccruedExpense,"10,460,000","13,873,000","22,732,000","163,000","-26,308,000","9,952,000","17,975,000","-9,360,000","-7,858,000","-727,000","-2,304,000","9,815,000","-11,255,000","578,000","20,100,000","-11,804,000","-2,314,000","7,695,000","15,468,000","-8,301,000","-10,748,000","4,199,000","10,145,000","4,252,000","-3,698,000","-1,877,000","9,291,000","7,670,000","-13,566,000","6,815,000","6,837,000","10,327,000","-11,025,000","23,367,000","11,739,000","12,361,000","-6,975,000","16,048,000","15,018,000","10,329,000","-7,001,000","16,622,000","5,197,000","3,364,000","4,059,000","7,854,000","6,264,000","3,949,000","-827,000","6,921,000","2,460,000","2,149,000","-319,000","1,545,000","-82,000","625,000","-428,000","529,000","-519,000","234,000","407,000","393,000","-86,000","-323,000","93,000"
				ChangeInPayable,"60,000","180,000","73,000","48,000","-241,000","-224,000","340,000","92,000","-159,000","-748,000","-1,301,000","792,000","-1,217,000","848,000","1,019,000","-6,000","-376,000","547,000","11,000","-268,000","328,000","-31,000","43,000","-57,000","-145,000","171,000","-589,000","482,000","-518,000","-313,000","-267,000","118,000","195,000","-1,763,000","-794,000","-355,000","217,000","1,201,000","326,000","125,000","384,000","-993,000","660,000","10,000","527,000","-126,000","-263,000","-752,000","880,000","472,000","-481,000","396,000","-360,000",,,,,,,,,,,,
					ChangeInAccountPayable,"60,000","180,000","73,000","48,000","-241,000","-224,000","340,000","92,000","-159,000","-748,000","-1,301,000","792,000","-1,217,000","848,000","1,019,000","-6,000","-376,000","547,000","11,000","-268,000","328,000","-31,000","43,000","-57,000","-145,000","171,000","-589,000","482,000","-518,000","-313,000","-267,000","118,000","195,000","-1,763,000","-794,000","-355,000","217,000","1,201,000","326,000","125,000","384,000","-993,000","660,000","10,000","527,000","-126,000","-263,000","-752,000","880,000","472,000","-481,000","396,000","-360,000",,,,,,,,,,,,
				ChangeInAccruedExpense,"10,400,000","13,693,000","22,659,000","115,000","-26,067,000","10,176,000","17,635,000","-9,452,000","-7,699,000","21,000","-1,003,000","9,023,000","-10,038,000","-270,000","19,081,000","-11,798,000","-1,938,000","7,148,000","15,457,000","-8,033,000","-11,076,000","4,230,000","10,102,000","4,309,000","-3,553,000","-2,048,000","9,880,000","7,188,000","-13,048,000","7,128,000","7,104,000","10,209,000","-11,220,000","25,130,000","12,533,000","12,716,000","-7,192,000","14,847,000","14,692,000","10,204,000","-7,385,000","17,615,000","4,537,000","3,354,000","3,532,000","7,980,000","6,527,000","4,701,000","-1,707,000","6,449,000","2,941,000","1,753,000","41,000",,,,,,,,,,,,
			ChangeInOtherCurrentAssets,"3,732,000","5,904,000","2,174,000","3,248,000","-7,594,000","4,932,000","-3,027,000","2,693,000","7,289,000","-6,832,000","7,382,000","4,085,000","-5,881,000","975,000","5,541,000","1,965,000","2,919,000","225,000","5,677,000","-3,553,000","-9,225,000","-1,115,000","206,000","-70,000","924,000","-174,000","3,000","470,000","-870,000","651,000","683,000","-307,000","202,000","-515,000","158,000","150,000","47,000","-251,000","111,000","-2,368,000","664,000",,,,,,,,,,"-21,000","-70,000","286,000",,,,,,,,,,,,
			ChangeInOtherCurrentLiabilities,"1,677,000","1,621,000","0","39,000","17,000","-3,838,000","-1,564,000","2,227,000","2,301,000","791,000","-625,000","-293,000","-489,000","-284,000","86,000","-93,000","231,000","-711,000","-998,000","59,000","-283,000","278,000","-131,000","5,000","178,000","261,000","-201,000","159,000","39,000","-771,000","343,000","-10,000","-1,602,000","-1,260,000","-120,000","-21,000","-44,000","-650,000","113,000","74,000","106,000",,,,,,,,,,,"4,638,000","1,607,000",,"1,360,000","2,215,000","-906,000","4,643,000","5,970,000","1,866,000","403,000","5,566,000","2,125,000","935,000","382,000"
			ChangeInOtherWorkingCapital,"13,858,000","16,955,000","8,513,000","-6,185,000","-5,425,000","12,434,000","15,049,000","-14,286,000","-6,709,000","-5,393,000","873,000","-8,556,000","-10,443,000","7,149,000","8,265,000","-10,918,000","-1,744,000","10,286,000","5,802,000","-3,909,000","3,808,000","21,055,000","7,689,000","5,027,000","4,217,000","13,333,000","7,012,000","-3,778,000","-250,000","15,605,000","8,133,000","9,815,000","3,494,000","16,157,000","2,079,000","-422,000","7,182,000","22,247,000","6,579,000","8,611,000","-1,240,000","13,625,000","6,832,000","7,023,000","4,399,000","7,189,000","5,405,000","2,842,000","441,000","10,065,000",,,"1,893,000","4,700,000","3,779,000","3,699,000","2,927,000","7,093,000","4,278,000","2,472,000","3,875,000","2,943,000","3,674,000","858,000","-104,000"
InvestingCashFlow,"-24,444,000","-18,089,000","-1,656,000","-3,257,000","-1,442,000","8,663,000","-2,332,000","-2,019,000","31,157,000","20,051,000","-125,318,000","32,090,000","-828,000","-1,250,000","-731,000","-21,642,000","18,362,000","-2,394,000","-2,398,000","-952,000","-12,247,000","-1,885,000","-5,320,000","-10,946,000","-9,894,000","-15,721,000","-18,372,000","-13,359,000","-14,737,000","-11,011,000","-16,155,000","-43,345,000","-19,530,000","-19,715,000","-22,951,000","-39,413,000","-8,079,000","-11,424,000","-2,252,000","-1,673,000","-483,000","-1,379,000","-1,520,000","-1,379,000","-3,514,000","135,000","2,594,000","573,000","-3,274,000","-1,769,000","-4,864,000","-867,000","-913,000","-1,126,000","-694,000","-1,163,000","-1,556,000","-1,255,000","-1,214,000","-637,000","-1,232,000","-1,047,000","-901,000","-1,341,000","-906,000"
	CashFlowFromContinuingInvestingActivities,"-24,444,000","-18,089,000","-1,656,000","-3,257,000","-1,442,000","8,663,000","-2,332,000","-2,019,000","31,157,000","20,051,000","-125,318,000","32,090,000","-828,000","-1,250,000","-731,000","-21,642,000","18,362,000","-2,394,000","-2,398,000","-952,000","-12,247,000","-1,885,000","-5,320,000","-10,946,000","-9,894,000","-15,721,000","-18,372,000","-13,359,000","-14,737,000","-11,011,000","-16,155,000","-43,345,000","-19,530,000","-19,715,000","-22,951,000","-39,413,000","-8,079,000","-11,424,000","-2,252,000","-1,673,000","-483,000","-1,379,000","-1,520,000","-1,379,000","-3,514,000","135,000","2,594,000","573,000","-3,274,000","-1,769,000","-4,864,000","-867,000","-913,000","-1,126,000","-694,000","-1,163,000","-1,556,000","-1,255,000","-1,214,000","-637,000","-1,232,000","-1,047,000","-901,000","-1,341,000","-906,000"
		NetPPEPurchaseAndSale,"-3,911,000","-583,000","-1,335,000","-551,000","-1,442,000","-2,182,000","-2,332,000","-2,019,000","-1,643,000","-1,292,000","-454,000","-616,000","-841,000","-1,456,000","-1,106,000","-477,000","-3,521,000","-1,750,000","-2,663,000","-1,160,000","-1,474,000","-1,939,000","-2,405,000","-1,047,000","-1,033,000","-1,273,000","-1,892,000","-1,437,000","-3,789,000","-11,031,000","-16,168,000","-18,350,000","-19,532,000","-19,717,000","-20,955,000","-16,431,000","-10,027,000","-11,424,000","-2,252,000","-1,673,000","-1,681,000","-1,379,000","-1,520,000","-1,379,000","-1,518,000","-865,000","-1,199,000","-1,028,000","-773,000","-1,019,000","-571,000","-867,000","-913,000","-1,126,000","-694,000","-1,163,000","-1,556,000","-1,255,000","-1,214,000","-637,000","-1,232,000","-1,047,000","-901,000","-1,341,000","-906,000"
			PurchaseOfPPE,"-3,911,000","-583,000","-1,335,000","-551,000","-1,442,000","-2,182,000","-2,332,000","-2,019,000","-1,643,000","-1,292,000","-454,000","-616,000","-841,000","-1,456,000","-1,106,000","-477,000","-3,521,000","-1,750,000","-2,663,000","-1,160,000","-1,474,000","-1,939,000","-2,405,000","-1,047,000","-1,033,000","-1,273,000","-1,892,000","-1,437,000","-3,789,000","-11,031,000","-16,168,000","-18,350,000","-19,532,000","-19,717,000","-20,955,000","-16,431,000","-10,027,000","-11,424,000","-2,252,000","-1,673,000","-1,681,000","-1,379,000","-1,520,000","-1,379,000","-1,518,000","-865,000","-1,199,000","-1,028,000","-773,000","-1,019,000","-571,000","-867,000","-913,000","-1,126,000","-694,000","-1,163,000","-1,556,000","-1,255,000","-1,214,000","-637,000","-1,232,000","-1,047,000","-901,000","-1,341,000","-906,000"
		NetBusinessPurchaseAndSale,"-16,894,000","-16,894,000",,,,"0","0",,,"0","-157,495,000",,,,,,,,,,,"0","0",,,"-86,000","-4,576,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PurchaseOfBusiness,"-16,894,000","-16,894,000",,,,"0","0",,,"0","-157,495,000",,,,,,,,,,,"0","0",,,"-86,000","-4,576,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetInvestmentPurchaseAndSale,"-4,139,000","-612,000","-821,000","-2,706,000","0","10,845,000","0","0","32,800,000","21,343,000","32,631,000","32,706,000","13,000","206,000","375,000","-21,165,000","21,883,000","-644,000","265,000","208,000","-10,773,000","54,000","-2,915,000","-9,899,000","-8,861,000","-14,362,000","-11,904,000","-11,922,000","-10,948,000","20,000","13,000","-24,995,000","2,000","2,000","-1,996,000","-22,982,000","1,948,000","0","0","0","1,198,000","0","0","0","-1,996,000","1,000,000","3,793,000","1,601,000","-2,501,000","-750,000",,,,,,,,,,,,,,,
			PurchaseOfInvestment,"-4,139,000","-612,000","-821,000","-2,706,000",,"0","0","0","0","-10,845,000","0","0","-32,800,000","-32,188,000","-32,631,000","-54,267,000","-11,252,000","-32,243,000","-33,007,000","-33,102,000","-44,072,000","-2,395,000","-27,302,000","-33,310,000","-33,299,000","-26,836,000","-24,386,000","-23,411,000","-24,438,000","-12,475,000","-12,482,000","-39,978,000","-3,998,000","-2,998,000","-2,996,000","-22,982,000","0","0","0","0","-1,948,000","0","0","0","-3,146,000","0","0","-250,000","-2,501,000","-1,000,000",,,,,,,,,,,,,,,
			SaleOfInvestment,"0","0","0","0","0","10,845,000","0","0","32,800,000","32,188,000","32,631,000","32,706,000","32,813,000","32,394,000","33,006,000","33,102,000","33,135,000","31,599,000","33,272,000","33,310,000","33,299,000","2,449,000","24,387,000","23,411,000","24,438,000","12,474,000","12,482,000","11,489,000","13,490,000","12,495,000","12,495,000","14,983,000","4,000,000","3,000,000","1,000,000","0","1,948,000","0","0","0","3,146,000","0","0","0","1,150,000","1,000,000","3,793,000",,,,,,,,,,,,,,,,,,
		NetOtherInvestingChanges,"500,000","0","500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FinancingCashFlow,"-276,088,000","-33,753,000","-85,504,000","-82,218,000","-74,613,000","-48,609,000","-31,400,000","5,040,000","231,000","-30,321,000","24,619,000","5,662,000","-39,363,000","-30,859,000","-51,177,000","2,940,000","-11,617,000","-8,508,000","-79,072,000","-94,000","5,570,000","-16,485,000","-18,604,000","10,812,000","1,842,000","-51,431,000","-7,424,000","-14,614,000","3,499,000","6,469,000","-47,753,000","8,844,000","-101,200,000","-37,566,000","6,975,000","15,171,000","11,342,000","9,017,000","17,708,000","8,672,000","5,811,000","13,092,000","11,337,000","-41,740,000","5,804,000","5,768,000","5,617,000","-10,747,000","-7,942,000","5,010,000","5,153,000","2,829,000","687,000","52,000","-7,564,000","-8,498,000","-6,128,000","-13,777,000","4,191,000","4,094,000","1,135,000","1,504,000","-1,349,000","-9,020,000","-129,000"
	CashFlowFromContinuingFinancingActivities,"-276,088,000","-33,753,000","-85,504,000","-82,218,000","-74,613,000","-48,609,000","-31,400,000","5,040,000","231,000","-30,321,000","24,619,000","5,662,000","-39,363,000","-30,859,000","-51,177,000","2,940,000","-11,617,000","-8,508,000","-79,072,000","-94,000","5,570,000","-16,485,000","-18,604,000","10,812,000","1,842,000","-51,431,000","-7,424,000","-14,614,000","3,499,000","6,469,000","-47,753,000","8,844,000","-101,200,000","-37,566,000","6,975,000","15,171,000","11,342,000","9,017,000","17,708,000","8,672,000","5,811,000","13,092,000","11,337,000","-41,740,000","5,804,000","5,768,000","5,617,000","-10,747,000","-7,942,000","5,010,000","5,153,000","2,829,000","687,000","52,000","-7,564,000","-8,498,000","-6,128,000","-13,777,000","4,191,000","4,094,000","1,135,000","1,504,000","-1,349,000","-9,020,000","-129,000"
		NetIssuancePaymentsOfDebt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","-7,500,000","-1,250,000","-1,250,000",,
		NetCommonStockIssuance,"-305,239,000","-39,825,000","-85,322,000","-90,044,000","-90,048,000","-62,127,000","-33,132,000","0","0","-37,172,000","0","0","-40,026,000","-40,014,000","-54,380,000","-13,288,000","-25,015,000","-20,909,000","-80,050,000","-11,259,000",,"-25,001,000","-24,997,000",,,"-56,897,000","-9,589,000","-24,991,000","0","0","-50,040,000","0","-105,085,000","-50,030,000",,,,"0","0",,,"0","0",,,"0","0","-18,601,000","-12,905,000",,,,,"-2,450,000","-7,426,000","-8,751,000","-6,602,000","-14,364,000","2,180,000","2,585,000","7,658,000","1,521,000","-99,000","-19,304,000","155,000"
			CommonStockIssuance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","-2,450,000","355,000","856,000","1,239,000","649,000","2,180,000","2,585,000","7,658,000","1,521,000","-99,000","82,529,000","155,000"
			CommonStockPayments,"-305,239,000","-39,825,000","-85,322,000","-90,044,000","-90,048,000","-62,127,000","-33,132,000","0","0","-37,172,000","0","0","-40,026,000","-40,014,000","-54,380,000","-13,288,000","-25,015,000","-20,909,000","-80,050,000","-11,259,000",,"-25,001,000","-24,997,000",,,"-56,897,000","-9,589,000","-24,991,000","0","0","-50,040,000","0","-105,085,000","-50,030,000",,,,"0","0",,,"0","0","-45,639,000","0","0","0","-18,601,000","-12,905,000","0","0","0","0","0","-7,781,000","-9,607,000","-7,841,000",,,,,"0","0",,
		ProceedsFromStockOptionExercised,"29,760,000","6,072,000","427,000","7,826,000","15,435,000","13,518,000","1,732,000","5,040,000","231,000","6,851,000","24,619,000","5,662,000","663,000","9,155,000","3,203,000","16,228,000","13,398,000","12,401,000","978,000","11,165,000","5,570,000","7,050,000","2,818,000","9,903,000","1,550,000","5,065,000","1,801,000","6,263,000","1,714,000","5,633,000","1,540,000","8,340,000","2,177,000","4,240,000","3,705,000","6,613,000","3,057,000","4,051,000","6,881,000","4,445,000","2,751,000","4,109,000","7,625,000","2,187,000","4,202,000","3,287,000","4,026,000","5,436,000","4,409,000","4,284,000","3,443,000","2,025,000","532,000",,,,,,,,,,,,
		NetOtherFinancingCharges,"-609,000","0","-609,000",,,,,,,,,,,,,,,,,,,"1,466,000","3,575,000","909,000","292,000","401,000","364,000","4,114,000","1,785,000","836,000","747,000","504,000","1,708,000","8,224,000","3,270,000","8,558,000","8,285,000","4,966,000","10,827,000","4,227,000","3,060,000","8,983,000","3,712,000","1,712,000","1,602,000","2,481,000","1,591,000","2,418,000","554,000","726,000","1,710,000","804,000","155,000","-224,000","-138,000","253,000","474,000","587,000","2,011,000","1,509,000","977,000",,,,"-284,000"
