name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991
TotalAssets,"6,844,801,000","7,325,008,000","7,511,309,000","7,575,727,000","7,407,016,000","7,354,526,000","7,149,510,000","6,574,588,000","6,155,287,000","6,229,571,000","6,146,751,000","6,055,537,000","5,870,097,000","5,677,802,000","5,657,108,000","5,592,016,000","5,616,343,000","5,619,499,000","5,675,868,000","5,600,168,000","5,903,888,000","5,734,529,000","5,873,049,000","5,744,786,000","5,773,403,000","5,879,545,000","6,008,150,000","5,246,782,000","5,282,732,000","5,266,434,000","5,339,378,000","5,379,144,000","5,464,995,000","5,601,390,000","5,857,538,000","6,043,513,000","6,508,498,000","5,574,324,000","6,008,890,000","6,318,636,000","6,812,114,000","7,216,230,000","7,747,303,000","8,269,736,000","8,847,972,000","9,333,642,000","9,986,763,000","10,185,090,000","9,250,417,000","9,404,419,000","9,480,991,000","9,222,029,000","9,332,684,000","9,182,829,000","8,953,125,000","8,770,584,000","8,668,397,000","7,716,361,000","6,838,389,000","6,798,907,000","6,647,690,000","6,621,671,000","6,515,185,000","6,303,262,000","6,324,218,000","6,357,569,000","6,349,968,000","6,337,113,000","6,444,478,000","6,380,691,000","6,299,344,000","6,054,993,000","6,159,387,000","5,917,387,000","5,741,412,000","5,583,198,000","5,423,570,000","5,300,303,000","5,157,718,000","4,964,314,000","4,878,844,000","4,567,012,000","4,487,125,000","4,170,889,000","4,082,996,000","3,857,781,000","3,582,253,000","3,397,294,000","3,292,935,000","3,104,393,000","3,072,800,000","3,118,300,000","3,149,300,000","3,050,541,000","2,930,200,000","2,795,300,000","2,735,000,000","2,617,687,000","2,496,700,000","2,349,300,000","2,256,800,000","2,222,315,000","2,105,600,000","1,962,700,000","1,906,800,000","1,874,700,000","1,715,800,000","1,625,500,000","1,561,500,000","1,476,300,000","1,439,500,000","1,382,800,000","1,359,800,000","1,343,200,000","1,290,200,000","1,223,200,000","1,173,900,000","1,023,100,000","988,900,000","961,200,000","925,000,000","894,500,000","864,300,000"
TotalLiabilitiesNetMinorityInterest,"2,234,446,000","2,463,626,000","2,633,889,000","2,661,020,000","2,674,723,000","2,655,540,000","2,635,888,000","2,191,233,000","1,913,459,000","1,920,337,000","1,987,134,000","2,019,872,000","2,053,914,000","2,095,911,000","2,167,577,000","2,278,141,000","2,384,940,000","2,464,973,000","2,545,719,000","2,605,107,000","3,256,357,000","3,185,687,000","3,289,970,000","3,233,107,000","3,430,004,000","3,643,405,000","3,859,631,000","4,008,498,000","4,097,172,000","4,229,531,000","4,354,870,000","4,447,529,000","4,624,280,000","4,856,852,000","5,154,492,000","5,362,851,000","5,730,816,000","5,377,384,000","5,340,914,000","5,451,413,000","5,680,562,000","6,019,415,000","6,358,478,000","6,756,876,000","7,239,665,000","7,664,587,000","8,003,318,000","8,212,357,000","8,092,463,000","8,101,838,000","7,831,890,000","7,205,020,000","7,008,010,000","6,815,629,000","6,324,499,000","5,904,186,000","5,681,674,000","5,122,018,000","2,806,101,000","2,399,335,000","2,192,274,000","2,325,794,000","2,295,091,000","2,113,319,000","2,128,692,000","2,192,514,000","2,103,074,000","2,115,160,000","2,246,797,000","2,237,052,000","2,173,457,000","2,082,205,000","2,216,638,000","2,120,485,000","2,042,408,000","1,951,360,000","1,954,300,000","1,905,111,000","1,822,630,000","1,719,818,000","1,730,527,000","1,546,825,000","1,509,449,000","1,390,558,000","1,449,605,000","1,392,899,000","1,329,632,000","1,325,309,000","1,362,299,000","1,328,404,000","1,353,100,000","1,342,700,000","1,427,600,000","1,409,950,000","1,353,500,000","1,166,200,000","1,157,100,000","1,130,905,000","1,087,800,000","822,300,000","834,400,000","856,200,000","823,200,000","752,700,000","748,600,000","753,300,000","700,800,000","668,600,000","661,900,000","638,200,000","635,500,000","614,400,000","623,000,000","631,100,000","612,300,000","577,200,000","557,800,000","430,900,000","427,600,000","426,700,000","413,900,000","402,100,000","392,500,000"
TotalEquityGrossMinorityInterest,"4,610,355,000","4,861,382,000","4,877,420,000","4,914,707,000","4,732,293,000","4,698,986,000","4,513,622,000","4,383,355,000","4,241,828,000","4,309,234,000","4,159,617,000","4,035,665,000","3,816,183,000","3,581,891,000","3,489,531,000","3,313,875,000","3,231,403,000","3,154,526,000","3,130,149,000","2,995,061,000","2,647,531,000","2,548,842,000","2,583,079,000","2,511,679,000","2,343,399,000","2,236,140,000","2,148,519,000","1,238,284,000","1,185,560,000","1,036,903,000","984,508,000","931,615,000","840,715,000","744,538,000","703,046,000","680,662,000","777,682,000","196,940,000","667,976,000","867,223,000","1,131,552,000","1,196,815,000","1,388,825,000","1,512,860,000","1,608,307,000","1,669,055,000","1,983,445,000","1,972,733,000","1,157,954,000","1,302,581,000","1,649,101,000","2,017,009,000","2,324,674,000","2,367,200,000","2,628,626,000","2,866,398,000","2,986,723,000","2,594,343,000","4,032,288,000","4,399,572,000","4,455,416,000","4,295,877,000","4,220,094,000","4,189,943,000","4,195,526,000","4,165,055,000","4,246,894,000","4,221,953,000","4,197,681,000","4,143,639,000","4,125,887,000","3,972,788,000","3,942,749,000","3,796,902,000","3,699,004,000","3,631,838,000","3,469,270,000","3,395,192,000","3,335,088,000","3,244,496,000","3,148,317,000","3,020,187,000","2,977,676,000","2,780,331,000","2,633,391,000","2,464,882,000","2,252,621,000","2,071,985,000","1,930,636,000","1,775,989,000","1,719,700,000","1,775,600,000","1,721,700,000","1,640,591,000","1,576,700,000","1,629,100,000","1,577,900,000","1,486,782,000","1,408,900,000","1,527,000,000","1,422,400,000","1,366,115,000","1,282,400,000","1,210,000,000","1,158,200,000","1,121,400,000","1,015,000,000","956,900,000","899,600,000","838,100,000","804,000,000","768,400,000","736,800,000","712,100,000","677,900,000","646,000,000","616,100,000","592,200,000","561,300,000","534,500,000","511,100,000","492,400,000","471,800,000"
	StockholdersEquity,"4,610,355,000","4,861,382,000","4,877,420,000","4,914,707,000","4,732,293,000","4,698,986,000","4,513,622,000","4,383,355,000","4,241,828,000","4,309,234,000","4,159,617,000","4,035,665,000","3,816,183,000","3,581,891,000","3,489,531,000","3,313,875,000","3,231,403,000","3,154,526,000","3,130,149,000","2,995,061,000","2,647,531,000","2,548,842,000","2,583,079,000","2,511,679,000","2,343,399,000","2,236,140,000","2,148,519,000","1,238,284,000","1,185,560,000","1,036,903,000","984,508,000","931,615,000","840,715,000","744,538,000","703,046,000","680,662,000","777,682,000","196,940,000","667,976,000","867,223,000","1,131,552,000","1,196,815,000","1,388,825,000","1,512,860,000","1,608,307,000","1,669,055,000","1,983,445,000","1,972,733,000","1,157,954,000","1,302,581,000","1,649,101,000","2,017,009,000","2,324,674,000","2,367,200,000","2,628,626,000","2,866,398,000","2,986,723,000","2,594,343,000","4,032,288,000","4,399,572,000","4,455,416,000","4,295,877,000","4,220,094,000","4,189,943,000","4,195,526,000","4,165,055,000","4,246,894,000","4,221,953,000","4,197,681,000","4,143,639,000","4,125,887,000","3,972,788,000","3,942,749,000","3,796,902,000","3,699,004,000","3,631,838,000","3,469,270,000","3,395,192,000","3,335,088,000","3,244,496,000","3,148,317,000","3,020,187,000","2,977,676,000","2,780,331,000","2,633,391,000","2,464,882,000","2,252,621,000","2,071,985,000","1,930,636,000","1,775,989,000","1,719,700,000","1,775,600,000","1,721,700,000","1,640,591,000","1,576,700,000","1,629,100,000","1,577,900,000","1,486,782,000","1,408,900,000","1,527,000,000","1,422,400,000","1,366,115,000","1,282,400,000","1,210,000,000","1,158,200,000","1,121,400,000","1,015,000,000","956,900,000","899,600,000","838,100,000","804,000,000","768,400,000","736,800,000","712,100,000","677,900,000","646,000,000","616,100,000","592,200,000","561,300,000","534,500,000","511,100,000","492,400,000","471,800,000"
		CapitalStock,"371,353,000","371,353,000","371,353,000","371,353,000","371,353,000","371,353,000","371,353,000","371,353,000","371,353,000","371,353,000","371,353,000","371,353,000","371,353,000","371,353,000","371,353,000","371,348,000","371,348,000","370,567,000","370,562,000","370,557,000","360,171,000","359,400,000","359,395,000","341,076,000","341,076,000","340,097,000","340,091,000","340,079,000","340,079,000","340,047,000","340,047,000","340,047,000","340,047,000","340,047,000","340,047,000","340,047,000","340,047,000","205,047,000","205,047,000","205,047,000","205,047,000","205,047,000","205,047,000","205,047,000","205,047,000","205,047,000","205,047,000","205,047,000","130,163,000","130,163,000","130,163,000","130,163,000","130,119,000","130,119,000","130,119,000","130,119,000","130,119,000","123,067,000","123,067,000","123,065,000","123,064,000","123,029,000","122,964,000","122,964,000","122,766,000","122,549,000","122,540,000","122,378,000","122,367,000","122,324,000","122,319,000","122,249,000","122,019,000","121,587,000","121,587,000","121,537,000","121,475,000","121,419,000","121,419,000","121,411,000","121,130,000","121,111,000","121,111,000","121,111,000","121,111,000","121,111,000","121,111,000","121,111,000","121,111,000","121,111,000",,,,"121,111,000",,,,"121,111,000",,,,"60,555,000",,,,,,,,,,,,,,,,,,,,,
			CommonStock,"371,353,000","371,353,000","371,353,000","371,353,000","371,353,000","371,353,000","371,353,000","371,353,000","371,353,000","371,353,000","371,353,000","371,353,000","371,353,000","371,353,000","371,353,000","371,348,000","371,348,000","370,567,000","370,562,000","370,557,000","360,171,000","359,400,000","359,395,000","341,076,000","341,076,000","340,097,000","340,091,000","340,079,000","340,079,000","340,047,000","340,047,000","340,047,000","340,047,000","340,047,000","340,047,000","340,047,000","340,047,000","205,047,000","205,047,000","205,047,000","205,047,000","205,047,000","205,047,000","205,047,000","205,047,000","205,047,000","205,047,000","205,047,000","130,163,000","130,163,000","130,163,000","130,163,000","130,119,000","130,119,000","130,119,000","130,119,000","130,119,000","123,067,000","123,067,000","123,065,000","123,064,000","123,029,000","122,964,000","122,964,000","122,766,000","122,549,000","122,540,000","122,378,000","122,367,000","122,324,000","122,319,000","122,249,000","122,019,000","121,587,000","121,587,000","121,537,000","121,475,000","121,419,000","121,419,000","121,411,000","121,130,000","121,111,000","121,111,000","121,111,000","121,111,000","121,111,000","121,111,000","121,111,000","121,111,000","121,111,000",,,,"121,111,000",,,,"121,111,000",,,,"60,555,000",,,,,,,,,,,,,,,,,,,,,
		AdditionalPaidInCapital,"1,783,611,000","1,794,906,000","1,789,874,000","1,786,260,000","1,782,041,000","1,862,042,000","1,856,570,000","1,859,195,000","1,855,371,000","1,869,719,000","1,864,973,000","1,860,578,000","1,856,236,000","1,862,536,000","1,857,639,000","1,852,251,000","1,847,000,000","1,850,582,000","1,846,260,000","1,842,601,000","1,778,305,000","1,782,337,000","1,779,911,000","1,660,666,000","1,657,783,000","1,670,238,000","1,667,307,000","1,664,931,000","1,662,211,000","1,663,592,000","1,661,061,000","1,658,661,000","1,657,360,000","1,661,269,000","1,659,914,000","1,658,805,000","1,657,567,000","1,135,296,000","1,133,107,000","1,131,008,000","1,129,024,000","1,135,821,000","1,133,270,000","1,131,557,000","1,129,024,000","1,138,942,000","1,135,572,000","1,132,229,000","431,532,000","443,294,000","439,267,000","435,410,000","431,268,000","367,067,000","363,649,000","358,782,000","354,985,000","316,649,000","312,571,000","311,384,000","305,512,000","310,394,000","300,564,000","292,714,000","273,840,000","280,052,000","275,050,000","262,359,000","257,298,000","270,450,000","267,469,000","280,560,000","267,496,000","238,496,000","238,484,000","236,323,000","233,681,000","232,950,000","232,950,000","232,586,000","218,112,000","214,040,000","213,978,000","212,208,000","209,595,000","207,882,000","206,826,000","206,840,000","209,652,000","211,593,000",,,,"217,022,000",,,,"218,499,000",,,,"268,540,000",,,,,,,,,,,,,,,,,,,,,
		RetainedEarnings,"3,399,935,000","3,250,691,000","3,102,995,000","2,972,362,000","2,839,884,000","2,642,096,000","2,511,248,000","2,400,820,000","2,407,305,000","2,278,650,000","2,122,705,000","1,966,994,000","1,799,216,000","1,647,275,000","1,489,529,000","1,307,629,000","1,120,815,000","977,160,000","939,424,000","819,397,000","722,515,000","632,564,000","525,077,000","468,459,000","359,238,000","290,047,000","187,630,000","-635,224,000","-748,876,000","-852,458,000","-926,887,000","-998,903,000","-1,044,426,000","-1,074,617,000","-1,073,210,000","-1,085,323,000","-1,097,696,000","-990,281,000","-603,592,000","-356,650,000","-82,759,000","-11,635,000","123,657,000","288,865,000","440,596,000","525,562,000","712,230,000","763,760,000","739,208,000","924,707,000","1,204,824,000","1,722,593,000","2,062,133,000","2,253,676,000","2,527,023,000","2,643,443,000","2,745,802,000","4,350,316,000","5,818,720,000","6,211,684,000","6,155,755,000","5,998,631,000","5,897,917,000","5,788,965,000","5,660,887,000","5,519,389,000","5,404,576,000","5,276,044,000","5,115,763,000","4,940,955,000","4,815,041,000","4,688,352,000","4,537,525,000","4,411,148,000","4,310,976,000","4,208,309,000","4,066,997,000","3,928,393,000","3,793,409,000","3,644,401,000","3,476,094,000","3,309,560,000","3,151,211,000","2,994,904,000","2,836,359,000","2,681,108,000","2,551,454,000","2,407,760,000","2,274,301,000","2,149,727,000","2,018,400,000","1,898,300,000","1,788,000,000","1,690,351,000","1,593,400,000","1,499,700,000","1,407,300,000","1,316,129,000","1,232,500,000","1,151,100,000","1,073,500,000","1,003,408,000","934,700,000","871,200,000","810,900,000","754,800,000","698,500,000","647,100,000","599,500,000","556,600,000","513,100,000","473,400,000","431,300,000","408,500,000","374,400,000","342,600,000","312,800,000","289,400,000","261,800,000","235,000,000","211,700,000","193,500,000","173,000,000"
		TreasuryStock,"793,696,000","675,265,000","534,447,000","384,550,000","384,550,000","393,326,000","393,326,000","393,425,000","393,425,000","283,196,000","263,196,000","194,070,000","169,129,000","175,059,000","100,059,000","100,059,000",,"0","0","0","150,359,000","150,359,000","111,459,000","3,362,000","3,362,000","3,362,000","3,362,000","3,362,000","3,362,000","32,937,000","32,937,000","32,937,000","33,905,000","64,435,000","64,435,000","64,435,000","64,435,000","104,959,000","104,959,000","104,959,000","105,049,000","162,542,000","162,542,000","163,586,000","163,809,000","222,632,000","222,632,000","222,632,000","222,894,000","269,738,000","269,698,000","269,698,000","268,518,000","276,873,000","276,873,000","276,873,000","283,400,000","2,266,364,000","2,266,361,000","2,257,636,000","2,190,036,000","2,201,966,000","2,186,750,000","2,027,959,000","1,907,942,000","1,834,434,000","1,642,472,000","1,567,724,000","1,364,438,000","1,313,473,000","1,204,255,000","1,156,871,000","1,133,341,000","1,115,969,000","1,111,027,000","1,110,668,000","1,095,698,000","1,035,858,000","1,009,546,000","849,944,000","691,632,000","671,168,000","607,311,000","604,501,000","614,370,000","621,033,000","635,772,000","653,204,000","663,838,000","665,707,000",,,,"482,465,000",,,,"252,942,000",,,,"7,073,000",,,,,,,,,,,,,,,,,,,,,
		GainsLossesNotAffectingRetainedEarnings,"-150,848,000","119,697,000","147,645,000","169,282,000","123,565,000","216,821,000","167,777,000","145,412,000","1,224,000","72,708,000","63,782,000","30,810,000","-41,493,000","-124,214,000","-128,931,000","-117,294,000","-107,760,000","-43,783,000","-26,097,000","-37,494,000","-63,101,000","-75,100,000","30,155,000","44,840,000","-11,336,000","-60,880,000","-43,147,000","-128,140,000","-64,492,000","-81,341,000","-56,776,000","-35,253,000","-78,361,000","-117,726,000","-159,270,000","-168,432,000","-57,801,000","-48,163,000","38,373,000","-7,223,000","-14,711,000","30,124,000","89,393,000","50,977,000","-2,551,000","22,136,000","153,228,000","94,329,000","79,945,000","74,155,000","144,545,000","-1,459,000","-30,328,000","-106,789,000","-115,292,000","10,927,000","39,217,000","70,675,000","44,291,000","11,075,000","61,121,000","65,789,000","85,399,000","13,259,000","45,975,000","77,499,000","87,200,000","128,896,000","66,691,000","123,383,000","125,313,000","38,498,000","149,050,000","140,651,000","138,049,000","175,498,000","142,406,000","147,908,000","197,409,000","96,595,000","26,442,000","46,644,000","98,687,000","56,609,000","80,696,000","75,814,000","9,002,000","-10,522,000","-10,590,000","-40,735,000",,,,"94,572,000",,,,"83,985,000",,,,"40,685,000",,,,,,,,,,,,,,,,,,,,,
