name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014
TotalRevenue,"3,600,763,000","982,573,000","840,801,000","923,731,000","853,658,000","639,543,000","511,082,000","477,420,000","384,899,000","455,654,000","447,448,000","501,710,000","493,491,000","469,309,000","452,028,000","477,567,000","498,014,000","445,000,000","414,558,000","395,807,000","397,745,000","372,791,000","337,591,000","416,239,000","395,724,000","353,046,000","358,375,000","437,814,000","432,367,000","432,586,000","426,401,000"
	OperatingRevenue,"3,600,763,000","982,573,000","840,801,000","923,731,000","853,658,000","639,543,000","511,082,000","477,420,000","384,899,000","455,654,000","447,448,000","501,710,000","493,491,000","469,309,000","452,028,000","477,567,000","498,014,000","445,000,000","414,558,000","395,807,000","397,745,000","372,791,000","337,591,000","416,239,000","395,724,000","353,046,000","358,375,000","437,814,000","432,367,000","432,586,000","426,401,000"
CostOfRevenue,"2,132,966,000","566,157,000","485,993,000","566,431,000","514,385,000","399,694,000","321,891,000","330,366,000","289,086,000","324,051,000","330,604,000","357,988,000","367,357,000","352,221,000","341,772,000","365,836,000","377,685,000","335,843,000","317,691,000","305,954,000","304,920,000","284,842,000","245,586,000","322,897,000","284,203,000","261,636,000","285,966,000","366,980,000","353,619,000","365,140,000","370,636,000"
GrossProfit,"1,467,797,000","416,416,000","354,808,000","357,300,000","339,273,000","239,849,000","189,191,000","147,054,000","95,813,000","131,603,000","116,844,000","143,722,000","126,134,000","117,088,000","110,256,000","111,731,000","120,329,000","109,157,000","96,867,000","89,853,000","92,825,000","87,949,000","92,005,000","93,342,000","111,521,000","91,410,000","72,409,000","70,834,000","78,748,000","67,446,000","55,765,000"
OperatingExpense,"365,888,000","97,619,000","86,380,000","91,350,000","90,539,000","75,436,000","69,338,000","62,814,000","54,185,000","70,431,000","64,328,000","77,480,000","66,917,000","64,546,000","64,593,000","65,045,000","65,176,000","67,883,000","60,282,000","50,511,000","48,001,000","57,182,000","49,481,000","62,568,000","69,958,000","59,751,000","49,358,000","61,452,000","51,161,000","47,354,000","47,951,000"
	SellingGeneralAndAdministration,"331,670,000","88,918,000","78,151,000","82,769,000","81,832,000","67,340,000","61,078,000","54,762,000","46,159,000","62,360,000","56,215,000","68,882,000","59,049,000","56,350,000","56,379,000","57,087,000","57,482,000","60,118,000","51,595,000","44,732,000","42,455,000","51,689,000","43,892,000","56,985,000","64,392,000","54,179,000","43,841,000","55,124,000","45,912,000","41,981,000","42,798,000"
	DepreciationAmortizationDepletionIncomeStatement,"34,218,000","8,701,000","8,229,000","8,581,000","8,707,000","8,096,000","8,260,000","8,052,000","8,026,000","8,071,000","8,113,000","8,598,000","7,868,000","8,196,000","8,214,000","7,958,000","7,694,000","7,765,000","8,687,000","5,779,000","5,546,000","5,493,000","5,589,000","5,583,000","5,566,000","5,572,000","5,517,000","6,328,000","5,249,000","5,373,000","5,153,000"
		DepreciationAndAmortizationInIncomeStatement,"34,218,000","8,701,000","8,229,000","8,581,000","8,707,000","8,096,000","8,260,000","8,052,000","8,026,000","8,071,000","8,113,000","8,598,000","7,868,000","8,196,000","8,214,000","7,958,000","7,694,000","7,765,000","8,687,000","5,779,000","5,546,000","5,493,000","5,589,000","5,583,000","5,566,000","5,572,000","5,517,000","6,328,000","5,249,000","5,373,000","5,153,000"
			Amortization,"34,218,000","8,701,000","8,229,000","8,581,000","8,707,000","8,096,000","8,260,000","8,052,000","8,026,000","8,071,000","8,113,000","8,598,000","7,868,000","8,196,000","8,214,000","7,958,000","7,694,000","7,765,000","8,687,000","5,779,000","5,546,000","5,493,000","5,589,000","5,583,000","5,566,000","5,572,000","5,517,000","6,328,000","5,249,000","5,373,000","5,153,000"
				AmortizationOfIntangiblesIncomeStatement,"34,218,000","8,701,000","8,229,000","8,581,000","8,707,000","8,096,000","8,260,000","8,052,000","8,026,000","8,071,000","8,113,000","8,598,000","7,868,000","8,196,000","8,214,000","7,958,000","7,694,000","7,765,000","8,687,000","5,779,000","5,546,000","5,493,000","5,589,000","5,583,000","5,566,000","5,572,000","5,517,000","6,328,000","5,249,000","5,373,000","5,153,000"
OperatingIncome,"1,101,909,000","318,797,000","268,428,000","265,950,000","248,734,000","164,413,000","119,853,000","84,240,000","41,628,000","61,172,000","52,516,000","66,242,000","59,217,000","52,542,000","45,663,000","46,686,000","55,153,000","41,274,000","36,585,000","39,342,000","44,824,000","30,767,000","42,524,000","30,774,000","41,563,000","31,659,000","23,051,000","9,382,000","27,587,000","20,092,000","7,814,000"
NetNonOperatingInterestIncomeExpense,"-30,661,000","-7,514,000","-6,918,000","-8,139,000","-8,090,000","-8,416,000","-8,254,000","-9,457,000","-9,421,000","-10,564,000","-10,620,000","-12,196,000","-12,789,000","-13,328,000","-12,160,000","-12,372,000","-12,442,000","-10,178,000","-6,594,000","-5,726,000","-5,811,000","-5,231,000","-9,830,000","-11,181,000","-10,169,000","-10,567,000","-9,881,000","-11,185,000","-11,212,000","-11,483,000","-10,929,000"
	InterestExpenseNonOperating,"30,661,000","7,514,000","6,918,000","8,139,000","8,090,000","8,416,000","8,254,000","9,457,000","9,421,000","10,564,000","10,620,000","12,196,000","12,789,000","13,328,000","12,160,000","12,372,000","12,442,000","9,286,000","6,594,000","5,726,000","5,811,000","5,231,000","9,830,000","11,181,000","10,169,000","10,567,000","9,881,000","11,185,000","11,212,000","11,483,000","10,929,000"
	TotalOtherFinanceCost,,,,,,,,,,,"10,620,000","12,196,000","12,789,000","13,328,000","12,160,000","0","12,442,000","892,000","6,594,000","5,726,000","5,811,000","5,231,000","9,830,000","11,181,000","10,169,000","10,567,000","9,881,000","11,185,000","11,212,000","11,483,000","10,929,000"
OtherIncomeExpense,"7,394,000","807,000","308,000","9,972,000","-3,693,000","7,240,000","431,000","42,000","543,000","1,685,000","234,000","8,056,000","1,228,000","594,000","1,600,000","-168,000","1,840,000","26,854,000","-286,000","-586,000","-117,000","5,774,000","-9,805,000","-129,000",,"1,661,000",,,,,
	GainOnSaleOfSecurity,"-212,000","356,000","-143,000","-340,000","-83,000","-82,000","-160,000","-111,000","117,000","1,259,000","-192,000","270,000","735,000","206,000",,"-606,000","383,000","-376,000",,,"-117,000",,,,,,,,,,
	SpecialIncomeCharges,"5,298,000","0",,"9,500,000","-4,202,000","6,731,000",,"-273,000",,,,"7,384,000","0","0",,"0","838,000","26,737,000",,"-5,774,000","0","5,774,000","-9,805,000","-129,000","0","1,661,000",,"-27,937,000","0","0",
		WriteOff,,,,,,,,,,,,,,,,"0",,,,"0",,,,"129,000",,,,,,,
