name,ttm,05/31/2022,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,03/31/2003,02/28/2003,09/30/2002,06/30/2002,03/31/2002,09/30/2001,06/30/2001,03/31/2001,09/30/2000,06/30/2000,03/31/2000
OperatingCashFlow,"-2,456,000,000","3,000,000","-1,212,000,000","-368,000,000","-879,000,000","-1,359,000,000","-1,503,000,000","-1,652,000,000","-2,845,000,000","-2,720,000,000","916,000,000","1,061,000,000","1,245,000,000","2,054,000,000","1,115,000,000","1,113,000,000","1,349,000,000","2,023,000,000","1,064,000,000","1,024,000,000","1,449,000,000","1,917,000,000","932,000,000","1,024,000,000","1,429,000,000","1,883,000,000","798,000,000","978,000,000","1,281,000,000","1,515,000,000","771,000,000","637,000,000","1,120,000,000","1,196,000,000","477,000,000","475,000,000","803,000,000","1,157,000,000","399,000,000","523,000,000","1,018,000,000","1,136,000,000","322,000,000","750,000,000","1,215,000,000","1,389,000,000","412,000,000","734,000,000","1,290,000,000","1,398,000,000","396,000,000","712,000,000","1,189,000,000","1,136,000,000","305,000,000","512,000,000","1,064,000,000","1,442,000,000","373,000,000","918,001,713.8","1,121,000,000","1,494,000,000","597,000,000","805,000,000","943,000,000","1,272,000,000","613,000,000","618,000,000","1,031,000,000","1,218,000,000","543,000,000","594,000,000","915,000,000","1,165,000,000","542,000,000",,,"493,857,000",,"171,000,000",,,,,,,,,
InvestingCashFlow,"-2,495,000,000","-75,000,000","-3,032,000,000","-8,000,000","620,000,000","-566,000,000","-3,589,000,000","-1,788,000,000","-196,000,000","-95,000,000","-1,161,000,000","-1,960,000,000","-399,000,000","-859,000,000","-2,059,000,000","-896,000,000","-514,000,000","-1,501,000,000","-591,000,000","-670,000,000","-485,000,000","-1,460,000,000","-474,000,000","-701,000,000","-449,000,000","-1,714,000,000","-459,000,000","-673,000,000","-378,000,000","-453,000,000","-974,000,000","-890,000,000","-349,000,000","-919,000,000","-349,000,000","-249,000,000","-434,000,000","-1,206,000,000","-167,000,000","-172,000,000","-144,000,000","-1,208,000,000","-248,000,000","-236,000,000","-785,000,000","-1,467,000,000","-158,000,000","-765,000,000","-642,000,000","-978,000,000","-1,116,000,000","-930,000,000","-492,000,000","-1,649,000,000","-313,000,000","-541,000,000","-1,136,000,000","-1,317,000,000","-261,000,000","-898,000,365.6","-594,000,000","-1,464,000,000","-790,000,000","-250,000,000","-709,000,000","-719,000,000","-765,000,000","-126,000,000","-451,000,000","-807,000,000","-586,000,000","-286,000,000","-219,000,000","-1,297,000,000","-1,287,000,000","-2,333,000,000","436,381,000","-350,381,000","0","-86,000,000","-70,827,252.899","-226,220,358.644","-468,224,085.801","-86,347,066.025","-440,900,734.556","-22,956,906.203","-312,170,096.396","286,120,146.765","-669,640,723.333"
FinancingCashFlow,"4,889,000,000","735,000,000","1,728,000,000","2,050,000,000","376,000,000","-693,000,000","5,216,000,000","4,951,000,000","4,274,000,000","8,336,000,000","1,089,000,000","257,000,000","-886,000,000","-638,000,000","612,000,000","247,000,000","-1,368,000,000","89,000,000","-428,000,000","-448,000,000","-1,069,000,000","-320,000,000","-615,000,000","-165,000,000","-1,045,000,000","-434,000,000","-947,000,000","567,000,000","-648,000,000","-1,012,000,000","151,000,000","160,000,000","-669,000,000","-357,000,000","-162,000,000","-751,000,000","-113,000,000","287,000,000","-203,000,000","-453,000,000","-1,220,000,000","533,000,000","-50,000,000","-485,000,000","-549,000,000","171,000,000","-230,000,000","-77,000,000","-752,000,000","-551,000,000","976,000,000","-216,000,000","-211,000,000","354,000,000","-20,000,000","-57,000,000","-34,000,000","-128,000,000","-96,000,000","-468,001,992.1","-982,000,000","1,237,000,000","-391,000,000","27,000,000","-221,000,000","-383,000,000","-635,000,000","-455,000,000","-150,000,000","-5,000,000","-282,000,000","205,000,000","-549,000,000","23,000,000","242,000,000","826,000,000","-542,144,000","564,144,000","0","-22,000,000","426,336,518.696","0","0","267,591,528.968","0","0","324,675,324.675","-273,082,131.761","273,082,131.761"
EndCashPosition,"7,156,000,000","7,089,000,000","6,452,000,000","8,976,000,000","7,329,000,000","7,218,000,000","9,829,000,000","9,692,000,000","8,191,000,000","6,896,000,000","1,368,000,000","530,000,000","1,170,000,000","1,215,000,000","665,000,000","982,000,000","526,000,000","1,053,000,000","453,000,000","395,000,000","489,000,000","597,000,000","437,000,000","603,000,000","462,000,000","519,000,000","778,000,000","1,395,000,000","539,000,000","298,000,000","280,000,000","331,000,000","436,000,000","343,000,000","421,000,000","462,000,000","981,000,000","711,000,000","476,000,000","465,000,000","568,000,000","900,000,000","471,000,000","450,000,000","430,000,000","557,000,000","465,000,000","429,000,000","527,000,000","594,000,000","753,000,000","538,000,000","976,000,000","485,000,000","607,000,000","650,000,000","792,000,000","988,000,000","966,000,000","943,000,000","1,412,000,000","1,859,000,000","581,000,000","1,163,000,000","594,000,000","570,000,000","395,000,000","1,178,000,000","1,139,000,000","721,000,000","321,000,000","643,000,000","594,000,000","443,000,000","563,000,000","1,070,000,000","0","1,381,033,000","0","733,000,000","92,736,430.824","-378,648,516.066","-318,614,866.792","-137,698,447.763","-367,232,438.865","-25,365,964.261","30,844,155.844","-270,720,406.989","-8,922,169.999"
	ChangesInCash,"-62,000,000","663,000,000","-2,516,000,000","1,674,000,000","117,000,000","-2,618,000,000","124,000,000","1,511,000,000","1,233,000,000","5,521,000,000","844,000,000","-642,000,000","-40,000,000","557,000,000","-332,000,000","463,000,000","-532,000,000","611,000,000","45,000,000","-94,000,000","-105,000,000","137,000,000","-157,000,000","158,000,000","-65,000,000","-265,000,000","-608,000,000","872,000,000","255,000,000","50,000,000","-52,000,000","-93,000,000","102,000,000","-80,000,000","-34,000,000","-525,000,000","256,000,000","238,000,000","29,000,000","-102,000,000","-346,000,000","461,000,000","24,000,000","29,000,000","-119,000,000","93,000,000","24,000,000","-108,000,000","-104,000,000","-131,000,000","256,000,000","-434,000,000","486,000,000","-159,000,000","-28,000,000","-86,000,000","-106,000,000","-3,000,000","16,000,000","-448,000,643.9","-455,000,000","1,267,000,000","-584,000,000","582,000,000","13,000,000","170,000,000","-787,000,000","37,000,000","430,000,000","406,000,000","-325,000,000","513,000,000","147,000,000","-109,000,000","-503,000,000","426,000,000","-770,620,000","707,620,000","0","63,000,000","471,384,946.89","-60,033,649.274","-318,614,866.792","229,533,991.102","-341,866,474.605","-25,365,964.261","301,564,562.833","-261,798,236.99","-8,922,169.999"
	EffectOfExchangeRateChanges,"-67,000,000","-27,000,000","-8,000,000","-26,000,000","-6,000,000","5,000,000","14,000,000","-10,000,000","62,000,000","8,000,000","-7,000,000","2,000,000","-6,000,000","-6,000,000","1,000,000","-8,000,000","5,000,000","-10,000,000","12,000,000","0","-3,000,000","23,000,000","-9,000,000","-17,000,000","8,000,000","6,000,000","-9,000,000","-16,000,000","-14,000,000","-32,000,000","1,000,000","-12,000,000","-9,000,000","2,000,000","-7,000,000","6,000,000","14,000,000","-3,000,000","-18,000,000","-1,000,000","14,000,000","-32,000,000","-3,000,000","-9,000,000","-8,000,000","-1,000,000","12,000,000","10,000,000","37,000,000","-28,000,000","-41,000,000","-4,000,000","5,000,000","37,000,000","-15,000,000","-56,000,000","-90,000,000","25,000,000","7,000,000",,"8,000,000","11,000,000","2,000,000","-13,000,000","11,000,000","5,000,000","4,000,000","2,000,000","-12,000,000","-6,000,000","3,000,000","-4,000,000","4,000,000","-11,000,000","-4,000,000",,,"-59,287,000",,"3,000,000",,,,,,,,,
	BeginningCashPosition,"7,218,000,000","6,452,000,000","8,976,000,000","7,329,000,000","7,218,000,000","9,829,000,000","9,692,000,000","8,191,000,000","6,896,000,000","1,368,000,000","530,000,000","1,170,000,000","1,215,000,000","665,000,000","996,000,000","526,000,000","1,053,000,000","453,000,000","395,000,000","489,000,000","597,000,000","437,000,000","603,000,000","462,000,000","519,000,000","778,000,000","1,395,000,000","539,000,000","298,000,000","280,000,000","331,000,000","436,000,000","343,000,000","421,000,000","462,000,000","981,000,000","711,000,000","476,000,000","465,000,000","568,000,000","900,000,000","471,000,000","450,000,000","430,000,000","557,000,000","465,000,000","429,000,000","527,000,000","594,000,000","753,000,000","538,000,000","976,000,000","485,000,000","607,000,000","650,000,000","792,000,000","988,000,000","966,000,000","943,000,000","1,412,000,000","1,859,000,000","581,000,000","1,163,000,000","594,000,000","570,000,000","395,000,000","1,178,000,000","1,139,000,000","721,000,000","321,000,000","643,000,000","594,000,000","443,000,000","563,000,000","1,070,000,000",,,"733,000,000",,"667,000,000",,,,,,,,,
	OtherCashAdjustmentOutsideChangeinCash,,,,,"0","2,000,000","-1,000,000",,,,"1,000,000",,,,,,,,"1,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CapitalExpenditure,"-4,671,000,000","-491,000,000","-2,730,000,000","-487,000,000","-963,000,000","-383,000,000","-1,774,000,000","-1,721,000,000","-231,000,000","-342,000,000","-1,326,000,000","-1,981,000,000","-427,000,000","-892,000,000","-2,129,000,000","-965,000,000","-583,000,000","-1,627,000,000","-574,000,000","-648,000,000","-437,000,000","-1,447,000,000","-412,000,000","-646,000,000","-450,000,000","-1,636,000,000","-330,000,000","-590,000,000","-323,000,000","-439,000,000","-942,000,000","-906,000,000","-348,000,000","-976,000,000","-353,000,000","-337,000,000","-365,000,000","-1,206,000,000","-241,000,000","-168,000,000","-167,000,000","-1,730,000,000","-267,000,000","-261,000,000","-813,000,000","-1,450,000,000","-172,000,000","-741,000,000","-670,000,000","-999,000,000","-1,169,000,000","-978,000,000","-446,000,000","-1,650,000,000","-306,000,000","-630,000,000","-1,130,000,000","-1,335,000,000","-258,000,000","-936,000,833.7","-246,000,000","-1,493,000,000","-637,000,000","-298,000,000","-699,000,000","-726,000,000","-757,000,000","-345,000,000","-523,000,000","-553,000,000","-556,000,000","-721,000,000","-217,000,000","-1,285,000,000","-1,363,000,000",,,"-500,564,000",,"-112,000,000","-70,899,561.703","-226,433,922.535","-471,076,501.797","-116,313,850.868","-442,455,983.154","-38,119,801.04","-324,237,161.849",,"-672,667,888.154"
IssuanceOfCapitalStock,"338,000,000","77,000,000","42,000,000","107,000,000","112,000,000","-1,000,000","997,000,000","2,471,000,000","220,000,000",,,,,,,,,,,"0","0","0","0","0","0","0","40,000,000","97,000,000",,,,"0","0","0","0","0","0","0","35,000,000",,,,,"0","0","0","0","11,000,000","217,000,000","255,000,000","62,000,000",,,,,,"2,000,000","7,000,000","7,000,000",,"4,000,000","11,000,000","29,000,000","24,000,000","6,000,000","5,000,000","31,000,000","11,000,000","15,000,000","14,000,000","23,000,000","31,000,000","14,000,000","10,000,000","87,000,000",,,,,"1,000,000",,,,,,,,,
