name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011
OperatingCashFlow,"200,735,000","143,347,000","132,689,000","-19,381,000","-55,920,000","70,660,000","-23,766,000","-43,064,000","-170,076,000","46,044,000","-58,831,000","-134,863,000","-128,971,000","35,029,000","127,368,000","59,075,000","33,524,000","76,487,000","146,071,000","52,287,000","23,188,000","41,358,000","102,524,000","45,272,000","18,349,000","35,689,000","77,009,000","36,360,000","13,638,000","28,615,000","51,528,000","24,205,000","9,336,000","18,911,000","34,429,000","13,317,000","6,251,000","19,851,000","24,776,000","6,480,000","3,806,000","11,586,000","10,007,000","6,701,000","813,000","-2,899,000","6,491,000"
	CashFlowFromContinuingOperatingActivities,"200,735,000","143,347,000","132,689,000","-19,381,000","-55,920,000","70,660,000","-23,766,000","-43,064,000","-170,076,000","46,044,000","-58,831,000","-134,863,000","-128,971,000","35,029,000","127,368,000","59,075,000","33,524,000","76,487,000","146,071,000","52,287,000","23,188,000","41,358,000","102,524,000","45,272,000","18,349,000","35,689,000","77,009,000","36,360,000","13,638,000","28,615,000","51,528,000","24,205,000","9,336,000","18,911,000","34,429,000","13,317,000","6,251,000","19,851,000","24,776,000","6,480,000","3,806,000","11,586,000","10,007,000","6,701,000","813,000","-2,899,000","6,491,000"
		NetIncomeFromContinuingOperations,"-1,172,418,000","-304,322,000","-140,823,000","-343,322,000","-383,951,000","-471,001,000","-139,548,000","-201,531,000","-261,322,000","-305,579,000","-22,728,000","-57,639,000","-100,872,000","-155,429,000","2,126,000","-55,705,000","-103,499,000","-118,499,000","-25,070,000","-50,602,000","-83,500,000","-99,931,000","-74,205,000","-93,491,000","-86,597,000","-100,896,000","-79,323,000","-72,974,000","-55,289,000","-71,186,000","-57,028,000","-48,551,000","-60,782,000","-50,755,000","-32,631,000","-16,550,000","-13,693,000","-16,134,000","-6,162,000",,,,,,,,
		OperatingGainsLosses,,,"752,000","0","33,000",,"4,564,000","0","-6,476,000","505,000","1,974,000",,,,,,,,,,,,"2,739,000",,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,"752,000","0","33,000","0","64,000","0","476,000","505,000","1,974,000",,,,,,,,,,,,"2,739,000",,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,"4,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"96,670,000","23,321,000","24,520,000","24,000,000","24,829,000","25,796,000","26,397,000","24,584,000","22,191,000","20,494,000","21,582,000","18,938,000","13,726,000","13,415,000","14,484,000","13,779,000","12,751,000","11,416,000","10,902,000","10,123,000","10,813,000","9,103,000","11,938,000","8,279,000","8,174,000","6,461,000","6,024,000","5,691,000","4,310,000","3,466,000","3,526,000","3,430,000","2,887,000","2,651,000","2,192,000","1,620,000","1,455,000","1,425,000","1,317,000","1,208,000","1,218,000","931,000","691,000","584,000","497,000","348,000","273,000"
			DepreciationAndAmortization,"96,670,000","23,321,000","24,520,000","24,000,000","24,829,000","25,796,000","26,397,000","24,584,000","22,191,000","20,494,000","21,582,000","18,938,000","13,726,000","13,415,000","14,484,000","13,779,000","12,751,000","11,416,000","10,902,000","10,123,000","10,813,000","9,103,000","11,938,000","8,279,000","8,174,000","6,461,000","6,024,000","5,691,000","4,310,000","3,466,000","3,526,000","3,430,000","2,887,000","2,651,000","2,192,000","1,620,000","1,455,000","1,425,000","1,317,000","1,208,000","1,218,000","931,000","691,000","584,000","497,000","348,000","273,000"
				Depreciation,,,,"24,000,000",,,,"24,584,000","22,191,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DeferredTax,"-98,000","-648,000","1,089,000","-1,374,000","835,000","-1,129,000","-1,581,000","-1,365,000","257,000","-901,000","-5,722,000","-214,000","-164,000","-20,000","-3,637,000","-302,000","114,000","-239,000","-2,145,000","-1,811,000","-967,000","101,000","294,000","78,000","-192,000","-506,000","276,000","-111,000","-10,986,000","-319,000","466,000","-280,000","-228,000","-285,000",,,,,,,,,,,,,
			DeferredIncomeTax,"-98,000","-648,000","1,089,000","-1,374,000","835,000","-1,129,000","-1,581,000","-1,365,000","257,000","-901,000","-5,722,000","-214,000","-164,000","-20,000","-3,637,000","-302,000","114,000","-239,000","-2,145,000","-1,811,000","-967,000","101,000","294,000","78,000","-192,000","-506,000","276,000","-111,000","-10,986,000","-319,000","466,000","-280,000","-228,000","-285,000",,,,,,,,,,,,,
		AmortizationOfSecurities,"1,973,000","282,000","653,000","656,000","382,000","50,000","223,000","54,000","-252,000","-692,000","-1,584,000","-2,324,000","-2,786,000","-2,859,000","-2,891,000","-1,315,000","-361,000","-176,000","-114,000","31,000","125,000","217,000","220,000","173,000","189,000","258,000","283,000","327,000","361,000","361,000","323,000","316,000","136,000",,,,,,,,,,,,,,
		AssetImpairmentCharge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,"0","2,128,000",,,,,,,,,,,
		ProvisionandWriteOffofAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,000",,,,"166,000"
