name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017
TotalRevenue,"721,644,000","176,868,000","186,717,000","181,271,000","261,974,000","256,902,000","265,294,000","260,982,000","246,015,000","246,950,000","247,495,000","240,490,000","228,748,000","215,792,000","221,181,000","213,277,000","201,718,000","196,913,000","198,339,000","189,112,000"
	OperatingRevenue,"721,644,000","176,868,000","186,717,000","181,271,000","261,974,000","256,902,000","265,294,000","260,982,000","246,015,000","246,950,000","247,495,000","240,490,000","228,748,000","215,792,000","221,181,000","213,277,000","201,718,000","196,913,000","198,339,000","189,112,000"
CostOfRevenue,"206,003,000","35,058,000","57,288,000","57,831,000","68,651,000","70,079,000","72,020,000","68,947,000","66,656,000","66,993,000","65,334,000","64,786,000","63,358,000","61,976,000","61,997,000","61,857,000","61,675,000","61,206,000","59,071,000","58,703,000"
GrossProfit,"515,641,000","141,810,000","129,429,000","123,440,000","193,323,000","186,823,000","193,274,000","192,035,000","179,359,000","179,957,000","182,161,000","175,704,000","165,390,000","153,816,000","159,184,000","151,420,000","140,043,000","135,707,000","139,268,000","130,409,000"
OperatingExpense,"525,929,000","130,369,000","139,790,000","127,262,000","190,032,000","188,825,000","183,760,000","156,930,000","144,218,000","152,274,000","141,532,000","141,285,000","135,060,000","124,021,000","123,210,000","116,304,000","117,906,000","113,749,000","110,373,000","103,578,000"
	SellingGeneralAndAdministration,"372,537,000","93,708,000","102,841,000","87,193,000","132,768,000","131,007,000","131,663,000","107,018,000","95,179,000","102,133,000","95,644,000","93,695,000","90,054,000","82,331,000","82,238,000","76,523,000","77,480,000","71,868,000","69,999,000","66,022,000"
		GeneralAndAdministrativeExpense,"132,776,000","32,664,000","40,842,000","28,551,000","50,397,000","47,710,000","49,761,000","33,558,000","24,467,000","29,755,000","25,143,000","25,405,000","25,241,000","21,736,000","20,792,000","19,597,000","21,066,000","19,186,000","16,438,000","15,080,000"
			OtherGandA,"132,776,000","32,664,000","40,842,000","28,551,000","50,397,000","47,710,000","49,761,000","33,558,000","24,467,000","29,755,000","25,143,000","25,405,000","25,241,000","21,736,000","20,792,000","19,597,000","21,066,000","19,186,000","16,438,000","15,080,000"
		SellingAndMarketingExpense,"239,761,000","61,044,000","61,999,000","58,642,000","82,371,000","83,297,000","81,902,000","73,460,000","70,712,000","72,378,000","70,501,000","68,290,000","64,813,000","60,595,000","61,446,000","56,926,000","56,414,000","52,682,000","53,561,000","50,942,000"
	ResearchAndDevelopment,"98,877,000","23,422,000","23,339,000","26,285,000","39,106,000","37,761,000","32,338,000","31,288,000","30,745,000","31,845,000","27,894,000","29,575,000","27,705,000","25,188,000","24,472,000","23,274,000","23,773,000","24,753,000","23,204,000","20,521,000"
