name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987,06/30/1987
	OtherNonOperatingIncomeExpenses,"1,710,000","180,000","-87,000","1,859,000","-242,000","2,152,000","-207,000","784,000","111,000","-106,000","-563,000","-568,000","-378,000","-150,000","101,000","-378,000","210,000","-158,000","322,000","-1,116,000","-19,000","82,000","-47,000","-261,000","147,000","-478,000","-925,000","-524,000","136,000","392,000","-1,071,000","-11,994,000","501,000","-27,000","-45,000","-38,000","-17,000","14,000","-31,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"368,663,000","107,942,000","144,009,000","97,090,000","19,622,000","27,920,000","130,649,000","66,315,000","20,362,000","12,349,000","74,508,000","88,358,000","6,051,000","9,205,000","32,314,000","56,725,000","-4,500,000","21,987,000","104,740,000","90,497,000","47,875,000","44,913,000","145,792,000","102,673,000","21,669,000","21,113,000","62,395,000","42,983,000","49,498,000","29,930,000","42,261,000","3,409,000","15,949,000","20,300,000","52,963,000","50,828,000","31,646,000","33,925,000","106,174,000","50,516,000","10,575,000","21,072,000","26,440,000","17,998,000","14,473,000","13,892,000","23,289,000","29,276,000","17,757,000","8,527,000","11,165,000","6,793,000","198,000","-5,172,000","2,816,000","6,339,000","2,174,000","-10,680,000","4,192,000","-317,000","4,004,000","-845,000","3,496,000","9,230,000","7,468,000","14,196,000","7,569,000","-266,000","25,611,000","-3,207,000","-12,604,000","-14,995,000","-3,371,000","10,284,000","39,524,000","13,932,000","-24,296,000","-152,243,000","-16,648,000","-18,330,000","-14,358,000","-91,376,000","-85,411,000","-17,004,000","-22,997,000","4,460,000","26,449,000","18,392,000","108,816,000",,,,,"-215,100,000",,"-74,600,000","800,000","21,300,000","18,400,000","12,700,000","3,600,000","-59,700,000","14,400,000","4,200,000","-10,600,000","-117,900,000","-5,300,000","48,200,000","33,100,000","27,600,000","21,200,000","18,000,000","21,900,000","21,900,000","29,700,000","8,800,000","-5,500,000","-1,000,000","15,400,000","12,000,000","6,400,000","4,000,000","1,300,000","8,300,000","8,600,000","8,100,000","7,500,000","7,000,000","6,500,000","6,200,000","5,100,000",,,,,,,,,,
TaxProvision,"42,308,000","11,528,000","16,373,000","11,994,000","2,413,000","2,639,000","16,281,000","6,829,000","2,153,000","2,191,000","5,996,000","12,148,000","1,433,000","3,048,000","2,381,000","-1,448,000","-228,000","9,983,000","70,961,000","17,197,000","4,963,000","9,855,000","23,751,000","24,608,000","5,805,000","7,101,000","21,011,000","8,103,000","16,144,000","8,581,000","19,532,000","2,557,000","5,701,000","7,698,000","11,463,000","17,461,000","11,004,000","7,565,000","38,312,000","15,067,000","3,648,000","-29,755,000","9,709,000","6,751,000","5,295,000","-116,514,000","-1,332,000","-1,598,000","155,000","-11,831,000","110,000","29,000","-23,000","2,596,000","66,000","-16,000","36,000","3,005,000","10,000","15,000","15,000","-8,124,000","32,000","-97,000","-213,000","-1,241,000","-5,261,000","-167,000","-366,000","-5,745,000","-15,134,000","66,000","24,000","-33,000","75,000","-7,122,000","21,000","559,000","-4,435,000","29,000","29,000",,,,,"508,000","2,572,000","1,924,000","10,711,000",,,,,"-700,000",,"46,400,000","300,000","9,100,000","5,500,000","3,800,000","1,100,000","-7,800,000","4,100,000","1,200,000","-3,000,000","-29,500,000","-1,700,000","15,200,000","10,400,000","8,700,000","6,700,000","5,600,000","6,900,000","7,300,000","9,900,000","2,400,000","-1,800,000","2,100,000","4,600,000","3,600,000","1,900,000","1,000,000","200,000","3,000,000","3,200,000","2,800,000","2,600,000","2,600,000","2,300,000","900,000","800,000",,,,,,,,,,
NetIncomeCommonStockholders,"326,355,000","96,414,000","127,636,000","85,096,000","17,209,000","25,281,000","114,368,000","59,486,000","18,209,000","10,158,000","68,512,000","76,210,000","4,618,000","6,157,000","29,933,000","58,173,000","-4,272,000","12,004,000","33,779,000","73,300,000","42,912,000","35,058,000","122,041,000","78,065,000","15,864,000","14,012,000","41,384,000","34,880,000","33,354,000","21,349,000","22,729,000","852,000","10,248,000","12,602,000","41,500,000","33,367,000","20,642,000","26,360,000","67,862,000","35,449,000","6,927,000","50,827,000","16,731,000","11,247,000","9,178,000","130,406,000","24,621,000","30,874,000","17,602,000","20,358,000","11,055,000","6,764,000","221,000","-7,768,000","2,750,000","6,355,000","2,138,000","-13,685,000","4,182,000","-332,000","3,989,000","7,279,000","3,464,000","9,327,000","7,681,000","15,437,000","12,830,000","-99,000","25,977,000","2,538,000","2,530,000","-15,061,000","-3,395,000","10,317,000","39,449,000","21,054,000","-24,317,000","-152,802,000","-12,213,000","-18,359,000","-15,839,000","-80,795,000","-85,367,000","-16,920,000","-22,997,000","3,952,000","23,877,000","16,468,000","98,880,000","62,104,000","27,900,000","-9,400,000","-127,700,000","-214,400,000","-92,600,000","-121,000,000","500,000","12,200,000","12,900,000","8,900,000","2,500,000","-51,900,000","10,300,000","3,000,000","-7,600,000","-88,400,000","-3,600,000","33,000,000","22,700,000","18,900,000","14,500,000","12,400,000","15,000,000","14,600,000","19,800,000","6,400,000","3,900,000","-3,100,000","10,800,000","8,400,000","4,500,000","3,000,000","1,100,000","5,300,000","5,400,000","5,300,000","4,900,000","4,400,000","4,200,000","5,300,000","4,300,000",,,,,,,,,,
	NetIncome,"326,355,000","96,414,000","127,636,000","85,096,000","17,209,000","25,281,000","114,368,000","59,486,000","18,209,000","10,158,000","68,512,000","76,210,000","4,618,000","6,157,000","29,933,000","58,173,000","-4,272,000","12,004,000","33,779,000","73,300,000","42,912,000","35,058,000","122,041,000","78,065,000","15,864,000","14,012,000","41,384,000","34,880,000","33,354,000","21,349,000","22,729,000","852,000","10,248,000","12,602,000","41,500,000","33,367,000","20,642,000","26,360,000","67,862,000","35,449,000","6,927,000","50,827,000","16,731,000","11,247,000","9,178,000","130,406,000","24,621,000","30,874,000","17,602,000","20,358,000","11,055,000","6,764,000","221,000","-7,768,000","2,750,000","6,355,000","2,138,000","-13,685,000","4,182,000","-332,000","3,989,000","7,279,000","3,464,000","9,327,000","7,681,000","15,437,000","12,830,000","-99,000","25,977,000","2,538,000","2,530,000","-15,061,000","-3,395,000","10,317,000","39,449,000","21,054,000","-24,317,000","-152,802,000","-12,213,000","-18,359,000","-15,839,000","-80,795,000","-85,367,000","-16,920,000","-22,997,000","3,952,000","23,877,000","16,468,000","98,880,000","62,104,000","27,900,000","-9,400,000","-127,700,000","-214,400,000","-92,600,000","-121,000,000","500,000","12,200,000","12,900,000","8,900,000","2,500,000","-51,900,000","10,300,000","3,000,000","-7,600,000","-88,400,000","-3,600,000","33,000,000","22,700,000","18,900,000","14,500,000","12,400,000","15,000,000","14,600,000","19,800,000","6,400,000","3,900,000","-3,100,000","10,800,000","8,400,000","4,500,000","3,000,000","1,100,000","5,300,000","5,400,000","5,300,000","4,900,000","4,400,000","4,200,000","5,300,000","4,300,000",,,,,,,,,,
		NetIncomeIncludingNoncontrollingInterests,"326,355,000","96,414,000","127,636,000","85,096,000","17,209,000","25,281,000","114,368,000","59,486,000","18,209,000","10,158,000","68,512,000","76,210,000","4,618,000","6,157,000","29,933,000","58,173,000","-4,272,000","12,004,000","33,779,000","73,300,000","42,912,000","35,058,000","122,041,000","78,065,000","15,864,000","14,012,000","41,384,000","34,880,000","33,354,000","21,349,000","22,729,000","852,000","10,248,000","12,602,000","41,500,000","33,367,000","20,642,000","26,360,000","67,862,000","35,449,000","6,927,000","50,827,000","16,731,000","11,247,000","9,178,000","130,406,000","24,621,000","30,874,000","17,602,000","20,358,000","11,055,000","6,764,000","221,000","-7,768,000","2,750,000","6,355,000","2,138,000","-13,685,000","4,182,000","-332,000","3,989,000","7,279,000","3,464,000","9,327,000","7,681,000","15,437,000","12,830,000","-99,000","25,977,000","2,538,000","2,530,000","-15,061,000","-3,395,000","10,317,000","39,449,000","21,054,000","-24,317,000","-152,802,000","-12,213,000","-18,359,000","-15,839,000","-81,006,000","-85,411,000","-17,004,000","-23,269,000","3,700,000","24,056,000","16,363,000","98,761,000","62,104,000","27,900,000","-9,400,000","-127,700,000","-214,400,000","-92,600,000","-121,000,000","500,000","12,200,000","12,900,000","8,900,000","2,500,000","-51,900,000","10,300,000","3,000,000","-7,600,000","-88,400,000","-3,600,000","33,000,000","22,700,000","18,900,000","14,500,000","12,400,000","15,000,000","14,600,000","19,800,000","6,400,000","3,900,000","-3,100,000","10,800,000","8,400,000","4,500,000","3,000,000","1,100,000","5,300,000","5,400,000","5,300,000","4,900,000","4,400,000","4,200,000","5,300,000","4,300,000","3,400,000","2,500,000","1,900,000","1,100,000","1,000,000","100,000","-2,100,000","-2,100,000","-2,100,000","-2,100,000"
			NetIncomeContinuousOperations,"326,355,000","96,414,000","127,636,000","85,096,000","17,209,000","25,281,000","114,368,000","59,486,000","18,209,000","10,158,000","68,512,000","76,210,000","4,618,000","6,157,000","29,933,000","58,173,000","-4,272,000","12,004,000","33,779,000","73,300,000","42,912,000","35,058,000","122,041,000","78,065,000","15,864,000","14,012,000","41,384,000","34,880,000","33,354,000","21,349,000","22,729,000","852,000","10,248,000","12,602,000","41,500,000","33,367,000","20,642,000","26,360,000","67,862,000","35,449,000","6,927,000","50,827,000","16,731,000","11,247,000","9,178,000","130,406,000","24,621,000","30,874,000","17,602,000","20,358,000","11,055,000","6,764,000","221,000","-7,768,000","2,750,000","6,355,000","2,138,000","-13,685,000","4,182,000","-332,000","3,989,000","7,279,000","3,464,000","9,327,000","7,681,000","15,437,000","12,830,000","-99,000","25,977,000","2,538,000","2,530,000","-15,061,000","-3,395,000","10,317,000","39,449,000","21,054,000","-24,317,000","-152,802,000","-12,213,000","-18,359,000","-14,387,000","-80,795,000","-85,367,000","-16,920,000","-22,997,000","3,952,000","23,877,000","16,468,000","98,105,000","62,104,000","27,900,000","-9,400,000","-127,700,000","-214,400,000","-92,600,000","-121,000,000","500,000","12,200,000","12,900,000","8,900,000","2,500,000","-51,900,000","10,300,000","3,000,000","-7,600,000","-88,400,000","-3,600,000","33,000,000","22,700,000","18,900,000","14,500,000","12,400,000","15,000,000","14,600,000","19,800,000","6,400,000","-3,700,000","-3,100,000","10,800,000","8,400,000","4,500,000","3,000,000","1,100,000","5,300,000","5,400,000","5,300,000","4,900,000","4,400,000","4,200,000","5,300,000","4,300,000","3,400,000","2,500,000","1,900,000","1,100,000","1,000,000","100,000","-2,100,000","-2,100,000","-2,100,000","-2,100,000"
			NetIncomeDiscontinuousOperations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"-1,452,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"-1,707,000",,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"7,600,000",,,,,,,,,,,,,,,,,,,,,,,,
			NetIncomeFromTaxLossCarryforward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"2,482,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		MinorityInterests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"211,000","44,000","84,000","272,000","252,000","-179,000","105,000","119,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"326,355,000","96,414,000","127,636,000","85,096,000","17,209,000","25,281,000","114,368,000","59,486,000","18,209,000","10,158,000","68,512,000","76,210,000","4,618,000","6,157,000","29,933,000","58,173,000","-4,272,000","12,004,000","33,779,000","73,300,000","42,912,000","35,058,000","122,041,000","78,065,000","15,864,000","14,012,000","41,384,000","34,880,000","33,354,000","21,349,000","22,729,000","852,000","10,248,000","12,602,000","41,500,000","33,367,000","20,642,000","26,360,000","67,862,000","35,449,000","6,927,000","50,827,000","16,731,000","11,247,000","9,178,000","130,406,000","24,621,000","30,874,000","17,602,000","20,358,000","11,055,000","6,764,000","221,000","-7,768,000","2,750,000","6,355,000","2,138,000","-13,685,000","4,182,000","-332,000","3,989,000","7,279,000","3,464,000","9,327,000","7,681,000","15,437,000","12,830,000","-99,000","25,977,000","2,538,000","2,530,000","-15,061,000","-3,395,000","10,317,000","39,449,000","21,054,000","-24,317,000","-152,802,000","-12,213,000","-18,359,000","-15,839,000","-80,795,000","-85,367,000","-16,920,000","-22,997,000","3,952,000","23,877,000","16,468,000","98,880,000","62,104,000","27,900,000","-9,400,000","-127,700,000","-214,400,000","-92,600,000","-121,000,000","500,000","12,200,000","12,900,000","8,900,000","2,500,000","-51,900,000","10,300,000","3,000,000","-7,600,000","-88,400,000","-3,600,000","33,000,000","22,700,000","18,900,000","14,500,000","12,400,000","15,000,000","14,600,000","19,800,000","6,400,000","3,900,000","-3,100,000","10,800,000","8,400,000","4,500,000","3,000,000","1,100,000","5,300,000","5,400,000","5,300,000","4,900,000","4,400,000","4,200,000","5,300,000","4,300,000",,,,,,,,,,
BasicEPS,,"1.69","2.23","1.48","0.3","0.44","1.97","1.02","0.31","0.17","1.18","1.31","0.08","0.1","0.5","0.96","-0.07","0.19","0.53","1.16","0.67","0.55","1.91","1.24","0.25","0.22","0.65","0.55","0.53","0.34","0.36","0.01","0.17","0.2","0.66","0.53","0.33","0.41","1.04","0.55","0.11",,"0.26","0.17","0.14",,"0.36","0.45","0.26",,"0.17","0.1","0",,"0.04","0.1","0.03",,"0.05","0","0.05",,"0.04","0.11","0.09",,"0.15","0","0.3",,"0.03","-0.18","-0.04",,"0.47","0.25","-0.29",,"-0.15","-0.22","-0.19",,"-1.08","-0.23","-0.31",,"0.32","0.25","1.51",,"0.45","-0.15","-2.12",,"-1.5","-1.9","0.01",,"0.19","0.13","0.04",,"0.16","0.05","-0.12",,"-0.06","0.47","0.34",,"0.23","0.2","0.25",,"0.37","0.13","0.07",,"0.23","0.18","0.1",,"0.03","0.17","0.17",,"0.16","0.14","0.14",,"0.14","0.11","0.1",,"0.04","0.04","0.01",,"-0.09","-0.09","-0.09"
DilutedEPS,,"1.64","2.16","1.43","0.29","0.42","1.91","0.99","0.3","0.17","1.13","1.27","0.08","0.1","0.49","0.93","-0.07","0.19","0.52","1.1","0.64","0.52","1.83","1.19","0.24","0.21","0.63","0.53","0.5","0.32","0.35","0.01","0.16","0.2","0.63","0.5","0.31","0.39","0.99","0.51","0.1",,"0.25","0.17","0.13",,"0.34","0.42","0.25",,"0.17","0.1","0",,"0.04","0.1","0.03",,"0.05","0","0.04",,"0.04","0.11","0.09",,"0.15","0","0.3",,"0.03","-0.18","-0.04",,"0.46","0.25","-0.29",,"-0.15","-0.22","-0.19",,"-1.08","-0.23","-0.31",,"0.3","0.23","1.27",,"0.4","-0.15","-2.12",,"-1.5","-1.9","0.01",,"0.18","0.13","0.04",,"0.15","0.04","-0.12",,"-0.06","0.47","0.34",,"0.23","0.2","0.25",,"0.37","0.13","0.07",,"0.23","0.18","0.1",,"0.03","0.17","0.17",,"0.16","0.14","0.14",,"0.14","0.11","0.1",,"0.04","0.04","0.01",,"-0.09","-0.09","-0.09"
BasicAverageShares,,"56,993,000","57,178,000","57,364,000","57,582,000","57,899,000","58,024,000","58,191,000","58,313,000","58,527,000","58,188,000","58,011,000","58,540,000","59,031,000","59,511,000","60,472,000","61,462,000","62,654,000","63,453,000","63,431,000","64,097,000","64,232,000","63,837,000","62,787,000","62,450,000","62,843,000","63,328,000","63,346,000","63,274,000","62,852,000","62,885,000","62,241,000","62,032,000","62,215,000","62,854,000","63,217,000","63,363,000","63,877,000","65,055,000","64,924,000","64,470,000",,"63,957,000","64,426,000","67,099,000",,"68,074,000","68,513,000","66,639,000",,"65,302,000","65,281,000","65,254,000",,"65,172,000","64,971,000","66,622,000",,"89,068,000","88,998,000","88,490,000",,"87,756,000","87,553,000","87,196,000",,"86,399,000","85,804,000","85,230,000",,"84,773,000","84,671,000","84,419,000",,"84,015,000","83,946,000","83,763,000",,"83,487,000","83,413,000","83,018,000",,"79,207,000","74,000,000","74,253,000",,"75,127,000","66,041,000","65,549,000",,"62,134,000","62,666,667","60,235,849",,"61,733,333","63,684,211","50,000,000",,"67,894,737","68,461,538","62,500,000",,"64,375,000","60,000,000","63,333,333",,"60,000,000","70,212,766","66,764,706",,"63,043,478","62,000,000","60,000,000",,"53,513,514","49,230,769","55,714,286",,"46,956,522","46,666,667","45,000,000",,"36,666,667","31,176,471","31,764,706",,"30,625,000","31,428,571","30,000,000",,"30,714,286","29,442,000","29,442,000",,"29,442,000","29,442,000","29,442,000",,"29,442,000","29,442,000","29,442,000"
DilutedAverageShares,,"58,625,000","59,031,000","59,451,000","59,513,000","59,922,000","59,963,000","60,127,000","60,280,000","60,683,000","60,492,000","60,213,000","60,258,000","60,199,000","60,783,000","62,431,000","61,462,000","64,572,000","65,557,000","66,360,000","67,160,000","67,062,000","66,748,000","65,717,000","65,232,000","65,398,000","65,761,000","66,329,000","66,410,000","65,815,000","65,214,000","65,085,000","64,688,000","64,545,000","65,368,000","66,125,000","66,188,000","67,138,000","68,866,000","69,207,000","68,529,000",,"66,989,000","67,265,000","70,445,000",,"71,695,000","72,878,000","70,755,000",,"65,632,000","65,473,000","65,341,000",,"65,274,000","65,317,000","67,213,000",,"89,533,000","88,998,000","89,669,000",,"88,725,000","88,499,000","88,759,000",,"88,101,000","85,804,000","86,183,000",,"86,159,000","84,671,000","84,419,000",,"86,440,000","85,556,000","83,763,000",,"83,487,000","83,413,000","83,018,000",,"79,207,000","74,000,000","74,253,000",,"80,388,000","70,918,000","80,684,000",,"80,911,000","62,666,667","60,235,849",,"61,733,333","63,684,211","50,000,000",,"71,666,667","68,461,538","62,500,000",,"68,666,667","75,000,000","63,333,333",,"60,000,000","70,212,766","66,764,706",,"63,043,478","62,000,000","60,000,000",,"53,513,514","49,230,769","55,714,286",,"46,956,522","46,666,667","45,000,000",,"36,666,667","31,176,471","31,764,706",,"30,625,000","31,428,571","30,000,000",,"30,714,286","29,442,000","29,442,000",,"29,442,000","29,442,000","29,442,000",,"29,442,000","29,442,000","29,442,000"
TotalOperatingIncomeAsReported,"366,338,000","107,865,000","144,174,000","95,196,000","19,103,000","24,704,000","129,650,000","64,153,000","18,675,000","9,981,000","72,679,000","86,676,000","4,144,000","7,107,000","44,241,000","55,578,000","-6,157,000","20,767,000","103,506,000","90,888,000","47,300,000","44,713,000","146,189,000","103,937,000","22,211,000","22,192,000","63,911,000","44,108,000","50,000,000","30,407,000","44,374,000","18,073,000","15,915,000","20,060,000","52,786,000","50,665,000","31,505,000","33,805,000","106,129,000","50,425,000","10,471,000","20,888,000","26,399,000","17,913,000","14,336,000","13,665,000","23,108,000","29,057,000","17,497,000","8,310,000","10,903,000","6,438,000","-247,000","-5,708,000","2,127,000","5,754,000","1,043,000","-13,018,000","1,249,000","-3,467,000","471,000","-4,328,000","-195,000","6,101,000","4,255,000","11,665,000","5,385,000","-1,841,000","24,106,000","-4,422,000","-13,822,000","-15,594,000","-4,670,000","7,773,000","39,016,000","3,597,000","-24,846,000","-154,442,000","-15,304,000","-17,570,000","-16,572,000","-94,042,000","-84,806,000","-18,704,000","-37,519,000","15,892,000","22,178,000","15,176,000","16,206,000","5,476,000","5,200,000","2,700,000","-200,000","-181,900,000","-72,200,000","-46,800,000","-2,400,000","13,300,000","17,300,000","16,000,000","5,400,000","-35,900,000","5,400,000","700,000","-9,300,000","-105,900,000","-4,600,000","48,400,000","30,500,000","21,000,000","19,700,000","22,100,000","20,600,000","21,100,000","17,900,000","8,000,000","-7,900,000","-1,500,000","15,200,000","11,400,000","6,100,000","3,600,000","700,000","7,800,000","8,000,000","7,600,000","6,700,000","6,300,000","5,900,000","5,700,000","4,400,000",,,,,,,,,,
TotalExpenses,"1,415,122,000","382,107,000","404,175,000","370,690,000","258,150,000","268,833,000","356,145,000","283,172,000","223,546,000","247,385,000","301,989,000","302,236,000","234,109,000","238,247,000","280,054,000","310,727,000","260,640,000","282,406,000","379,235,000","334,649,000","273,435,000","273,309,000","376,840,000","324,682,000","237,217,000","209,807,000","283,874,000","261,896,000","245,133,000","224,776,000","251,032,000","175,749,000","136,650,000","129,625,000","166,085,000","140,160,000","123,355,000","173,068,000","200,712,000","143,349,000","88,535,000","89,743,000","95,969,000","83,689,000","77,906,000","78,268,000","72,912,000","70,640,000","64,418,000","53,257,000","54,673,000","50,801,000","40,506,000","37,084,000","41,706,000","47,524,000","42,968,000","45,745,000","49,209,000","48,740,000","40,653,000","47,454,000","42,554,000","42,506,000","40,926,000","30,493,000","42,868,000","49,991,000","28,716,000","44,352,000","54,751,000","62,778,000","62,064,000","27,452,000","15,358,000","46,138,000","57,930,000","187,512,000","73,612,000","87,782,000","90,511,000","142,798,000","156,316,000","95,980,000","215,273,000","198,195,000","185,820,000","174,361,000","165,206,000","154,724,000","145,600,000","130,100,000","120,800,000","309,300,000","225,300,000","216,500,000","180,400,000","274,600,000","223,500,000","208,000,000","196,200,000","248,900,000","247,900,000","235,300,000","224,200,000","338,900,000","300,400,000","269,400,000","269,800,000","252,200,000","208,900,000","180,100,000","155,400,000","149,100,000","132,000,000","116,800,000","107,100,000","125,300,000","76,500,000","64,900,000","56,900,000","40,400,000","35,900,000","31,000,000","32,400,000","31,600,000","30,300,000","28,300,000","25,100,000","22,800,000","19,300,000",,,,,,,,,,
NetIncomeFromContinuingAndDiscontinuedOperation,"326,355,000","96,414,000","127,636,000","85,096,000","17,209,000","25,281,000","114,368,000","59,486,000","18,209,000","10,158,000","68,512,000","76,210,000","4,618,000","6,157,000","29,933,000","58,173,000","-4,272,000","12,004,000","33,779,000","73,300,000","42,912,000","35,058,000","122,041,000","78,065,000","15,864,000","14,012,000","41,384,000","34,880,000","33,354,000","21,349,000","22,729,000","852,000","10,248,000","12,602,000","41,500,000","33,367,000","20,642,000","26,360,000","67,862,000","35,449,000","6,927,000","50,827,000","16,731,000","11,247,000","9,178,000","130,406,000","24,621,000","30,874,000","17,602,000","20,358,000","11,055,000","6,764,000","221,000","-7,768,000","2,750,000","6,355,000","2,138,000","-13,685,000","4,182,000","-332,000","3,989,000","7,279,000","3,464,000","9,327,000","7,681,000","15,437,000","12,830,000","-99,000","25,977,000","2,538,000","2,530,000","-15,061,000","-3,395,000","10,317,000","39,449,000","21,054,000","-24,317,000","-152,802,000","-12,213,000","-18,359,000","-15,839,000","-80,795,000","-85,367,000","-16,920,000","-22,997,000","3,952,000","23,877,000","16,468,000","98,105,000","62,104,000","27,900,000","-9,400,000","-127,700,000","-214,400,000","-92,600,000","-121,000,000","500,000","12,200,000","12,900,000","8,900,000","2,500,000","-51,900,000","10,300,000","3,000,000","-7,600,000","-88,400,000","-3,600,000","33,000,000","22,700,000","18,900,000","14,500,000","12,400,000","15,000,000","14,600,000","19,800,000","6,400,000","-3,700,000","-3,100,000","10,800,000","8,400,000","4,500,000","3,000,000","1,100,000","5,300,000","5,400,000","5,300,000","4,900,000","4,400,000","4,200,000","5,300,000","4,300,000",,,,,,,,,,
NormalizedIncome,"326,355,000","96,414,000","127,636,000","85,096,000","17,209,000","25,281,000","114,368,000","59,486,000","18,523,688","28,192,994.736","68,512,000","76,210,000","4,618,000","2,870,814.123","42,682,168","58,173,000","-4,272,000","12,004,000","33,779,000","73,300,000","42,912,000","42,740,426.825","122,041,000","78,065,000","15,864,000","14,012,000","41,435,714","35,489,872","24,929,000","21,349,000","24,809,000","11,506,800","10,248,000","12,585,859.507","41,509,408","33,265,976","20,814,780","26,360,000","69,965,588","35,477,080","6,942,065","50,797,750","16,775,928.177","11,263,872.375","9,188,780.488","130,055,000","24,384,400","31,468,750","17,570,279.326","21,067,800","10,652,009.852","5,226,591.491","-1,551,550","-7,532,700","2,740,234.375","7,539,950","1,946,229.071","-5,775,800","2,659,640.267","3,209,200","3,963,097.403","10,360,000","6,299,803.204","9,085,200","7,532,200","11,224,400","12,798,200","1,353,000","10,889,400","2,677,200","3,875,200","-12,572,200","-2,723,000","7,936,800","-4,629,199.018","6,597,000","-19,689,200","-57,724,200","-9,209,634.911","-15,717,200","-14,020,400","-43,751,000","-78,363,000","-17,200,000","-32,471,000","5,240,387.444","22,805,428.334","12,956,283.167","14,559,418.146","26,052,400","11,880,000","-2,200,000","-51,200,000","-202,538,726.174","-81,740,000","-104,380,000","-1,562,500","-5,680,000","11,778,260.87","8,900,000","2,500,000","-41,728,643.216","1,716,666.667","-1,928,571.429","-7,600,000","-83,226,463.104","-3,192,452.83","33,136,929.461","20,916,918.429","12,736,956.522","13,542,452.83","15,155,555.556","14,041,095.89","12,533,333.333","11,933,333.333","5,890,909.091","-5,247,272.727","-4,360,000","10,589,610.39","7,980,000","4,289,062.5","2,100,000","676,923.077","4,980,722.892","5,023,255.814","4,514,814.815","4,442,666.667","3,960,000","3,812,307.692","4,274,193.548","3,794,117.647",,,,,,,,,,
