name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015
MarketCap,"606,162,798","804,992,000","343,293,540","335,546,000","489,405,000","315,861,000","246,202,000","350,746,000","253,800,000","220,712,000","720,222,000","617,472,000","695,905,451","606,376,272","577,260,000","617,155,133","744,082,334","525,604,153","884,204,064","1,072,073,921","150,729,082","148,957,927","152,657,670","151,601,727","151,290,012","149,339,025","148,132,245","149,339,025","148,584,787"
EnterpriseValue,"768,185,798","948,436,000","470,420,540","449,019,000","590,199,000","405,988,000","325,400,000","418,890,000","297,355,000","241,368,000","771,903,000","653,663,000","707,673,451","607,866,237","578,749,965","618,645,098","745,572,299","527,094,118","885,694,029","1,073,563,886","151,165,184","148,994,062","151,828,985","150,773,042","150,461,327","148,510,340","147,303,560","148,510,340","147,756,102"
PbRatio,"44.745","40.468","10.798","9.553","9.9","5.227","3.727","4.588","2.97","2.46","17.109","11.579","9.196","7.097","6.396","6.411","7.327","5.099","8.15","9.96","1.398","1.318","1.349","1.339","1.335","1.315","1.305","1.314","1.306"
EnterprisesValueEBITDARatio,"-34.471","-191.719","-61.349","-147.51","-89.087","-283.116","-87.78","-81.149","-61.743","-34.976","-63.531","-161.001","-137.733","-48.836","-47.846","-56.606","-208.961","-32.435","-53.983","-75.127","-493.984","-469.56","-632.049","-1,200.031","-1,239.283","-734.106","-1,357.787","-1,322.255","-1,349.235"
