name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015
OperatingCashFlow,"220,718,000","69,598,000","63,210,000","30,856,000","57,054,000","66,502,000","41,166,000","42,336,000","43,603,000","41,916,000","61,347,000","59,856,000","34,875,000","17,908,000","51,532,000","43,116,000","58,884,000","34,661,000","50,790,000","-49,265,000","33,057,000","39,601,000","57,900,000","10,721,000","33,059,000","57,861,000","54,870,000"
	CashFlowFromContinuingOperatingActivities,"220,718,000","69,598,000","63,210,000","30,856,000","57,054,000","66,502,000","41,166,000","42,336,000","43,603,000","41,916,000","61,347,000","59,856,000","34,875,000","17,908,000","51,532,000","43,116,000","58,884,000","34,661,000","50,790,000","-49,265,000","33,057,000","39,601,000","57,900,000","10,721,000","33,059,000","57,861,000","54,870,000"
		NetIncomeFromContinuingOperations,"-65,733,000","-77,000","-63,334,000","996,000","-3,318,000","-24,069,000","-50,168,000","-25,005,000","-40,263,000","48,175,000","38,692,000","10,532,000","-3,328,000","28,248,000","994,000","26,382,000","24,023,000","-4,786,000","-18,752,000","-77,991,000","11,341,000","6,318,000","15,398,000","18,246,000","16,783,000","11,547,000","12,647,000"
		OperatingGainsLosses,"-18,024,000","-14,201,000","24,663,000","-17,639,000","-10,847,000","6,895,000","3,828,000","2,815,000","14,847,000","-56,267,000","-51,058,000","-6,599,000","4,794,000","-42,188,000","-29,040,000","-23,404,000","-31,803,000","4,092,000","3,350,000","3,050,000","-226,000","-88,000","-2,728,000","2,434,000","357,000","1,179,000","1,652,000"
			GainLossOnInvestmentSecurities,,"-13,935,000","-3,620,000","0",,,"0","30,000","17,000","-59,524,000","-57,870,000","-8,086,000","0","-38,985,000","-6,056,000","-11,651,000","-33,828,000","-1,574,000","-854,000",,,,,,,,
			EarningsLossesFromEquityInvestments,"10,821,000","-266,000","28,283,000","-17,639,000","443,000","6,895,000","3,799,000","2,785,000","14,830,000","3,224,000","2,896,000","1,487,000","2,905,000","-3,203,000","-22,984,000","-11,832,000","-2,432,000","5,666,000","4,192,000","2,828,000","-226,000","-88,000","-2,728,000","2,434,000","357,000","1,179,000","1,652,000"
		DepreciationAmortizationDepletion,"233,974,000","58,809,000","60,133,000","57,535,000","57,497,000","65,289,000","65,202,000","57,499,000","53,536,000","49,360,000","50,927,000","47,815,000","47,117,000","49,936,000","68,701,000","47,646,000","49,139,000","50,173,000","52,896,000","45,121,000","32,369,000","34,194,000","35,460,000","31,806,000","33,080,000","34,726,000","35,147,000"
			DepreciationAndAmortization,"233,974,000","58,809,000","60,133,000","57,535,000","57,497,000","65,289,000","65,202,000","57,499,000","53,536,000","49,360,000","50,927,000","47,815,000","47,117,000","49,936,000","68,701,000","47,646,000","49,139,000","50,173,000","52,896,000","45,121,000","32,369,000","34,194,000","35,460,000","31,806,000","33,080,000","34,726,000","35,147,000"
				Depreciation,,"59,162,000",,"57,773,000","57,697,000","65,747,000",,"57,499,000","53,536,000","49,360,000","50,927,000","47,815,000","47,117,000","49,936,000","68,701,000","47,646,000","49,139,000","50,173,000","52,896,000","45,121,000","32,369,000","34,194,000","35,460,000","31,806,000","33,080,000","34,726,000","35,147,000"
				AmortizationCashFlow,,"-353,000",,"-238,000","-200,000","-458,000",,"-96,000","-97,000","-163,000","-305,000","-214,000","-140,000","-132,000","-162,000","-201,000","239,000","-96,000","10,000","-185,000","-344,000","-343,000","-341,000","-339,000","-336,000","-337,000","-1,664,000"
