name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000
OperatingCashFlow,"-51,420,000","-23,530,000","-7,987,000","-14,764,000","-5,139,000","-2,306,000","-1,175,000","-2,171,000","-842,000","-1,194,000","-589,000","-730,000","-591,000","-604,000","-565,000","-1,436,000","-1,126,000","-1,643,000","-1,437,000","-2,151,000","-3,197,000","-1,452,000","-3,031,000","-2,787,000","-3,274,000","-3,142,000","-3,548,000","-2,410,000","-1,948,000","-1,147,000","-2,563,000","-1,672,000","-2,591,000","-2,723,000","-1,454,000","-1,819,000","-1,801,000","-1,873,000","-1,854,000","-1,297,000","-1,950,000","-2,070,000","-809,000","-1,173,000","-1,547,000","3,269,000","-3,339,000","3,430,000","560,000","-794,000","-2,040,000","-5,256,000","-3,614,000","-3,781,000","-4,394,000","17,469,000","-3,522,000","1,610,000","-2,732,000","-517,000","-1,307,000","6,787,000","-10,200,000","6,848,000","-4,849,000","-3,626,000","140,514,000","-9,772,000","-9,757,000","-7,753,000","-8,745,000","-7,873,000","-9,031,000","-6,920,000","-6,371,000","-5,892,000","-3,817,000","-4,427,000","-3,877,655","-3,929,623","-3,674,473","-4,016,249","-3,198,304","-3,190,485","-3,941,428","-2,041,041","-2,075,437","-1,798,413","-3,308,937","-202,528"
	CashFlowFromContinuingOperatingActivities,"-51,420,000","-23,530,000","-7,987,000","-14,764,000","-5,139,000","-2,306,000","-1,175,000","-2,171,000","-842,000","-1,194,000","-589,000","-730,000","-591,000","-604,000","-565,000","-1,436,000","-1,126,000","-1,643,000","-1,437,000","-2,151,000","-3,197,000","-1,452,000","-3,031,000","-2,787,000","-3,274,000","-3,142,000","-3,548,000","-2,410,000","-1,948,000","-1,147,000","-2,563,000","-1,672,000","-2,591,000","-2,723,000","-1,454,000","-1,819,000","-1,801,000","-1,873,000","-1,854,000","-1,297,000","-1,950,000","-2,070,000","-809,000","-1,173,000","-1,547,000","3,269,000","-3,339,000","3,430,000","560,000","-794,000","-2,040,000","-5,256,000","-3,614,000","-3,781,000","-4,394,000","17,469,000","-3,522,000","1,610,000","-2,732,000","-517,000","-1,307,000","6,787,000","-10,200,000","6,848,000","-4,849,000","-3,626,000","140,514,000","-9,772,000","-9,757,000","-7,753,000","-8,745,000","-7,873,000","-9,031,000","-6,920,000","-6,371,000","-5,892,000","-3,817,000","-4,427,000","-3,877,655","-3,929,623","-3,674,473","-4,016,249","-3,198,304","-3,190,485","-3,941,428","-2,041,041","-2,075,437","-1,798,413","-3,308,937","-202,528"
		NetIncomeFromContinuingOperations,"-46,386,000","-17,527,000","-14,172,000","-9,562,000","-5,125,000","-3,526,000","-2,618,000","-1,430,000","-1,136,000","-1,150,000","-1,516,000","-697,000","-1,059,000","-1,359,000","-677,000","-1,267,000","-2,453,000","-2,160,000","-2,418,000","-2,590,000","-4,160,000","-2,743,000","-2,522,000","-3,518,000","-3,015,000","-5,795,000","-4,517,000","-3,671,000","-3,374,000","-2,583,000","-2,156,000","-3,535,000","-3,245,000","-3,450,000","33,015,000","-762,000","-301,000","-408,000",,,,,,,,"-207,000","-9,171,000","-1,028,000","-804,000","-1,020,000","-297,000","-1,312,000","-34,000","-1,824,000","-1,389,000","15,191,000","-1,025,000","2,570,000","1,131,000","3,173,000","3,365,000","12,636,000","-5,711,000","9,655,000","1,367,000","877,000","-3,133,000","-8,766,000","-10,182,000","-8,589,000","-9,316,000","-9,230,000","-9,067,000","-10,163,000","-6,685,000","-5,970,000","-4,345,000","-4,617,000","-5,134,347","-3,050,061","-3,714,514","-4,026,078","-5,690,163","-3,370,106","-3,084,052","-2,193,029","-2,887,685","-5,270,677","-9,230,378","-91,050"
		OperatingGainsLosses,,,,,,,"0","0","-246,000","-100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,"185,000","212,000","-355,000","-340,000","290,000","322,000","79,000","-27,000","-16,000","103,000","398,862",,,,"0","0","0","49,684","0","0",,
			GainLossOnSaleOfPPE,,,"0","0","0","0","0","0","-246,000","-100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"846,000","313,000","313,000","212,000","8,000","1,000","1,000","1,000","6,000","14,000","14,000","14,000","13,000","17,000","17,000","18,000","17,000","17,000","17,000","17,000","16,000","18,000","17,000","13,000","14,000","14,000","13,000","14,000","14,000","4,000","5,000","3,000","4,000","3,000",,,"0","0","0","52,000","35,000","35,000","35,000","35,000","40,000","53,000","55,000","58,000","59,000","60,000","61,000","63,000","67,000","66,000","101,000","117,000","117,000","117,000","99,000","13,183,000","-6,468,000","-6,458,000","-26,116,000","85,000","81,000","94,000","95,000","90,000","91,000","92,000","101,000","100,000","96,000","86,000","85,000","84,000","87,000","85,000","-265,109","-94,907","278,597","430,419","1,276,891","480,113","-55,026","-258,645","53,660","3,367,665","2,719,242","17,632"
			DepreciationAndAmortization,"846,000","313,000","313,000","212,000","8,000","1,000","1,000","1,000","6,000","14,000","14,000","14,000","13,000","17,000","17,000","18,000","17,000","17,000","17,000","17,000","16,000","18,000","17,000","13,000","14,000","14,000","13,000","14,000","14,000","4,000","5,000","3,000","4,000","3,000",,,"0","0","0","52,000","35,000","35,000","35,000","35,000","40,000","53,000","55,000","58,000","59,000","60,000","61,000","63,000","67,000","66,000","101,000","117,000","117,000","117,000","99,000","13,183,000","-6,468,000","-6,458,000","-26,116,000","85,000","81,000","94,000","95,000","90,000","91,000","92,000","101,000","100,000","96,000","86,000","85,000","84,000","87,000","85,000","-265,109","-94,907","278,597","430,419","1,276,891","480,113","-55,026","-258,645","53,660","3,367,665","2,719,242","17,632"
				Depreciation,"487,000","178,000","179,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"82,000","92,000",,,,,,,,,,,,,,,,,,"87,494","87,931","87,670","87,148","86,245","59,332","12,249",,,,
				AmortizationCashFlow,"359,000","135,000","134,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-6,550,000","-6,550,000",,,,,,,,,,,,,,,,,,"-182,401","190,666","342,749","1,189,743","393,868","-114,358","-270,894",,,,
					AmortizationOfIntangibles,"359,000","135,000","134,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-6,550,000","-6,550,000",,,,,,,,,,,,,,,,,,"-182,401","190,666","342,749","1,189,743","393,868","-114,358","-270,894",,,,
