name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997
TotalAssets,"3,056,154,000","3,147,974,000","2,662,218,000","2,759,073,000","2,765,233,000","2,984,718,000","2,780,664,000","2,883,043,000","2,947,388,000","1,822,822,000","1,702,470,000","1,747,753,000","1,963,895,000","1,642,075,000","1,182,906,000","1,247,160,000","1,300,283,000","1,307,964,000","800,281,000","450,139,000","511,533,000","424,104,000","487,310,000","204,068,000","213,364,000","273,782,000","184,751,000","231,710,000","242,708,000","295,033,000","319,058,000","337,309,000","275,389,000","291,569,000","304,479,000","183,633,000","193,340,000","204,993,000","53,082,000","42,101,000","46,647,000","54,368,000","61,083,000","74,933,000","47,031,000","45,976,000","50,860,000","48,667,000","52,825,000","60,027,000","65,123,000","32,617,000","37,017,000","25,535,828","29,514,946","32,578,172","35,479,866","38,637,930","26,864,835","31,208,514","35,307,047","40,862,746","46,542,091","52,384,016","58,119,048","56,407,982","39,516,477","40,542,949","45,698,213","28,518,631","32,373,194","38,142,082","45,801,796","47,145,023","37,115,097","39,624,493","21,332,738","28,603,757","30,743,002","37,531,705","45,137,124","33,815,113","33,140,200","39,372,503","30,456,128","35,088,393","40,014,760","12,426,765","15,791,389","12,900,000","3,800,000","5,700,000","8,000,000","10,200,000","12,600,000","15,800,000","17,500,000","18,800,000","19,400,000","18,500,000","3,700,000"
	CurrentAssets,"2,530,947,000","2,604,099,000","2,185,310,000","2,265,217,000","2,271,350,000","2,485,196,000","2,322,673,000","2,459,421,000","2,547,348,000","1,468,913,000","1,362,299,000","1,427,418,000","1,671,423,000","1,426,183,000","1,012,077,000","1,139,244,000","1,219,417,000","1,228,644,000","735,608,000","390,585,000","457,307,000","373,476,000","434,744,000","153,194,000","160,726,000","224,543,000","122,108,000","182,394,000","193,049,000","247,796,000","269,815,000","304,671,000","249,370,000","270,806,000","290,422,000","172,906,000","176,594,000","193,908,000","42,159,000","33,232,000","37,632,000","45,184,000","51,945,000","66,023,000","38,495,000","37,838,000","42,314,000","39,932,000","44,149,000","51,310,000","56,947,000","24,329,000","28,779,000","17,044,357","19,659,981","22,546,479","25,363,352","28,711,451","16,754,113","21,215,260","28,307,380","33,939,913","39,289,335","45,101,376","50,767,209","48,653,394","31,499,939","32,430,934","37,474,609","20,198,391","23,803,614","29,648,455","37,157,224","38,390,519","28,314,248","30,777,764","12,581,400","20,401,988","23,029,158","30,265,576","38,101,374","27,511,076","28,818,281","35,859,956","27,478,134","33,131,265","38,269,217","10,597,332","14,428,999","11,700,000","2,500,000","4,400,000","6,700,000","9,000,000","11,500,000","14,500,000","16,300,000","17,700,000","18,500,000","17,600,000","2,300,000"
		CashCashEquivalentsAndShortTermInvestments,"2,013,425,000","2,115,869,000","1,599,113,000","1,727,275,000","1,737,833,000","1,938,571,000","1,816,104,000","2,061,308,000","2,171,152,000","1,124,748,000","1,048,892,000","1,103,069,000","1,344,208,000","1,173,912,000","792,860,000","949,144,000","1,048,991,000","1,079,060,000","617,630,000","300,946,000","390,313,000","317,845,000","395,140,000","123,215,000","129,156,000","192,491,000","99,909,000","156,887,000","166,223,000","210,344,000","236,017,000","279,539,000","225,192,000","256,965,000","273,644,000","156,185,000","167,919,000","187,661,000","37,987,000","24,491,000","30,573,000","39,904,000","46,356,000","54,188,000","23,283,000","33,589,000","35,967,000","36,742,000","41,610,000","48,446,000","50,437,000","20,205,000","25,008,000","11,474,300","14,360,741","18,786,092","20,235,018","25,074,413","14,049,759","19,320,301","27,046,111","33,152,132","38,425,020","44,473,487","49,446,509","47,051,082","30,957,411","32,186,238","37,191,492","19,515,316","23,104,825","29,174,139","36,409,579","37,599,136","27,659,510","30,340,489","11,712,734","19,293,645","22,467,028","29,679,640","37,825,328","25,597,121","27,769,691","34,728,842","26,619,942","32,112,099","38,147,661","10,574,190","14,380,282","11,600,000","2,400,000","4,400,000","6,700,000","8,500,000","10,900,000","13,200,000","15,800,000","17,600,000","18,500,000","17,600,000","2,300,000"
			CashAndCashEquivalents,"1,233,877,000","2,115,869,000","1,599,113,000","1,697,275,000","1,481,836,000","1,502,648,000","1,474,637,000","1,639,959,000","1,764,212,000","835,080,000","724,829,000","808,591,000","732,190,000","370,829,000","209,702,000","410,375,000","557,234,000","599,691,000","617,630,000","168,348,000","274,723,000","122,420,000","395,140,000","111,819,000","38,001,000","80,304,000","55,819,000","69,538,000","74,436,000","73,551,000","52,299,000","102,754,000","49,101,000","256,965,000","273,644,000","156,185,000","167,919,000","187,661,000","37,987,000","24,491,000","30,573,000","39,904,000","46,356,000","54,188,000","23,283,000","33,589,000","35,967,000","36,742,000","41,438,000","48,275,000","50,268,000","20,037,000","24,723,000","11,192,238","14,081,213","18,509,474","19,960,809","24,802,562","3,861,272","9,263,512","14,964,915","20,159,201","25,578,248","31,764,383","36,867,301","34,597,734","27,556,780","27,346,075","34,356,842","16,654,829","12,341,849","11,044,909","8,687,362","12,524,915","6,530,024","9,078,341","7,171,723","10,384,963","12,588,881","13,445,102","29,885,643","11,069,451","24,612,518","28,132,365","22,001,736","25,898,513","29,554,775","6,949,190","9,580,282","8,700,000","2,400,000","4,400,000","6,700,000","8,500,000","10,900,000","13,200,000","15,800,000","17,600,000","18,500,000","17,600,000","2,300,000"
				CashFinancial,,,,,,,,,,,,,,,,,,,"420,190,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,,,,,,,,,,,,,,,,,,,"197,440,000",,,,,,,,,,,,,,,,,,,"187,661,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,"779,548,000","0","0","30,000,000","255,997,000","435,923,000","341,467,000","421,349,000","406,940,000","289,668,000","324,063,000","294,478,000","612,018,000","803,083,000","583,158,000","538,769,000","491,757,000","479,369,000","0","132,598,000","115,590,000","195,425,000","0","11,396,000","91,155,000","112,187,000","44,090,000","87,349,000","91,787,000","136,793,000","183,718,000","176,785,000","176,091,000",,,,,,,,,,,,,,,,"172,000","171,000","169,000","168,000","285,000","282,062","279,528","276,618","274,209","271,851","10,188,487","10,056,789","12,081,196","12,992,931","12,846,772","12,709,104","12,579,208","12,453,348","3,400,631","4,840,163","2,834,650","2,860,487","10,762,976","18,129,230","27,722,217","25,074,221","21,129,486","21,262,148","4,541,011","8,908,682","9,878,147","16,234,538","7,939,685","14,527,670","3,157,173","6,596,477","4,618,206","6,213,586","8,592,886","3,625,000","4,800,000","2,900,000",,,,,,,,,,,
		Receivables,"197,201,000","171,637,000","181,558,000","148,264,000","136,367,000","138,583,000","124,886,000","107,087,000","109,934,000","93,938,000","71,091,000","94,480,000","107,569,000","49,044,000","59,388,000","53,394,000","39,848,000","29,468,000","24,751,000","17,791,000","12,278,000","5,228,000","3,986,000","3,982,000","3,990,000","3,977,000","2,733,000","2,416,000","2,416,000","2,416,000","3,362,000","5,226,000","7,849,000","3,530,000","6,721,000","3,788,000","5,652,000","4,713,000","2,474,000","7,180,000","5,135,000","3,633,000","4,267,000","10,892,000","13,576,000","3,224,000","5,241,000","2,153,000","1,648,000","2,085,000","5,671,000","3,360,000","3,126,000","4,971,495","4,076,586","2,666,419","4,053,301","2,869,760","1,751,367","1,119,780","551,783","51,498","61,342","44,389","840,153","1,236,446",,,,,,,,,,"437,275","519,297","513,250","507,143","501,107",,"1,715,032",,,,,,,,,,,,,,,,,,,
			AccountsReceivable,"178,194,000","152,990,000","149,317,000","127,050,000","117,733,000","100,870,000","104,488,000","94,692,000","89,960,000","90,409,000","67,260,000","56,189,000","49,718,000","48,252,000","47,809,000","42,056,000","38,919,000","29,468,000","24,751,000","17,791,000","12,278,000","5,228,000","3,986,000","3,982,000","3,990,000","3,977,000","2,733,000","2,416,000","2,416,000","2,416,000","3,362,000","5,226,000","7,849,000","3,530,000","6,721,000","3,788,000","5,652,000","4,713,000","2,474,000","7,180,000","5,135,000","3,633,000","4,267,000","10,892,000","13,576,000","3,224,000","5,241,000","2,153,000","1,648,000","2,085,000","5,671,000","3,360,000","3,126,000","4,971,495","4,076,586","2,666,419","4,053,301","2,869,760","1,751,367","1,119,780","551,783","51,498","61,342","44,389","840,153","1,236,446",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccruedInterestReceivable,"1,285,000",,,,,,,,,,,,"1,285,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
