name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,12/31/2012
TotalAssets,"294,033,000","305,305,000","254,094,000","286,567,000","274,909,000","313,050,000","337,587,000","380,011,000","416,141,000","294,963,000","297,745,000","238,100,000","287,214,000","341,192,000","219,992,000","256,589,000","146,373,000","180,294,000","163,773,000","185,750,000","155,435,000","180,385,000","183,623,000","170,897,000","192,135,000","215,443,000","236,971,000","263,293,000","292,040,000","220,337,000","235,155,000","137,679,000","149,285,000","158,226,000","55,904,000","62,477,000","1,311,000"
	CurrentAssets,"276,533,000","275,606,000","241,579,000","273,502,000","255,511,000","276,531,000","285,447,000","317,836,000","370,920,000","278,570,000","280,867,000","222,830,000","271,435,000","334,612,000","211,562,000","244,559,000","133,313,000","148,423,000","121,682,000","145,724,000","112,230,000","131,636,000","130,251,000","124,200,000","138,142,000","177,600,000","198,344,000","225,252,000","249,319,000","207,751,000","231,346,000","135,283,000","147,566,000","157,956,000","53,586,000","62,189,000","954,000"
		CashCashEquivalentsAndShortTermInvestments,"205,311,000","228,615,000","204,212,000","235,890,000","224,365,000","249,240,000","263,044,000","296,717,000","352,131,000","261,956,000","267,529,000","217,159,000","264,424,000","328,199,000","206,770,000","241,121,000","130,917,000","146,469,000","119,406,000","143,454,000","109,884,000","129,552,000","126,811,000","122,736,000","136,416,000","175,633,000","195,237,000","221,186,000","246,409,000","205,724,000","227,131,000","132,307,000","144,893,000","155,974,000","52,928,000","61,667,000","391,000"
			CashAndCashEquivalents,"153,256,000","190,459,000","137,400,000","141,309,000","88,471,000","85,918,000","82,301,000","103,102,000","202,247,000","128,858,000","168,004,000","75,545,000","83,506,000","118,021,000","101,600,000","118,966,000","37,499,000","68,997,000","54,450,000","55,381,000","25,577,000","49,663,000","43,908,000","37,717,000","42,188,000","58,358,000","43,499,000","24,231,000","51,453,000","150,609,000","227,131,000","132,307,000","144,893,000","155,974,000","52,928,000","61,667,000","391,000"
				CashFinancial,,,,"43,041,000",,,,,,"57,478,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,,,,"98,268,000",,,,,,"71,380,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,"52,055,000","38,156,000","66,812,000","94,581,000","135,894,000","163,322,000","180,743,000","193,615,000","149,884,000","133,098,000","99,525,000","141,614,000","180,918,000","210,178,000","105,170,000","122,155,000","93,418,000","77,472,000","64,956,000","88,073,000","84,307,000","79,889,000","82,903,000","85,019,000","94,228,000","117,275,000","151,738,000","196,955,000","194,956,000","55,115,000",,,,,,,
		Receivables,"24,992,000","22,497,000","18,752,000","17,887,000","17,843,000","12,881,000","11,062,000","9,581,000","9,281,000","7,862,000","7,928,000",,,,,,,,,,,,,,,,,,,,,,,,,,
			AccountsReceivable,"24,992,000","22,497,000","18,752,000","17,887,000","17,843,000","12,881,000","11,062,000","9,581,000","9,281,000","7,862,000","7,928,000",,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"3,874,000","4,106,000","3,943,000","3,905,000","3,114,000","2,644,000","2,011,000","1,652,000","970,000","346,000","100,000",,,,,,,,,,,,,,,,,,,,,,,,,,
			RawMaterials,"2,563,000","1,797,000","1,711,000","1,825,000","2,219,000","1,919,000","1,566,000","1,350,000","817,000","273,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,
			WorkInProcess,"926,000","1,895,000","1,834,000","1,857,000","781,000","646,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			FinishedGoods,"385,000","414,000","398,000","223,000","114,000","79,000","445,000","302,000","153,000","73,000","100,000",,,,,,,,,,,,,,,,,,,,,,,,,,
