name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,10/31/1993,07/31/1993,07/31/1991,10/31/1990,07/31/1990,04/30/1990
OperatingCashFlow,"280,924,000","20,982,000","69,099,000","117,922,000","72,921,000","85,830,000","78,602,000","175,197,000","49,931,000","-19,369,000","51,433,000","83,440,000","92,039,000","62,021,000","-5,434,000","81,241,000","79,710,000","68,711,000","74,897,000","56,160,000","81,931,000","38,652,000","50,611,000","29,839,000","53,684,000","47,274,000","93,851,000","65,515,000","31,374,000","21,740,000","72,180,000","101,587,000","66,268,000","14,741,000","77,156,000","109,327,000","110,760,000","32,604,000","65,784,000","56,101,000","83,674,000","-15,144,000","64,614,000","49,504,000","79,136,000","53,463,000","58,878,000","65,163,000","66,968,000","35,241,000","47,497,000","104,853,000","88,184,000","58,264,000","30,305,000","18,838,000","6,019,000","16,929,000","-19,949,000","12,609,000","30,190,000","-2,759,000","-13,656,000","1,137,639,000","191,223,000","-713,228,000","-77,566,000","-109,015,000","-24,115,000","-375,796,000","-65,096,000","36,104,000","11,445,000","-1,221,000","-28,860,000","31,348,000","-22,008,000","-17,149,000","23,878,000","7,435,000","4,418,000","-11,509,000","6,021,000","-174,463,000","13,736,000","-19,873,000","61,840,000","-1,505,000","24,790,000","-35,847,000","29,500,000","13,400,000","30,000,000","-35,700,000","1,600,000","17,500,000","18,500,000","-19,600,000","-18,000,000","32,400,000","8,000,000","3,400,000","-22,500,000","14,100,000","23,100,000","21,800,000","-10,200,000","-2,800,000","12,000,000","-15,700,000","9,000,000","-7,600,000","24,300,000","-33,400,000","-22,900,000","-6,500,000","29,700,000","-6,300,000","24,400,000","21,700,000"
	CashFlowFromContinuingOperatingActivities,"280,924,000","20,982,000","69,099,000","117,922,000","72,921,000","85,830,000","78,602,000","175,197,000","49,931,000","-19,369,000","51,433,000","83,440,000","92,039,000","62,021,000","-5,434,000","81,241,000","79,710,000","68,711,000","74,897,000","56,160,000","81,931,000","38,652,000","50,611,000","29,839,000","53,684,000","47,274,000","93,851,000","65,515,000","31,374,000","21,740,000","72,180,000","101,587,000","66,268,000","14,741,000","77,156,000","109,327,000","110,760,000","32,604,000","65,784,000","56,101,000","83,674,000","-15,144,000","64,614,000","49,504,000","79,136,000","53,463,000","58,878,000","65,163,000","66,968,000","35,241,000","47,497,000","104,853,000","88,184,000","58,264,000","32,147,000","20,708,000","6,034,000","16,933,000","-18,222,000","12,620,000","30,302,000","-2,901,000","-13,629,000","1,137,650,000","191,233,000","-713,203,000","-74,270,000","-108,526,000","-24,557,000","-375,535,000","-65,073,000","36,125,000","11,525,000","-1,004,000","-17,583,000","31,540,000","-23,643,000","-20,473,000","11,657,000","7,877,000","4,266,000","-11,799,000","35,723,000","8,302,000","13,736,000","-19,873,000","-391,954,000","50,750,000","24,836,000","-35,847,000","29,200,000","26,600,000","32,100,000","-35,700,000","4,300,000","17,500,000","18,000,000","-22,100,000","31,500,000","32,600,000","8,400,000","2,200,000","-22,500,000","12,200,000","23,000,000","22,100,000","-10,600,000","-2,200,000","12,100,000","-14,500,000","17,300,000","-8,300,000","18,600,000","-33,800,000","-25,600,000","-5,400,000","29,700,000","-6,300,000","24,400,000","21,700,000"
		NetIncomeFromContinuingOperations,"196,428,000","37,402,000","52,131,000","41,171,000","65,724,000","41,366,000","38,734,000","39,753,000","24,904,000","14,441,000","26,533,000","46,127,000","32,386,000","31,894,000","18,831,000","391,249,000","29,876,000","20,159,000","159,276,000","14,257,000","-1,845,000","22,341,000","28,891,000","48,890,000","26,480,000","25,363,000","85,856,000","7,584,000","40,195,000","27,507,000","23,294,000","22,830,000","29,007,000","46,303,000","32,659,000","-2,162,000","12,002,000","2,133,000","26,388,000","-26,162,000","-5,493,000","14,734,000",,,,"-1,409,000","-10,758,000","-909,000","10,742,000","-3,400,000","-14,718,000","14,266,000","14,892,000","-10,924,000","-393,218,000","-12,147,000","-6,905,000","-67,471,000","33,312,000","3,731,000","-28,023,000","7,061,000","-2,064,000","548,000","3,092,000","-12,905,000","-16,245,000","-42,480,000","419,000","2,679,000","-3,599,000","21,972,000","-1,276,000","-3,156,000","-7,935,000","495,000","-1,424,000","-1,974,000","12,455,000","-2,555,000","-7,511,000","-1,046,000","6,499,000","-1,768,000","39,477,000","8,208,000","451,271,000","3,340,000","4,590,000","2,720,000","5,000,000","14,200,000","4,200,000","-1,200,000","100,000","2,200,000","8,100,000","4,200,000","21,500,000","10,900,000","-31,100,000","-1,200,000","-54,000,000","47,300,000","-3,600,000","1,800,000","-39,000,000","-5,700,000","1,000,000","6,700,000","-10,300,000","-2,900,000","-1,600,000","8,800,000","-27,400,000","600,000","-3,100,000","-300,000","-2,300,000","-14,500,000"
		OperatingGainsLosses,,,,,,,,,,,"-24,543,000",,,,"-2,266,000","-452,162,000","-1,824,000","9,651,000","-1,499,000","-858,000","-3,769,000","-1,123,000","-1,629,000","-1,497,000","-1,652,000","-1,176,000","-73,837,000","-1,903,000","-29,883,000","-2,042,000","-20,289,000","-3,137,000","-4,156,000","-75,148,000","-37,200,000","-8,546,000","16,863,000","-1,191,000","-11,822,000","51,279,000","25,856,000","-26,288,000","2,460,000","10,415,000","506,000","750,000","-3,271,000","1,278,000","195,000","1,118,000","-1,022,000","3,643,000",,,"18,343,000","4,539,000","77,144,000","-1,002,000","-36,457,000","-1,373,000","-1,563,000","3,826,000","20,930,000","561,948,000","1,029,000","545,000","531,000","396,965,000","-34,420,000","-369,962,000","-76,081,000","1,241,000","7,708,000","13,758,000","-6,742,000","20,425,000","-32,137,000","-4,610,000","-2,356,000","2,234,000","3,412,000","4,108,000","25,769,000","1,301,000","-41,187,000","-4,223,000","-834,931,000","-5,826,000","16,366,000","-8,576,000","-22,900,000","10,300,000","-4,100,000","12,100,000","-14,900,000","6,100,000","-12,600,000","-15,900,000","1,400,000","26,400,000","3,300,000","700,000","2,400,000","-81,600,000","-4,000,000","6,200,000","15,400,000","-100,000","-10,500,000","-1,400,000","800,000","10,300,000","-2,500,000","-5,800,000",,,"4,700,000","1,200,000","-300,000","21,600,000"
			GainLossOnSaleOfBusiness,,,,,,,,,,,,,,,,,,,,,,,,,,,"-72,044,000","-188,000",,,"-9,141,000","921,000","-470,000","-60,941,000","-42,068,000","-1,665,000",,,"188,000",,,,"-50,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"-24,496,000",,,,,,,,,,"-24,366,000",,,,"0",,,,"-39,000","1,469,000","-1,829,000","723,000","227,000","723,000","724,000","723,000","444,000","708,000",,,"-285,000",,,,"0",,,,"-362,000","0","0","-27,407,000","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,,,,,,,,,,,,,,"-2,266,000","-2,162,000","-1,824,000","-1,824,000","-1,460,000","-2,327,000","-1,940,000","-1,846,000","-1,856,000","-2,220,000","-2,376,000","-1,899,000","-2,237,000","-2,423,000","-2,503,000","-2,042,000","-2,517,000","-2,787,000","-2,716,000","-2,156,000","-2,742,000","-2,909,000","-2,880,000","-1,191,000","-11,648,000","1,144,000","661,000","1,119,000","2,510,000","1,566,000","651,000","750,000","1,930,000","1,278,000","195,000","1,118,000","-1,022,000","3,643,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"127,229,000","33,231,000","32,297,000","30,940,000","30,761,000","31,542,000","34,049,000","32,966,000","34,714,000","31,046,000","33,718,000","33,306,000","31,484,000","33,185,000","34,230,000","29,070,000","33,427,000","32,152,000","33,997,000","31,216,000","31,309,000","29,165,000","30,248,000","29,362,000","31,404,000","33,290,000","35,024,000","39,909,000","41,919,000","36,880,000","41,595,000","36,274,000","39,495,000","42,496,000","61,295,000","47,454,000","39,088,000","52,382,000","42,117,000","42,499,000","36,606,000","32,952,000","32,217,000","30,816,000","39,144,000","43,125,000","44,724,000","46,178,000","44,944,000","46,326,000","46,882,000","47,020,000","44,687,000","51,662,000","16,647,000","36,773,000","18,376,000","16,519,000","19,440,000","20,554,000","18,906,000","16,460,000","22,274,000","17,475,000","14,982,000","13,607,000","12,498,000","10,908,000","6,168,000","6,163,000","9,339,000","5,464,000","4,107,000","4,002,000","4,543,000","4,044,000","3,964,000","3,834,000","2,150,000","2,073,000","2,152,000","2,067,000","2,283,000","2,053,000","1,783,000","2,453,000","1,368,000","-20,109,000","12,247,000","11,928,000","12,500,000","11,400,000","11,500,000","11,500,000","11,400,000","11,500,000","11,600,000","11,300,000","11,400,000","14,000,000","10,600,000","8,400,000","12,300,000","11,700,000","13,100,000","15,600,000","3,900,000","14,700,000","13,000,000","15,300,000","12,900,000","12,900,000","13,200,000","12,500,000","11,400,000","12,100,000","12,500,000","12,100,000","12,000,000","10,800,000"
			DepreciationAndAmortization,"127,229,000","33,231,000","32,297,000","30,940,000","30,761,000","31,542,000","34,049,000","32,966,000","34,714,000","31,046,000","33,718,000","33,306,000","31,484,000","33,185,000","34,230,000","29,070,000","33,427,000","32,152,000","33,997,000","31,216,000","31,309,000","29,165,000","30,248,000","29,362,000","31,404,000","33,290,000","35,024,000","39,909,000","41,919,000","36,880,000","41,595,000","36,274,000","39,495,000","42,496,000","61,295,000","47,454,000","39,088,000","52,382,000","42,117,000","42,499,000","36,606,000","32,952,000","32,217,000","30,816,000","39,144,000","43,125,000","44,724,000","46,178,000","44,944,000","46,326,000","46,882,000","47,020,000","44,687,000","51,662,000","16,647,000","36,773,000","18,376,000","16,519,000","19,440,000","20,554,000","18,906,000","16,460,000","22,274,000","17,475,000","14,982,000","13,607,000","12,498,000","10,908,000","6,168,000","6,163,000","9,339,000","5,464,000","4,107,000","4,002,000","4,543,000","4,044,000","3,964,000","3,834,000","2,150,000","2,073,000","2,152,000","2,067,000","2,283,000","2,053,000","1,783,000","2,453,000","1,368,000","-20,109,000","12,247,000","11,928,000","12,500,000","11,400,000","11,500,000","11,500,000","11,400,000","11,500,000","11,600,000","11,300,000","11,400,000","14,000,000","10,600,000","8,400,000","12,300,000","11,700,000","13,100,000","15,600,000","3,900,000","14,700,000","13,000,000","15,300,000","12,900,000","12,900,000","13,200,000","12,500,000","11,400,000","12,100,000","12,500,000","12,100,000","12,000,000","10,800,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30,701,000","17,693,000","15,993,000","15,218,000","14,247,000","14,617,000","13,380,000","15,509,000","13,986,000","12,017,000","11,364,000","12,739,000","7,630,000","3,611,000","3,985,000","5,266,000","3,661,000","3,142,000","3,030,000","3,607,000","3,046,000","3,098,000","3,059,000","1,450,000","1,369,000","1,418,000","1,416,000","1,420,000","1,176,000","1,025,000","857,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
