name,ttm,05/31/2022,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016
OperatingCashFlow,"132,047,000","36,714,000","32,165,000","15,146,000","48,022,000","49,338,000","20,421,000","35,569,000","24,978,000","13,626,000","23,334,000","25,267,000","48,941,000","46,310,000","39,054,000","35,352,000","-9,384,000","28,337,000","34,697,000","14,257,000","6,009,000","8,706,000","1,373,000","-17,021,000","-5,250,000","-5,712,000"
	CashFlowFromContinuingOperatingActivities,"132,047,000","36,714,000","32,165,000","15,146,000","48,022,000","49,338,000","20,421,000","35,569,000","24,978,000","13,626,000","23,334,000","25,267,000","48,941,000","46,310,000","39,054,000","35,352,000","-9,384,000","28,337,000","34,697,000","14,257,000","6,009,000","8,706,000","1,373,000","-17,021,000","-5,250,000","-5,712,000"
		NetIncomeFromContinuingOperations,"69,454,000","24,495,000","2,972,000","20,698,000","21,289,000","-6,654,000","5,844,000","2,027,000","7,528,000","825,000","-9,720,000","224,000","5,625,000","1,945,000","12,786,000","30,976,000","29,718,000","31,946,000","36,794,000","21,005,000","-10,209,000","7,958,000","-2,337,000","-3,207,000","-1,461,000","-1,345,000"
		OperatingGainsLosses,,,,,,"-1,018,000","989,000","-5,000","2,565,000","3,157,000","11,407,000","-42,000","56,000","22,000","-4,000","3,000","461,000","-14,000","244,000",,"22,161,000",,,,"2,000","54,000"
			GainLossOnSaleOfPPE,,,,,,"-1,018,000","989,000","-5,000","2,565,000","41,000","-18,000","-42,000","56,000","22,000","-4,000","3,000","461,000","-14,000","244,000",,"223,000","0",,,"2,000","54,000"
			GainLossOnInvestmentSecurities,,,,,,,,,"0","2,924,000",,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"75,650,000","19,279,000","18,774,000","18,361,000","19,236,000","17,339,000","10,293,000","9,780,000","10,124,000","10,105,000","10,603,000","10,658,000","9,054,000","6,817,000","6,927,000","6,408,000","7,526,000","6,028,000","6,358,000","6,270,000","7,839,000","7,846,000","8,991,000","8,562,000","8,090,000","7,709,000"
			DepreciationAndAmortization,"75,650,000","19,279,000","18,774,000","18,361,000","19,236,000","17,339,000","10,293,000","9,780,000","10,124,000","10,105,000","10,603,000","10,658,000","9,054,000","6,817,000","6,927,000","6,408,000","7,526,000","6,028,000","6,358,000","6,270,000","7,839,000","7,846,000","8,991,000","8,562,000","8,090,000","7,709,000"
				Depreciation,"75,650,000","19,279,000","18,774,000","18,361,000","19,236,000","17,339,000","10,293,000","9,780,000","10,124,000","10,105,000","10,603,000","10,658,000","9,054,000","6,817,000","6,927,000","6,408,000","7,526,000","6,028,000","6,358,000","6,270,000","7,839,000","7,846,000","8,991,000","8,562,000","8,090,000","7,709,000"
		DeferredTax,,,,,,"-3,354,000","49,000","222,000","-2,180,000","425,000","610,000","-970,000","-1,149,000","677,000","-650,000","403,000","-1,444,000","-422,000","-734,000","-220,000","-1,194,000","-84,000","-806,000","-305,000","270,000","-1,298,000"
			DeferredIncomeTax,,,,,,"-3,354,000","49,000","222,000","-2,180,000","425,000","610,000","-970,000","-1,149,000","677,000","-650,000","403,000","-1,444,000","-422,000","-734,000","-220,000","-1,194,000","-84,000","-806,000","-305,000","270,000","-1,298,000"
		AssetImpairmentCharge,,,,,,,,,,,,,"0",,,,"0","250,000",,,,,,,,
		ProvisionandWriteOffofAssets,,,,,,"525,000","6,000","-9,000","-122,000","74,000","-100,000","73,000","-66,000","46,000","34,000","-104,000","-73,000","-80,000","39,000","28,000","-82,000","205,000","18,000","-192,000","34,000","3,000"
		StockBasedCompensation,"39,305,000","10,547,000","9,973,000","9,775,000","9,010,000","8,381,000","5,398,000","11,088,000","3,206,000","4,907,000","4,647,000","5,956,000","5,563,000","4,433,000","4,148,000","4,055,000","3,959,000","3,297,000","1,697,000","1,605,000","1,831,000","1,389,000","1,094,000","1,050,000","902,000","947,000"
		OtherNonCashItems,"69,218,000","2,783,000","27,971,000","19,340,000","19,124,000","18,596,000","2,191,000","2,116,000","2,080,000","2,005,000","1,047,000","734,000","-1,982,000","706,000","694,000","685,000","-2,193,000","714,000","722,000","729,000","1,807,000","2,480,000","2,922,000","1,022,000","1,187,000","1,178,000"
		ChangeInWorkingCapital,"-124,175,000","-20,390,000","-27,525,000","-53,028,000","-23,232,000","15,523,000","-4,349,000","10,350,000","1,777,000","-7,872,000","4,840,000","8,634,000","31,840,000","31,664,000","15,119,000","-7,074,000","-47,338,000","-13,382,000","-10,423,000","-15,160,000","-16,144,000","-11,088,000","-10,024,000","-23,951,000","-14,274,000","-12,960,000"
			ChangeInReceivables,"-77,475,000","34,089,000","-39,526,000","-36,053,000","-35,985,000","-25,537,000","12,012,000","-1,930,000","5,537,000","-13,395,000","9,198,000","-13,688,000","27,582,000","91,430,000","5,669,000","-89,441,000","31,409,000","-45,799,000","14,894,000","-55,801,000","-6,910,000","-36,891,000","-18,235,000","21,610,000","-9,147,000","8,776,000"
				ChangesInAccountReceivables,"-77,475,000","34,089,000","-39,526,000","-36,053,000","-35,985,000","-25,537,000","12,012,000","-1,930,000","5,537,000","-13,395,000","9,198,000","-13,688,000","27,582,000","91,430,000","5,669,000","-89,441,000","31,409,000","-45,799,000","14,894,000","-55,801,000","-6,910,000","-36,891,000","-18,235,000","21,610,000","-9,147,000","8,776,000"
			ChangeInInventory,"-71,512,000","-26,531,000","-13,225,000","39,640,000","-71,396,000","-38,359,000","-41,053,000","12,919,000","20,641,000","-26,932,000","-3,343,000","-42,206,000","19,312,000","35,111,000","17,084,000","30,576,000","-14,495,000","-6,384,000","-17,810,000","-3,746,000","9,333,000","-4,833,000","-35,351,000","9,000,000","5,616,000","-2,046,000"
