name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014
OperatingCashFlow,"403,086,000","89,483,000","93,520,000","107,302,000","112,781,000","89,422,000","102,161,000","77,561,000","105,232,000","72,930,000","88,998,000","86,515,000","72,742,000","23,522,000","71,139,000","54,640,000","23,828,000","17,565,000","58,574,000","28,947,000","10,837,000","14,834,000","48,851,000","21,788,000","2,793,000","3,353,000","12,861,000","52,110,000","9,680,000","-18,640,000","32,180,000","22,790,000","51,130,000","-34,240,000"
	CashFlowFromContinuingOperatingActivities,"403,086,000","89,483,000","93,520,000","107,302,000","112,781,000","89,422,000","102,161,000","77,561,000","105,232,000","72,930,000","88,998,000","86,515,000","72,742,000","23,522,000","71,139,000","54,640,000","23,828,000","17,565,000","58,574,000","28,947,000","10,837,000","14,834,000","48,851,000","21,788,000","2,793,000","3,353,000","12,861,000","52,110,000",,,"32,180,000","22,790,000",,
		NetIncomeFromContinuingOperations,"378,885,000","114,711,000","78,358,000","95,436,000","90,380,000","59,842,000","70,757,000","69,998,000","55,497,000","50,771,000","45,984,000","54,976,000","52,052,000","37,983,000","38,554,000","42,658,000","27,152,000","26,388,000","104,991,000","31,393,000","23,459,000","-1,710,000","21,307,000","24,568,000","15,615,000","11,116,000","59,741,000","16,630,000",,,"5,770,000","6,380,000",,
		OperatingGainsLosses,"1,088,000","-442,000","176,000","577,000","777,000","13,918,000","-378,000","-30,000","-63,000","616,000","514,000","324,000","74,000","487,000","440,000","277,000","287,000","200,000","384,000","329,000","1,283,000","88,000","338,000","922,000","527,000","950,000","-9,787,000","-40,000",,,,,,
			GainLossOnSaleOfPPE,"1,507,000","207,000","-54,000","577,000","777,000","56,000","-378,000","-30,000","-63,000","383,000","514,000","324,000","74,000","487,000","440,000","277,000","287,000","200,000","384,000","329,000","197,000","88,000","338,000","922,000","527,000","950,000","74,000","-40,000",,,,,,
			NetForeignCurrencyExchangeGainLoss,"-394,000","-649,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"94,370,000","30,499,000","28,385,000","17,784,000","17,702,000","15,519,000","14,883,000","14,216,000","19,121,000","14,190,000","13,695,000","13,467,000","13,063,000","12,475,000","12,286,000","11,948,000","9,743,000","5,442,000","4,700,000","4,918,000","3,604,000","3,231,000","3,088,000","3,015,000","3,013,000","2,895,000","2,948,000","3,020,000",,,"6,490,000","6,540,000",,
			DepreciationAndAmortization,"94,370,000","30,499,000","28,385,000","17,784,000","17,702,000","15,519,000","14,883,000","14,216,000","19,121,000","14,190,000","13,695,000","13,467,000","13,063,000","12,475,000","12,286,000","11,948,000","9,743,000","5,442,000","4,700,000","4,918,000","3,604,000","3,231,000","3,088,000","3,015,000","3,013,000","2,895,000","2,948,000","3,020,000",,,"6,490,000","6,540,000",,
		DeferredTax,"-2,716,000","-81,000","-1,157,000","-1,455,000","-23,000","-183,000","-3,361,000","-671,000","1,000","-39,000","9,269,000","-360,000","-116,000","95,000","13,644,000","-1,083,000",,,"-59,801,000",,,,"13,064,000","479,000","0","-3,000","-21,966,000","4,210,000",,,"15,830,000","3,620,000",,
			DeferredIncomeTax,"-2,716,000","-81,000","-1,157,000","-1,455,000","-23,000","-183,000","-3,361,000","-671,000","1,000","-39,000","9,269,000","-360,000","-116,000","95,000","13,644,000","-1,083,000",,,"-59,801,000",,,,"13,064,000","479,000","0","-3,000","-21,966,000","4,210,000",,,"15,830,000","3,620,000",,
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,"51,000",,,,,,,,,,,,,,,
		ProvisionandWriteOffofAssets,"10,903,000","3,380,000","3,059,000","1,716,000","2,748,000","2,418,000","1,249,000","2,464,000","2,870,000","2,199,000","2,196,000","2,552,000","2,154,000","2,785,000","1,049,000","1,778,000","1,372,000","1,228,000","1,322,000","1,312,000","1,221,000","1,355,000","969,000","1,013,000","1,264,000","1,389,000",,,,,,,,
		StockBasedCompensation,"11,932,000","3,727,000","2,941,000","2,998,000","2,266,000","3,111,000","2,593,000","3,121,000","5,130,000","3,908,000","2,247,000","3,926,000","4,513,000","2,972,000","3,073,000","2,847,000","2,995,000","2,402,000","2,416,000","2,372,000","3,017,000","2,084,000","1,926,000","2,038,000","2,105,000","1,600,000","1,501,000","1,480,000",,,"840,000","960,000",,
		OtherNonCashItems,"2,556,000","1,451,000","-69,000","168,000","1,006,000","-148,000","433,000","131,000","2,284,000","-1,704,000","543,000","263,000","754,000","1,056,000","431,000","-112,000","370,000","-420,000","159,000","-221,000","380,000","204,000","93,000","91,000","57,000","96,000","-953,000","-200,000",,,"180,000","180,000",,
		ChangeInWorkingCapital,"-93,932,000","-63,762,000","-18,173,000","-9,922,000","-2,075,000","-5,055,000","15,985,000","-11,668,000","20,392,000","2,989,000","14,550,000","11,367,000","248,000","-34,331,000","1,662,000","-3,673,000","-18,466,000","-17,675,000","4,403,000","-11,422,000","-22,127,000","9,582,000","8,066,000","-10,338,000","-19,788,000","-14,690,000","-24,721,000","27,010,000",,,"3,070,000","5,160,000",,
			ChangeInReceivables,"-113,242,000","-65,031,000","-6,785,000","-25,980,000","-15,446,000","-20,831,000","16,257,000","-15,539,000","6,942,000","-5,048,000","24,439,000","-10,096,000","-18,148,000","-23,341,000","11,471,000","-24,611,000","-21,290,000","-1,092,000","5,988,000","-18,808,000","-18,555,000","-6,568,000","12,341,000","-10,858,000","-12,931,000","-8,505,000","7,479,000","-10,170,000",,,"4,870,000","-7,060,000",,
			ChangeInInventory,"-83,000,000","-38,570,000","-16,403,000","-22,060,000","-5,967,000","-2,088,000","-16,602,000","4,221,000","4,502,000","-3,964,000","-3,204,000","3,246,000","10,266,000","7,125,000","-7,964,000","-3,816,000","-6,374,000","-5,143,000","-15,150,000","-5,659,000","1,377,000","4,531,000","-10,733,000","-3,716,000","5,469,000","10,350,000","-17,178,000","-4,510,000",,,"-12,870,000","5,960,000",,
			ChangeInPrepaidAssets,"-5,306,000","-2,347,000","3,542,000","-711,000","-5,790,000","3,517,000","14,529,000","-24,140,000","2,958,000","6,193,000","-642,000","-4,966,000","3,777,000","11,192,000","-2,800,000","-197,000","-9,275,000","3,912,000","-178,000","8,355,000","4,202,000","-4,195,000","-6,940,000","104,000","-10,433,000","7,167,000","-6,144,000",,,,,,,
			ChangeInPayablesAndAccruedExpense,"107,616,000","42,186,000","1,473,000","38,829,000","25,128,000","14,347,000","1,801,000","23,790,000","5,990,000","5,808,000","-6,043,000","23,183,000","4,353,000","-29,307,000","955,000","24,951,000","18,473,000","-15,352,000","13,743,000","4,690,000","-9,151,000","15,814,000","11,799,000","4,371,000","-1,547,000","-22,688,000","-8,878,000","44,600,000",,,"11,540,000","5,790,000",,
				ChangeInPayable,"69,868,000","12,663,000","7,054,000","26,125,000","24,026,000","-2,244,000","14,692,000","18,542,000","-12,217,000","-4,173,000","7,405,000","11,294,000","7,584,000","-31,407,000","11,919,000","17,548,000","11,649,000","-11,429,000","20,216,000","844,000","14,718,000","-17,842,000","23,325,000","4,214,000","-9,391,000","-29,846,000",,,,,,,,
					ChangeInAccountPayable,"69,868,000","12,663,000","7,054,000","26,125,000","24,026,000","-2,244,000","14,692,000","18,542,000","-12,217,000","-4,173,000","7,405,000","11,294,000","7,584,000","-31,407,000","11,919,000","17,548,000","11,649,000","-11,429,000","20,216,000","844,000","14,718,000","-17,842,000","23,325,000","4,214,000","-9,391,000","-29,846,000",,,,,,,,
				ChangeInAccruedExpense,"37,748,000","29,523,000","-5,581,000","12,704,000","1,102,000","16,591,000","-12,891,000","5,248,000","18,207,000","9,981,000","-13,448,000","11,889,000","-3,231,000","2,100,000","-10,964,000","7,403,000","6,824,000","-3,923,000","-6,473,000","3,846,000","-23,869,000","33,656,000","-11,526,000","157,000","7,844,000","7,158,000",,,,,,,,
			ChangeInOtherWorkingCapital,,,,,,,,,,,,,,,,,,,,,,,,"-239,000","-346,000","-1,014,000",,,,,,,,
InvestingCashFlow,"-1,281,052,000","-32,127,000","-1,075,195,000","-23,272,000","-150,458,000","-73,320,000","-75,559,000","-5,624,000","-4,476,000","-36,224,000","-11,854,000","-18,289,000","-9,877,000","-10,122,000","-9,307,000","-16,391,000","-487,982,000","-38,139,000","-12,099,000","-4,267,000","-47,353,000","-44,877,000","-3,714,000","-7,430,000","-2,901,000","-2,756,000","-2,887,000","-3,110,000","-4,420,000","-1,790,000","-3,660,000","-2,600,000","-3,490,000","-1,510,000"
	CashFlowFromContinuingInvestingActivities,"-1,281,052,000","-32,127,000","-1,075,195,000","-23,272,000","-150,458,000","-73,320,000","-75,559,000","-5,624,000","-4,476,000","-36,224,000","-11,854,000","-18,289,000","-9,877,000","-10,122,000","-9,307,000","-16,391,000","-487,982,000","-38,139,000","-12,099,000","-4,267,000","-47,353,000","-44,877,000","-3,714,000","-7,430,000","-2,901,000","-2,756,000","-2,887,000","-3,110,000","-4,420,000","-1,790,000","-3,660,000","-2,600,000","-3,490,000","-1,510,000"
		CapitalExpenditureReported,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-3,470,000","-4,820,000","-2,300,000","-4,330,000","-2,760,000","-3,670,000","-2,380,000"
		NetPPEPurchaseAndSale,"-61,063,000","-18,160,000","-13,109,000","-13,655,000","-16,139,000","-12,228,000","-13,601,000","-4,700,000","-4,476,000","-15,698,000","-11,354,000","-11,840,000","-9,883,000","-10,138,000","-9,778,000","-14,783,000","-15,898,000","-11,196,000","-12,070,000","-4,190,000","-4,778,000","-3,667,000","-3,734,000","-3,900,000","-2,980,000","-2,824,000",,,,,,,,
			PurchaseOfPPE,"-61,675,000","-18,413,000","-13,226,000","-13,760,000","-16,276,000","-12,284,000","-13,732,000","-6,269,000","-5,045,000","-15,892,000","-11,436,000","-12,118,000","-11,769,000","-10,213,000","-10,125,000","-14,858,000","-16,255,000","-11,266,000","-12,220,000","-4,517,000","-4,771,000","-3,800,000","-4,073,000","-4,060,000","-3,123,000","-2,900,000",,,,,,,,
			SaleOfPPE,"612,000","253,000","117,000","105,000","137,000","56,000","131,000","1,569,000","569,000","194,000","82,000","278,000","1,886,000","75,000","347,000","75,000","357,000","70,000","150,000","327,000","-7,000","133,000","339,000","160,000","143,000","76,000",,,,,,,,
		NetBusinessPurchaseAndSale,"-1,219,989,000","-13,967,000","-1,062,086,000","-9,617,000","-134,319,000","-61,092,000","-61,958,000","-924,000","0","-20,526,000","-500,000","-6,452,000","0","0","464,000","-1,616,000","-472,094,000","-26,956,000","-50,000","-108,000","-42,690,000","-41,242,000","0",,,,,,,,,,,
			PurchaseOfBusiness,"-1,219,989,000","-13,967,000","-1,062,086,000","-9,617,000","-134,319,000","-61,092,000","-61,958,000","-924,000","0","-20,526,000","-500,000","-6,452,000","0","0","464,000","-1,616,000","-472,094,000","-26,956,000","-50,000","-108,000","-42,690,000","-41,242,000","0",,,,,,,,,,,
		NetOtherInvestingChanges,"25,000",,,,,,,,,,"0","3,000","6,000","16,000","7,000","8,000","10,000","13,000","21,000","31,000","115,000","32,000","20,000","-54,000","79,000","68,000","-638,000","360,000","400,000","510,000","-330,000","160,000","180,000","870,000"
FinancingCashFlow,"684,990,000","-70,507,000","793,563,000","-17,863,000","-20,203,000","-26,490,000","-11,933,000","-15,436,000","-28,958,000","-34,474,000","-63,928,000","-38,402,000","-19,376,000","-16,051,000","-54,366,000","-10,523,000","492,557,000","1,387,000","-8,414,000","-100,453,000","50,379,000","-23,962,000","-15,259,000","-11,951,000","-5,952,000","-5,295,000","-5,461,000","-3,930,000","54,410,000","21,060,000","-28,590,000","-22,220,000","-47,120,000","37,280,000"
	CashFlowFromContinuingFinancingActivities,"684,990,000","-70,507,000","793,563,000","-17,863,000","-20,203,000","-26,490,000","-11,933,000","-15,436,000","-28,958,000","-34,474,000","-63,928,000","-38,402,000","-19,376,000","-16,051,000","-54,366,000","-10,523,000","492,557,000","1,387,000","-8,414,000","-100,453,000","50,379,000","-23,962,000","-15,259,000","-11,951,000","-5,952,000","-5,295,000","-5,461,000","-3,930,000","54,410,000","21,060,000","-28,590,000","-22,220,000","-47,120,000","37,280,000"
		NetIssuancePaymentsOfDebt,"780,652,000","-9,634,000","801,993,000","-5,847,000","-5,860,000","-4,606,000","-5,780,000","-5,761,000","-5,739,000","-7,668,000","-3,378,000","-3,060,000","-765,000","-5,601,000","1,198,000","-26,000","500,092,000","6,941,000","-8,125,000","1,875,000","75,000,000","-5,000,000","-5,000,000","-5,000,000","-2,500,000","-2,500,000","-2,500,000","-2,500,000",,,,,,
			NetLongTermDebtIssuance,"780,652,000","-9,634,000","801,993,000","-5,847,000","-5,860,000","-4,606,000","-5,780,000","-5,761,000","-5,739,000","-7,668,000","-3,378,000","-3,060,000","-765,000","-5,601,000","1,198,000","-26,000","500,092,000","6,941,000","-8,125,000","1,875,000","75,000,000","-5,000,000","-5,000,000","-5,000,000","-2,500,000","-2,500,000","-2,500,000","-2,500,000",,,,,,
				LongTermDebtIssuance,"807,500,000","0","807,500,000","0","0","411,250,000","0","0","0","300,000,000","4,991,000","5,000,000","4,998,000","0","6,500,000","5,038,000","540,000,000","65,066,000","55,000,000","170,000,000",,,,,,,"0","0",,,,,,
				LongTermDebtPayments,"-26,848,000","-9,634,000","-5,507,000","-5,847,000","-5,860,000","-415,856,000","-5,780,000","-5,761,000","-5,739,000","-307,668,000","-8,369,000","-8,060,000","-5,763,000","-5,601,000","-5,302,000","-5,064,000","-39,908,000","-58,125,000","-63,125,000","-168,125,000","-175,000,000","-5,000,000","-5,000,000","-5,000,000","-2,500,000","-2,500,000","-2,500,000",,,,,,,
		NetCommonStockIssuance,"-75,700,000","-50,000,000","0","-11,518,000","-14,182,000","-9,856,000","-6,002,000","-8,997,000","-20,025,000","-14,127,000","-58,734,000","-32,678,000","-14,877,000","-4,622,000","-55,532,000","-9,493,000","0","0","0","-100,000,000","-21,907,000","-17,379,000","-10,919,000","-6,415,000","-3,423,000","-1,539,000",,,,,,,,
			CommonStockPayments,"-75,700,000","-50,000,000","0","-11,518,000","-14,182,000","-9,856,000","-6,002,000","-8,997,000","-20,025,000","-14,127,000","-58,734,000","-32,678,000","-14,877,000","-4,622,000","-55,532,000","-9,493,000","0","0","0","-100,000,000","-21,907,000","-17,379,000","-10,919,000","-6,415,000","-3,423,000","-1,539,000",,,,,,,,
		CashDividendsPaid,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,,,,
			CommonStockDividendPaid,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,,,,
		ProceedsFromStockOptionExercised,"-1,841,000","808,000","-2,649,000","0","0","5,952,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetOtherFinancingCharges,"-18,121,000","-11,681,000","-5,781,000","-498,000","-161,000","-17,980,000","-151,000","-2,116,000","-3,194,000","-12,679,000","-1,816,000","-2,664,000","-3,734,000","-5,828,000","-32,000","-1,004,000","-7,535,000","-5,554,000","-289,000","-2,328,000","-2,714,000","-1,583,000","660,000","-536,000","-29,000","-1,256,000","-2,961,000","-1,430,000","54,410,000","21,060,000","-28,590,000","-22,220,000","-47,120,000","37,280,000"
