name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991
OperatingCashFlow,"285,390,000","78,972,000","90,487,000","60,572,000","55,359,000","86,475,000","79,135,000","77,209,000","31,759,000","86,593,000","89,440,000","74,259,000","64,628,000","70,391,000","74,615,000","60,560,000","46,631,000","56,399,000","56,696,000","43,157,000","36,294,000","37,255,000","34,125,000","17,356,000","26,380,000","22,557,000","25,382,000","17,942,000","10,914,000","18,263,000","15,125,000","6,712,000","3,190,000","9,895,000","8,449,000","5,155,000","-33,000","7,558,000","7,709,000","6,814,000","4,318,000","4,993,000","4,931,000","2,266,000","-8,556,000","146,000","5,863,000","-1,788,000","-2,647,000","-41,000","-126,000","-2,533,000","-4,662,000","-422,000","-2,528,000","-3,450,000","-11,905,000","-7,556,000","-5,979,000","-2,550,000","-12,789,000","-6,508,000","-4,803,000","-3,570,000","-4,939,000","-276,000","-2,930,000","-2,818,000","-3,315,000","-1,170,000","366,000","-1,619,000","-2,741,000","-2,783,000","-1,586,000","-1,956,000","-3,811,000","-3,515,000","-2,600,000","-3,227,000","-6,842,000","-6,883,000","-4,903,000","-4,563,000","-3,719,000","-4,034,000","-2,389,000","-2,736,000","-2,800,000","-1,866,673","-2,020,839","-1,146,219","-2,272,269","-1,908,853","-1,826,039","-1,586,295","-2,109,232","-1,637,130","947,920","15,487","-13,631","343,746","-692,469","-45,860","157,691","-143,416","500,964","-30,449","239,809","1,100,000","300,000","800,000","-1,300,000","-800,000","-300,000","-1,100,000","-1,200,000","-700,000","-1,200,000","-1,100,000","-1,300,000","-700,000","-1,000,000","-400,000","-1,300,000"
	CashFlowFromContinuingOperatingActivities,"285,390,000","78,972,000","90,487,000","60,572,000","55,359,000","86,475,000","79,135,000","77,209,000","31,759,000","86,593,000","89,440,000","74,259,000","64,628,000","70,391,000","74,615,000","60,560,000","46,631,000","56,399,000","56,696,000","43,157,000","36,294,000","37,255,000","34,125,000","17,356,000","26,380,000","22,557,000","25,382,000","17,942,000","10,914,000","18,263,000","15,125,000","6,712,000","3,190,000","9,895,000","8,449,000","5,155,000","-33,000","7,558,000","7,709,000","6,814,000","4,318,000","4,993,000","4,931,000","2,266,000","-8,556,000","146,000","5,863,000","-1,788,000","-2,647,000","-41,000","-126,000","-2,533,000","-4,662,000","-422,000","-2,528,000","-3,450,000","-11,905,000","-7,556,000","-5,979,000","-2,550,000","-12,789,000","-6,508,000","-4,803,000","-3,570,000","-4,939,000","-276,000","-2,930,000","-2,818,000","-3,315,000","-1,170,000","366,000","-1,619,000","-2,741,000","-2,783,000","-1,586,000","-1,956,000","-3,811,000","-3,515,000","-2,600,000","-3,227,000","-6,842,000","-6,883,000","-4,903,000","-4,563,000","-3,719,000","-4,034,000","-2,389,000","-2,736,000","-2,800,000","-1,866,673","-2,020,839","-1,146,219","-2,272,269","-1,908,853","-1,826,039","-1,586,295","-2,109,232","-1,637,130","947,920","15,487","-13,631","343,746","-692,469","-45,860","157,691","-143,416","500,964","-30,449","239,809","1,100,000","300,000","800,000","-1,300,000","-800,000","-300,000","-1,100,000","-1,200,000","-700,000","-1,200,000","-1,100,000","-1,300,000","-700,000","-1,000,000","-400,000","-1,300,000"
		NetIncomeFromContinuingOperations,"136,505,000","60,325,000","45,752,000","56,953,000","-26,525,000","56,856,000","61,868,000","62,213,000","44,588,000","31,798,000","69,217,000","13,071,000","88,923,000","73,960,000","44,863,000","50,127,000","90,066,000","36,847,000","13,446,000","24,503,000","37,374,000","14,899,000","15,432,000","8,875,000","12,910,000","10,998,000","10,555,000","7,735,000","8,859,000","98,874,000","12,684,000","3,839,000","-1,709,000","3,622,000","4,393,000","1,059,000","-1,723,000","3,742,000",,,,,,,"-4,594,000","-1,772,000","-802,000","-3,201,000","-5,980,000","975,000","-4,565,000","-7,674,000","-7,760,000","-8,454,000","-7,699,000","-6,330,000","-9,114,000","-14,972,000","-8,301,000","-9,382,000","-8,275,000","-6,349,000","-6,725,000","-8,676,000","-6,131,000","-3,682,000","-4,480,000","-2,779,000","-18,508,000","-221,000","-201,000","459,000","-2,379,000","-1,533,000","-1,967,000","-2,761,000","-3,185,000","-3,040,000","-4,439,000","-5,192,000","-5,500,000","-1,829,000","-6,445,000","-7,101,000","-6,301,000","-4,181,000","-3,755,000","-1,480,000","-1,985,000","-3,069,857","-3,577,022","-3,069,098","-738,023","-1,381,408","-2,305,724","-2,483,012","-542,057","-2,640,900","-1,225,829","488,004","870,961","478,729","-380,581","253,887","383,229","169,552","189,063","48,448","84,061","-100,000","0","-100,000","-200,000","-500,000","-300,000","-400,000","-800,000","-800,000","-800,000","-1,200,000","-1,100,000","-1,500,000","-1,300,000","-1,300,000","-1,000,000"
		OperatingGainsLosses,"-20,980,000","0","0","0","-20,980,000",,,,,"22,591,000","-23,350,000","45,597,000","-39,654,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24,000","-1,017,000",,,"24,000","0","-217,000","-234,000","-6,382,000","-11,000",,,"-1,083,000","842,000","68,000","25,000","1,850,000","-699,000",,,,,,"800,000","-187,000","327,000","236,000","13,546,000","40,000","20,000","22,000","-2,000","155,000","-52,000","27,000","63,000","68,000","242,000","135,000","33,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,000","0",,,"24,000","0","29,000","0","24,000","0","0","5,000","7,000","-11,000","58,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,"22,591,000","-23,350,000","45,597,000","-39,654,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"0","0","-217,000","-239,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"-20,980,000","0","0","0","-20,980,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"28,089,000","7,290,000","6,926,000","6,966,000","6,907,000","6,826,000","6,134,000","5,657,000","5,480,000","6,003,000","5,375,000","4,687,000","4,365,000","4,185,000","3,589,000","3,388,000","2,959,000","2,905,000","2,780,000","2,857,000","2,463,000","1,714,000","1,530,000","1,552,000","1,406,000","1,063,000","862,000","689,000","663,000","974,000","600,000","575,000","621,000","645,000","541,000","670,000","652,000","637,000","637,000","607,000","842,000","1,253,000","958,000","1,079,000","1,046,000","940,000","904,000","1,145,000","959,000","1,130,000","1,157,000","1,166,000","1,445,000","1,325,000","1,121,000","1,156,000","1,414,000","2,288,000","1,645,000","1,101,000","1,090,000","1,024,000","961,000","1,147,000","783,000","780,000","679,000","732,000","551,000","296,000","298,000","335,000","311,000","332,000","347,000","350,000","359,000","379,000","333,000","495,000","497,000","-1,185,000","1,001,000","956,000","999,000","974,000","999,000","491,000","504,000","-33,078","387,574","665,222","665,282","214,138","407,977","389,411","374,462","281,534","154,029","289,954","151,422","135,359","102,085","96,084","96,084","101,386","82,619","118,384","47,367","200,000","0","100,000","100,000","100,000","0","100,000","100,000","100,000","100,000","0","100,000","300,000","100,000","100,000","100,000"
			DepreciationAndAmortization,"28,089,000","7,290,000","6,926,000","6,966,000","6,907,000","6,826,000","6,134,000","5,657,000","5,480,000","6,003,000","5,375,000","4,687,000","4,365,000","4,185,000","3,589,000","3,388,000","2,959,000","2,905,000","2,780,000","2,857,000","2,463,000","1,714,000","1,530,000","1,552,000","1,406,000","1,063,000","862,000","689,000","663,000","974,000","600,000","575,000","621,000","645,000","541,000","670,000","652,000","637,000","637,000","607,000","842,000","1,253,000","958,000","1,079,000","1,046,000","940,000","904,000","1,145,000","959,000","1,130,000","1,157,000","1,166,000","1,445,000","1,325,000","1,121,000","1,156,000","1,414,000","2,288,000","1,645,000","1,101,000","1,090,000","1,024,000","961,000","1,147,000","783,000","780,000","679,000","732,000","551,000","296,000","298,000","335,000","311,000","332,000","347,000","350,000","359,000","379,000","333,000","495,000","497,000","-1,185,000","1,001,000","956,000","999,000","974,000","999,000","491,000","504,000","-33,078","387,574","665,222","665,282","214,138","407,977","389,411","374,462","281,534","154,029","289,954","151,422","135,359","102,085","96,084","96,084","101,386","82,619","118,384","47,367","200,000","0","100,000","100,000","100,000","0","100,000","100,000","100,000","100,000","0","100,000","300,000","100,000","100,000","100,000"
				Depreciation,,,,,,,,,,,,,,,,"3,388,000","2,959,000",,"2,780,000","2,857,000","2,463,000",,"1,530,000","1,552,000","1,406,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DeferredTax,"2,413,000","-4,636,000","-1,144,000","1,894,000","6,299,000","6,460,000","8,733,000","1,241,000","12,946,000","2,402,000","20,356,000","-581,000","10,776,000","18,247,000","19,684,000","-1,213,000","-44,463,000","7,884,000","31,667,000","6,903,000","-3,830,000","6,986,000","9,040,000","2,777,000","7,000,000","4,914,000","6,579,000","4,998,000","5,805,000","-87,769,000","225,000","225,000","225,000","181,000","226,000","227,000","226,000","210,000","228,000","227,000","90,000","234,000","234,000","225,000","96,000","242,000","243,000","242,000","243,000","243,000","243,000","242,000","226,000","192,000","192,000","192,000","145,000","70,000","167,000","145,000","145,000","131,000","103,000","103,000","138,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DeferredIncomeTax,"2,413,000","-4,636,000","-1,144,000","1,894,000","6,299,000","6,460,000","8,733,000","1,241,000","12,946,000","2,402,000","20,356,000","-581,000","10,776,000","18,247,000","19,684,000","-1,213,000","-44,463,000","7,884,000","31,667,000","6,903,000","-3,830,000","6,986,000","9,040,000","2,777,000","7,000,000","4,914,000","6,579,000","4,998,000","5,805,000","-87,769,000","225,000","225,000","225,000","181,000","226,000","227,000","226,000","210,000","228,000","227,000","90,000","234,000","234,000","225,000","96,000","242,000","243,000","242,000","243,000","243,000","243,000","242,000","226,000","192,000","192,000","192,000","145,000","70,000","167,000","145,000","145,000","131,000","103,000","103,000","138,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AmortizationOfSecurities,"3,655,000","954,000","933,000","850,000","918,000","794,000","710,000","379,000","94,000","-53,000","-402,000","-970,000","-1,306,000","-1,100,000","-796,000","-485,000","-363,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AssetImpairmentCharge,"18,039,000","9,159,000","2,712,000","2,719,000","3,449,000","3,506,000","2,137,000","1,309,000","1,440,000","511,000","1,916,000","1,071,000","1,238,000","1,242,000","1,530,000","1,115,000","1,085,000","780,000","730,000","2,006,000","468,000","1,197,000","706,000","664,000","677,000","702,000","500,000","672,000","262,000","1,048,000","592,000","349,000","237,000","1,407,000","100,000","330,000","222,000","272,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ProvisionandWriteOffofAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,000","8,000","45,000","7,000","50,000","15,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		UnrealizedGainLossOnInvestmentSecurities,"-22,873,000","-8,608,000","8,175,000","-4,792,000","-17,648,000","-7,876,000","-9,235,000","-10,049,000","-23,823,000","22,591,000","-23,350,000","45,597,000","-39,654,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","-270,000","109,000","-181,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"52,729,000","11,989,000","12,383,000","15,749,000","12,608,000","13,287,000","12,856,000","11,565,000","9,298,000","2,762,000","10,574,000","13,324,000","13,121,000","10,737,000","15,578,000","15,934,000","12,245,000","11,183,000","11,232,000","9,282,000","8,656,000","8,345,000","6,474,000","9,650,000","8,397,000","7,322,000","6,139,000","10,793,000","4,799,000","3,824,000","4,382,000","4,024,000","4,290,000","2,851,000","1,648,000","2,798,000","3,921,000","2,602,000","1,936,000","2,284,000","2,679,000","1,869,000","1,773,000","1,799,000","2,332,000","1,403,000","1,272,000","1,375,000","1,371,000","-499,000","2,166,000","1,998,000","1,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
