name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994
OperatingCashFlow,"1,569,215,000","513,479,000","352,123,000","388,932,000","314,681,000","266,453,000","305,738,000","295,161,000","249,428,000","265,216,000","291,231,000","288,043,000","277,636,000","212,027,000","250,900,000","212,573,000","263,740,000","213,529,000","235,752,000","179,481,000","247,486,000","213,131,000","224,835,000","217,783,000","225,137,000","136,290,000","219,355,000","151,238,000","203,858,000","117,852,000","187,611,000","141,305,000","184,580,000","114,196,000","173,239,000","124,234,000","165,159,000","56,274,000","117,941,000","52,595,000","105,607,000","50,326,000","99,705,000","62,279,000","95,442,000","41,526,000","86,607,000","46,245,000","73,989,000","36,527,000","77,883,000","42,015,000","71,191,000","35,618,000","71,908,000","45,055,000","81,079,000","48,113,000","99,314,000","46,598,000","117,906,000","54,351,000","-40,897,000","43,085,000","46,226,000","38,531,000","39,302,000","12,919,000","21,868,000","35,468,000","36,511,000","37,868,000","51,651,000","52,307,000","13,117,000","4,022,000","25,827,000","30,991,000","29,526,000","36,419,000","31,793,000","27,069,000","26,409,000","12,922,000","18,888,000","31,816,000","16,447,000","958,000","17,917,000","21,268,000","16,254,000","21,300,000","15,000,000","19,600,000","14,045,000","18,600,000","13,700,000","18,300,000","9,592,000","15,800,000","16,300,000","11,000,000","12,373,000","12,400,000","11,200,000","12,100,000","11,912,000","9,200,000","9,300,000","9,900,000","6,400,000"
	CashFlowFromContinuingOperatingActivities,"1,569,215,000","513,479,000","352,123,000","388,932,000","314,681,000","266,453,000","305,738,000","295,161,000","249,428,000","265,216,000","291,231,000","288,043,000","277,636,000","212,027,000","250,900,000","212,573,000","263,740,000","213,529,000","235,752,000","179,481,000","247,486,000","213,131,000","224,835,000","217,783,000","225,137,000","136,290,000","219,355,000","151,238,000","203,858,000","117,852,000","187,674,000","141,305,000","184,560,000","112,906,000","170,466,000","121,754,000","163,878,000","54,778,000","110,498,000","52,595,000","105,607,000","50,326,000","99,705,000","62,279,000","95,442,000","41,526,000","87,663,000","45,566,000","73,767,000","36,372,000","75,040,000","40,841,000","71,414,000","35,395,000","71,573,000","12,817,000","80,633,000","48,113,000","99,314,000","46,598,000","117,906,000","54,351,000","-40,897,000","43,085,000","46,226,000","38,531,000","39,302,000","12,919,000","21,868,000","35,468,000","36,511,000","37,868,000","51,651,000","52,307,000","13,117,000","4,022,000","25,827,000","30,991,000","29,526,000","36,419,000","31,793,000","27,069,000","26,409,000","12,922,000","18,888,000","31,816,000","16,447,000","958,000","17,917,000","21,268,000","16,254,000","21,300,000","15,000,000","19,600,000","14,045,000","18,600,000","13,700,000","18,300,000","9,592,000","15,800,000","16,300,000","11,000,000","12,373,000","12,400,000","11,200,000","12,100,000","11,912,000","9,200,000","9,300,000","9,900,000","6,400,000"
		NetIncomeFromContinuingOperations,"464,482,000","199,971,000","4,467,000","135,276,000","124,768,000","96,236,000","118,150,000","23,143,000","108,070,000","147,143,000","129,553,000","101,275,000","95,420,000","111,230,000","85,303,000","99,283,000","96,697,000","83,315,000","60,952,000","88,072,000","81,259,000","89,035,000","92,724,000","77,202,000","76,067,000","70,484,000","83,111,000","67,813,000","66,350,000","67,581,000","78,374,000","73,628,000","62,222,000","54,916,000","48,645,000","47,537,000","50,665,000","32,333,000","32,783,000","35,375,000","39,401,000","38,412,000","39,570,000","37,786,000","38,178,000","35,603,000","32,691,000",,,"29,451,000",,,,"30,047,000","29,933,000","29,017,000","28,107,000","29,789,000","30,049,000","30,808,000","31,991,000","34,535,000","32,819,000","25,649,000","22,709,000","24,888,000","23,730,000","22,268,000","21,485,000","21,734,000","21,933,000","20,649,000","21,476,000","20,040,000","24,216,000","18,955,000","17,996,000","18,042,000","19,474,000","19,486,000","16,537,000","17,580,000","18,423,000","17,186,000","13,476,000","18,473,000","16,662,000","12,351,000","12,863,000","12,912,000","13,096,000","13,100,000","10,500,000","9,900,000","10,604,000","10,500,000","10,300,000","9,900,000","10,070,000","8,400,000","8,100,000","8,200,000","8,823,000","7,900,000","7,600,000","7,900,000","7,700,000","6,100,000","5,800,000","6,000,000","17,100,000"
		OperatingGainsLosses,"-5,319,000","-9,798,000","24,060,000","-5,005,000","-14,576,000","37,990,000","-24,740,000","-14,949,000","-519,000","-26,437,000","-15,266,000","-1,307,000","-6,341,000","-6,585,000","-5,494,000","-8,078,000","-8,579,000","-5,225,000","17,195,000","-4,687,000","-2,368,000","-11,862,000","-14,170,000","-6,386,000","-6,551,000","3,489,000","-9,221,000","914,000","-3,675,000","-7,218,000","-24,994,000","-10,975,000","-1,965,000","-1,271,000",,,,,,,,,"-330,000","-55,000",,,"197,000","0",,,"0",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,"6,091,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"-330,000","-55,000",,,"197,000","0",,,"0","-15,000","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,"6,091,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,"684,000","590,000","-1,880,000","2,374,000","-400,000","-804,000","-3,311,000","-2,336,000","-502,000","1,564,000","-1,792,000","-327,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"-54,648,000","-9,434,000","-19,676,000","-11,362,000","-14,176,000","-7,679,000","-21,429,000","-12,613,000","-17,000","-37,820,000","-13,474,000","-980,000","-6,205,000","-6,585,000","-5,494,000","-8,078,000","-8,579,000","-5,225,000","-25,231,000","-4,687,000","-2,368,000","-11,862,000","-14,170,000","-6,386,000","-6,551,000","3,489,000","-9,221,000","914,000","-3,675,000","-7,218,000","-24,994,000","-10,975,000","-1,965,000","-1,271,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"-2,060,000","-954,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"1,123,612,000","403,762,000","333,229,000","198,832,000","187,789,000","177,985,000","175,041,000","169,084,000","168,328,000","164,585,000","156,594,000","149,424,000","150,426,000","137,517,000","137,711,000","136,967,000","133,999,000","131,103,000","127,033,000","127,569,000","123,089,000","121,097,000","117,751,000","113,917,000","110,342,000","107,933,000","105,739,000","104,338,000","101,101,000","98,037,000","96,537,000","95,260,000","92,894,000","89,970,000","84,974,000","74,323,000","77,472,000","69,808,000","41,315,000","37,722,000","35,310,000","35,250,000","34,209,000","31,792,000","28,940,000","26,810,000","24,892,000","23,866,000","23,500,000","23,255,000","22,667,000","22,829,000","22,936,000","22,951,000","24,017,000","25,934,000","22,870,000","22,960,000","21,060,000","19,489,000","18,518,000","18,125,000","16,531,000","14,637,000","14,773,000","13,551,000","11,519,000","12,882,000","11,232,000","10,817,000","10,259,000","10,132,000","10,159,000","9,789,000","9,997,000","8,148,000","8,198,000","8,073,000","8,181,000","8,564,000","7,209,000","7,474,000","7,824,000","7,234,000","7,158,000","7,210,000","8,498,000","6,913,000","6,844,000","6,748,000","6,952,000","6,700,000","6,200,000","6,100,000","5,835,000","5,600,000","5,400,000","5,100,000","4,896,000","4,800,000","4,400,000","4,500,000","4,222,000","4,100,000","4,000,000","4,100,000","4,049,000","3,900,000","3,600,000","3,300,000","3,400,000"
			DepreciationAndAmortization,"1,123,612,000","403,762,000","333,229,000","198,832,000","187,789,000","177,985,000","175,041,000","169,084,000","168,328,000","164,585,000","156,594,000","149,424,000","150,426,000","137,517,000","137,711,000","136,967,000","133,999,000","131,103,000","127,033,000","127,569,000","123,089,000","121,097,000","117,751,000","113,917,000","110,342,000","107,933,000","105,739,000","104,338,000","101,101,000","98,037,000","96,537,000","95,260,000","92,894,000","89,970,000","84,974,000","74,323,000","77,472,000","69,808,000","41,315,000","37,722,000","35,310,000","35,250,000","34,209,000","31,792,000","28,940,000","26,810,000","24,892,000","23,866,000","23,500,000","23,255,000","22,667,000","22,829,000","22,936,000","22,951,000","24,017,000","25,934,000","22,870,000","22,960,000","21,060,000","19,489,000","18,518,000","18,125,000","16,531,000","14,637,000","14,773,000","13,551,000","11,519,000","12,882,000","11,232,000","10,817,000","10,259,000","10,132,000","10,159,000","9,789,000","9,997,000","8,148,000","8,198,000","8,073,000","8,181,000","8,564,000","7,209,000","7,474,000","7,824,000","7,234,000","7,158,000","7,210,000","8,498,000","6,913,000","6,844,000","6,748,000","6,952,000","6,700,000","6,200,000","6,100,000","5,835,000","5,600,000","5,400,000","5,100,000","4,896,000","4,800,000","4,400,000","4,500,000","4,222,000","4,100,000","4,000,000","4,100,000","4,049,000","3,900,000","3,600,000","3,300,000","3,400,000"
