name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,06/30/1991,03/31/1991,03/31/1990,03/31/1989
TotalAssets,"159,968,000","137,764,000","125,911,200","114,057,975","103,817,503","96,187,684","95,297,430","90,863,228","87,206,926","83,163,430","81,888,563","77,423,081","76,668,998","75,484,067","74,228,642","71,444,131","70,323,901","69,170,354","69,494,037","69,465,789","71,405,412","69,325,513","70,595,313","66,636,890","61,565,252","57,199,031","57,627,617","57,390,476","53,028,602","52,027,118","51,847,898","53,007,795","50,467,981","46,264,981","46,413,339","41,973,510","39,579,211","38,280,706","37,740,338","32,464,845","30,411,703","29,582,739","30,302,091","25,483,382","23,113,666","22,098,350","21,360,961","20,439,539","19,340,929","19,197,206","20,428,759","18,078,979","16,672,616","16,256,718","16,999,137","15,578,477","15,372,914","14,831,976","15,516,206","15,722,558","16,860,906","18,937,285","19,150,144","19,593,571","19,105,199","20,350,012","21,132,428","22,074,014","22,818,877","24,171,276","25,018,907","25,844,991","27,299,164","29,004,994","29,929,416","31,833,696","32,216,612","33,322,148","34,681,039","36,396,410","37,637,717","39,123,149","40,571,665","41,914,451","42,318,411","42,760,072","23,677,084","9,610,391","5,700,000","6,100,000","5,800,000","6,800,000","7,489,479","8,200,000","9,100,000","9,600,000","10,000,000","9,100,000","9,400,000","9,400,000","9,600,000","9,600,000","8,900,000","4,800,000","4,800,000","4,700,000","3,000,000","3,100,000","3,300,000","3,200,000","3,400,000","3,500,000","3,800,000","4,000,000","4,200,000","4,000,000","4,700,000","5,100,000","5,500,000","5,300,000","5,500,000","3,400,000","3,300,000"
	CurrentAssets,"99,017,000","84,044,000","71,506,247","69,984,395","60,836,622","52,211,429","52,522,809","44,956,874","43,729,912","43,591,404","42,506,771","40,279,880","43,469,249","42,295,318","41,091,531","37,811,881","34,534,451","40,488,611","41,143,402","43,745,839","47,356,251","47,130,101","51,112,678","49,565,636","45,483,489","41,964,339","40,753,629","41,178,260","37,810,555","36,840,163","38,034,383","39,164,205","36,290,101","33,440,386","34,197,203","27,651,974","25,301,915","24,810,108","22,744,597","20,426,409","18,096,614","17,030,379","20,280,285","17,503,225","15,644,994","13,188,318","11,936,351","10,351,112","8,784,001","8,727,266","10,898,212","11,011,166","10,248,028","11,443,424","9,071,269","7,606,601","7,193,736","9,712,627","10,415,066","10,232,191","10,614,973","12,551,823","12,494,048","12,976,528","11,598,599","12,646,718","13,145,653","13,926,313","14,578,264","15,710,043","16,364,288","16,976,482","19,118,903","20,882,998","21,775,861","24,311,510","28,031,357","29,082,602","30,268,426","31,840,679","33,064,322","34,455,368","36,218,882","37,865,731","38,888,633","39,712,603","20,598,785","6,512,571","2,200,000","2,600,000","2,300,000","3,200,000","3,903,587","4,600,000","5,300,000","5,700,000","6,100,000","3,700,000","4,200,000","4,500,000","5,300,000","5,500,000","4,700,000","3,100,000","3,000,000","2,900,000","1,100,000","1,100,000","1,200,000","1,100,000","1,000,000","1,100,000","1,200,000","1,300,000","1,400,000","1,100,000","1,100,000","1,400,000","1,600,000","1,300,000","1,500,000","900,000","2,000,000"
		CashCashEquivalentsAndShortTermInvestments,"14,662,000","23,055,000","23,590,112","32,170,223","32,296,552","28,276,603","27,032,163","20,372,495","23,284,397","25,110,171","23,605,991","20,669,061","24,954,100","23,848,559","17,478,002","17,773,865","15,426,422","25,838,180","24,473,261","25,485,247","28,296,163","29,987,981","33,541,396","31,979,646","28,944,667","29,445,033","25,996,210","25,106,041","24,919,497","24,068,024","24,823,493","25,267,523","23,108,004","21,074,304","15,799,957","14,905,755","15,257,133","16,139,169","14,785,143","11,817,743","10,934,539","11,253,003","13,130,027","11,370,087","9,949,767","9,137,695","7,050,587","6,231,882","5,101,130","5,528,855","6,840,301","6,227,506","6,214,588","7,609,966","4,333,709","3,262,745","2,717,306","6,208,117","6,509,106","6,763,369","7,014,017","6,804,335","8,143,946","8,947,777","7,928,759","8,880,807","10,051,889","10,813,492","11,772,849","12,363,455","13,043,040","13,544,910","15,040,465","16,653,485","18,309,434","22,235,686","27,721,495","28,967,391","30,121,157","31,606,403","32,813,014","33,884,252","35,469,255","36,984,492","38,293,785","39,280,873","20,024,351","5,941,906","1,700,000","2,100,000","1,900,000","2,800,000","3,532,075","4,200,000","4,700,000","5,200,000","5,600,000","3,200,000","3,400,000","3,900,000","4,300,000","4,500,000","3,800,000","2,300,000","2,200,000","1,900,000","300,000","400,000","400,000","200,000","300,000","200,000","300,000","400,000","500,000","100,000",,"200,000","500,000","100,000","400,000","100,000","1,300,000"
			CashAndCashEquivalents,"13,923,000","12,682,000","13,216,281","21,305,392","22,338,721","19,151,076","16,449,636","9,278,968","8,575,556","10,586,850","10,081,721","6,030,842","7,905,627","15,358,334","8,547,777","9,287,640","9,141,197","20,453,030","18,536,111","19,748,097","22,483,013","22,057,906","28,014,321","24,587,571","20,550,592","20,699,033","18,071,210","17,161,041","17,061,497","17,174,024","18,191,493","18,240,523","17,127,004","17,734,304","9,807,957","6,866,755","6,814,133","6,136,169","5,678,143","5,980,743","6,652,539","7,375,003","11,281,027","8,229,087","7,399,767","6,971,695","5,285,719","4,886,316","3,995,564","4,375,289","4,731,735","3,769,843","3,133,588","7,609,966","4,333,709","3,262,745","2,717,306","1,158,117","6,509,106","6,763,369","7,014,017","6,804,335","8,143,946","8,947,777","7,928,759","8,880,807","10,051,889","10,813,492","11,772,849","12,363,455","13,043,040","13,544,910","15,040,465","16,653,485","18,309,434","22,235,686","27,721,495","28,967,391","30,121,157","31,606,403","32,813,014","33,884,252","35,469,255","21,225,492","38,293,785","39,280,873","20,024,351","5,941,906","1,700,000","2,100,000","1,900,000","2,800,000","3,532,075","4,200,000","4,700,000","5,200,000","5,600,000","3,200,000","3,400,000","3,900,000","4,300,000","4,500,000","3,800,000","2,300,000","2,200,000","1,900,000","300,000","400,000","400,000","200,000","300,000","200,000","300,000","400,000","500,000","100,000",,"200,000","500,000","100,000","400,000","100,000","1,300,000"
			OtherShortTermInvestments,"739,000","10,373,000","10,373,831","10,864,831","9,957,831","9,125,527","10,582,527","11,093,527","14,708,841","14,523,321","13,524,270","14,638,219","17,048,473","8,490,225","8,930,225","8,486,225","6,285,225","5,385,150","5,937,150","5,737,150","5,813,150","7,930,075","5,527,075","7,392,075","8,394,075","8,746,000","7,925,000","7,945,000","7,858,000","6,894,000","6,632,000","7,027,000","5,981,000","3,340,000","5,992,000","8,039,000","8,443,000","10,003,000","9,107,000","5,837,000","4,282,000","3,878,000","1,849,000","3,141,000","2,550,000","2,166,000","1,764,868","1,345,566","1,105,566","1,153,566","2,108,566","2,457,663","3,081,000",,,,,"5,050,000",,,,,,,,,,,,,,,,,,,,,,,,,,"15,759,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"21,836,000","16,330,000","19,437,879","16,182,713","13,195,295","9,797,641","10,496,672","9,099,727","8,069,531","7,025,727","9,118,639","9,302,944","8,987,992","8,167,441","12,821,258","9,651,516","7,159,376","5,570,721","7,237,641","8,052,829","8,114,221","7,450,917","7,999,210","8,727,163","7,854,107","5,019,660","6,010,900","7,386,712","4,755,767","4,654,977","5,027,856","4,771,397","3,429,504","2,284,344","7,837,543","5,048,271","4,246,997","3,203,850","3,022,636","4,092,673","2,635,915","2,026,758","3,228,864","3,681,152","2,982,733","2,319,334","3,244,379","2,473,885","2,046,388","1,739,721","2,723,414","3,075,809","2,262,100","1,750,593","2,533,447","2,406,152","2,789,467","1,771,608","2,119,767","1,823,060","1,716,333","2,371,600","2,104,804","1,892,483","1,686,945","1,716,797","1,449,171","1,446,248","1,230,198","1,540,890","1,510,120","1,549,016","1,407,578","1,824,849","1,237,484","468,576","33,502","21,300","48,320","20,613","76,725","170,882","309,315","370,859","197,669","87,179","217,102","209,337","200,000","100,000","100,000","100,000","98,309","100,000","200,000","200,000","300,000","300,000","500,000","400,000","800,000","800,000","400,000","400,000","500,000","800,000","500,000","400,000","400,000","400,000","400,000","400,000","400,000","400,000","400,000","500,000","500,000","600,000","500,000","400,000","500,000","600,000","400,000"
			AccountsReceivable,"21,836,000","16,330,000","19,437,879","16,182,713","13,195,295","9,797,641","10,496,672","9,099,727","8,069,531","7,025,727","9,118,639","9,302,944","8,987,992","8,167,441","12,821,258","9,651,516","7,159,376","5,570,721","7,237,641","8,052,829","8,114,221","7,450,917","7,999,210","8,727,163","7,854,107","5,019,660","6,010,900","7,386,712","4,755,767","4,654,977","5,027,856","4,771,397","3,429,504","2,284,344","7,837,543","5,048,271","4,246,997","3,203,850","3,022,636","4,092,673","2,635,915","2,026,758","3,228,864","3,681,152","2,982,733","2,319,334","3,244,379","2,473,885","2,046,388","1,739,721","2,723,414","3,075,809","2,262,100","1,750,593","2,533,447","2,406,152","2,789,467","1,771,608","2,119,767","1,823,060","1,716,333","2,371,600","2,104,804","1,892,483","1,686,945","1,716,797","1,449,171","1,446,248","1,230,198","1,540,890","1,510,120","1,549,016","1,407,578","1,824,849","1,237,484","468,576","33,502","21,300","48,320","20,613","76,725","170,882","309,315","370,859",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"21,915,000","16,409,000",,"16,262,186","13,274,768","10,086,726",,"9,388,812",,"7,314,812",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-79,000","-79,000",,"-79,473","-79,473","-289,085",,"-289,085",,"-289,085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"60,918,000","43,574,000","27,524,311","20,979,139","14,627,176","13,687,589","14,408,538","14,881,953","11,688,103","10,630,441","9,012,980","9,424,262","8,273,522","9,626,116","10,050,135","9,688,052","10,879,149","8,140,384","8,453,567","9,338,613","9,970,877","8,714,645","8,373,155","8,106,384","8,102,529","6,943,519","7,182,854","6,734,328","5,164,221","5,359,155","5,390,342","5,298,570","4,855,899","5,127,091","5,626,764","4,966,148","3,742,252","3,625,909","2,971,614","3,000,307","3,077,388","2,528,067","2,757,151","2,197,569","1,813,708","1,605,255","1,512,306","1,431,792","1,323,270","1,241,314","1,153,862","1,547,788","1,553,256","1,900,233","2,088,769","1,741,508","1,440,834","1,565,345","1,619,934","1,490,290","1,743,723","1,975,204","2,073,806","1,836,843","1,662,518","1,650,994","1,381,630","1,270,653","1,340,012","1,577,271","1,638,066","1,574,188","2,403,681","2,182,022","2,062,061","1,398,203","106,327","15,591","14,932","40,075","58,687","318,593","403,844","415,316","307,780","300,015","320,137","276,525","300,000","300,000","300,000","200,000","211,014","200,000","200,000","200,000","100,000","100,000","200,000","100,000","200,000","100,000","300,000","100,000","200,000","200,000","200,000","200,000","400,000","300,000","300,000","300,000","300,000","400,000","200,000","300,000","300,000","300,000","300,000","700,000","300,000","200,000","200,000"
