name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987,06/30/1987,03/31/1987,12/31/1986,09/30/1986,06/30/1986,03/31/1986
TotalRevenue,"2,308,317,000","565,706,000","622,291,000","555,243,000","565,077,000","540,921,000","591,110,000","493,262,000","358,883,000","430,906,000","444,401,000","349,777,000","337,495,000","292,163,000","368,113,000","302,726,000","283,395,000","254,191,000","205,563,000","216,450,000","231,820,000","211,001,000","272,692,000","233,040,000","227,817,000","209,498,000","204,808,000","189,691,000","198,134,000","214,500,000","245,728,000","207,600,000","211,946,000","203,794,000","220,830,000","189,535,000","207,853,000","198,653,000","259,753,000","219,644,000","216,934,000","207,127,000","197,397,000","167,871,000","183,034,000","180,358,000","220,238,000","183,587,000","188,785,000","199,015,000","217,433,000","186,401,000","193,924,000","205,368,000","264,926,000","230,278,000","664,141,000","642,474,000","679,196,000","596,446,000","640,074,000","601,424,000","682,985,000","583,449,000","641,914,000","589,729,000","706,802,000","594,702,000","627,343,000","585,061,000","606,739,000","499,792,000","547,316,000","513,656,000","514,324,000","440,481,000","474,846,000","445,194,000","404,444,000","371,505,000","399,933,000","359,782,000","353,600,000","342,099,000","374,053,000","367,379,000","459,641,000","409,635,000","439,224,000","410,859,000","439,700,000","369,900,000","388,300,000","373,400,000","397,400,000","343,400,000","366,900,000","346,800,000","359,600,000","286,200,000","305,500,000","290,700,000","324,900,000","265,500,000","277,300,000","254,200,000","73,178,000","315,800,000","329,100,000","312,300,000","330,651,000","296,000,000","307,600,000","285,800,000","316,371,000","294,400,000","309,300,000","285,700,000","328,200,000","295,100,000","326,500,000","313,600,000","353,800,000","317,300,000","326,900,000","301,500,000","345,500,000","321,700,000","331,900,000","297,500,000","346,300,000","304,300,000","320,900,000","294,900,000","335,700,000","293,200,000","305,400,000","280,200,000","286,800,000","286,800,000","286,700,000","286,700,000","259,200,000","259,200,000","259,200,000","259,100,000"
	OperatingRevenue,"2,264,896,000","554,301,000","610,964,000","546,558,000","553,073,000","519,111,000","569,324,000","473,914,000","339,740,000","398,664,000","408,338,000","317,146,000","305,927,000","261,524,000","346,142,000","285,278,000","268,834,000","240,197,000","196,323,000","206,474,000","221,164,000","200,459,000","261,370,000","223,303,000","216,877,000","199,933,000","194,988,000","181,270,000","190,867,000","203,270,000","234,957,000","198,003,000","199,654,000","191,543,000","240,218,000","169,323,000","186,201,000","177,618,000","185,139,000","219,644,000","216,934,000","207,127,000","197,397,000","167,871,000","183,034,000","180,358,000","220,238,000","183,587,000","188,785,000","199,015,000","217,433,000","186,401,000","193,924,000","205,368,000","211,377,000","230,278,000","664,141,000","642,474,000","679,196,000","596,446,000","640,074,000","601,424,000","682,985,000","583,449,000","609,588,000","589,729,000","706,802,000","594,702,000","627,343,000","585,061,000","606,739,000","499,792,000","547,316,000","513,656,000","514,324,000","440,481,000","474,846,000","445,194,000","404,444,000","371,505,000","399,933,000","359,782,000","353,600,000","342,099,000","374,053,000","367,379,000","459,641,000","409,635,000","439,224,000","410,859,000","439,700,000","369,900,000","388,300,000","373,400,000","397,400,000","343,400,000","366,900,000","346,800,000","359,600,000","286,200,000","305,500,000","290,700,000","324,900,000","265,500,000","277,300,000","254,200,000","73,178,000","315,800,000","329,100,000","312,300,000","330,651,000","296,000,000","307,600,000","285,800,000","316,371,000","294,400,000","309,300,000","285,700,000","328,200,000","295,100,000","326,500,000","313,600,000","353,800,000","317,300,000","326,900,000","301,500,000","345,500,000","321,700,000","331,900,000","297,500,000","346,300,000","304,300,000","320,900,000","294,900,000","335,700,000","293,200,000","305,400,000","280,200,000","286,800,000","286,800,000","286,700,000","286,700,000","259,200,000","259,200,000","259,200,000","259,100,000"
CostOfRevenue,"1,139,665,000","297,834,000","287,373,000","285,775,000","268,683,000","264,395,000","293,016,000","271,805,000","261,772,000","294,888,000","284,936,000","238,665,000","218,472,000","208,198,000","196,471,000","186,961,000","179,498,000","181,852,000","134,047,000","151,766,000","146,421,000","151,968,000","141,713,000","141,018,000","139,190,000","138,676,000","127,527,000","127,571,000","124,259,000","151,917,000","147,680,000","144,607,000","143,138,000","142,335,000","140,712,000","135,712,000","136,532,000","142,583,000","489,349,000","26,263,000","27,177,000","28,220,000","25,407,000","27,162,000","27,957,000","28,417,000","27,226,000","27,069,000","26,487,000","26,402,000","59,235,000","53,043,000","55,332,000","63,062,000","-277,767,000","169,976,000","385,525,000","333,091,000","67,901,000","258,879,000","262,639,000","273,067,000","154,818,000","147,984,000","31,037,000","178,713,000","509,252,000","465,498,000","448,005,000","306,737,000","857,750,000","257,933,000","401,639,000","399,660,000","762,710,000","222,425,000","186,358,000","352,366,000","816,762,000","100,290,000","112,444,000","104,792,000","96,998,000","108,803,000","121,224,000","130,515,000","199,820,000","178,324,000","188,535,000","182,502,000","195,500,000","164,100,000","155,300,000","165,300,000","263,000,000","147,000,000","151,900,000","148,300,000","149,100,000","121,100,000","121,500,000","121,800,000",,,,,,"140,100,000","136,600,000","133,800,000",,"126,300,000","123,500,000","116,500,000",,"132,300,000","132,300,000","118,300,000","143,100,000","136,200,000","136,500,000","134,700,000","195,100,000","123,800,000","128,100,000","124,500,000","140,200,000","128,200,000","127,800,000","120,300,000","137,400,000","119,200,000","123,700,000",,,,,,,,,,,,,
GrossProfit,"1,168,652,000","267,872,000","334,918,000","269,468,000","296,394,000","276,526,000","298,094,000","221,457,000","97,111,000","136,018,000","159,465,000","111,112,000","119,023,000","83,965,000","171,642,000","115,765,000","103,897,000","72,339,000","71,516,000","64,684,000","85,399,000","59,033,000","130,979,000","92,022,000","88,627,000","70,822,000","77,281,000","62,120,000","73,875,000","62,583,000","98,048,000","62,993,000","68,808,000","61,459,000","80,118,000","53,823,000","71,321,000","56,070,000","-229,596,000","193,381,000","189,757,000","178,907,000","171,990,000","140,709,000","155,077,000","151,941,000","193,012,000","156,518,000","162,298,000","172,613,000","158,198,000","133,358,000","138,592,000","142,306,000","542,693,000","60,302,000","278,616,000","309,383,000","611,295,000","337,567,000","377,435,000","328,357,000","528,167,000","435,465,000","610,877,000","411,016,000","197,550,000","129,204,000","179,338,000","278,324,000","-251,011,000","241,859,000","145,677,000","113,996,000","-248,386,000","218,056,000","288,488,000","92,828,000","-412,318,000","271,215,000","287,489,000","254,990,000","256,602,000","233,296,000","252,829,000","236,864,000","259,821,000","231,311,000","250,689,000","228,357,000","244,200,000","205,800,000","233,000,000","208,100,000","134,400,000","196,400,000","215,000,000","198,500,000","210,500,000","165,100,000","184,000,000","168,900,000",,,,,,"175,700,000","192,500,000","178,500,000",,"169,700,000","184,100,000","169,300,000",,"162,100,000","177,000,000","167,400,000","185,100,000","158,900,000","190,000,000","178,900,000","158,700,000","193,500,000","198,800,000","177,000,000","205,300,000","193,500,000","204,100,000","177,200,000","208,900,000","185,100,000","197,200,000",,,,,,,,,,,,,
OperatingExpense,"765,966,000","192,472,000","205,799,000","182,831,000","184,864,000","183,533,000","121,761,000","105,308,000","94,033,000","114,995,000","113,988,000","93,862,000","92,962,000","79,234,000","88,121,000","74,746,000","79,164,000","68,443,000","57,097,000","63,376,000","64,282,000","57,457,000","63,328,000","64,671,000","65,295,000","61,385,000","108,551,000","58,458,000","59,343,000","61,042,000","65,321,000","58,238,000","67,707,000","59,191,000","61,580,000","60,512,000","61,752,000","58,793,000","-94,758,000","110,833,000","111,657,000","119,775,000","331,294,000","92,634,000","155,269,000","102,027,000","329,250,000","99,333,000","97,265,000","168,198,000","137,517,000","135,222,000","134,387,000","179,302,000","551,276,000","51,367,000","893,922,000","159,500,000","816,867,000","203,036,000","213,164,000","211,463,000","314,321,000","297,886,000","421,655,000","265,433,000","133,345,000","27,713,000","16,691,000","164,489,000","-382,562,000","154,801,000","5,146,000","15,737,000","-364,237,000","143,799,000","188,265,000","15,976,000","-464,154,000","176,796,000","177,552,000","172,574,000","180,500,000","172,541,000","176,498,000","175,615,000","158,242,000","156,960,000","156,570,000","154,100,000","155,000,000","150,300,000","146,800,000","142,400,000","48,500,000","138,900,000","139,800,000","141,100,000","135,300,000","115,500,000","113,700,000","113,100,000",,,,,"473,322,000","125,500,000","125,700,000","124,600,000","642,004,000","115,900,000","120,900,000","117,100,000","645,267,000","124,100,000","124,500,000","121,900,000","136,800,000","127,000,000","135,600,000","139,600,000","95,900,000","151,900,000","148,000,000","156,400,000","144,300,000","145,400,000","182,700,000","145,400,000","140,300,000","139,100,000","138,600,000",,,,,,,,,,,,,
	SellingGeneralAndAdministration,"603,806,000","152,727,000","166,221,000","140,745,000","144,113,000","144,026,000","1,075,000","1,261,000","1,026,000","1,026,000","1,746,000","2,071,000","1,564,000","1,572,000","13,446,000","3,529,000","1,389,000","1,388,000","-11,273,000","4,431,000","6,776,000","3,693,000","6,902,000","6,234,000","8,452,000","6,375,000","52,819,000","5,479,000","8,305,000","6,260,000","5,543,000","3,889,000","10,178,000","4,412,000","5,647,000","6,085,000","7,951,000","5,492,000","-276,089,000","98,697,000","99,054,000","107,469,000","91,967,000","83,058,000","85,266,000","91,607,000","90,743,000","88,609,000","85,688,000","89,296,000","92,924,000","89,299,000","85,626,000","126,546,000","543,220,000","39,197,000","87,683,000","129,871,000","372,859,000","170,840,000","180,711,000","176,932,000","284,440,000","270,631,000","268,583,000","243,524,000",,,,"147,155,000",,"137,022,000",,,,"126,643,000","128,058,000",,,"123,766,000","123,160,000","121,823,000","119,108,000","114,588,000","118,087,000","118,755,000","130,429,000","129,672,000","129,314,000","127,292,000","127,500,000","123,600,000","123,000,000","116,400,000","21,200,000","113,600,000","114,400,000","115,300,000","111,300,000","97,500,000","96,400,000","94,800,000",,,,,,"95,200,000","95,200,000","94,800,000",,"87,600,000","90,200,000","88,100,000",,"93,500,000","94,500,000","92,300,000","102,400,000","97,600,000","106,100,000","111,000,000","107,800,000","106,900,000","107,200,000","118,200,000","107,600,000","106,800,000","143,900,000","106,100,000","103,300,000","101,600,000","101,600,000",,,,,,,,,,,,,
		GeneralAndAdministrativeExpense,"603,806,000","152,727,000",,,,"144,026,000","1,075,000","1,261,000","1,026,000","1,026,000","1,746,000","2,071,000","1,564,000","1,572,000","13,446,000","3,529,000","1,389,000","1,388,000","3,627,000","3,551,000","3,467,000","3,467,000","3,828,000","3,605,000","3,449,000","3,450,000","48,892,000","2,976,000","4,120,000","2,762,000","1,475,000","1,670,000","5,477,000","1,378,000","1,809,000","2,490,000","2,569,000","1,969,000","-292,007,000","98,697,000","99,054,000","107,469,000","91,967,000","83,058,000","85,266,000","91,607,000","90,743,000","88,609,000","85,688,000","89,296,000","92,924,000","89,299,000","85,626,000","126,546,000",,,,,,,,,,,"215,430,000","185,203,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SalariesAndWages,,,,,,"-7,000","1,075,000","1,261,000","1,026,000","1,026,000","1,746,000","2,071,000","1,564,000","1,572,000","13,446,000","3,529,000","1,389,000","1,388,000","3,627,000","3,551,000","3,467,000","3,467,000","3,828,000","3,605,000","3,449,000","3,450,000","48,892,000","2,976,000","4,120,000","2,762,000","1,475,000","1,670,000","5,477,000","1,378,000","1,809,000","2,490,000","2,569,000","1,969,000","-292,007,000","98,697,000","99,054,000","101,643,000","91,967,000","83,058,000","85,266,000","91,607,000","90,743,000","88,609,000","85,688,000","89,296,000","92,924,000","89,299,000","85,626,000","126,546,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"603,806,000","152,727,000",,,,"144,026,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,826,000",,,,,,,,,,,,,,,,,,,,,,,"215,430,000","185,203,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,,,,,,,,,,,,,,,,,,,,"4,431,000","6,776,000","3,693,000","3,074,000","2,629,000","5,003,000","2,925,000","3,927,000","2,503,000","4,185,000","3,498,000","4,068,000","2,219,000","4,701,000","3,034,000","3,838,000","3,595,000","5,382,000","3,523,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"53,153,000","58,321,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
