name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,06/30/2010,03/31/2010
TotalAssets,"7,272,700,000","6,777,800,000","6,587,400,000","6,548,200,000","6,370,900,000","6,355,000,000","6,307,300,000","6,649,200,000","6,739,000,000","6,494,800,000","6,784,700,000","7,131,100,000","7,787,800,000","5,272,400,000","5,497,100,000","5,709,100,000","5,694,300,000","5,732,700,000","5,690,100,000","5,806,900,000","5,596,000,000","5,389,900,000","5,596,900,000","5,954,400,000","5,935,400,000","5,612,400,000","5,820,100,000","6,081,700,000","5,916,300,000","6,076,600,000","6,298,300,000","6,625,800,000","6,417,600,000","6,217,000,000","5,421,100,000","5,357,300,000"
	CurrentAssets,"3,355,100,000","2,892,300,000","2,786,800,000","2,701,300,000","2,507,100,000","2,451,900,000","2,418,600,000","2,728,100,000","2,787,300,000","2,453,600,000","2,576,300,000","2,806,200,000","3,447,000,000","2,188,700,000","2,355,300,000","2,558,000,000","2,500,900,000","2,518,500,000","2,447,400,000","2,604,200,000","2,388,400,000","2,178,100,000","2,300,600,000","2,503,700,000","2,446,800,000","2,196,300,000","2,471,300,000","2,713,900,000","2,578,500,000","2,621,800,000","2,795,400,000","3,026,600,000","2,816,600,000","2,549,900,000","2,125,400,000","1,977,600,000"
		CashCashEquivalentsAndShortTermInvestments,"245,400,000","251,500,000","220,800,000","207,000,000","141,400,000","386,600,000","273,700,000","547,400,000","379,700,000","330,300,000","134,600,000","109,500,000","788,000,000","121,600,000","85,900,000","128,600,000","115,900,000","467,000,000","293,900,000","321,800,000","300,600,000","336,400,000","267,100,000","223,800,000","222,100,000","188,100,000","187,400,000","197,000,000","181,400,000","206,000,000","149,400,000","163,200,000","164,100,000","180,400,000","87,400,000","114,700,000"
			CashAndCashEquivalents,"245,400,000","251,500,000","220,800,000","207,000,000","141,400,000","386,600,000","273,700,000","547,400,000","379,700,000","330,300,000","134,600,000","109,500,000","788,000,000","121,600,000","85,900,000","128,600,000","115,900,000","467,000,000","293,900,000","321,800,000","300,600,000","336,400,000","267,100,000","223,800,000","222,100,000","188,100,000","187,400,000","197,000,000","181,400,000","206,000,000","149,400,000","163,200,000","164,100,000","180,400,000","87,400,000","114,700,000"
		Receivables,"1,806,000,000","1,539,500,000","1,561,900,000","1,532,800,000","1,423,400,000","1,239,800,000","1,276,800,000","1,250,600,000","1,383,800,000","1,160,100,000","1,375,700,000","1,544,400,000","1,466,500,000","1,094,700,000","1,261,000,000","1,369,200,000","1,288,500,000","1,062,400,000","1,205,300,000","1,313,500,000","1,102,100,000","950,300,000","1,127,600,000","1,325,000,000","1,140,200,000","1,026,200,000","1,243,400,000","1,407,600,000","1,242,500,000","1,277,500,000","1,462,200,000","1,657,100,000","1,430,200,000","1,277,000,000","1,228,500,000","985,800,000"
			AccountsReceivable,"1,806,000,000","1,539,500,000","1,561,900,000","1,532,800,000","1,423,400,000","1,239,800,000","1,276,800,000","1,250,600,000","1,383,800,000","1,160,100,000","1,375,700,000","1,544,400,000","1,466,500,000","1,094,700,000","1,261,000,000","1,369,200,000","1,288,500,000","1,062,400,000","1,205,300,000","1,313,500,000","1,102,100,000","950,300,000","1,127,600,000","1,325,000,000","1,140,200,000","1,026,200,000","1,243,400,000","1,407,600,000","1,242,500,000","1,277,500,000","1,462,200,000","1,657,100,000","1,430,200,000","1,277,000,000","1,224,900,000","982,400,000"
				GrossAccountsReceivable,"1,821,000,000","1,555,300,000","1,577,700,000","1,552,100,000","1,442,600,000","1,257,000,000","1,301,400,000","1,271,200,000","1,401,200,000","1,173,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-15,000,000","-15,800,000","-15,800,000","-19,300,000","-19,200,000","-17,200,000","-24,600,000","-20,600,000","-17,400,000","-12,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,600,000","3,400,000"
		Inventory,"1,105,500,000","932,200,000","840,600,000","786,100,000","728,400,000","674,000,000","696,300,000","755,100,000","817,200,000","796,000,000","872,900,000","938,000,000","996,600,000","803,300,000","843,600,000","880,300,000","921,900,000","839,500,000","792,300,000","817,300,000","829,900,000","756,600,000","753,600,000","801,700,000","922,300,000","803,400,000","859,800,000","902,800,000","945,400,000","942,700,000","978,100,000","988,200,000","1,019,800,000","893,500,000","662,300,000","708,100,000"
