name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014
TotalRevenue,"288,017,000","76,205,000","72,028,000","65,784,000","74,000,000","70,690,000","63,282,000","63,988,000","66,105,000","55,436,000","53,186,000","49,875,000","48,562,000","48,053,000","40,509,000","38,246,000","37,037,000","37,389,000","28,285,000","26,026,000","24,672,000","26,569,000","24,752,000","21,810,000","22,723,000","22,074,000","20,577,000","19,134,000","19,232,000","19,026,000","18,057,000","16,417,000","16,301,000","16,674,000"
	OperatingRevenue,"288,017,000","76,205,000","72,028,000","65,784,000","74,000,000","70,690,000","63,282,000","63,988,000","66,105,000","55,436,000","53,186,000","49,875,000","48,562,000","48,053,000","40,509,000","38,246,000","37,037,000","37,389,000","28,285,000","26,026,000","24,672,000","26,569,000","24,752,000","21,810,000","22,723,000","22,074,000","20,577,000","19,134,000","19,232,000","19,026,000","18,057,000","16,417,000","16,301,000","16,674,000"
CostOfRevenue,"144,940,000","38,841,000","37,153,000","31,438,000","37,508,000","35,306,000","29,864,000","30,071,000","31,976,000","26,100,000","24,995,000","22,991,000","23,546,000","22,464,000","17,297,000","16,471,000","15,954,000","16,040,000","7,455,000","7,823,000","6,867,000","6,600,000","6,956,000","6,091,000","6,184,000","6,077,000","5,639,000","5,328,000","5,516,000","5,736,000","5,312,000","4,882,000","4,968,000","5,311,000"
GrossProfit,"143,077,000","37,364,000","34,875,000","34,346,000","36,492,000","35,384,000","33,418,000","33,917,000","34,129,000","29,336,000","28,191,000","26,884,000","25,016,000","25,589,000","23,212,000","21,775,000","21,083,000","21,349,000","20,830,000","18,203,000","17,805,000","19,969,000","17,796,000","15,719,000","16,539,000","15,997,000","14,938,000","13,806,000","13,716,000","13,290,000","12,745,000","11,535,000","11,333,000","11,363,000"
OperatingExpense,"75,570,000","20,313,000","20,587,000","17,081,000","17,589,000","15,581,000","26,430,000","19,616,000","14,592,000","15,865,000","19,297,000","14,935,000","14,729,000","13,818,000","14,533,000","11,419,000","11,157,000","11,783,000","11,426,000","9,025,000","9,059,000","11,017,000","9,541,000","9,639,000","9,299,000","8,369,000","8,430,000","7,953,000","11,310,000","8,339,000","9,522,000","7,523,000","6,289,000","5,576,000"
	SellingGeneralAndAdministration,"67,195,000","18,086,000","18,023,000","15,020,000","16,066,000","13,786,000","24,199,000","17,282,000","13,194,000","14,310,000","17,832,000","13,527,000","13,394,000","12,542,000","13,383,000","10,285,000","10,078,000","10,833,000","10,457,000","8,144,000","8,288,000","10,262,000","8,720,000","8,893,000","8,572,000","7,655,000","7,692,000","7,317,000","10,665,000","7,676,000","8,850,000","6,833,000","5,562,000","4,761,000"
		GeneralAndAdministrativeExpense,,,,,,,"20,950,000","17,282,000","13,194,000","14,310,000","17,832,000","13,527,000","13,394,000","12,542,000","13,383,000","10,285,000","10,078,000","10,833,000","10,457,000","8,144,000","8,288,000","10,262,000","8,720,000","8,893,000","8,572,000","7,655,000","7,692,000","7,317,000","10,665,000","7,676,000","8,850,000","6,833,000","5,562,000","4,761,000"
			OtherGandA,,,,,,,"20,950,000","17,282,000","13,194,000","14,310,000","17,832,000","13,527,000","13,394,000","12,542,000","13,383,000","10,285,000","10,078,000","10,833,000","10,457,000","8,144,000","8,288,000","10,262,000","8,720,000","8,893,000","8,572,000","7,655,000","7,692,000","7,317,000","10,665,000","7,676,000","8,850,000","6,833,000","5,562,000","4,761,000"
		SellingAndMarketingExpense,,,,,,,,"18,267,000","18,589,000","14,924,000","14,532,000","12,652,000","12,973,000","12,734,000","8,416,000","8,431,000","8,209,000","8,643,000",,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"8,375,000","2,227,000","2,564,000","2,061,000","1,523,000","1,795,000","2,231,000","2,334,000","1,398,000","1,555,000","1,465,000","1,408,000","1,335,000","1,276,000","1,150,000","1,134,000","1,079,000","950,000","969,000","881,000","771,000","755,000","821,000","746,000","727,000","714,000","738,000","636,000","645,000","663,000","672,000","690,000","727,000","815,000"
