name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012
MarketCap,"2,755,958,282","3,375,013,000","3,070,818,000","3,091,867,000","2,846,466,000","2,992,836,000","2,774,082,000","2,026,656,000","1,144,480,000","674,360,000","1,139,886,180","967,482,000","729,294,576","873,097,095","276,996,924","293,534,054","175,520,961","196,378,416","258,392,653","299,252,156","319,890,236","482,931,066","458,165,370","482,433,177","533,975,183","536,036,864","538,098,544","445,155,122","414,803,636","540,256,443","572,631,361","656,800,106","569,195,408","246,247,658","161,126,014","140,809,250","168,971,101","869,733,239","852,679,646","1,705,359,293"
EnterpriseValue,"9,641,958,282","10,147,013,000","16,014,818,000","15,759,867,000","15,884,466,000","15,599,836,000","13,561,082,000","13,799,656,000","13,455,480,000","13,750,360,000","14,915,886,180","14,732,482,000","14,031,294,576","13,166,097,095","761,583,924","778,121,054","660,107,961","680,965,416","757,500,653","817,951,156","838,844,236","1,002,300,066","979,865,370","996,701,177","1,049,958,183","1,048,387,864","1,067,707,544","398,704,122","439,117,636","647,870,443","676,763,361","751,459,106","664,136,408","355,247,658","268,546,014","261,796,250","289,958,101","948,910,239","845,037,646","1,697,717,293"
PeRatio,"1.926","2.74","2.551","2.799","3.016","10.863","4.981","4.546","3.937","2.485",,,"22.25","26.639",,"142.001","3.396","8.636","5.682","4.833","12.917","19.5","68.321","72.014","79.707","80.015","80.323",,"39.661","51.657","1,677.127","1,926.029",,,,,,,,
ForwardPeRatio,"5.371","8.467","7.179","7.582","4.552","5.12","6.101","5.128","2.768","2.124","5.325","4.833","6.061","4.167",,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"0.912","1.104","0.926","0.969","0.781","1.071","1.005","0.746","0.438","0.259","25.233","21.421","16.138","3.779","14.98","8.331","1.037","1.703","1.693","1.648","4.446","4.872","1,719.176","40.325","44.633","44.805","44.977","43.278","39.143","41","50.409","52.175","12.339","5.32","3.493","25.877","31.053","18.854","18.484","36.968"
PbRatio,"0.693","1.003","0.942","0.923","0.981","1.195","1.187","0.944","0.553","0.302","0.645","0.577","0.415","0.449","3.303","3.136","0.813","1.08","1.245","1.541","5.508","6.109","7.512","49.339","132.107","43.655","5.988","5.045","4.25","5.469","7.051","10.085","9.897","4.232","2.658","2.187","2.624","12.623","4.873","9.745"
EnterprisesValueRevenueRatio,"2.894","9.326","23.109","17.019","25.415","11.504","13.077","14.87","19.059","34.723","16.835","18.864","25.011","34.287","247.027","353.691","-650.353","16.65","-32.504","41.584","5.987","-67.336","40.167","17.335","82.622","96.182","-13.207","43.389","203.672","306.612","262.413","223.449","169.769","81.591","-710.439","57.049","18.604","316.937","265.318","171.973"
EnterprisesValueEBITDARatio,"6.982","15.492","76.626","37.523","165.463","20.968","38.746","39.315","105.121","-62.219","56.286","114.205","-149.269","-58","-381.555","-139.373","-73.394","17.465","-36.55","44.456","5.949","-62.609","42.466","17.721","96.08","-351.572","-14.721","61.767","94.353","-2,570.914","32.501","10,735.13","61.081","132.161","209.148","671.272","-51.714","98.424","-216.067","-494.529"
