name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010
TotalRevenue,"265,660,000","60,746,000","69,409,000","78,780,000","56,725,000","73,401,000","27,193,000","59,547,000","51,414,000","72,422,000","87,864,000","80,362,000","63,257,000","83,522,000","81,771,000","80,148,000","75,011,000","62,523,000","56,570,000","81,294,000","57,482,000","59,857,000","69,871,000","44,047,000","35,443,000","31,962,000","32,545,000","31,935,000","30,220,000","31,209,000","27,141,000","23,874,000","28,403,000","21,587,000","20,929,000","17,318,000","15,826,000","15,987,000","12,321,000","16,159,000","13,964,000","12,418,000","11,531,000","8,050,000","7,664,000","7,158,000","6,484,000","4,477,000","5,058,000","3,875,000"
	OperatingRevenue,"265,660,000","60,746,000","69,409,000","78,780,000","56,725,000","73,401,000","27,193,000","59,547,000","51,414,000","72,422,000","87,864,000","80,362,000","63,257,000","83,522,000","81,771,000","80,148,000","75,011,000","62,523,000","56,570,000","81,294,000","57,482,000","59,857,000","69,871,000","44,047,000","35,443,000","31,962,000","32,545,000","31,935,000","30,220,000","31,209,000","27,141,000","23,874,000","28,403,000","21,587,000","20,929,000","17,318,000","15,826,000","15,987,000","12,321,000","16,159,000","13,964,000","12,418,000","11,531,000","8,050,000","7,664,000","7,158,000","6,484,000","4,477,000","5,058,000","3,875,000"
PretaxIncome,"180,418,000","15,238,000","37,097,000","60,392,000","67,691,000","58,335,000","36,680,000","49,338,000","60,201,000","-127,842,000","71,903,000","29,089,000","61,424,000","67,758,000","52,990,000","62,217,000","55,346,000","49,433,000","41,317,000","68,356,000","36,235,000","47,125,000","59,027,000","69,893,000","10,338,000","18,616,000","27,240,000","25,847,000","24,658,000","25,513,000","22,041,000","19,159,000","23,958,000","17,580,000","15,864,000","12,900,000","11,789,000","11,932,000","8,968,000",,"9,910,000",,,,,,,,,
NetIncomeCommonStockholders,"163,842,000","11,271,000","32,722,000","56,392,000","64,306,000","54,103,000","32,102,000","45,236,000","56,097,000","-132,029,000","67,197,000","24,857,000","55,656,000","60,072,000","44,965,000","54,648,000","47,774,000","41,847,000","33,295,000","57,208,000","26,295,000","37,185,000","48,928,000","60,583,000","4,041,000","12,352,000","20,808,000","23,285,000","22,539,000","23,392,000","20,181,000","17,211,000","22,098,000","15,720,000","13,802,000","10,839,000","9,729,000","9,877,000","7,107,000","10,992,000","9,910,000","9,093,000","8,670,000","5,512,000","6,520,000","5,180,000","3,966,000","2,356,000","2,935,000","1,742,000"
	NetIncome,"180,418,000","15,238,000","37,097,000","60,392,000","67,691,000","58,335,000","36,680,000","49,338,000","60,201,000","-127,842,000","71,903,000","29,089,000","61,424,000","67,758,000","52,990,000","62,217,000","55,346,000","49,433,000","41,317,000","68,356,000","36,235,000","47,125,000","59,027,000","69,893,000","10,338,000","18,616,000","27,240,000","25,847,000","24,658,000","25,513,000","22,041,000","19,159,000","23,958,000","17,580,000","15,864,000","12,900,000","11,789,000","11,932,000","8,967,000","12,211,000","9,910,000","9,093,000","8,670,000","5,512,000","6,520,000","5,180,000","3,966,000","2,356,000","2,935,000","1,742,000"
		NetIncomeIncludingNoncontrollingInterests,"180,418,000","15,238,000","37,097,000","60,392,000","67,691,000","58,335,000","36,680,000","49,338,000","60,201,000","-127,842,000","71,903,000","29,089,000","61,424,000","67,758,000","52,990,000","62,217,000","55,346,000","49,433,000","41,317,000","68,356,000","36,235,000","47,125,000","59,027,000","69,893,000","10,338,000","18,616,000","27,240,000","25,847,000","24,658,000","25,513,000","22,041,000","19,159,000","23,958,000","17,580,000","15,864,000","12,900,000","11,789,000","11,932,000","8,967,000","12,211,000","9,910,000","9,093,000","8,670,000","5,512,000","6,520,000","5,180,000","3,966,000","2,356,000","2,935,000","1,742,000"
			NetIncomeContinuousOperations,"180,418,000","15,238,000","37,097,000","60,392,000","67,691,000","58,335,000","36,680,000","49,338,000","60,201,000","-127,842,000","71,903,000","29,089,000","61,424,000","67,758,000","52,990,000","62,217,000","55,346,000","49,433,000","41,317,000","68,356,000","36,235,000","47,125,000","59,027,000","69,893,000","10,338,000","18,616,000","27,240,000","25,847,000","24,658,000","25,513,000","22,041,000","19,159,000","23,958,000","17,580,000","15,864,000","12,900,000","11,789,000","11,932,000","8,967,000","12,211,000","9,910,000","9,093,000","8,670,000","5,512,000","6,520,000","5,180,000","3,966,000","2,356,000","2,935,000","1,742,000"
	PreferredStockDividends,"12,647,000","3,068,000","3,068,000","3,126,000","3,385,000","3,385,000","3,385,000","3,385,000","3,385,000","3,385,000","3,386,000","3,385,000","4,919,000","6,835,000","6,835,000","6,836,000","6,834,000","6,835,000","6,993,000","11,148,000","9,310,000","9,310,000","9,310,000","9,310,000","5,860,000","5,815,000","5,861,000","2,304,000","1,860,000","1,860,000","1,860,000","1,860,000","1,860,000","1,860,000","1,860,000","1,859,000","1,860,000","1,860,000","1,860,000","1,219,000",,,,,,,,,,
	OtherunderPreferredStockDividend,"3,929,000","899,000","1,307,000","874,000",,"847,000","1,193,000","717,000","719,000","802,000","1,320,000","847,000","849,000","851,000","1,190,000","733,000","738,000","751,000","1,029,000",,"630,000","630,000","789,000",,"437,000","449,000","571,000","258,000","259,000","261,000",,"88,000",,,"202,000","202,000","200,000","195,000",,,,,,,,,,,,
AverageDilutionEarnings,"29,805,000","0",,,,"9,092,000","-2,238,000","717,000","10,116,000",,"36,493,000","847,000","9,468,000","10,113,000","10,362,000","7,479,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
