name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004
TotalAssets,"3,670,681,000","3,659,408,000","3,675,818,000","3,559,114,000","3,429,273,000","3,468,769,000","3,434,306,000","3,450,147,000","3,513,905,000","3,464,202,000","3,464,760,000","3,460,710,000","3,441,036,000","3,668,082,000","3,697,695,000","3,768,720,000","3,760,612,000","3,897,922,000","3,902,193,000","3,899,561,000","3,911,348,000","2,810,852,000","2,830,978,000","2,878,440,000","2,948,791,000","2,640,999,000","2,626,891,000","2,636,502,000","2,669,405,000","2,680,596,000","2,725,670,000","1,853,950,000","1,795,663,000","1,864,846,000","1,808,076,000","1,736,094,000","1,739,799,000","1,731,389,000","1,787,623,000","1,752,655,000","1,758,276,000","1,045,847,000","1,055,141,000","1,048,616,000","1,056,918,000","1,053,848,000","791,172,000","775,635,000","791,412,000","786,574,000","799,303,000","797,305,000","801,381,000","1,052,932,000","1,045,930,000","1,042,168,000","1,049,156,000","1,053,443,000","1,060,578,000","1,052,677,000","1,063,416,000","1,052,165,000","1,061,798,000","1,043,090,000","1,038,645,000","1,053,832,000","1,018,374,000","1,002,780,000","1,001,135,000","1,002,032,000"
	CurrentAssets,"293,267,000","275,266,000","304,810,000","408,524,000","269,835,000","301,211,000","269,853,000","295,564,000","365,654,000","300,369,000","304,886,000","310,521,000","300,938,000","293,177,000","314,500,000","314,478,000","303,477,000","332,128,000","331,072,000","328,225,000","334,434,000","291,210,000","279,673,000","281,358,000","249,013,000","228,155,000","205,779,000","201,059,000","201,707,000","200,762,000","222,373,000","160,097,000","177,185,000","244,501,000","182,658,000","162,984,000","164,173,000","151,222,000","179,607,000","144,369,000","147,035,000","105,883,000","112,381,000","102,037,000","107,582,000","179,654,000","122,165,000","99,358,000","112,150,000","106,039,000","108,293,000","102,647,000","103,563,000","97,674,000","86,889,000","80,516,000","85,375,000","86,286,000","90,059,000","76,635,000","83,768,000","75,800,000","81,380,000","93,175,000","86,011,000","92,583,000","102,962,000","85,384,000","79,658,000","71,635,000"
		CashCashEquivalentsAndShortTermInvestments,"27,185,000","21,018,000","42,818,000","163,624,000","32,302,000","62,103,000","26,603,000","57,941,000","94,760,000","28,591,000","27,905,000","29,042,000","27,530,000","24,672,000","36,910,000","34,269,000","32,548,000","45,376,000","42,977,000","44,135,000","41,855,000","63,289,000","30,458,000","28,877,000","27,230,000","48,973,000","22,152,000","21,598,000","21,318,000","21,951,000","21,748,000","15,675,000","28,331,000","94,353,000","26,833,000","19,306,000","15,670,000","10,431,000","29,006,000","4,404,000","19,015,000","4,439,000","7,961,000","5,991,000","13,334,000","83,266,000","55,032,000","33,106,000","41,097,000","34,262,000","34,829,000","36,151,000","35,181,000","27,934,000","12,630,000","6,370,000","6,078,000","11,554,000","8,799,000","6,164,000","13,758,000","4,802,000","10,508,000","21,460,000","8,200,000","9,646,000","27,585,000","13,945,000","5,334,000","6,754,000"
			CashAndCashEquivalents,"27,185,000","21,018,000","42,818,000","163,624,000","32,302,000","62,103,000","26,603,000","57,941,000","94,760,000","28,591,000","27,905,000","29,042,000","27,530,000","24,672,000","36,910,000","34,269,000","32,548,000","45,376,000","42,977,000","44,135,000","41,855,000","63,289,000","30,458,000","28,877,000","27,230,000","48,973,000","22,152,000","21,598,000","21,318,000","21,951,000","21,748,000","15,675,000","28,331,000","94,353,000","26,833,000","19,306,000","15,670,000","10,431,000","29,006,000","4,404,000","19,015,000","4,439,000","7,961,000","5,991,000","13,334,000","83,266,000","55,032,000","33,106,000","41,097,000","34,262,000","34,829,000","36,151,000","35,181,000","27,934,000","12,630,000","6,370,000","6,078,000","11,554,000","8,799,000","6,164,000","13,758,000","4,802,000","10,508,000","21,460,000","8,200,000","9,646,000","27,585,000","13,945,000","5,334,000","6,754,000"
		Receivables,"139,330,000","134,263,000","146,553,000","130,346,000","114,671,000","116,004,000","122,207,000","112,324,000","150,517,000","144,502,000","142,602,000","142,927,000","148,787,000","140,584,000","153,849,000","150,390,000","140,881,000","150,417,000","145,422,000","134,725,000","136,742,000","104,388,000","92,869,000","88,437,000","95,247,000","85,085,000","91,340,000","85,576,000","87,858,000","87,692,000","98,644,000","58,238,000","65,050,000","66,188,000","80,534,000","61,981,000","73,053,000","73,752,000","84,767,000","69,418,000","60,228,000","50,163,000","49,445,000","43,805,000","44,393,000","41,981,000","32,256,000","28,543,000","30,621,000","30,618,000","39,152,000","33,016,000","36,025,000","34,631,000","42,494,000","38,325,000","44,219,000","38,977,000","46,512,000","37,115,000","35,167,000","35,230,000","37,447,000","34,201,000","40,042,000","36,011,000","32,552,000","32,489,000","43,893,000","36,843,000"
			AccountsReceivable,"139,330,000","134,263,000","146,553,000","130,346,000","114,631,000","116,004,000","122,207,000","112,324,000","149,957,000","144,502,000","142,602,000","142,927,000","148,082,000","140,584,000","153,849,000","150,390,000","140,098,000","150,417,000","145,422,000","134,725,000","135,329,000","104,099,000","91,858,000","87,391,000","93,986,000","83,649,000","89,595,000","83,620,000","85,505,000","84,694,000","96,468,000","56,768,000","63,690,000","64,479,000","79,803,000","61,340,000","72,438,000","73,752,000","83,485,000","45,773,000","60,228,000","50,163,000","49,445,000","43,184,000","44,393,000","41,981,000","32,256,000","28,543,000","30,621,000","30,618,000","39,152,000","33,016,000","36,025,000","34,631,000","42,494,000","38,325,000","44,219,000","38,977,000","46,512,000","37,115,000","35,167,000","35,230,000","37,447,000","34,201,000","40,042,000","36,011,000","31,685,000","32,489,000","43,893,000","36,125,000"
				GrossAccountsReceivable,"159,050,000","154,535,000","165,472,000","145,005,000","131,088,000","135,029,000","140,657,000","132,430,000","170,151,000","165,977,000","160,697,000","130,868,000","161,047,000","154,028,000","168,282,000","163,914,000","152,832,000","171,020,000","159,815,000","148,281,000","148,339,000","115,967,000","103,744,000","98,513,000","105,592,000","94,636,000","99,324,000","93,064,000","95,411,000","95,596,000","107,943,000","65,044,000","73,632,000","74,025,000","87,966,000","67,931,000","79,746,000",,"88,674,000","49,536,000",,"55,377,000","56,458,000","49,460,000",,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-19,720,000","-20,272,000","-18,919,000","-14,659,000","-16,457,000","-19,025,000","-18,450,000","-20,106,000","-20,194,000","-21,475,000","-18,095,000","12,059,000","-12,965,000","-13,444,000","-14,433,000","-13,524,000","-12,734,000","-20,603,000","-14,393,000","-13,556,000","-13,010,000","-11,868,000","-11,886,000","-11,122,000","-11,606,000","-10,987,000","-9,729,000","-9,444,000","-9,906,000","-10,902,000","-11,475,000","-8,276,000","-9,942,000","-9,546,000","-8,163,000","-6,591,000","-7,308,000",,"-5,189,000","-3,763,000",,"-5,214,000","-7,013,000","-6,276,000",,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,"40,000",,,,"560,000",,,,"705,000",,,,"783,000",,,,"1,413,000","289,000","1,011,000","1,046,000","1,261,000","1,436,000","1,745,000","1,956,000","2,353,000","2,998,000","2,176,000","1,470,000","1,360,000","1,709,000","731,000","641,000","615,000",,"1,282,000","23,645,000",,,,"621,000",,,,,,,,,,,,,,,,,,,,,,,"867,000",,,"718,000"
		Inventory,"120,342,000","106,273,000","107,918,000","105,546,000","114,959,000","117,011,000","114,026,000","116,811,000","116,026,000","121,363,000","126,362,000","129,388,000","119,880,000","120,368,000","113,569,000","118,957,000","118,547,000","114,894,000","119,484,000","118,707,000","115,609,000","100,926,000","97,959,000","92,867,000","91,263,000","80,671,000","77,137,000","74,077,000","74,000,000","75,240,000","82,875,000","66,171,000","65,586,000","64,798,000","61,935,000","66,917,000","60,201,000","54,250,000","53,836,000","53,848,000","51,113,000","43,579,000","46,408,000","43,721,000","39,751,000","47,907,000","24,997,000","28,076,000","29,162,000","34,092,000","26,490,000","26,449,000","26,977,000","28,751,000","25,372,000","28,811,000","29,696,000","30,659,000","27,783,000","28,510,000","30,173,000","31,780,000","29,272,000","31,370,000","33,841,000","33,682,000","32,887,000","27,946,000","21,580,000","18,888,000"
