name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
OperatingCashFlow,"-271,136,000","-50,097,000","-97,350,000","-31,728,000","-91,961,000","-42,148,000","104,295,000","21,400,000","-47,324,000","-200,576,000","397,593,000","-8,677,000"
	CashFlowFromContinuingOperatingActivities,"-271,136,000","-50,097,000","-97,350,000","-31,728,000","-91,961,000","-42,148,000","104,295,000","21,400,000","-47,324,000","-200,576,000","397,593,000","-8,677,000"
		NetIncomeFromContinuingOperations,"-77,033,000","-22,054,000","-27,721,000","-25,552,000","-17,000","2,887,000","-9,772,000","-7,232,000","2,392,000","73,685,000","26,780,000","18,189,000"
		DepreciationAmortizationDepletion,"42,488,000","23,023,000","6,492,000","6,490,000","6,483,000","6,481,000","6,887,000","6,863,000","6,863,000","6,861,000","6,829,000","6,830,000"
			DepreciationAndAmortization,"42,488,000","23,023,000","6,492,000","6,490,000","6,483,000","6,481,000","6,887,000","6,863,000","6,863,000","6,861,000","6,829,000","6,830,000"
		DeferredTax,"-3,344,000","6,649,000","-3,571,000","-7,889,000","1,429,000","-71,000","927,000","-2,290,000","896,000","-2,272,000","7,783,000","3,704,000"
			DeferredIncomeTax,"-3,344,000","6,649,000","-3,571,000","-7,889,000","1,429,000","-71,000","927,000","-2,290,000","896,000","-2,272,000","7,783,000","3,704,000"
		ProvisionandWriteOffofAssets,"2,420,000","1,148,000","654,000","-725,000","1,343,000","-233,000","-870,000","2,602,000","355,000","686,000","685,000","2,190,000"
		StockBasedCompensation,"10,354,000","4,508,000","2,051,000","2,239,000","1,556,000","7,911,000","1,545,000","853,000","653,000","1,758,000","799,000","0"
		OtherNonCashItems,"11,977,000","-2,021,000","3,008,000","9,471,000","1,667,000","3,586,000","11,639,000","13,939,000","4,169,000","3,481,000","2,002,000","3,502,000"
		ChangeInWorkingCapital,"-257,998,000","-61,350,000","-78,263,000","-15,762,000","-104,422,000","-62,709,000","93,939,000","6,665,000","-62,652,000","-284,775,000","352,715,000","-43,092,000"
			ChangeInReceivables,"-182,937,000","-66,192,000","-61,253,000","-20,625,000","-37,175,000","10,311,000","-1,338,000","-16,951,000","-2,392,000","-18,887,000","24,029,000","-29,209,000"
				ChangesInAccountReceivables,"-156,116,000","-44,268,000","-58,654,000","-23,829,000","-31,673,000","-2,692,000","-698,000","-19,750,000","16,925,000","-19,515,000","22,533,000","-32,789,000"
			ChangeInInventory,"-128,188,000","-46,250,000","-32,863,000","-34,878,000","-14,197,000","-6,246,000","-20,652,000","6,469,000","15,090,000","27,433,000","-54,544,000","-11,418,000"
			ChangeInPrepaidAssets,"-12,050,000","5,960,000","-15,456,000","-6,596,000","4,042,000","-3,216,000","-6,121,000","39,000","-304,000","7,487,000","-7,620,000","9,482,000"
			ChangeInPayablesAndAccruedExpense,"68,435,000","57,686,000","13,570,000","16,179,000","-18,343,000","-4,012,000","42,010,000","-6,809,000","-69,294,000","1,357,000","82,708,000","-6,574,000"
				ChangeInPayable,"57,409,000","50,659,000","6,120,000","3,955,000","-2,668,000","-9,146,000","35,741,000","-15,818,000","-51,951,000","-11,621,000","71,465,000","7,307,000"
					ChangeInTaxPayable,"-19,581,000","-8,760,000","-569,000","629,000","-10,224,000","1,410,000","286,000","-29,240,000","12,588,000","23,236,000","-514,000","1,616,000"
						ChangeInIncomeTaxPayable,"-19,581,000","-8,760,000","-569,000","629,000","-10,224,000","1,410,000","286,000","-29,240,000","12,588,000","23,236,000","-514,000","1,616,000"
					ChangeInAccountPayable,"76,990,000","59,419,000","6,689,000","3,326,000","7,556,000","-10,556,000","35,455,000","13,422,000","-64,539,000","-34,857,000","71,979,000","5,691,000"
				ChangeInAccruedExpense,"11,026,000","7,027,000","7,450,000","12,224,000","-15,675,000","5,134,000","6,269,000","9,009,000","-17,343,000","12,978,000","11,243,000","-13,881,000"
			ChangeInOtherCurrentLiabilities,"6,059,000","6,085,000","-116,000","269,000","-327,000","395,000","-25,000,000",,,"-1,013,000",,
			ChangeInOtherWorkingCapital,"-9,317,000","-18,639,000","17,855,000","29,889,000","-38,422,000","-59,941,000","105,040,000","23,917,000","-6,765,000","-301,152,000","308,142,000","-5,373,000"
InvestingCashFlow,"-380,935,000","-376,173,000","-1,105,000","-1,052,000","-2,605,000","-10,570,000","-728,000","-345,000","-97,000","-168,000","-913,000","-350,000"
	CashFlowFromContinuingInvestingActivities,"-380,935,000","-376,173,000","-1,105,000","-1,052,000","-2,605,000","-10,570,000","-728,000","-345,000","-97,000","-168,000","-913,000","-350,000"
		NetPPEPurchaseAndSale,"-5,144,000","-2,357,000","-1,105,000","-1,052,000","-630,000","-570,000","-728,000","-345,000","-97,000","-168,000","-913,000","-350,000"
			PurchaseOfPPE,"-5,144,000","-2,357,000","-1,105,000","-1,052,000","-630,000","-570,000","-728,000","-345,000","-97,000","-168,000","-913,000","-350,000"
		NetBusinessPurchaseAndSale,,"-373,816,000",,,,,,,,,,
			PurchaseOfBusiness,,"-373,816,000",,,,,,,,,,
		NetInvestmentPurchaseAndSale,"-1,975,000","0","0","0","-1,975,000","-10,000,000",,,,"0",,
			PurchaseOfInvestment,"-1,975,000","0","0","0","-1,975,000","-10,000,000",,,,"0",,
FinancingCashFlow,"675,074,000","100,736,000","349,734,000","131,489,000","93,115,000","-36,590,000","-22,270,000","-31,895,000","-17,416,000","-57,692,000","-38,271,000","-1,182,000"
	CashFlowFromContinuingFinancingActivities,"675,074,000","100,736,000","349,734,000","131,489,000","93,115,000","-36,590,000","-22,270,000","-31,895,000","-17,416,000","-57,692,000","-38,271,000","-1,182,000"
