name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992
TotalRevenue,"2,099,367,000","542,692,000","528,885,000","512,782,000","515,008,000","511,746,000","469,811,000","472,941,000","460,623,000","409,859,000","417,514,000","403,706,000","399,623,000","398,405,000","373,981,000","364,007,000","407,959,000","427,369,000","467,606,000","431,709,000","434,778,000","449,266,000","439,619,000","422,442,000","422,964,000","428,595,000","416,816,000","389,284,000","398,991,000","432,284,000","425,509,000","390,399,000","380,864,000","401,377,000","387,890,000","346,342,000","349,186,000","355,604,000","367,284,000","325,514,000","318,579,000","331,276,000","306,213,000","305,668,000","293,534,000","312,467,000","286,838,000","273,126,000","280,647,000","285,786,000","280,478,000","263,946,000","276,637,000","284,972,000","279,646,000","280,028,000","283,408,000","289,005,000","283,940,000","262,775,000","256,256,000","260,624,000","277,923,000","239,692,000","241,593,000","242,349,000","237,945,000","236,335,000","242,134,000","252,374,000","247,655,000","227,825,000","230,037,000","236,909,000","239,038,000","219,589,000","226,469,000","232,282,000","236,118,000","227,853,000","236,583,000","245,665,000","243,992,000","240,073,000","239,161,000","248,006,000","261,290,000","224,803,000","231,535,000","227,049,000","215,500,000","202,100,000","200,400,000","187,400,000","188,200,000","166,400,000","162,300,000","152,900,000","144,700,000","128,300,000","126,200,000","109,600,000","103,000,000","92,700,000","87,700,000","76,700,000","81,700,000","62,400,000","57,300,000","52,000,000","50,200,000","42,600,000","37,100,000","31,600,000","29,400,000","22,900,000","19,400,000","17,100,000","12,400,000","12,200,000","12,200,000","12,200,000"
	OperatingRevenue,"1,847,604,000","477,329,000","466,272,000","451,149,000","452,854,000","449,434,000","415,062,000","418,430,000","406,392,000","362,361,000","369,070,000","360,441,000","356,042,000","353,904,000","354,214,000","342,984,000","387,815,000","406,875,000","467,606,000","431,709,000","434,778,000","449,266,000","439,619,000","422,442,000","422,964,000","428,595,000","402,215,000","375,208,000","384,571,000","410,670,000","401,034,000","367,040,000","367,269,000","388,627,000","373,185,000","332,776,000","336,742,000","342,997,000","316,061,000","325,514,000","318,579,000","331,276,000","306,213,000","305,668,000","293,534,000","312,467,000","286,838,000","273,126,000","280,647,000","285,786,000","280,478,000","263,946,000","276,637,000","284,972,000","279,646,000","280,028,000","283,408,000","289,005,000","283,940,000","262,775,000","256,256,000","260,624,000","277,923,000","239,692,000","241,593,000","242,349,000","237,945,000","236,335,000","242,134,000","252,374,000","247,655,000","227,825,000","230,037,000","236,909,000","239,038,000","219,589,000","226,469,000","232,282,000","236,118,000","227,853,000","236,583,000","245,665,000","243,992,000","240,073,000","239,161,000","248,006,000","261,290,000","224,803,000","231,535,000","227,049,000","215,500,000","202,100,000","200,400,000","187,400,000","188,200,000","166,400,000","162,300,000","152,900,000","144,700,000","128,300,000","126,200,000","109,600,000","103,000,000","92,700,000","87,700,000","76,700,000","81,700,000","62,400,000","57,300,000","52,000,000","50,200,000","42,600,000","37,100,000","31,600,000","29,400,000","22,900,000","19,400,000","17,100,000","12,400,000","12,200,000","12,200,000","12,200,000"
CostOfRevenue,"1,676,322,000","439,220,000","424,248,000","408,658,000","404,196,000","401,997,000","382,282,000","383,027,000","369,284,000","334,441,000","338,213,000","335,170,000","283,346,000","285,915,000","293,370,000","288,948,000","309,329,000","328,030,000","377,109,000","349,683,000","344,904,000","357,121,000","347,439,000","337,896,000","333,479,000","335,706,000","259,914,000","244,094,000","248,599,000","266,376,000","455,618,000","229,016,000","229,028,000","243,572,000","201,749,000","220,216,000","217,170,000","220,843,000","377,166,000","156,562,000","148,268,000","248,431,000","499,783,000","151,456,000","236,878,000","239,361,000","221,417,000","130,200,000","218,996,000","215,847,000","256,633,000","197,365,000","204,362,000","228,643,000","518,211,000","131,157,000","129,319,000","121,578,000","326,854,000","114,513,000","111,199,000","110,901,000","408,585,000","101,266,000","178,146,000","106,528,000","145,689,000","132,039,000","133,393,000","140,939,000","221,235,000","102,802,000","133,547,000","144,139,000","303,466,000","126,784,000","127,405,000","130,895,000","134,601,000","129,068,000","127,012,000","134,478,000","148,428,000","140,369,000","190,622,000","197,567,000","286,461,000","102,171,000","128,634,000","127,268,000","180,700,000","98,500,000","113,300,000","105,100,000","112,900,000","97,800,000","93,100,000","89,200,000","96,200,000","74,300,000","73,200,000","64,200,000","91,700,000","47,600,000","45,100,000","39,200,000","50,300,000","38,400,000","34,800,000","42,500,000","41,400,000","35,600,000","30,600,000","10,900,000","24,300,000","18,900,000","16,100,000","14,200,000",,,,
GrossProfit,"423,045,000","103,472,000","104,637,000","104,124,000","110,812,000","109,749,000","87,529,000","89,914,000","91,339,000","75,418,000","79,301,000","68,536,000","116,277,000","112,490,000","80,611,000","75,059,000","98,630,000","99,339,000","90,497,000","82,026,000","89,874,000","92,145,000","92,180,000","84,546,000","89,485,000","92,889,000","156,902,000","145,190,000","150,392,000","165,908,000","-30,109,000","161,383,000","151,836,000","157,805,000","186,141,000","126,126,000","132,016,000","134,761,000","-9,882,000","168,952,000","170,311,000","82,845,000","-193,570,000","154,212,000","56,656,000","73,106,000","65,421,000","142,926,000","61,651,000","69,939,000","23,845,000","66,581,000","72,275,000","56,329,000","-238,565,000","148,871,000","154,089,000","167,427,000","-42,914,000","148,262,000","145,057,000","149,723,000","-130,662,000","138,426,000","63,447,000","135,821,000","92,256,000","104,296,000","108,741,000","111,435,000","26,420,000","125,023,000","96,490,000","92,770,000","-64,428,000","92,805,000","99,064,000","101,387,000","101,517,000","98,785,000","109,571,000","111,187,000","95,564,000","99,704,000","48,539,000","50,439,000","-25,171,000","122,632,000","102,901,000","99,781,000","34,800,000","103,600,000","87,100,000","82,300,000","75,300,000","68,600,000","69,200,000","63,700,000","48,500,000","54,000,000","53,000,000","45,400,000","11,300,000","45,100,000","42,600,000","37,500,000","31,400,000","24,000,000","22,500,000","9,500,000","8,800,000","7,000,000","6,500,000","20,700,000","5,100,000","4,000,000","3,300,000","2,900,000",,,,
OperatingExpense,"247,224,000","58,241,000","62,742,000","63,394,000","62,847,000","59,004,000","61,846,000","65,365,000","60,805,000","59,946,000","82,283,000","65,335,000","102,209,000","106,981,000","90,554,000","89,049,000","71,141,000","72,226,000","52,219,000","48,511,000","52,657,000","48,464,000","50,991,000","51,163,000","52,654,000","49,991,000","116,673,000","117,753,000","119,396,000","130,079,000","-68,774,000","138,235,000","126,801,000","127,336,000","154,163,000","105,770,000","105,068,000","105,136,000","67,723,000","112,175,000","145,984,000","55,589,000","-217,263,000","137,254,000","37,501,000","45,895,000","43,201,000","129,143,000","38,852,000","41,997,000","3,192,000","46,907,000","47,673,000","25,979,000","-259,704,000","135,580,000","140,282,000","152,200,000","-55,120,000","142,755,000","132,609,000","127,837,000","-158,483,000","117,999,000","38,948,000","110,613,000","72,345,000","86,648,000","90,542,000","94,493,000","9,972,000","106,589,000","99,851,000","77,936,000","-79,186,000","85,116,000","80,202,000","82,156,000","82,063,000","80,441,000","88,066,000","89,063,000","75,541,000","81,336,000","26,599,000","27,987,000","-48,268,000","102,450,000","80,758,000","80,534,000","17,800,000","84,600,000","68,200,000","64,600,000","60,200,000","54,800,000","55,200,000","51,300,000","36,600,000","44,300,000","43,700,000","37,100,000","2,900,000","38,500,000","36,700,000","32,500,000","26,100,000","20,100,000","19,000,000","6,300,000","5,400,000","4,400,000","4,200,000","18,900,000","3,100,000","2,400,000","2,100,000","1,900,000",,,,
	SellingGeneralAndAdministration,"199,344,000","46,301,000","50,756,000","51,917,000","50,370,000","46,128,000","49,577,000","52,601,000","48,428,000","47,651,000","70,104,000","53,503,000","48,718,000","51,135,000","58,648,000","55,462,000","38,712,000","39,729,000","40,843,000","37,330,000","42,003,000","38,007,000","40,393,000","40,549,000","42,623,000","40,247,000","93,834,000","93,817,000","95,612,000","97,619,000","25,333,000","62,527,000","60,326,000","64,066,000","63,386,000","57,047,000","58,339,000","57,847,000","-83,997,000","103,983,000","103,552,000","47,662,000","-127,918,000","97,041,000","29,076,000","37,583,000","35,977,000","90,481,000","30,677,000","36,926,000","12,781,000","38,777,000","39,492,000","27,763,000","-252,120,000","122,921,000","124,329,000","135,879,000","-82,247,000","125,804,000","117,826,000","119,454,000","-156,058,000","114,368,000","36,207,000","78,564,000","76,719,000","80,239,000","81,484,000","81,379,000","-1,908,000","98,815,000","73,353,000","69,632,000","-86,787,000","77,375,000","72,395,000","74,246,000","74,192,000","72,455,000","80,031,000","81,214,000","66,635,000","72,375,000","17,817,000","19,460,000","-57,051,000","93,723,000","72,319,000","72,311,000","10,100,000","78,300,000","62,500,000","59,100,000","58,600,000","48,500,000","49,100,000","45,400,000","30,200,000","39,000,000","39,000,000","33,000,000","-1,500,000","34,900,000","33,400,000","29,600,000","23,200,000","18,100,000","16,900,000","4,600,000","3,700,000","3,000,000","3,000,000","18,000,000","2,400,000","1,900,000","1,700,000","1,600,000",,,,
		GeneralAndAdministrativeExpense,"199,344,000","46,301,000","50,756,000","51,917,000","50,370,000","46,128,000","49,577,000","52,601,000","48,428,000","47,651,000","70,104,000","53,503,000","48,718,000","51,135,000","58,648,000","55,462,000","38,712,000","39,729,000","40,843,000","37,330,000","42,003,000","38,007,000","40,393,000","40,549,000","42,623,000","40,247,000","76,225,000","77,524,000","79,120,000","80,849,000","8,849,000","47,158,000","44,972,000","47,810,000","48,108,000","42,623,000","43,662,000","43,054,000","-98,683,000","90,063,000","90,274,000","47,662,000",,"85,251,000","37,832,000","37,583,000","35,977,000","79,217,000","38,107,000","36,926,000","12,781,000","38,777,000","39,492,000","27,763,000",,"110,798,000","112,416,000","123,182,000","-94,308,000","112,806,000","106,667,000","108,551,000","-167,939,000","103,983,000","26,386,000","69,372,000","67,730,000","70,843,000","71,538,000","71,768,000","-12,413,000","89,791,000","64,071,000","60,185,000","-96,855,000","68,287,000","62,984,000","64,484,000","65,041,000","64,025,000","71,239,000","71,777,000","59,245,000","63,852,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,,,,,,,,"76,904,000","74,258,000",,,,,,,"53,140,000","52,048,000",,"53,339,000",,"49,241,000","49,057,000",,,"35,012,000",,,,"33,320,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			RentAndLandingFees,,,,,,,,,,,,,,,,,,,,,,,,,,,"37,055,000","39,864,000","36,073,000","37,100,000","39,677,000","10,344,000","9,446,000","9,311,000","9,313,000","9,583,000","8,939,000","8,711,000","9,032,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"199,344,000","46,301,000","50,756,000","51,917,000","50,370,000","46,128,000","49,577,000","52,601,000","48,428,000","47,651,000","70,104,000","53,503,000","48,718,000","51,135,000","58,648,000","55,462,000","38,712,000","39,729,000","40,843,000","37,330,000","42,003,000","38,007,000","40,393,000","40,549,000","42,623,000","40,247,000","39,170,000","37,660,000","43,047,000","43,749,000","37,950,000","36,814,000","35,526,000","38,499,000","38,795,000","33,040,000","34,723,000","34,343,000","12,697,000","40,822,000","41,217,000",,,"50,239,000",,,,"45,897,000",,,,,,,,"110,798,000","112,416,000","123,182,000","-94,308,000","112,806,000","106,667,000","108,551,000","-167,939,000","103,983,000","26,386,000","69,372,000","67,730,000","70,843,000","71,538,000","71,768,000","-12,413,000","89,791,000","64,071,000","60,185,000","-96,855,000","68,287,000","62,984,000","64,484,000","65,041,000","64,025,000","71,239,000","71,777,000","59,245,000","63,852,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
