name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,12/31/2018
TotalAssets,"2,596,029,000","2,627,032,000","2,709,564,000","1,127,641,000","1,108,773,000","1,070,990,000","1,038,305,000","1,006,260,000","704,374,000","427,148,000","418,399,000","326,319,000"
	CurrentAssets,"584,128,000","613,027,000","747,127,000","756,754,000","790,660,000","774,699,000","758,791,000","734,616,000","444,321,000","196,891,000","221,106,000","256,340,000"
		CashCashEquivalentsAndShortTermInvestments,"381,042,000","453,642,000","590,049,000","653,797,000","703,552,000","682,998,000","682,307,000","664,411,000","375,431,000","146,536,000","170,346,000","230,561,000"
			CashAndCashEquivalents,"239,978,000","341,971,000","469,813,000","503,238,000","402,721,000","112,975,000","161,468,000","300,675,000","309,647,000","27,390,000","31,891,000","36,692,000"
			OtherShortTermInvestments,"141,064,000","111,671,000","120,236,000","150,559,000","300,831,000","570,023,000","520,839,000","363,736,000","65,784,000","119,146,000","138,455,000","193,869,000"
		Receivables,"142,288,000","103,498,000","102,233,000","55,982,000","58,943,000","67,895,000","52,960,000","46,211,000","42,826,000","30,455,000","31,747,000","15,971,000"
			AccountsReceivable,"142,288,000","103,498,000","102,233,000","55,982,000","58,943,000","67,895,000","52,960,000","46,211,000","42,826,000","30,455,000","31,747,000","15,971,000"
		Inventory,"6,021,000","6,065,000","6,785,000","3,950,000","4,635,000","7,113,000","4,588,000","3,099,000","3,694,000","3,192,000","3,086,000","3,851,000"
		PrepaidAssets,"31,466,000","28,055,000","48,060,000","43,025,000","23,530,000","16,693,000","18,936,000","20,895,000","22,370,000","16,708,000","15,927,000","5,957,000"
		OtherCurrentAssets,"23,311,000","21,767,000",,,,,,,,,,
	TotalNonCurrentAssets,"2,011,901,000","2,014,005,000","1,962,437,000","370,887,000","318,113,000","296,291,000","279,514,000","271,644,000","260,053,000","230,257,000","197,293,000","69,979,000"
		NetPPE,"465,729,000","450,009,000","431,765,000","310,423,000","286,527,000","264,877,000","250,959,000","243,476,000","231,976,000","198,762,000","168,842,000","42,753,000"
			GrossPPE,"465,729,000","542,836,000","431,765,000","310,423,000","286,527,000","331,380,000","312,275,000","299,864,000","285,593,000","247,300,000","218,109,000","83,696,000"
				Properties,,"0",,,,"0","0","0","0","0","0","0"
				MachineryFurnitureEquipment,,"100,932,000",,,,"59,015,000","54,697,000","49,394,000","45,953,000","40,520,000","40,261,000","28,748,000"
				OtherProperties,"465,729,000","265,510,000","431,765,000","310,423,000","286,527,000","145,381,000","137,797,000","135,755,000","133,062,000","111,474,000","97,555,000","2,212,000"
				ConstructionInProgress,,"19,876,000",,,,"8,550,000","6,875,000","11,426,000","11,491,000","12,288,000","4,718,000","4,011,000"
				Leases,,"156,518,000",,,,"118,434,000","112,906,000","103,289,000","95,087,000","83,018,000","75,575,000","48,725,000"
			AccumulatedDepreciation,,"-92,827,000",,,,"-66,503,000","-61,316,000","-56,388,000","-53,617,000","-48,538,000","-49,267,000","-40,943,000"
		GoodwillAndOtherIntangibleAssets,"1,486,294,000","1,499,622,000","1,514,542,000","26,866,000","21,301,000","21,301,000","21,301,000","21,301,000","21,301,000","21,324,000","21,393,000","21,605,000"
			Goodwill,"1,145,094,000","1,147,464,000","1,151,425,000","26,866,000","21,301,000","21,301,000","21,301,000","21,301,000","21,301,000","21,301,000","21,301,000","21,301,000"
			OtherIntangibleAssets,"341,200,000","352,158,000","363,117,000",,,,,,,"23,000","92,000","304,000"
		InvestmentsAndAdvances,"47,438,000","48,296,000",,,,,,,,,,
			OtherInvestments,"47,438,000","48,296,000",,,,,,,,,,
		NonCurrentDeferredAssets,,"0","0","2,656,000","2,656,000","2,656,000",,,,,,
			NonCurrentDeferredTaxesAssets,,"0","0","2,656,000","2,656,000","2,656,000",,,,,,
		OtherNonCurrentAssets,"12,440,000","16,078,000","16,130,000","30,942,000","7,629,000","7,457,000","7,254,000","6,867,000","6,776,000","10,171,000","7,058,000","5,621,000"
TotalLiabilitiesNetMinorityInterest,"920,184,000","898,449,000","921,882,000","655,197,000","626,962,000","522,515,000","500,691,000","488,052,000","236,563,000","611,179,000","180,328,000","474,559,000"
	CurrentLiabilities,"221,097,000","202,109,000","208,980,000","154,748,000","143,085,000","117,426,000","102,578,000","97,906,000","92,688,000","80,335,000","73,448,000","53,539,000"
		PayablesAndAccruedExpenses,"89,376,000","60,647,000","106,966,000","68,499,000","67,645,000","30,767,000","46,120,000","43,333,000","34,184,000","24,787,000","17,226,000","11,954,000"
			Payables,"15,842,000","25,945,000","15,330,000","12,462,000","10,961,000","12,654,000","9,182,000","9,822,000","9,263,000","13,853,000","6,644,000","5,316,000"
				AccountsPayable,"15,842,000","18,725,000","15,330,000","12,462,000","10,961,000","12,654,000","9,182,000","9,822,000","9,263,000","13,853,000","6,644,000","5,316,000"
				OtherPayable,,"7,220,000",,,,,,,,,,
			CurrentAccruedExpenses,"73,534,000","34,702,000","91,636,000","56,037,000","56,684,000","18,113,000","36,938,000","33,511,000","24,921,000","10,934,000","10,582,000","6,638,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,,"37,970,000",,,,"28,414,000",,,,"13,929,000","11,596,000","11,841,000"
		CurrentDebtAndCapitalLeaseObligation,"33,316,000","31,152,000","29,059,000","20,656,000","19,176,000","17,418,000","15,962,000","16,188,000","16,648,000","15,857,000","15,745,000","4,400,000"
			CurrentDebt,,,,,,,,"1,098,000","2,191,000","3,282,000","4,367,000","4,400,000"
				CurrentNotesPayable,,,,,,"0","0","1,098,000","2,191,000",,,
				OtherCurrentBorrowings,,,,,,,,"1,098,000","2,191,000","3,282,000","4,367,000","4,400,000"
			CurrentCapitalLeaseObligation,"33,316,000","31,152,000","29,059,000","20,656,000","19,176,000","17,418,000","15,962,000","15,090,000","14,457,000","12,575,000","11,378,000","0"
		CurrentDeferredLiabilities,"64,317,000","58,151,000","46,368,000","43,605,000","47,458,000","35,966,000","35,624,000","36,666,000","39,463,000","23,878,000","24,690,000","21,759,000"
			CurrentDeferredRevenue,"64,317,000","47,928,000","46,368,000","43,605,000","47,458,000","35,966,000","35,624,000","36,666,000","39,463,000","23,878,000","24,690,000","21,759,000"
		OtherCurrentLiabilities,"34,088,000","14,189,000","26,587,000","21,988,000","8,806,000","4,861,000","4,872,000","1,719,000","2,393,000","1,884,000","4,191,000","3,585,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"699,087,000","696,340,000","712,902,000","500,449,000","483,877,000","405,089,000","398,113,000","390,146,000","143,875,000","530,844,000","106,880,000","421,020,000"
		LongTermDebtAndCapitalLeaseObligation,"593,519,000","579,485,000","571,196,000","490,859,000","474,090,000","394,847,000","384,634,000","380,381,000","143,248,000","120,497,000","106,150,000","3,198,000"
			LongTermDebt,"310,313,000","309,844,000","309,376,000","308,907,000","308,438,000","241,233,000","237,888,000","234,617,000",,,,"3,198,000"
			LongTermCapitalLeaseObligation,"283,206,000","269,641,000","261,820,000","181,952,000","165,652,000","153,614,000","146,746,000","145,764,000","143,248,000","120,497,000","106,150,000","0"
		NonCurrentDeferredLiabilities,"94,526,000","103,192,000","118,579,000","6,750,000","7,182,000","7,624,000","7,590,000","6,409,000",,,,
			NonCurrentDeferredTaxesLiabilities,"67,141,000","73,875,000","89,696,000",,,,,,,,,
			NonCurrentDeferredRevenue,"27,385,000","29,317,000","28,883,000","6,750,000","7,182,000","7,624,000","7,590,000","6,409,000",,,,
		DerivativeProductLiabilities,,,,,,"0","0","0","0","7,220,000","0","3,701,000"
		PreferredSecuritiesOutsideStockEquity,,,,,,"0","0","0","0","402,488,000","0","402,488,000"
		OtherNonCurrentLiabilities,"11,042,000","13,663,000","23,127,000","2,840,000","2,605,000","2,618,000","5,889,000","3,356,000","627,000","639,000","730,000","11,633,000"
TotalEquityGrossMinorityInterest,"1,675,845,000","1,728,583,000","1,787,682,000","472,444,000","481,811,000","548,475,000","537,614,000","518,208,000","467,811,000","-184,031,000","238,071,000","-148,240,000"
	StockholdersEquity,"1,675,845,000","1,728,583,000","1,787,682,000","472,444,000","481,811,000","548,475,000","537,614,000","518,208,000","465,480,000","-187,066,000","234,944,000","-152,416,000"
		CapitalStock,"194,000","193,000","192,000","138,000","137,000","134,000","133,000","126,000","126,000","19,000","105,000","18,000"
			PreferredStock,,,,,,,,,"0",,,
			CommonStock,"194,000","193,000","192,000","138,000","137,000","134,000","133,000","126,000","126,000","19,000","105,000","18,000"
		AdditionalPaidInCapital,"2,385,934,000","2,346,781,000","2,310,251,000","916,460,000","884,529,000","918,118,000","899,093,000","863,273,000","780,194,000","93,945,000","499,942,000","76,029,000"
		RetainedEarnings,"-709,057,000","-618,198,000","-522,765,000","-444,162,000","-402,875,000","-369,785,000","-361,637,000","-345,222,000","-314,922,000","-281,068,000","-265,148,000","-228,449,000"
		GainsLossesNotAffectingRetainedEarnings,"-1,226,000","-193,000","4,000","8,000","20,000","8,000","25,000","31,000","82,000","38,000","45,000","-14,000"
	MinorityInterest,,,,,,"0","0","0","2,331,000","3,035,000","3,127,000","4,176,000"
TotalCapitalization,"1,986,158,000","2,038,427,000","2,097,058,000","781,351,000","790,249,000","789,708,000","775,502,000","752,825,000","465,480,000","-187,066,000","234,944,000","-149,218,000"
CommonStockEquity,"1,675,845,000","1,728,583,000","1,787,682,000","472,444,000","481,811,000","548,475,000","537,614,000","518,208,000","465,480,000","-187,066,000","234,944,000","-152,416,000"
CapitalLeaseObligations,"316,522,000","300,793,000","290,879,000","202,608,000","184,828,000","171,032,000","162,708,000","160,854,000","157,705,000","133,072,000","117,528,000","0"
NetTangibleAssets,"189,551,000","228,961,000","273,140,000","445,578,000","460,510,000","527,174,000","516,313,000","496,907,000","444,179,000","-208,390,000","213,551,000","-174,021,000"
WorkingCapital,"363,031,000","410,918,000","538,147,000","602,006,000","647,575,000","657,273,000","656,213,000","636,710,000","351,633,000","116,556,000","147,658,000","202,801,000"
InvestedCapital,"1,986,158,000","2,038,427,000","2,097,058,000","781,351,000","790,249,000","789,708,000","775,502,000","753,923,000","467,671,000","-183,784,000","239,311,000","-144,818,000"
TangibleBookValue,"189,551,000","228,961,000","273,140,000","445,578,000","460,510,000","527,174,000","516,313,000","496,907,000","444,179,000","-208,390,000","213,551,000","-174,021,000"
TotalDebt,"626,835,000","610,637,000","600,255,000","511,515,000","493,266,000","412,265,000","400,596,000","396,569,000","159,896,000","136,354,000","121,895,000","7,598,000"
NetDebt,"70,335,000",,,,,"128,258,000","76,420,000",,,,,
ShareIssued,"193,483,000","191,722,000","192,020,000","137,774,000","137,297,000","134,472,427","132,545,706","126,205,538","126,102,772","122,411,198","122,411,198","122,411,198"
OrdinarySharesNumber,"193,483,000","191,722,000","192,020,000","137,774,000","137,297,000","134,472,427","132,545,706","126,205,538","126,102,772","122,411,198","122,411,198","122,411,198"
