name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010
TotalAssets,"81,187,898,000","83,850,397,000","81,980,864,000","81,309,302,000","79,702,323,000","80,873,509,000","80,617,639,000","79,556,279,000","77,577,189,000","78,042,336,000","74,434,100,000","72,947,361,000","72,165,588,000","68,262,453,000","62,921,479,000","60,600,759,000","61,126,855,000","62,941,289,000","62,706,268,000","64,542,945,000","70,478,741,000","77,256,266,000","82,921,158,000","89,386,361,000","94,436,306,000","85,738,138,000","91,819,407,000","101,585,236,000","111,980,814,000","116,099,297,000","116,893,937,000","121,363,503,000","125,172,361,000","110,770,575,000","104,074,575,000","103,185,396,000","4,610,968,000","4,324,373,000","3,805,347,000","3,461,535,000","3,241,514,000","2,997,447,000","2,497,269,000","2,648,957,000","2,392,397,000","2,101,405,000","1,485,798,000","1,410,725,000","1,139,883,000"
TotalLiabilitiesNetMinorityInterest,"74,278,245,000","77,201,590,000","77,133,752,000","76,457,602,000","74,847,538,000","76,010,933,000","75,731,946,000","74,691,483,000","72,759,838,000","72,905,322,000","69,521,086,000","68,044,110,000","67,248,621,000","63,362,264,000","58,039,202,000","55,901,068,000","56,422,168,000","58,362,088,000","58,166,534,000","59,982,496,000","65,935,386,000","72,696,193,000","78,815,776,000","85,286,268,000","90,345,443,000","81,567,195,000","87,618,227,000","97,366,111,000","108,100,698,000","112,216,385,000","113,029,974,000","117,548,670,000","121,956,714,000","106,443,442,000","99,761,146,000","99,597,063,000","1,830,569,000","1,527,168,000","1,504,109,000","1,212,467,000","1,449,083,000","1,232,300,000","741,042,000","848,524,000","1,056,369,000","764,176,000","571,144,000","516,930,000","244,894,000"
TotalEquityGrossMinorityInterest,"6,909,653,000","6,648,807,000","4,847,112,000","4,851,700,000","4,854,785,000","4,862,576,000","4,885,693,000","4,864,796,000","4,817,351,000","5,137,014,000","4,913,014,000","4,903,251,000","4,916,967,000","4,900,189,000","4,882,277,000","4,699,691,000","4,704,687,000","4,579,201,000","4,539,734,000","4,560,449,000","4,543,355,000","4,560,073,000","4,105,382,000","4,100,093,000","4,090,863,000","4,170,943,000","4,201,180,000","4,219,125,000","3,880,116,000","3,882,912,000","3,863,963,000","3,814,833,000","3,215,647,000","4,327,133,000","4,313,429,000","3,588,333,000","2,780,399,000","2,797,205,000","2,301,238,000","2,249,068,000","1,792,431,000","1,765,147,000","1,756,227,000","1,800,433,000","1,336,028,000","1,337,229,000","914,654,000","893,795,000","894,989,000"
	StockholdersEquity,"6,279,695,000","6,072,536,000","4,487,710,000","4,477,355,000","4,476,862,000","4,488,898,000","4,513,881,000","4,492,237,000","4,448,058,000","4,700,425,000","4,655,196,000","4,637,707,000","4,621,079,000","4,603,432,000","4,621,237,000","4,444,822,000","4,458,532,000","4,478,414,000","4,496,792,000","4,517,163,000","4,501,609,000","4,522,274,000","4,068,848,000","4,060,464,000","4,054,478,000","4,140,316,000","4,170,773,000","4,193,831,000","3,857,572,000","3,860,856,000","3,849,012,000","3,801,441,000","3,204,143,000","4,282,528,000","4,270,323,000","3,546,486,000","2,745,451,000","2,719,346,000","2,295,749,000","2,243,506,000","1,786,834,000","1,759,488,000","1,755,773,000","1,799,990,000","1,327,235,000","1,327,560,000","903,422,000","882,866,000","884,323,000"
		CapitalStock,"3,144,000","3,123,000","2,961,000","2,952,000","2,943,000","2,921,000","2,918,000","2,916,000","2,894,000","2,874,000","2,871,000","2,864,000","2,855,000","2,808,000","2,793,000","2,675,000","2,671,000","2,660,000","2,654,000","2,652,000","2,648,000","2,639,000","2,430,000","2,427,000","2,422,000","2,410,000","2,407,000","2,402,000","2,255,000","2,248,000","2,236,000","2,232,000","1,967,000","1,961,000","1,959,000","1,670,000","1,363,000","1,361,000","1,175,000","1,173,000","940,000","938,000","926,000","926,000","706,000","706,000","476,000","476,000","476,000"
			PreferredStock,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
			CommonStock,"3,144,000","3,123,000","2,961,000","2,952,000","2,943,000","2,921,000","2,918,000","2,916,000","2,894,000","2,874,000","2,871,000","2,864,000","2,855,000","2,808,000","2,793,000","2,675,000","2,671,000","2,660,000","2,654,000","2,652,000","2,648,000","2,639,000","2,430,000","2,427,000","2,422,000","2,410,000","2,407,000","2,402,000","2,255,000","2,248,000","2,236,000","2,232,000","1,967,000","1,961,000","1,959,000","1,670,000","1,363,000","1,361,000","1,175,000","1,173,000","940,000","938,000","926,000","926,000","706,000","706,000","476,000","476,000","476,000"
		AdditionalPaidInCapital,"5,709,027,000","5,673,376,000","5,270,265,000","5,248,490,000","5,225,037,000","5,209,739,000","5,200,716,000","5,193,572,000","5,159,069,000","5,132,532,000","5,121,671,000","5,103,771,000","5,080,173,000","4,995,156,000","4,963,061,000","4,738,969,000","4,728,183,000","4,715,246,000","4,705,044,000","4,697,497,000","4,689,698,000","4,691,180,000","4,230,577,000","4,220,887,000","4,210,904,000","4,192,844,000","4,184,538,000","4,173,869,000","3,837,040,000","3,835,725,000","3,793,428,000","3,784,575,000","3,192,245,000","4,300,479,000","4,295,058,000","3,580,096,000","2,754,491,000","2,721,353,000","2,297,971,000","2,294,210,000","1,832,082,000","1,828,319,000","1,825,019,000","1,821,233,000","1,341,837,000","1,337,953,000","900,542,000","898,763,000","897,417,000"
		RetainedEarnings,"669,877,000","493,106,000","-687,980,000","-677,375,000","-654,750,000","-629,733,000","-599,014,000","-614,093,000","-616,765,000","-381,719,000","-417,529,000","-421,858,000","-413,553,000","-348,998,000","-308,343,000","-260,762,000","-243,438,000","-217,312,000","-184,073,000","-146,863,000","-138,700,000","-115,579,000","-112,303,000","-103,373,000","-100,201,000","-12,286,000","5,843,000","4,123,000","2,550,000","-9,378,000","7,302,000","-49,686,000","-59,542,000","-84,719,000","-85,339,000","-84,923,000","-70,305,000","-72,401,000","-54,938,000","-53,522,000","-46,409,000","-55,129,000","-54,726,000","-27,648,000","-18,394,000","-19,302,000","-7,794,000","-14,430,000","-13,123,000"
		TreasuryStock,"138,022,000","138,022,000","138,022,000","138,022,000","138,022,000","138,022,000","133,024,000","133,024,000","133,024,000","104,194,000","104,194,000","104,194,000","104,194,000","104,194,000","104,194,000","104,194,000","104,194,000","92,104,000","92,104,000","92,104,000","92,104,000","92,104,000","92,104,000","92,104,000","92,104,000","72,381,000","61,525,000","32,464,000","23,635,000","23,635,000","23,635,000","10,642,000","10,642,000","10,642,000","10,642,000","10,642,000","10,642,000","10,642,000","10,642,000","10,642,000","10,642,000","10,642,000","5,981,000",,,,,,
