name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004
TotalRevenue,"641,645,000","168,396,000","156,055,000","152,568,000","164,626,000","135,141,000","128,632,000","113,741,000","118,524,000","122,720,000","121,142,000","166,947,000","115,745,000","112,593,000","129,483,000","109,644,000","102,459,000","165,278,000","165,348,000","169,550,000","168,635,000","165,422,000","173,383,000","172,508,000","171,726,000","168,357,000","168,689,000","168,425,000","167,934,000","162,287,000","154,815,000","152,295,000","151,789,000","143,972,000","138,615,000","137,089,000","70,317,000","72,805,000","71,644,000","70,677,000","70,804,000","70,664,000","68,572,000","68,960,000","69,792,000","68,270,000","75,822,000","77,196,000","69,542,000","64,824,000","56,896,000","55,805,000","43,104,000","34,423,000","29,057,000","23,423,000","17,746,000","15,624,891","12,146,549","8,170,187","3,312,000","2,553,278"
	OperatingRevenue,"639,390,000","167,525,000","155,777,000","151,507,000","164,581,000","134,789,000","128,564,000","113,236,000","117,711,000","121,959,000","119,366,000","110,621,000","107,734,000","105,449,000","113,228,000","98,897,000","96,358,000","159,904,000","160,998,000","161,285,000","161,879,000","160,724,000","165,860,000","163,467,000","162,829,000","164,202,000","163,300,000","161,672,000","162,116,000","157,035,000","150,842,000","148,233,000","145,801,000","140,162,000","135,075,000","134,000,000","66,007,000","72,727,000","70,784,000","70,677,000","67,545,000","70,664,000","68,572,000","68,960,000","69,792,000","68,270,000","75,822,000","77,196,000","69,542,000","64,824,000","56,896,000","55,805,000","43,104,000","34,423,000","29,057,000","23,423,000","17,746,000","15,624,891","12,146,549","8,170,187","3,312,000","2,553,278"
CostOfRevenue,"26,035,000","8,255,000","5,599,000","5,862,000","6,319,000","5,452,000","6,273,000","5,049,000","7,234,000","5,936,000","4,669,000","4,407,000","4,407,000","5,225,000","5,604,000","5,198,000","4,876,000","11,395,000","13,653,000","10,936,000","10,541,000","9,204,000","11,122,000","7,972,000","7,590,000","7,384,000","8,015,000","7,072,000","6,867,000","8,500,000","7,427,000","6,222,000","6,802,000","6,563,000","6,204,000","5,601,000","5,407,000","963,000","1,977,000","1,028,000","5,546,000","1,324,000","656,000","1,346,000","1,651,000","1,438,000","1,466,000","277,000",,,,,,,,,,,,,,
GrossProfit,"615,610,000","160,141,000","150,456,000","146,706,000","158,307,000","129,689,000","122,359,000","108,692,000","111,290,000","116,784,000","116,473,000","162,540,000","111,338,000","107,368,000","123,879,000","104,446,000","97,583,000","153,883,000","151,695,000","158,614,000","158,094,000","156,218,000","162,261,000","164,536,000","164,136,000","160,973,000","160,674,000","161,353,000","161,067,000","153,787,000","147,388,000","146,073,000","144,987,000","137,409,000","132,411,000","131,488,000","64,910,000","71,842,000","69,667,000","69,649,000","65,258,000","69,340,000","67,916,000","67,614,000","68,141,000","66,832,000","74,356,000","76,919,000",,,,,,,,,,,,,,
OperatingExpense,"312,140,000","84,147,000","77,687,000","76,525,000","73,781,000","70,375,000","67,840,000","63,698,000","65,149,000","66,745,000","61,820,000","56,964,000","55,348,000","54,530,000","54,587,000","51,412,000","53,462,000","78,002,000","75,204,000","77,385,000","87,082,000","78,412,000","80,053,000","80,412,000","78,113,000","76,313,000","76,066,000","76,758,000","76,643,000","78,896,000","74,136,000","74,053,000","85,435,000","71,616,000","68,652,000","58,284,000","28,976,000","41,751,000","33,355,000","45,162,000","28,662,000","34,154,000","32,701,000","37,337,000","37,726,000","31,059,000","32,500,000","32,580,000","20,564,000","21,170,000","17,657,000","16,911,000","13,873,000","12,508,000","10,933,000","8,832,000","7,374,000","6,039,507","78,145","5,097,582","1,963,000","1,741,247"
	SellingGeneralAndAdministration,"54,236,000","14,674,000","13,009,000","13,103,000","13,450,000","13,046,000","11,984,000","10,931,000","11,975,000","13,490,000","12,683,000","12,727,000","13,833,000","13,181,000","13,150,000","11,033,000","13,520,000","15,885,000","12,072,000","13,712,000","22,862,000","13,418,000","12,004,000","15,112,000","13,850,000","11,649,000","10,893,000","12,265,000","11,972,000","12,600,000","10,756,000","11,984,000","23,467,000","11,067,000","9,795,000","9,946,000","7,020,000","13,577,000","5,866,000","17,402,000","6,129,000","6,336,000","5,644,000","9,940,000","9,410,000","3,316,000","3,662,000","5,324,000","4,457,000","4,773,000","4,592,000","4,209,000","4,046,000","4,282,000","3,806,000","3,176,000","3,243,000","2,651,084","2,421,901","1,824,165","1,584,000","1,467,387"
		GeneralAndAdministrativeExpense,"54,236,000","14,674,000","13,009,000","13,103,000","13,450,000","13,046,000","11,984,000","10,931,000","11,975,000","13,490,000","12,683,000","12,727,000","13,833,000","13,181,000","13,150,000","11,033,000","13,520,000","15,885,000","12,072,000","13,712,000","22,862,000","13,418,000","12,004,000","15,112,000","13,850,000","11,649,000","10,893,000","12,265,000","11,972,000","12,600,000","10,756,000","11,984,000","23,467,000","11,067,000","9,795,000","9,946,000","7,020,000","13,577,000","5,939,000",,"6,129,000",,,,,,,,,,,,,,,,,,,"1,824,165",,
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,824,165",,
			OtherGandA,"54,236,000","14,674,000","13,009,000","13,103,000","13,450,000","13,046,000","11,984,000","10,931,000","11,975,000","13,490,000","12,683,000","12,727,000","13,833,000","13,181,000","13,150,000","11,033,000","13,520,000","15,885,000","12,072,000","13,712,000","22,862,000","13,418,000","12,004,000","15,112,000","13,850,000","11,649,000","10,893,000","12,265,000","11,972,000","12,600,000","10,756,000","11,984,000","23,467,000","11,067,000","9,795,000","9,946,000","7,020,000","13,577,000","5,939,000",,"6,129,000",,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"256,645,000","69,108,000","64,402,000","63,061,000","60,074,000","57,087,000","55,054,000","52,170,000","53,160,000","52,236,000","48,867,000","43,907,000","41,342,000","41,349,000","41,437,000","40,379,000","39,942,000","62,117,000","63,132,000","63,673,000","64,220,000","64,994,000","68,049,000","65,300,000","64,263,000","64,664,000","65,173,000","64,493,000","64,671,000","66,296,000","63,380,000","62,069,000","61,968,000","60,549,000","58,857,000","48,338,000","21,956,000","28,174,000","27,489,000","27,760,000","22,533,000","27,818,000","27,057,000","27,397,000","28,316,000","27,743,000","28,838,000","27,256,000","15,717,000","14,897,000","13,065,000","12,702,000","9,827,000","8,226,000","7,127,000","5,656,000","4,131,000","3,388,423",,,"379,000","273,860"
