name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021
TotalAssets,"517,400,000","530,177,000","562,818,000","226,671,136","66,441,000"
	CurrentAssets,"464,557,000","495,223,000","543,820,000","226,671,136","56,420,000"
		CashCashEquivalentsAndShortTermInvestments,"407,333,000","445,146,000","498,014,000","167,284","47,773,000"
			CashAndCashEquivalents,"407,333,000","445,146,000","498,014,000","167,284","47,773,000"
				CashFinancial,"407,333,000",,"498,014,000","167,284","47,773,000"
		Receivables,"5,731,000","5,938,000","5,991,000","2,037,000","191,000"
			AccountsReceivable,"774,000","2,598,000","5,991,000","1,150,000","191,000"
			TaxesReceivable,"4,540,000","3,076,000",,,
			DuefromRelatedPartiesCurrent,"417,000","264,000",,"887,000",
		Inventory,"26,082,000","19,245,000","15,260,000","1,053,000","626,000"
			RawMaterials,"20,051,000","15,727,000",,,
			WorkInProcess,"6,031,000","3,518,000",,,
		PrepaidAssets,"25,411,000","24,894,000","24,555,000","769,425","7,830,000"
		RestrictedCash,,,,"225,734,427",
	TotalNonCurrentAssets,"52,843,000","34,954,000","18,998,000","0","10,021,000"
		NetPPE,"29,219,000","24,576,000","11,243,000","9,471,000","5,820,000"
			GrossPPE,"30,489,000","25,267,000","11,706,000","9,471,000","5,820,000"
				Properties,"0","0","0",,
				LandAndImprovements,"2,818,000","2,818,000","2,424,000",,
				MachineryFurnitureEquipment,"12,855,000","9,388,000","5,896,000",,
				OtherProperties,"10,970,000","10,265,000","2,365,000","9,471,000","5,820,000"
				ConstructionInProgress,"2,693,000","1,828,000","663,000",,
				Leases,"1,153,000","968,000","358,000",,
			AccumulatedDepreciation,"-1,270,000","-691,000","-463,000",,
		InvestmentsAndAdvances,"17,478,000","4,948,000",,,
			InvestmentinFinancialAssets,"17,478,000","4,948,000",,,
				AvailableForSaleSecurities,"17,478,000","4,948,000",,,
		NonCurrentDeferredAssets,,,"0","4,003,000","3,465,000"
		OtherNonCurrentAssets,"6,146,000","5,430,000","7,755,000","1,148,000","736,000"
TotalLiabilitiesNetMinorityInterest,"156,335,000","160,320,000","162,079,000","55,748,971","69,621,000"
	CurrentLiabilities,"31,092,000","31,205,000","33,294,000","7,084,876","18,923,000"
		PayablesAndAccruedExpenses,"17,620,000","18,089,000","21,562,000","7,084,876","15,584,000"
			Payables,"8,586,000","12,063,000","17,405,000","3,375,977","11,962,000"
				AccountsPayable,"7,938,000","8,430,000","2,851,000","1,054,000","591,000"
				DuetoRelatedPartiesCurrent,"648,000","3,633,000","4,554,000","3,375,977","1,371,000"
				OtherPayable,,,"10,000,000","10,000,000","10,000,000"
			CurrentAccruedExpenses,"9,034,000","6,026,000","4,157,000","3,708,899","3,622,000"
		CurrentDebtAndCapitalLeaseObligation,"2,409,000","1,886,000","748,000","672,000","434,000"
			CurrentCapitalLeaseObligation,"2,409,000","1,886,000","748,000","672,000","434,000"
		CurrentDeferredLiabilities,"11,063,000","11,230,000","10,984,000","3,845,000","2,905,000"
			CurrentDeferredRevenue,"11,063,000","11,230,000","10,984,000","3,845,000","2,905,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"125,243,000","129,115,000","128,785,000","48,664,095","50,698,000"
		LongTermDebtAndCapitalLeaseObligation,"9,249,000","8,830,000","1,930,000","51,796,000","50,698,000"
			LongTermDebt,,,,"49,643,000","49,441,000"
			LongTermCapitalLeaseObligation,"9,249,000","8,830,000","1,930,000","2,153,000","1,257,000"
		NonCurrentDeferredLiabilities,"526,000",,,,
			NonCurrentDeferredTaxesLiabilities,"526,000",,,,
		TradeandOtherPayablesNonCurrent,,,,"7,900,376",
		DerivativeProductLiabilities,"13,705,000","15,228,000","11,781,000","40,763,719",
		OtherNonCurrentLiabilities,"101,763,000","105,057,000","115,074,000",,
TotalEquityGrossMinorityInterest,"361,065,000","369,857,000","400,739,000","170,922,165","-3,180,000"
	StockholdersEquity,"368,321,000","375,297,000","402,425,000","170,922,165","-2,856,000"
		CapitalStock,"25,000","25,000","25,000","165,923,322","94,000"
			PreferredStock,,,,"0",
			CommonStock,"25,000","25,000","25,000","165,923,322","94,000"
		AdditionalPaidInCapital,"404,992,000","403,016,000","402,211,000","36,135,858","19,522,000"
		RetainedEarnings,"-37,182,000","-28,117,000","515,000","-31,137,015","-22,418,000"
		GainsLossesNotAffectingRetainedEarnings,"486,000","373,000","-326,000","-95,000","-54,000"
	MinorityInterest,"-7,256,000","-5,440,000","-1,686,000","-611,000","-324,000"
TotalCapitalization,"368,321,000","375,297,000","402,425,000","170,922,165","46,585,000"
CommonStockEquity,"368,321,000","375,297,000","402,425,000","170,922,165","-2,856,000"
CapitalLeaseObligations,"11,658,000","10,716,000","2,678,000","2,825,000","1,691,000"
NetTangibleAssets,"368,321,000","375,297,000","402,425,000","170,922,165","-2,856,000"
WorkingCapital,"433,465,000","464,018,000","510,526,000","219,586,260","37,497,000"
InvestedCapital,"368,321,000","375,297,000","402,425,000","170,922,165","46,585,000"
TangibleBookValue,"368,321,000","375,297,000","402,425,000","170,922,165","-2,856,000"
TotalDebt,"11,658,000","10,716,000","2,678,000","52,468,000","51,132,000"
NetDebt,,,,"17,269,000","1,668,000"
ShareIssued,"247,881,568","247,758,412","247,500,505","246,994,208","246,994,209"
OrdinarySharesNumber,"247,881,568","247,758,412","247,500,505","246,994,208","246,994,209"
