name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011
OperatingCashFlow,"303,287,000","42,117,000","203,247,000","-24,142,000","82,065,000","66,742,000","244,660,000","59,844,000","126,715,000","-65,253,000","185,174,000","-45,189,000","26,214,000","20,830,000","182,514,000","-42,770,000","11,388,000","33,001,000","150,354,000","-14,075,000","-2,631,000","33,733,000","109,492,000","-19,261,000","26,841,000","-10,450,000","89,419,000","-27,760,000","27,038,000","-784,000","65,051,000","-16,240,000","16,732,000","-4,113,000","48,485,000","-11,608,000","6,081,000","-11,771,000","54,210,000","-3,275,000","3,126,000","-23,698,000","41,544,000","2,341,000","1,229,000","1,581,000"
	CashFlowFromContinuingOperatingActivities,"303,287,000","42,117,000","203,247,000","-24,142,000","82,065,000","66,742,000","244,660,000","59,844,000","126,715,000","-65,253,000","185,174,000","-45,189,000","26,214,000","20,830,000","182,514,000","-42,770,000","11,388,000","33,001,000","150,354,000","-14,075,000","-2,631,000","33,733,000","109,492,000","-19,261,000","26,841,000","-10,450,000","89,419,000","-27,760,000","27,038,000","-784,000","65,051,000","-16,240,000","16,732,000","-4,113,000","48,485,000","-11,608,000","6,081,000","-11,771,000","54,210,000","-3,275,000","3,126,000","-23,698,000","41,544,000","2,341,000","1,229,000","1,581,000"
		NetIncomeFromContinuingOperations,"261,932,000","32,718,000","140,196,000","24,177,000","64,841,000","49,596,000","123,937,000","20,425,000","29,581,000","-50,582,000","110,374,000","10,189,000","28,831,000","25,662,000","89,262,000","13,516,000","25,063,000","21,804,000","67,377,000","9,879,000","16,804,000","8,391,000","49,788,000","5,447,000","9,847,000","6,758,000","42,004,000","4,337,000","7,061,000","4,278,000","33,313,000","3,311,000","8,320,000","3,080,000","24,826,000","1,677,000","4,069,000","1,570,000","19,206,000",,,,"12,427,000",,,
		OperatingGainsLosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,000","80,000","67,000","-19,000","291,000","77,000","54,000",,,"101,000","7,000",,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,000","80,000","67,000","-19,000","47,000","77,000","54,000",,,,,,,,,,
		DepreciationAmortizationDepletion,"89,571,000","23,977,000","22,233,000","23,118,000","20,243,000","19,237,000","18,426,000","17,719,000","17,012,000","16,188,000","15,085,000","14,435,000","13,598,000","11,861,000","11,184,000","10,900,000","10,063,000","9,304,000","9,048,000","8,714,000","8,189,000","7,290,000","7,182,000","6,769,000","6,555,000","6,125,000","6,101,000","5,894,000","5,492,000","4,740,000","4,597,000","4,563,000","4,173,000","3,869,000","3,610,000","3,672,000","3,254,000","2,933,000","2,758,000","2,499,000","2,235,000","2,107,000","2,070,000","1,910,000","1,657,000","1,434,000"
			DepreciationAndAmortization,"89,571,000","23,977,000","22,233,000","23,118,000","20,243,000","19,237,000","18,426,000","17,719,000","17,012,000","16,188,000","15,085,000","14,435,000","13,598,000","11,861,000","11,184,000","10,900,000","10,063,000","9,304,000","9,048,000","8,714,000","8,189,000","7,290,000","7,182,000","6,769,000","6,555,000","6,125,000","6,101,000","5,894,000","5,492,000","4,740,000","4,597,000","4,563,000","4,173,000","3,869,000","3,610,000","3,672,000","3,254,000","2,933,000","2,758,000","2,499,000","2,235,000","2,107,000","2,070,000","1,910,000","1,657,000","1,434,000"
		DeferredTax,"6,182,000","1,703,000","-1,251,000","1,629,000","4,101,000","2,766,000","24,503,000","4,403,000","4,396,000","-13,107,000","10,999,000","641,000","1,872,000","1,330,000","-2,883,000","706,000","1,506,000","1,221,000","3,836,000","-859,000","833,000","553,000","-1,994,000","-207,000","-118,000","-213,000","1,842,000","-366,000","-1,450,000","-652,000","-1,065,000","-390,000","-1,113,000","-495,000","-3,822,000","-835,000","-152,000","-265,000","-3,671,000","-68,000","3,197,000","4,354,000","-362,000","172,000","223,000","23,000"
			DeferredIncomeTax,"6,182,000","1,703,000","-1,251,000","1,629,000","4,101,000","2,766,000","24,503,000","4,403,000","4,396,000","-13,107,000","10,999,000","641,000","1,872,000","1,330,000","-2,883,000","706,000","1,506,000","1,221,000","3,836,000","-859,000","833,000","553,000","-1,994,000","-207,000","-118,000","-213,000","1,842,000","-366,000","-1,450,000","-652,000","-1,065,000","-390,000","-1,113,000","-495,000","-3,822,000","-835,000","-152,000","-265,000","-3,671,000","-68,000","3,197,000","4,354,000","-362,000","172,000","223,000","23,000"
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"82,000","298,000","7,000","7,000","7,000","7,000","7,000"
