name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016
DilutedNIAvailtoComStockholders,"-35,126,000","-32,584,000","1,527,000","-876,000","-3,193,000","5,749,000","23,194,000","3,473,000","-3,028,000","1,162,000","-25,660,000","-8,498,000","1,291,000","-15,339,000","14,916,000","18,897,000","21,417,000","17,776,000","-47,788,000","11,795,000","17,160,000","8,643,000","39,851,000"
BasicEPS,,"-0.39","0.02","-0.01","-0.04","0.07","0.28","0.04","-0.04","0.01","-0.31","-0.1","0.02","-0.18","0.18","0.22","0.26","0.22","0.1","0.126","0.214","0.095",
DilutedEPS,,"-0.39","0.02","-0.01","-0.04","0.06","0.27","0.04","-0.04","0.01","-0.31","-0.1","0.01","-0.18","0.17","0.21","0.23","0.19","0.08","0.126","0.192","0.095",
BasicAverageShares,,"84,583,000","86,048,000","85,660,000","85,036,000","84,242,000","83,550,000","83,302,000","83,068,000","83,990,000","84,126,000","84,068,000","83,884,000","83,323,000","83,060,000","86,167,000","83,257,000","81,629,000","40,407,000","82,497,475","80,039,000","80,039,000",
DilutedAverageShares,,"84,583,000","88,220,000","85,660,000","85,036,000","88,568,000","86,244,000","85,466,000","83,068,000","85,009,000","84,126,000","84,068,000","86,369,000","83,323,000","87,971,000","92,032,000","93,864,000","93,594,000","50,236,000","82,497,475","89,579,000","89,579,000",
TotalOperatingIncomeAsReported,"-12,622,000","-18,323,000","4,047,000","-1,983,000","3,637,000","12,554,000","17,289,000","9,141,000","1,332,000","-3,549,000","10,005,000","-8,767,000","3,743,000","-14,101,000","16,832,000","22,623,000","16,542,000","22,969,000","54,393,000","40,163,000","18,869,000","22,797,000","50,680,000"
TotalExpenses,"374,069,000","82,722,000","101,052,000","101,202,000","89,093,000","91,723,000","103,237,000","96,606,000","82,018,000","87,172,000","102,888,000","90,583,000","48,358,000","49,587,000","50,993,000","48,883,000","52,180,000","66,105,000","63,569,000","54,096,000","47,756,000","49,932,000","48,546,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"-35,126,000","-32,584,000","1,527,000","-876,000","-3,193,000","5,749,000","23,194,000","3,473,000","-3,028,000","1,162,000","-25,660,000","-8,498,000","1,291,000","-15,339,000","14,916,000","18,897,000","21,417,000","17,776,000","28,863,000","24,323,000","17,160,000","18,154,000","39,851,000"
NormalizedIncome,"-34,142,600","-32,420,200","2,255,055.207","-602,250","-3,024,370","6,280,864","23,356,060","3,477,380","-3,413,440","1,051,040","-26,211,880","-7,974,862","923,810","-15,258,408","15,256,180","18,831,450","21,774,700","17,797,792","28,795,200","24,231,368","16,797,000","18,125,710","40,073,670.846"
InterestIncome,"282,000","34,000","65,000","80,000","103,000","114,000","152,000","170,000","271,000","406,000","524,000","660,000","1,570,000","1,652,000","1,663,000","1,821,000","1,680,000","1,095,000","765,000","600,000","570,000","504,000","397,000"
InterestExpense,"14,728,000","3,688,000","3,072,000","3,969,000","3,999,000","3,918,000","4,189,000","3,771,000","4,307,000","4,628,000","4,860,000","5,240,000","5,225,000","5,197,000","5,184,000","5,032,000","4,875,000","4,672,000","4,529,000","4,483,000","4,261,000","4,193,000","646,000"
NetInterestIncome,"-14,446,000","-3,654,000","-3,007,000","-3,889,000","-3,896,000","-3,804,000","-4,037,000","-3,601,000","-4,036,000","-4,222,000","-4,336,000","-4,580,000","-3,655,000","-3,545,000","-3,521,000","-3,211,000","-3,195,000","-3,577,000","-3,764,000","-3,883,000","-3,691,000","-3,689,000","-249,000"
EBIT,"-12,085,000","-18,544,000","4,666,000","-2,195,000","3,988,000","11,993,000","17,764,000","9,643,000","2,166,000","-2,929,000","11,330,000","-8,870,000","5,958,000","-12,312,000","18,438,000","24,924,000","18,098,000","24,241,000","55,376,000","41,094,000","20,364,000","23,450,000","51,294,000"
EBITDA,"3,001,000"
ReconciledCostOfRevenue,"202,628,000","37,720,000","59,098,000","58,595,000","47,215,000","48,237,000","58,304,000","53,153,000","40,220,000","40,970,000","53,378,000","42,602,000","12,796,000","10,989,000","18,146,000","14,575,000","19,321,000","27,119,000","27,009,000","25,266,000","20,847,000","20,389,000","23,041,000"
ReconciledDepreciation,"15,086,000","3,615,000","3,694,000","3,789,000","3,988,000","4,209,000","4,310,000","4,405,000","4,487,000","4,768,000","4,819,000","5,018,000","2,489,000","2,396,000","2,417,000","2,369,000","2,366,000","2,302,000","2,162,000","2,007,000","1,841,000","1,728,000","1,557,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"-35,126,000","-32,584,000","1,527,000","-876,000","-3,193,000","5,749,000","23,194,000","3,473,000","-3,028,000","1,162,000","-25,660,000","-8,498,000","1,291,000","-15,339,000","14,916,000","18,897,000","21,417,000","17,776,000","28,863,000","24,323,000","17,160,000","18,154,000","39,851,000"
TotalUnusualItemsExcludingGoodwill,"-1,639,000","-273,000","-760,000","-375,000","-231,000","-747,000","-222,000","-6,000","528,000","152,000","756,000","-869,000","503,000","-92,000","-466,000","69,000","-490,000","-24,000","113,000","138,000","605,000","30,000","-283,000"
TotalUnusualItems,"-1,639,000","-273,000","-760,000","-375,000","-231,000","-747,000","-222,000","-6,000","528,000","152,000","756,000","-869,000","503,000","-92,000","-466,000","69,000","-490,000","-24,000","113,000","138,000","605,000","30,000","-283,000"
NormalizedEBITDA,"4,640,000","-14,656,000","9,120,000","1,969,000","8,207,000","16,949,000","22,296,000","14,054,000","6,125,000","1,687,000","15,393,000","-2,983,000","7,944,000","-9,824,000","21,321,000","27,224,000","20,954,000","26,567,000","57,425,000","42,963,000","21,600,000","25,148,000","53,134,000"
TaxRateForCalcs,"0.4","0.4","0.042","0.27","0.27","0.288","0.27","0.27","0.27","0.27","0.27","0.398","0.27","0.124","0.27","0.05","0.27","0.092","0.4","0.336","0.4","0.057","0.213"
TaxEffectOfUnusualItems,"-655,600","-109,200","-31,944.793","-101,250","-62,370","-215,136","-59,940","-1,620","142,560","41,040","204,120","-345,862","135,810","-11,408","-125,820","3,450","-132,300","-2,208","45,200","46,368","242,000","1,710","-60,329.154"
