name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017
TotalRevenue,"2,226,827,000","588,692,000","580,828,000","545,463,000","511,844,000","469,078,000","430,898,000","382,923,000","342,209,000","297,017,000","274,895,000","249,502,000","235,612,000","213,962,000","199,732,000","178,385,000","167,044,000","155,808,000","148,874,000","130,589,000","125,543,000","113,498,000"
	OperatingRevenue,"2,226,827,000","588,692,000","580,828,000","545,463,000","511,844,000","469,078,000","430,898,000","382,923,000","342,209,000","297,017,000","274,895,000","249,502,000","235,612,000","213,962,000","199,732,000","178,385,000","167,044,000","155,808,000","148,874,000","130,589,000","125,543,000","113,498,000"
CostOfRevenue,"493,625,000","132,416,000","131,454,000","115,975,000","113,780,000","105,242,000","101,580,000","97,831,000","90,615,000","74,032,000","68,075,000","61,964,000","61,176,000","52,019,000","52,693,000","45,073,000","36,361,000","58,294,000","31,475,000","31,216,000","28,458,000","27,124,000"
GrossProfit,"1,733,202,000","456,276,000","449,374,000","429,488,000","398,064,000","363,836,000","329,318,000","285,092,000","251,594,000","222,985,000","206,820,000","187,538,000","174,436,000","161,943,000","147,039,000","133,312,000","130,683,000","97,514,000","117,399,000","99,373,000","97,085,000","86,374,000"
OperatingExpense,"1,803,575,000","475,502,000","474,552,000","432,846,000","420,675,000","374,573,000","354,215,000","333,562,000","310,229,000","264,838,000","249,173,000","231,535,000","239,158,000","204,380,000","209,667,000","191,729,000","168,403,000","365,072,000","123,664,000","111,716,000","110,866,000","105,638,000"
	SellingGeneralAndAdministration,"1,383,402,000","363,275,000","363,860,000","330,243,000","326,024,000","289,157,000","274,080,000","260,200,000","246,438,000","210,604,000","197,079,000","182,777,000","191,641,000","167,197,000","166,746,000","153,325,000","134,630,000","294,202,000","100,233,000","89,194,000","87,099,000","82,930,000"
		GeneralAndAdministrativeExpense,"245,297,000","62,578,000","64,443,000","54,624,000","63,652,000","50,038,000","52,184,000","50,256,000","51,446,000","38,811,000","35,753,000","33,546,000","40,755,000","37,261,000","39,055,000","36,274,000","30,851,000","103,117,000","25,603,000","19,528,000","18,156,000","18,239,000"
			SalariesAndWages,,,,,,,,,,"9,012,000",,,,,,,,,,,,
			OtherGandA,"245,297,000","62,578,000","64,443,000","54,624,000","63,652,000","50,038,000","52,184,000","50,256,000","51,446,000","29,799,000","35,753,000","33,546,000","40,755,000","37,261,000","39,055,000","36,274,000","30,851,000","103,117,000","25,603,000","19,528,000","18,156,000","18,239,000"
		SellingAndMarketingExpense,"1,138,105,000","300,697,000","299,417,000","275,619,000","262,372,000","239,119,000","221,896,000","209,944,000","194,992,000","171,793,000","161,326,000","149,231,000","150,886,000","129,936,000","127,691,000","117,051,000","103,779,000","191,085,000","74,630,000","69,666,000","68,943,000","64,691,000"
	ResearchAndDevelopment,"420,173,000","112,227,000","110,692,000","102,603,000","94,651,000","85,416,000","80,135,000","73,362,000","63,791,000","54,234,000","52,094,000","48,758,000","47,517,000","37,183,000","42,921,000","38,404,000","33,773,000","70,870,000","23,431,000","22,522,000","23,767,000","22,708,000"
OperatingIncome,"-70,373,000","-19,226,000","-25,178,000","-3,358,000","-22,611,000","-10,737,000","-24,897,000","-48,470,000","-58,635,000","-41,853,000","-42,353,000","-43,997,000","-64,722,000","-42,437,000","-62,628,000","-58,417,000","-37,720,000","-267,558,000","-6,265,000","-12,343,000","-13,781,000","-19,264,000"
NetNonOperatingInterestIncomeExpense,"-15,694,000","-6,299,000","-4,238,000","-2,425,000","-475,000","-546,000","-6,621,000","-6,384,000","-5,859,000","-4,179,000","-3,286,000","-2,943,000","-3,333,000","-3,477,000","-2,307,000","-108,000","2,951,000","-2,421,000","2,286,000","-1,379,000","1,865,000","-261,000"
	InterestIncomeNonOperating,,,"-2,621,000",,"1,194,000","1,126,000","1,140,000","1,385,000","1,825,000","3,381,000","4,175,000","4,421,000","3,940,000","3,679,000","4,794,000","3,395,000","2,998,000","-2,228,000","2,436,000","-1,225,000","2,034,000","-110,000"
	InterestExpenseNonOperating,"11,070,000","6,299,000","1,617,000","2,425,000","1,669,000","1,672,000","5,588,000","7,769,000","7,684,000","7,560,000","5,483,000","6,866,000","7,273,000","7,156,000","7,101,000","3,503,000","47,000","2,421,000","150,000","1,379,000","169,000","261,000"
	TotalOtherFinanceCost,,,,,,,,,,,,"498,000",,,,,"-2,998,000",,,,,
OtherIncomeExpense,,,,,"-2,257,000","4,911,000","-32,010,000","-1,696,000","776,000","361,000","-517,000","1,380,000","591,000","1,538,000",,,,,,,,
	GainOnSaleOfSecurity,,,,,"-1,738,000","5,385,000","2,269,000","-1,213,000","1,425,000","-545,000","-422,000","711,000","-837,000","-423,000",,,,,,,,
	SpecialIncomeCharges,,,"0",,,,"-33,752,000",,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,"33,752,000",,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,,,,,"-519,000","-474,000","-527,000","-483,000","-649,000","906,000","-95,000","669,000","1,428,000","1,961,000",,,,,,,,
PretaxIncome,"-86,067,000","-25,525,000","-29,416,000","-5,783,000","-25,343,000","-6,372,000","-63,553,000","-56,550,000","-63,718,000","-45,671,000","-46,156,000","-45,560,000","-67,464,000","-44,376,000","-64,935,000","-58,525,000","-34,769,000","-269,979,000","-3,979,000","-13,722,000","-11,916,000","-19,525,000"
TaxProvision,"2,928,000","1,848,000","1,029,000","-107,000","158,000","1,982,000","8,859,000","1,941,000","842,000","2,133,000","1,251,000","1,038,000","1,168,000","1,346,000","1,309,000","-5,712,000","1,945,000","708,000","2,373,000","783,000","121,000","-143,000"
NetIncomeCommonStockholders,"-88,995,000","-27,373,000","-30,445,000","-5,676,000","-25,501,000","-8,354,000","-72,412,000","-58,491,000","-64,560,000","-47,804,000","-47,407,000","-46,598,000","-68,632,000","-45,722,000","-66,244,000","-52,813,000","-36,714,000","-271,040,000","-6,326,000","-14,505,000","-12,403,000","-19,737,000"
	NetIncome,"-88,995,000","-27,373,000","-30,445,000","-5,676,000","-25,501,000","-8,354,000","-72,412,000","-58,491,000","-64,560,000","-47,804,000","-47,407,000","-46,598,000","-68,632,000","-45,722,000","-66,244,000","-52,813,000","-36,714,000","-270,687,000","-6,352,000","-14,505,000","-12,037,000","-19,382,000"
		NetIncomeIncludingNoncontrollingInterests,"-88,995,000","-27,373,000","-30,445,000","-5,676,000","-25,501,000","-8,354,000","-72,412,000","-58,491,000","-64,560,000","-47,804,000","-47,407,000","-46,598,000","-68,632,000","-45,722,000","-66,244,000","-52,813,000","-36,714,000","-270,687,000","-6,352,000","-14,505,000","-12,037,000","-19,382,000"
			NetIncomeContinuousOperations,"-88,995,000","-27,373,000","-30,445,000","-5,676,000","-25,501,000","-8,354,000","-72,412,000","-58,491,000","-64,560,000","-47,804,000","-47,407,000","-46,598,000","-68,632,000","-45,722,000","-66,244,000","-52,813,000","-36,714,000","-270,687,000","-6,352,000","-14,505,000","-12,037,000","-19,382,000"
	PreferredStockDividends,,,,,,,,,,,,,,,,,,"353,000",,,"366,000","355,000"
DilutedNIAvailtoComStockholders,"-88,995,000","-27,373,000","-30,445,000","-5,676,000","-25,501,000","-8,354,000","-72,412,000","-58,491,000","-64,560,000","-47,804,000","-47,407,000","-46,598,000","-68,632,000","-45,722,000","-66,244,000","-52,813,000","-36,714,000","-271,040,000","-6,326,000","-14,505,000","-12,403,000","-19,737,000"
BasicEPS,,"-0.14","-0.15","-0.03","-0.13","-0.04","-0.38","-0.31","-0.35","-0.26","-0.26","-0.26","-0.39","-0.27","-0.4","-0.31","-0.22","-7.46",,"-0.449","-0.39","-0.611"
DilutedEPS,,"-0.14","-0.15","-0.03","-0.13","-0.04","-0.38","-0.31","-0.35","-0.26","-0.26","-0.26","-0.39","-0.27","-0.4","-0.31","-0.22","-7.46",,"-0.449","-0.39","-0.611"
BasicAverageShares,,"199,666,000","198,687,000","197,597,000","195,996,000","194,342,000","188,717,000","186,423,000","184,862,000","182,978,000","180,859,000","178,314,000","175,389,000","172,101,000","167,269,000","167,736,000","166,083,686","36,334,395",,"32,294,000","31,638,340","32,294,000"
DilutedAverageShares,,"199,666,000","198,687,000","197,597,000","195,996,000","194,342,000","188,717,000","186,423,000","184,862,000","182,978,000","180,859,000","178,314,000","175,389,000","172,101,000","167,269,000","167,736,000","166,083,686","36,334,395",,"32,294,000","31,638,340","32,294,000"
TotalOperatingIncomeAsReported,"-70,373,000","-19,226,000","-25,178,000","-3,358,000","-22,611,000","-10,737,000","-24,897,000","-48,470,000","-58,635,000","-41,853,000","-42,353,000","-43,997,000","-64,722,000","-42,437,000","-62,628,000","-58,417,000","-37,720,000","-267,558,000","-6,265,000","-12,343,000","-13,781,000","-19,264,000"
TotalExpenses,"2,297,200,000","607,918,000","606,006,000","548,821,000","534,455,000","479,815,000","455,795,000","431,393,000","400,844,000","338,870,000","317,248,000","293,499,000","300,334,000","256,399,000","262,360,000","236,802,000","204,764,000","423,366,000","155,139,000","142,932,000","139,324,000","132,762,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"-88,995,000","-27,373,000","-30,445,000","-5,676,000","-25,501,000","-8,354,000","-72,412,000","-58,491,000","-64,560,000","-47,804,000","-47,407,000","-46,598,000","-68,632,000","-45,722,000","-66,244,000","-52,813,000","-36,714,000","-270,687,000","-6,352,000","-14,505,000","-12,037,000","-19,382,000"
NormalizedIncome,"-88,995,000","-27,373,000","-30,445,000","-5,676,000","-24,232,260","-12,285,050","-49,429,410","-57,605,510","-65,600,250","-47,406,150","-47,098,940","-47,117,030","-68,020,990","-45,413,210","-66,244,000","-52,813,000","-36,714,000","-270,687,000","-6,352,000","-14,505,000","-12,037,000","-19,382,000"
