name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003
			TaxesReceivable,,,"5,091,000","28,911,000","19,865,000",,,,,,,,,,,,,,"7,232,000","6,499,000","3,172,000",,,,"2,386,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"121,778,000","77,677,000","103,277,000","126,549,000","128,758,000","132,431,000","164,138,000","184,101,000","126,679,000","121,826,000","146,493,000","169,811,000","168,442,000","195,436,000","154,417,000","175,315,000","204,765,000","10,866,000","13,167,000","15,516,000","17,853,000","51,923,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"930,000",,"5,710,000","3,552,000",,,,,,,,,"1,226,000",,
		Inventory,"6,785,000","5,101,000","9,438,000","9,345,000","8,603,000","9,819,000","6,154,000","3,097,000",,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","1,012,000","1,507,000","3,261,000","2,765,000","1,635,000","1,574,000","1,656,000","1,777,000","1,594,000","1,852,000","1,924,000","1,869,000","1,767,000","1,571,000","1,341,000","1,299,000","1,487,000","1,534,000","1,905,000","1,718,000","1,797,000","1,817,000","2,056,000","1,565,000","1,843,000","1,548,000","2,230,000",,,,,,,,,,,,
			RawMaterials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","326,000","842,000","2,037,000","1,638,000","498,000","516,000","524,000","469,000","430,000","625,000","714,000","644,000","473,000","513,000","314,000","332,000","368,000","369,000","310,000","319,000","323,000","454,000","601,000","342,000","233,000","247,000","241,000",,,,,,,,,,,,
			WorkInProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","211,000","145,000","515,000","463,000","437,000","435,000","685,000","1,005,000","829,000","853,000","883,000","914,000","920,000","739,000","530,000","359,000","458,000","677,000","1,250,000","923,000","836,000","412,000","564,000","684,000","764,000","407,000","1,001,000",,,,,,,,,,,,
			FinishedGoods,,,"9,438,000","9,345,000","8,603,000","9,819,000","6,154,000","3,097,000",,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","475,000","520,000","709,000","664,000","700,000","623,000","447,000","303,000","335,000","374,000","327,000","311,000","374,000","319,000","497,000","608,000","661,000","488,000","345,000","476,000","638,000","951,000","891,000","539,000","846,000","894,000","988,000",,,,,,,,,,,,
		PrepaidAssets,"29,227,000","24,719,000","26,042,000","23,094,000","22,376,000","25,047,000","25,602,000","26,587,000","9,974,000","11,166,000","11,310,000","10,110,000","14,273,000","15,061,000","14,986,000","13,376,000","13,618,000","13,368,000","600,000","528,000","3,406,000","6,645,000","19,315,000","18,943,000","21,065,000","22,890,000","21,972,000","14,925,000","8,933,000","12,841,000","12,666,000",,"14,910,000","14,817,000",,,"6,016,000",,,,,,,,,,,,,,,,,,,,,"3,544,000","841,000","2,416,000",,,,"1,843,000",,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,"0","16,425,000","20,586,000","15,891,000","19,334,000","7,015,000","0","0","56,000","929,000","4,272,000","4,271,000","3,880,000","2,032,000","1,891,000","1,891,000","1,892,000","7,126,000","7,124,000","7,124,000","7,126,000","6,241,000","6,244,000","6,242,000","6,240,000","2,836,000","2,836,000","2,409,000","2,409,000","11,085,000","5,680,000","5,681,000","5,291,000","4,814,000","4,814,000","4,814,000","4,814,000","1,190,000","1,190,000","1,190,000","1,190,000",,,,,,,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,"0","16,425,000","20,586,000","15,891,000","19,334,000","7,015,000","0","0","56,000","929,000","4,272,000","4,271,000","3,880,000","2,032,000","1,891,000","1,891,000","1,892,000","7,126,000","7,124,000","7,124,000","7,126,000","6,241,000","6,244,000","6,242,000","6,240,000","2,836,000","2,836,000","2,409,000","2,409,000","11,085,000","5,680,000","5,681,000","5,291,000","4,814,000","4,814,000","4,814,000","4,814,000","1,190,000","1,190,000","1,190,000","1,190,000",,,,,,,,,
		AssetsHeldForSaleCurrent,,,,,,,,,,,,,,,,,,,,"8,630,000",,,,,,,,,,"156,000","5,575,000","12,517,000","11,841,000","7,029,000","3,543,000","16,570,000","3,189,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"6,725,000","6,639,000","7,267,000","9,151,000","6,682,000","5,897,000","4,328,000","6,678,000","3,533,000","2,569,000","4,019,000","3,100,000","2,960,000","2,373,000","2,043,000","3,046,000","3,746,000","3,581,000","8,552,000","15,961,000","8,096,000","12,195,000","2,918,000","3,162,000","2,691,000","2,813,000","2,468,000","2,727,000","2,186,000","2,142,000","2,302,000","18,779,000","3,567,000","5,373,000","26,370,000","14,343,000","5,726,000","15,701,000","23,695,000","18,417,000","15,823,000","13,664,000","10,160,000","6,538,000","7,288,000","9,900,000","4,499,000","5,740,000","4,278,000","6,255,000","5,131,000","5,068,000","5,214,000","8,220,000","4,773,000","3,711,000","4,196,000",,"2,469,000",,"1,067,000","13,434,000","12,796,000","1,366,000","2,514,000","1,039,000","14,870,000","17,050,000","12,087,000","16,475,000","961,000","2,123,000",,"1,335,000","1,521,000"
	TotalNonCurrentAssets,"1,947,297,000","1,950,548,000","2,005,835,000","2,056,584,000","2,089,259,000","2,154,872,000","2,153,575,000","2,207,821,000","743,716,000","766,730,000","732,843,000","766,903,000","803,654,000","837,579,000","836,676,000","866,795,000","900,334,000","864,507,000","905,654,000","933,378,000","973,685,000","986,495,000","101,098,000","109,820,000","120,205,000","127,694,000","119,619,000","86,211,000","98,281,000","101,613,000","125,711,000","84,057,000","87,032,000","92,442,000","147,420,000","212,837,000","220,608,000","229,816,000","210,012,000","215,663,000","191,227,000","198,352,000","148,446,000","195,682,000","199,550,000","206,174,000","201,090,000","200,070,000","201,978,000","204,057,000","204,751,000","201,831,000","195,053,000","198,202,000","195,135,000","200,150,000","199,951,000","130,596,000","118,543,000","118,571,000","120,041,000","100,633,000","115,623,000","54,701,000","55,300,000","55,702,000","10,752,000","10,502,000","12,484,000","11,605,000","2,125,000","1,964,000","2,022,000","1,827,000","1,848,000"
		NetPPE,"124,764,000","129,472,000","132,123,000","141,483,000","134,640,000","143,433,000","149,662,000","160,161,000","48,291,000","50,663,000","52,462,000","53,720,000","47,448,000","31,037,000","31,769,000","32,984,000","33,423,000","34,442,000","35,901,000","37,172,000","37,586,000","38,855,000",,,,"3,748,000",,,,"4,322,000","4,363,000","4,652,000","4,926,000","9,481,000","53,220,000","55,912,000","68,050,000","72,544,000","50,987,000","49,462,000","35,544,000","36,319,000","35,845,000","37,406,000","39,585,000","42,121,000","47,568,000","49,041,000","43,270,000","42,483,000","42,429,000","41,655,000","40,378,000","36,984,000","34,603,000","29,859,000","29,693,000","29,443,000","27,493,000","26,334,000","25,880,000","24,705,000","25,232,000","7,781,000","8,099,000","8,751,000","4,486,000","4,056,000","3,345,000","2,484,000","1,980,000","1,841,000","1,804,000","1,725,000","1,743,000"
			GrossPPE,"199,648,000","198,740,000","196,900,000","199,494,000","187,281,000","191,184,000","192,354,000","196,106,000","81,154,000","81,951,000","84,116,000","84,525,000","76,802,000","58,723,000","58,379,000","57,959,000","56,694,000","56,020,000","59,650,000","59,788,000","58,419,000","57,870,000",,,,"3,748,000",,,,"4,322,000","23,970,000","23,931,000","24,249,000","9,481,000","90,252,000","90,707,000","122,555,000","126,005,000","100,195,000","94,177,000","77,419,000","75,734,000","72,936,000","73,531,000","73,484,000","74,126,000","84,121,000","82,861,000","74,053,000","70,701,000","69,451,000","66,555,000","63,232,000","58,930,000","59,710,000","53,612,000","51,541,000","49,435,000","47,334,000","44,578,000","42,460,000","39,760,000","39,266,000","20,258,000","19,633,000","19,320,000","14,604,000","13,889,000","12,881,000","11,741,000","11,036,000","10,853,000","10,555,000","10,412,000","10,210,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,"0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
				LandAndImprovements,"5,300,000","5,300,000","5,300,000","5,300,000","5,300,000","5,300,000","5,300,000","5,300,000","5,300,000","5,300,000","5,300,000","5,300,000","5,300,000","5,300,000","5,300,000","5,300,000","5,300,000","5,300,000","5,300,000","5,300,000","5,300,000","5,300,000",,,,,,,,,"4,170,000","4,151,000","4,151,000",,"12,195,000","11,843,000","21,314,000","21,314,000","21,314,000","21,315,000","21,314,000","21,314,000","21,314,000","21,315,000","21,296,000","21,282,000","21,282,000","20,127,000","20,073,000","19,886,000","19,845,000","15,712,000","15,628,000","15,628,000","15,628,000","15,628,000","15,606,000","15,151,000","17,391,000","17,155,000","17,126,000",,,,,,,,,,,,,,
				BuildingsAndImprovements,"18,331,000","18,331,000","18,309,000","18,309,000","18,309,000","18,309,000","18,309,000","18,309,000","18,309,000","18,258,000","18,258,000","18,258,000","18,258,000","18,258,000","18,258,000","18,258,000","18,222,000","18,222,000","18,197,000","18,196,000","18,153,000","18,153,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,303,000","3,303,000","3,253,000","3,343,000",,,,,"16,607,000","2,354,000","2,329,000","1,886,000","1,884,000","1,781,000","1,772,000","1,616,000","1,248,000","1,248,000","1,249,000","1,626,000","1,212,000"
				MachineryFurnitureEquipment,"84,897,000","81,076,000",,"74,244,000","62,492,000","61,573,000","58,366,000","57,308,000","32,969,000","32,504,000","33,860,000","32,340,000","29,640,000","28,798,000","28,378,000","27,964,000","26,735,000","26,029,000","29,642,000","29,810,000","28,585,000","28,071,000",,,,,,,,,"19,800,000","19,780,000","20,098,000",,"38,202,000","49,079,000","57,284,000","54,241,000","72,655,000","67,085,000","50,640,000","48,960,000","45,581,000","45,743,000","43,945,000","43,086,000","57,186,000","57,128,000","50,001,000","46,836,000","45,648,000","46,967,000","43,793,000","39,160,000","40,779,000","34,681,000","32,682,000","30,941,000","29,943,000","27,423,000","25,334,000","23,153,000","22,659,000","17,904,000","17,304,000","17,434,000","12,720,000","12,108,000","11,109,000","10,125,000","9,788,000","9,605,000","9,306,000","8,786,000","8,998,000"
				OtherProperties,"65,513,000","68,498,000","147,198,000","75,520,000","75,429,000","80,226,000","84,230,000","89,136,000","16,455,000","17,786,000","18,655,000","19,600,000","17,221,000",,,,"33,423,000","34,442,000",,"37,172,000",,"38,855,000",,,,"3,748,000",,,,"4,322,000","4,363,000","4,652,000","4,926,000","9,481,000","23,618,000","13,487,000","30,349,000","36,577,000",,,,,"674,000","705,000","2,475,000","4,033,000",,,,,,,,,,,,,,,,"16,607,000",,,,,,,,,,,,,
				Leases,"25,607,000","25,535,000","26,093,000","26,121,000","25,751,000","25,776,000","26,149,000","26,053,000","8,121,000","8,103,000","8,043,000","9,027,000","6,383,000","6,367,000","6,443,000","6,437,000","6,437,000","6,469,000","6,511,000","6,482,000","6,381,000","6,346,000",,,,,,,,,,,,,"16,237,000","16,298,000","13,608,000","13,873,000","6,226,000","5,777,000","5,465,000","5,460,000","5,367,000","5,768,000","5,768,000","5,725,000","5,653,000","5,606,000","3,979,000","3,979,000","3,958,000","3,876,000","3,811,000","4,142,000",,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,"-74,884,000","-69,268,000","-64,777,000","-58,011,000","-52,641,000","-47,751,000","-42,692,000","-35,945,000","-32,863,000","-31,288,000","-31,654,000","-30,805,000","-29,354,000","-27,686,000","-26,610,000","-24,975,000","-23,271,000","-21,578,000","-23,749,000","-22,616,000","-20,833,000","-19,015,000",,,,,,,,,"-19,607,000","-19,279,000","-19,323,000",,"-37,032,000","-34,795,000","-54,505,000","-53,461,000","-49,208,000","-44,715,000","-41,875,000","-39,415,000","-37,091,000","-36,125,000","-33,899,000","-32,005,000","-36,553,000","-33,820,000","-30,783,000","-28,218,000","-27,022,000","-24,900,000","-22,854,000","-21,946,000","-25,107,000","-23,753,000","-21,848,000","-19,992,000","-19,841,000","-18,244,000","-16,580,000","-15,055,000","-14,034,000","-12,477,000","-11,534,000","-10,569,000","-10,118,000","-9,833,000","-9,536,000","-9,257,000","-9,056,000","-9,012,000","-8,751,000","-8,687,000","-8,467,000"
		GoodwillAndOtherIntangibleAssets,"1,628,780,000","1,669,004,000","1,715,573,000","1,759,333,000","1,799,025,000","1,851,408,000","1,852,435,000","1,903,179,000","595,550,000","618,059,000","637,586,000","662,732,000","688,045,000","713,504,000","739,631,000","763,839,000","790,197,000","817,363,000","842,979,000","871,587,000","899,738,000","924,842,000","76,963,000","83,015,000","89,067,000","95,089,000","96,502,000","66,489,000","69,829,000","72,925,000","74,655,000","78,719,000","81,289,000","81,202,000","93,342,000","97,597,000","103,793,000","127,096,000","132,972,000","135,249,000","135,115,000","141,326,000","86,402,000","133,831,000","135,517,000","139,609,000","131,180,000","128,513,000","121,039,000","122,903,000","120,364,000","115,820,000","109,134,000","111,756,000","114,967,000","117,869,000","117,519,000","86,825,000","88,650,000","90,538,000","92,457,000","62,954,000","64,727,000","36,405,000","36,537,000","36,911,000",,,,,,,,,
			Goodwill,"850,100,000","851,088,000","851,088,000","851,088,000","847,029,000","847,029,000","846,913,000","846,913,000","385,784,000","385,784,000","385,784,000","385,784,000","385,784,000","385,784,000","385,784,000","385,784,000","385,574,000","385,574,000","385,574,000","386,413,000","386,413,000","382,963,000",,,,,,,,,,,,"0","0","0","0","6,664,000","6,844,000","3,566,000",,"0","0","49,653,000","49,653,000","49,653,000","49,422,000","49,422,000","45,150,000","45,150,000","45,150,000","45,150,000","40,444,000","40,444,000","42,732,000","42,732,000","42,980,000","35,489,000","35,425,000","35,425,000","35,425,000","35,425,000","36,305,000","24,196,000","24,054,000",,,,,,,,,,
			OtherIntangibleAssets,"778,680,000","817,916,000","864,485,000","908,245,000","951,996,000","1,004,379,000","1,005,522,000","1,056,266,000","209,766,000","232,275,000","251,802,000","276,948,000","302,261,000","327,720,000","353,847,000","378,055,000","404,623,000","431,789,000","457,405,000","485,174,000","513,325,000","541,879,000","76,963,000","83,015,000","89,067,000","95,089,000","96,502,000","66,489,000","69,829,000","72,925,000","74,655,000","78,719,000","81,289,000","81,202,000","93,342,000","97,597,000","103,793,000","120,432,000","126,128,000","131,683,000","135,115,000","141,326,000","86,402,000","84,178,000","85,864,000","89,956,000","81,758,000","79,091,000","75,889,000","77,753,000","75,214,000","70,670,000","68,690,000","71,312,000","72,235,000","75,137,000","74,539,000","51,336,000","53,225,000","55,113,000","57,032,000","27,529,000","28,422,000","12,209,000","12,483,000","36,911,000",,,,,,,,,
		InvestmentsAndAdvances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","329,000","508,000","14,700,000","15,691,000","18,714,000","21,166,000","22,543,000","22,134,000",,,,,,,,,,,,,,,,,,,,,
		NonCurrentAccountsReceivable,"162,140,000","122,192,000","123,873,000","122,987,000","124,821,000","129,754,000","124,828,000","20,582,000","93,694,000","91,242,000","35,459,000","43,699,000","63,153,000","86,280,000","59,797,000","65,013,000","71,331,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,"3,906,000","3,758,000","8,561,000","8,525,000","7,416,000","7,042,000","5,735,000",,"3,675,000","3,660,000",,,,"3,677,000",,,,"5,156,000",,,,"2,742,000","6,093,000","8,492,000","12,697,000","15,649,000","5,514,000","13,303,000","21,825,000","21,759,000","45,989,000","0","0","904,000","0","57,738,000","41,892,000","22,499,000","15,456,000","19,336,000","18,223,000","18,223,000","23,532,000","21,877,000","21,877,000","21,877,000","19,299,000","19,299,000","19,299,000","19,299,000","19,227,000","19,227,000","19,399,000","19,756,000","15,358,000","14,919,000","14,844,000","12,937,000","1,162,000","1,162,000","1,133,000","12,530,000","25,296,000","9,982,000","9,982,000","9,982,000",,,,,,,,,
			NonCurrentDeferredTaxesAssets,"3,906,000","3,758,000","8,561,000","8,525,000","7,416,000","7,042,000","5,735,000",,"3,675,000","3,660,000",,,,"3,677,000",,,,"5,156,000",,,,"2,742,000","6,093,000","8,492,000","12,697,000","15,649,000","5,514,000","13,303,000","21,825,000","21,759,000","45,989,000","0","0","904,000","0","57,738,000","41,892,000","22,499,000","15,456,000","19,336,000","18,223,000","18,223,000","23,532,000","21,877,000","21,877,000","21,877,000","19,299,000","19,299,000","19,299,000","19,299,000","19,227,000","19,227,000","19,399,000","19,756,000","15,358,000","14,919,000","14,844,000","12,937,000","1,162,000","1,162,000","1,133,000","12,530,000","25,296,000","9,982,000","9,982,000","9,982,000",,,,,,,,,
		OtherNonCurrentAssets,"27,707,000","26,122,000","25,705,000","24,256,000","23,357,000","23,235,000","20,915,000","123,899,000","2,506,000","3,106,000","7,336,000","6,752,000","5,008,000","3,081,000","5,479,000","4,959,000","5,383,000","7,546,000","26,774,000","24,619,000","36,361,000","20,056,000","18,042,000","18,313,000","18,441,000","13,208,000","17,603,000","6,419,000","6,627,000","2,607,000","704,000","686,000","817,000","855,000","858,000","1,590,000","6,873,000","7,677,000","10,597,000","11,616,000","2,345,000","2,484,000","2,667,000","2,568,000","2,571,000","2,567,000","2,714,000","2,709,000","3,670,000","3,681,000","4,017,000","3,963,000","3,599,000","7,572,000","30,207,000","37,503,000","37,895,000","1,391,000","1,238,000","537,000","571,000","444,000","368,000","533,000","682,000","58,000","6,266,000","6,446,000","9,139,000","9,121,000","145,000","123,000","218,000","102,000","105,000"
