name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994
TotalRevenue,"1,407,636,000","366,245,000","363,293,000","347,348,000","330,750,000","304,397,000","338,010,000","286,987,000","280,718,000","318,646,000","414,612,000","420,797,000","480,390,000","474,994,000","532,789,000","454,890,000","456,332,000","451,899,000","192,473,000","137,245,000","116,314,000","104,739,000","115,433,000","111,590,000","115,365,000","124,665,000","154,150,000",,"165,122,000","207,211,000","259,871,000","260,458,000","284,184,000","280,791,000","308,502,000","303,084,000","301,361,000","253,727,000","370,999,000","320,716,000","315,611,000","240,938,000","347,984,000","345,832,000","320,231,000","306,137,000","281,239,000","255,236,000","254,854,000","215,664,000","202,365,000","164,879,000","157,774,000","134,026,000","264,950,000","315,748,000","319,538,000","290,002,000","269,430,000","251,268,000","255,889,000","228,231,000","145,488,000","246,590,000","254,767,000","208,588,000","246,699,000","209,000,000","220,000,000","211,000,000","232,000,000","206,000,000","213,000,000","197,000,000","188,000,000","173,000,000","181,000,000","174,000,000","160,000,000","154,000,000","161,000,000","138,000,000","155,000,000","157,000,000","171,000,000","171,000,000","190,000,000","192,000,000","199,000,000","195,000,000","208,000,000","210,000,000","211,000,000","202,000,000","222,000,000","233,000,000","248,000,000","244,000,000","291,000,000","278,000,000","290,000,000","238,000,000","237,000,000","227,000,000","241,000,000","243,000,000","244,000,000","220,000,000","227,000,000","210,000,000","201,000,000","193,000,000","189,000,000","175,000,000"
	OperatingRevenue,"1,407,636,000","366,245,000","363,293,000","347,348,000","330,750,000","304,397,000","338,010,000","286,987,000","280,718,000","318,646,000","414,612,000","420,797,000","480,390,000","474,994,000","532,789,000","454,890,000","456,332,000","451,899,000","192,473,000","137,245,000","116,314,000","104,739,000","115,433,000","111,590,000","115,365,000","124,665,000","154,150,000",,"165,122,000","207,211,000","259,871,000","260,458,000","284,184,000","280,791,000","308,502,000","303,084,000","301,361,000","253,727,000","370,999,000","320,716,000","315,611,000","240,938,000","347,984,000","345,832,000","320,231,000","306,137,000","281,239,000","255,236,000","254,854,000","215,664,000","202,365,000","164,879,000","157,774,000","134,026,000","264,950,000","315,748,000","319,538,000","290,002,000","269,430,000","251,268,000","255,889,000","228,231,000","145,488,000","246,590,000","254,767,000","208,588,000","246,699,000","209,000,000","220,000,000","211,000,000","232,000,000","206,000,000","213,000,000","197,000,000","188,000,000","173,000,000","181,000,000","174,000,000","160,000,000","154,000,000","161,000,000","138,000,000","155,000,000","157,000,000","171,000,000","171,000,000","190,000,000","192,000,000","199,000,000","195,000,000","208,000,000","210,000,000","211,000,000","202,000,000","222,000,000","233,000,000","248,000,000","244,000,000","291,000,000","278,000,000","290,000,000","238,000,000","237,000,000","227,000,000","241,000,000","243,000,000","244,000,000","220,000,000","227,000,000","210,000,000","201,000,000","193,000,000","189,000,000","175,000,000"
CostOfRevenue,"746,153,000","191,214,000","182,786,000","170,286,000","201,867,000","146,396,000","162,485,000","131,862,000","130,600,000","138,917,000","179,322,000","178,497,000","197,047,000","195,524,000","214,359,000","180,280,000","165,910,000","145,149,000","131,875,000","120,684,000","106,635,000","103,654,000","116,170,000","118,500,000","123,770,000","134,536,000","144,312,000",,"149,183,000","186,448,000","228,915,000","242,814,000","266,231,000","255,097,000","303,551,000","266,440,000","252,440,000","205,177,000","286,489,000","240,730,000","231,234,000","174,007,000","264,276,000","253,088,000","245,072,000","233,202,000","209,745,000","180,204,000","180,127,000","147,561,000","135,695,000","118,226,000","112,086,000","101,932,000","167,569,000","201,795,000","205,188,000","181,901,000","188,070,000","171,870,000","161,943,000","151,949,000","89,149,000","175,748,000","188,531,000","152,657,000","178,342,000","151,000,000","163,000,000","162,000,000","175,000,000","152,000,000","159,000,000","152,000,000","143,000,000","132,000,000","138,000,000","134,000,000","121,000,000","120,000,000","125,000,000","107,000,000","113,000,000","114,000,000","120,000,000","122,000,000","172,000,000","129,000,000","132,000,000","127,000,000","145,000,000","129,000,000","127,000,000","127,000,000","137,000,000","139,000,000","140,000,000","137,000,000","171,000,000","160,000,000","167,000,000","139,000,000","139,000,000","122,000,000","136,000,000","140,000,000","137,000,000","126,000,000",,"126,000,000",,,,
GrossProfit,"661,483,000","175,031,000","180,507,000","177,062,000","128,883,000","158,001,000","175,525,000","155,125,000","150,118,000","179,729,000","235,290,000","242,300,000","283,343,000","279,470,000","318,430,000","274,610,000","290,422,000","306,750,000","60,598,000","16,561,000","9,679,000","1,085,000","-737,000","-6,910,000","-8,405,000","-9,871,000","9,838,000",,"15,939,000","20,763,000","30,956,000","17,644,000","17,953,000","25,694,000","4,951,000","36,644,000","48,921,000","48,550,000","84,510,000","79,986,000","84,377,000","66,931,000","83,708,000","92,744,000","75,159,000","72,935,000","71,494,000","75,032,000","74,727,000","68,103,000","66,670,000","46,653,000","45,688,000","32,094,000","97,381,000","113,953,000","114,350,000","108,101,000","81,360,000","79,398,000","93,946,000","76,282,000","56,339,000","70,842,000","66,236,000","55,931,000","68,357,000","58,000,000","57,000,000","49,000,000","57,000,000","54,000,000","54,000,000","45,000,000","45,000,000","41,000,000","43,000,000","40,000,000","39,000,000","34,000,000","36,000,000","31,000,000","42,000,000","43,000,000","51,000,000","49,000,000","18,000,000","63,000,000","67,000,000","68,000,000","63,000,000","81,000,000","84,000,000","75,000,000","85,000,000","94,000,000","108,000,000","107,000,000","120,000,000","118,000,000","123,000,000","99,000,000","98,000,000","105,000,000","105,000,000","103,000,000","107,000,000","94,000,000",,"84,000,000",,,,
OperatingExpense,"137,391,000","22,134,000","18,467,000","19,989,000","76,801,000","21,122,000","19,821,000","19,712,000","16,711,000","15,644,000","18,069,000","16,319,000","16,107,000","15,863,000","16,284,000","14,752,000","16,820,000","16,305,000","12,120,000","14,660,000","13,138,000","12,512,000","18,788,000","12,741,000","14,273,000","19,647,000","23,997,000",,"27,167,000","28,721,000","41,454,000","29,851,000","35,040,000","32,677,000","25,106,000","30,620,000","32,948,000","32,806,000","42,189,000","36,423,000","37,800,000","42,924,000","52,405,000","35,253,000","35,590,000","35,289,000","35,501,000","34,128,000","35,499,000","25,046,000","21,126,000","21,460,000","26,204,000","23,671,000","27,131,000","27,233,000","25,523,000","24,856,000","24,227,000","22,741,000","27,507,000","24,542,000","21,897,000","32,933,000","29,746,000","31,134,000","28,876,000","26,000,000","27,000,000","28,000,000","24,000,000","27,000,000","24,000,000","23,000,000","25,000,000","24,000,000","23,000,000","24,000,000","16,000,000","23,000,000","30,000,000","24,000,000","51,000,000","21,000,000","85,000,000","24,000,000","-10,000,000","33,000,000","36,000,000","38,000,000","34,000,000","34,000,000","36,000,000","36,000,000","40,000,000","41,000,000","40,000,000","42,000,000","393,000,000","42,000,000","42,000,000","36,000,000","34,000,000","42,000,000","34,000,000","34,000,000","39,000,000","51,000,000",,"34,000,000",,,,
	SellingGeneralAndAdministration,"133,709,000","21,254,000","17,666,000","19,006,000","75,783,000","20,153,000","17,918,000","19,062,000","16,001,000","14,932,000","17,346,000","15,708,000","15,394,000","15,226,000","15,683,000","14,234,000","16,239,000","15,876,000","12,279,000","13,322,000","12,195,000","11,683,000","18,353,000","12,215,000","13,487,000","18,117,000","22,309,000",,"25,253,000","26,290,000","35,154,000","26,980,000","32,137,000","29,907,000","23,543,000","27,626,000","30,161,000","29,713,000","38,312,000","33,645,000","34,858,000","38,725,000","47,285,000","32,401,000","32,656,000","32,219,000","32,432,000","30,593,000","32,308,000","22,511,000","19,006,000","18,589,000","23,095,000","21,635,000","24,724,000","24,754,000","23,688,000","22,591,000","22,080,000","20,617,000","25,462,000","22,308,000","21,088,000","29,661,000","26,362,000","28,041,000","26,439,000","23,000,000","25,000,000","26,000,000","22,000,000","25,000,000","22,000,000","21,000,000","22,000,000","21,000,000","21,000,000","21,000,000","12,000,000","20,000,000","27,000,000","19,000,000","19,000,000","19,000,000","19,000,000","21,000,000","19,000,000","20,000,000","23,000,000","24,000,000","21,000,000","20,000,000","23,000,000","22,000,000","24,000,000","27,000,000","26,000,000","26,000,000","380,000,000","25,000,000","27,000,000","23,000,000","26,000,000","23,000,000","23,000,000","22,000,000","28,000,000","39,000,000",,"22,000,000",,,,
	ResearchAndDevelopment,"3,682,000","880,000","801,000","983,000","1,018,000","969,000","1,903,000","650,000","710,000","712,000","723,000","611,000","713,000","637,000","601,000","518,000","581,000","429,000","-159,000","1,338,000","943,000","829,000","435,000","526,000","786,000","1,530,000","1,688,000",,"1,914,000","2,431,000","6,300,000","2,871,000","2,903,000","2,770,000","1,563,000","2,994,000","2,787,000","3,093,000","3,877,000","2,778,000","2,942,000","4,199,000","5,120,000","2,852,000","2,934,000","3,070,000","3,069,000","3,535,000","3,191,000","2,535,000","2,120,000","2,871,000","3,109,000","2,068,000","2,407,000","2,479,000","1,835,000","2,265,000","2,147,000","2,124,000","2,045,000","2,234,000","809,000","3,272,000","3,384,000","3,093,000","2,437,000","3,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","3,000,000","3,000,000","2,000,000","3,000,000","4,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","2,000,000","3,000,000","2,000,000","3,000,000","2,000,000","2,000,000","3,000,000","2,000,000","2,000,000","2,000,000","2,000,000","3,000,000","2,000,000","2,000,000",,,"2,000,000","2,000,000","3,000,000","2,000,000",,"2,000,000",,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,000,000","11,000,000","11,000,000","11,000,000","11,000,000","11,000,000","12,000,000","13,000,000","12,000,000","12,000,000","14,000,000","11,000,000","14,000,000","13,000,000","11,000,000","8,000,000","19,000,000","9,000,000","10,000,000","8,000,000","10,000,000",,"10,000,000",,,,
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,000,000","11,000,000","11,000,000","11,000,000","11,000,000","11,000,000","12,000,000","13,000,000","12,000,000","12,000,000","14,000,000","11,000,000","14,000,000","13,000,000","11,000,000","8,000,000","19,000,000","9,000,000","10,000,000","8,000,000","10,000,000",,"10,000,000",,,,
	OtherTaxes,,,,,,,"-17,744,000","0","0","-3,346,000","3,393,000","0","0",,"24,677,000","0","61,801,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
