name,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018
TotalAssets,"6,010,005,000","5,668,894,000","5,710,240,000","5,347,599,000","5,449,206,000","5,411,530,000","5,482,284,000","5,294,020,000","5,328,069,000","5,269,780,000","5,478,081,000","5,152,087,000","5,226,716,000","3,239,285,000","3,464,955,000","3,220,856,000","3,261,266,000","3,273,856,000"
	CurrentAssets,"1,769,269,000","1,517,056,000","1,599,287,000","1,291,550,000","1,435,537,000","1,470,581,000","1,595,968,000","1,408,754,000","1,398,367,000","1,360,020,000","1,542,408,000","1,265,264,000","1,343,224,000","1,337,206,000","1,559,961,000","1,309,042,000","1,337,465,000","1,336,604,000"
		CashCashEquivalentsAndShortTermInvestments,"37,952,000","45,436,000","84,691,000","42,414,000","62,954,000","43,518,000","46,116,000","168,811,000","132,915,000","30,204,000","29,968,000","29,092,000","29,877,000","27,146,000","31,502,000","31,305,000","30,471,000","34,954,000"
			CashAndCashEquivalents,"37,952,000","45,436,000","84,691,000","42,414,000","62,954,000","43,518,000","46,116,000","168,811,000","132,915,000","30,204,000","29,968,000","29,092,000","29,877,000","27,146,000","31,502,000","31,305,000","30,471,000","34,954,000"
		Receivables,"210,405,000","173,951,000","200,315,000","169,135,000","197,991,000","172,719,000","188,413,000","170,595,000","193,884,000","206,353,000","185,983,000","162,278,000","180,379,000","194,300,000","179,091,000","165,347,000","168,719,000","190,756,000"
			AccountsReceivable,"210,405,000","173,951,000","200,315,000","169,135,000","197,991,000","172,719,000","188,413,000","170,595,000","193,884,000","206,353,000","185,983,000","162,278,000","180,379,000","194,300,000","179,091,000","165,347,000","168,719,000","190,756,000"
		Inventory,"1,462,098,000","1,242,935,000","1,255,659,000","1,033,555,000","1,120,334,000","1,205,695,000","1,264,323,000","1,005,274,000","1,024,937,000","1,081,502,000","1,271,172,000","1,026,541,000","1,085,565,000","1,052,306,000","1,245,110,000","1,005,045,000","1,055,234,000","1,019,138,000"
			FinishedGoods,"1,462,098,000","1,242,935,000","1,255,659,000","1,033,555,000","1,120,334,000","1,205,695,000","1,264,323,000","1,005,274,000","1,024,937,000","1,081,502,000","1,271,172,000","1,026,541,000","1,085,565,000","1,052,306,000","1,245,110,000","1,005,045,000","1,055,234,000","1,019,138,000"
		PrepaidAssets,"58,814,000","54,734,000","58,622,000","46,446,000","54,258,000","48,649,000","97,116,000","64,074,000","46,631,000","41,961,000","55,285,000","47,353,000","47,403,000","63,454,000","104,258,000","100,795,000","76,491,000","91,756,000"
		AssetsHeldForSaleCurrent,,,,,,,,,,,,,,,,"6,550,000","6,550,000",
	TotalNonCurrentAssets,"4,240,736,000","4,151,838,000","4,110,953,000","4,056,049,000","4,013,669,000","3,940,949,000","3,886,316,000","3,885,266,000","3,929,702,000","3,909,759,000","3,935,673,000","3,886,823,000","3,883,492,000","1,902,079,000","1,904,994,000","1,911,814,000","1,923,801,000","1,937,252,000"
		NetPPE,"3,167,435,000","3,074,317,000","3,032,159,000","2,980,211,000","2,934,932,000","2,856,552,000","2,804,000,000","2,799,391,000","2,841,199,000","2,820,267,000","2,843,285,000","2,791,550,000","2,784,495,000","748,778,000","745,889,000","747,681,000","749,670,000","758,750,000"
			GrossPPE,"3,167,435,000","4,165,126,000","4,317,403,000","4,222,746,000","4,135,134,000","4,015,481,000","3,935,038,000","3,891,702,000","3,895,615,000","3,837,276,000","3,853,633,000","3,766,075,000","3,723,391,000","1,656,746,000","1,621,166,000","1,590,459,000","1,556,897,000","1,533,956,000"
				Properties,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
				LandAndImprovements,,"430,376,000","405,982,000","401,589,000","397,254,000","385,572,000","376,635,000","395,706,000","383,915,000","375,375,000","390,085,000","388,399,000","381,041,000","390,243,000","396,900,000","396,349,000","396,221,000","404,400,000"
				MachineryFurnitureEquipment,,"1,249,490,000","1,420,083,000","1,382,391,000","1,336,576,000","1,298,440,000","1,258,876,000","1,208,151,000","1,170,139,000","1,135,892,000","1,130,854,000","1,096,179,000","1,067,448,000","1,039,360,000","1,012,195,000","982,117,000","956,894,000","924,616,000"
				OtherProperties,"3,167,435,000","2,131,986,000","2,151,255,000","2,138,690,000","2,119,629,000","2,058,763,000","2,034,742,000","2,043,713,000","2,087,902,000","2,060,059,000","2,067,626,000","2,040,834,000","2,055,733,000",,,"747,681,000",,
				ConstructionInProgress,,"70,779,000","85,743,000","47,034,000","31,283,000","23,633,000","43,382,000","26,604,000","37,781,000","51,741,000","53,244,000","31,685,000","14,427,000","23,749,000","15,065,000","16,538,000","13,548,000","20,775,000"
				Leases,,"282,495,000","254,340,000","253,042,000","250,392,000","249,073,000","221,403,000","217,528,000","215,878,000","214,209,000","211,824,000","208,978,000","204,742,000","203,394,000","197,006,000","195,455,000","190,234,000","184,165,000"
			AccumulatedDepreciation,,"-1,090,809,000","-1,285,244,000","-1,242,535,000","-1,200,202,000","-1,158,929,000","-1,131,038,000","-1,092,311,000","-1,054,416,000","-1,017,009,000","-1,010,348,000","-974,525,000","-938,896,000","-907,968,000","-875,277,000","-842,778,000","-807,227,000","-775,206,000"
