name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010
TotalRevenue,"632,600,000","165,147,000","159,620,000","155,211,000","152,622,000","150,583,000","148,504,000","147,249,000","137,267,000","126,424,000","119,097,000","112,248,000","108,306,000","128,465,000","150,689,000","151,188,000","137,872,000","150,414,000","130,925,000","166,381,000","194,555,000","186,084,000","151,752,000","152,697,000","142,288,000","133,579,000","115,774,000","50,197,000","130,663,000","124,885,000","114,864,000","114,317,000","112,364,000","107,827,000","83,468,000","83,655,000","82,225,000","77,824,000","75,014,000","74,563,000","77,125,000","77,480,000","73,035,000","78,802,000","78,700,000","77,884,000","74,909,000","74,173,000"
	OperatingRevenue,"632,600,000","165,147,000","159,620,000","155,211,000","152,622,000","150,583,000","148,504,000","147,249,000","137,267,000","126,424,000","119,097,000","112,248,000","108,306,000","128,465,000","150,689,000","151,188,000","137,872,000","150,414,000","130,925,000","166,381,000","194,555,000","186,084,000","151,752,000","152,697,000","142,288,000","133,579,000","115,774,000","50,197,000","130,663,000","124,885,000","114,864,000","114,317,000","112,364,000","107,827,000","83,468,000","83,655,000","82,225,000","77,824,000","75,014,000","74,563,000","77,125,000","77,480,000","73,035,000","78,802,000","78,700,000","77,884,000","74,909,000","74,173,000"
CostOfRevenue,"261,988,000","66,158,000","65,477,000","65,000,000","65,353,000","66,470,000","68,242,000","69,533,000","66,391,000","63,054,000","60,893,000","59,322,000","74,478,000","71,135,000","74,064,000","80,206,000","89,703,000","84,813,000","69,971,000","79,485,000","101,926,000","117,220,000","73,257,000","70,893,000","68,326,000","68,054,000","55,456,000","14,599,000","70,879,000","70,878,000","60,663,000","58,128,000","62,150,000","80,964,000","46,803,000","46,375,000","45,932,000","43,963,000","42,749,000","43,029,000","41,721,000","40,931,000","41,620,000","43,919,000","44,582,000","45,639,000","44,295,000","46,290,000"
GrossProfit,"370,612,000","98,989,000","94,143,000","90,211,000","87,269,000","84,113,000","80,262,000","77,716,000","70,876,000","63,370,000","58,204,000","52,926,000","33,828,000","57,330,000","76,625,000","70,982,000","48,169,000","65,601,000","60,954,000","86,896,000","92,629,000","68,864,000","78,495,000","81,804,000","73,962,000","65,525,000","60,318,000","35,598,000","59,784,000","54,007,000","54,201,000","56,189,000","50,214,000","26,863,000","36,665,000","37,280,000","36,293,000","33,861,000","32,265,000","31,534,000","35,404,000","36,549,000","31,415,000","34,883,000","34,118,000","32,245,000","30,614,000","27,883,000"
OperatingExpense,"261,015,000","66,418,000","67,074,000","63,930,000","63,595,000","65,141,000","68,188,000","65,386,000","64,930,000","67,824,000","67,498,000","61,725,000","84,628,000","84,359,000","86,044,000","88,506,000","90,711,000","80,883,000","79,285,000","81,796,000","85,395,000","102,012,000","66,670,000","70,373,000","61,930,000","60,820,000","60,008,000","47,818,000","49,039,000","50,288,000","45,073,000","40,325,000","42,875,000","44,851,000","30,334,000","23,228,000","24,100,000","22,855,000","20,518,000","16,745,000","20,000,000","18,566,000","21,338,000","21,624,000","21,652,000","21,110,000","20,048,000","20,202,000"
	SellingGeneralAndAdministration,"122,801,000","30,963,000","31,604,000","30,251,000","29,985,000","30,522,000","31,252,000","29,989,000","29,982,000","31,994,000","32,340,000","26,849,000","41,920,000","41,998,000","42,519,000","42,280,000","42,471,000","39,287,000","37,634,000","42,398,000","46,666,000","62,327,000","36,496,000","40,264,000","35,866,000","34,617,000","34,686,000","27,776,000","27,428,000","29,227,000","25,599,000","20,227,000","22,065,000","24,504,000","18,889,000","13,690,000","12,980,000","12,705,000","10,867,000","11,730,000","10,706,000","11,040,000","11,278,000","11,486,000","11,824,000","12,556,000","12,237,000","12,579,000"
	ResearchAndDevelopment,"138,214,000","35,455,000","35,470,000","33,679,000","33,610,000","34,619,000","36,936,000","35,397,000","34,948,000","35,830,000","35,158,000","34,876,000","42,708,000","42,361,000","43,525,000","46,226,000","48,240,000","41,596,000","41,651,000","39,398,000","38,729,000","39,685,000","30,174,000","30,109,000","26,064,000","26,203,000","25,322,000","20,042,000","21,611,000","21,061,000","19,474,000","20,098,000","20,810,000","20,347,000","11,445,000","9,538,000","11,120,000","10,150,000","9,823,000","7,960,000","9,193,000","8,773,000","9,891,000","10,588,000","9,463,000","8,356,000","7,714,000","7,123,000"
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-172,000","-2,945,000","101,000","-1,247,000","169,000","-450,000","365,000","198,000","97,000","500,000"
OperatingIncome,"109,597,000","32,571,000","27,069,000","26,281,000","23,674,000","18,972,000","12,074,000","12,330,000","5,946,000","-4,454,000","-9,294,000","-8,799,000","-50,800,000","-27,029,000","-9,419,000","-17,524,000","-42,542,000","-15,282,000","-18,331,000","5,100,000","7,234,000","-33,148,000","11,825,000","11,431,000","12,032,000","4,705,000","310,000","-12,220,000","10,745,000","3,719,000","9,128,000","15,864,000","7,339,000","-17,988,000","6,331,000","14,052,000","12,193,000","11,006,000","11,747,000","14,789,000","15,404,000","17,983,000","10,077,000","13,259,000","12,466,000","11,135,000","10,566,000","7,681,000"
NetNonOperatingInterestIncomeExpense,"-14,090,000","-1,389,000","-1,693,000","-5,482,000","-5,526,000","-4,851,000","-4,734,000","-5,238,000","-5,849,000","-7,672,000","-8,621,000","-8,661,000","-8,967,000","-9,402,000","-8,773,000","-8,089,000","-8,039,000","-7,970,000","-7,239,000","-6,953,000","-7,178,000","-7,374,000","-7,350,000","-5,310,000","-4,363,000","-4,408,000","-4,346,000","-4,424,000","-4,505,000","-4,723,000","-4,723,000","-4,529,000","-5,625,000","-1,622,000","-586,000","-201,000","-190,000","-200,000","-226,000","-150,000","-161,000","-203,000","-181,000","-811,000","-135,000","-87,000","-528,000","-585,000"
