name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990
TotalRevenue,"3,404,900,000","852,744,000","858,510,000","892,013,000","801,633,000","754,764,000","765,104,000","753,364,000","709,771,000","734,133,000","797,623,000","841,502,000","825,793,000","722,621,000","717,431,000","739,343,000","764,795,000","700,262,000","759,749,000","735,189,000","685,539,000","663,781,000","668,851,000","728,508,000","666,869,000","627,384,000","560,708,000","578,394,000","575,108,000","564,763,000","581,056,000","622,179,000","629,502,000","586,285,000","645,848,000","698,376,000","614,835,000","641,999,000","658,545,000","719,405,000","684,698,000","624,345,000","682,627,000","675,662,000","673,792,000","612,566,000","611,124,000","627,382,000","562,365,000","469,528,000","541,957,000","575,120,000","551,376,000","522,305,000","638,683,000","649,204,000","564,277,000","461,386,000","470,387,000","434,765,000","403,951,000","346,019,000","369,153,000","395,565,000","359,055,000","318,892,000","341,192,000","295,260,000","349,616,000","209,809,000","243,097,000","393,532,000","375,527,000","242,818,000","241,705,000","255,128,000","231,792,000","192,870,000","233,080,000","192,317,000","185,436,000","178,076,000","184,889,000","191,720,000","191,548,000","179,658,000","167,138,000","370,093,000","156,468,000","138,846,000","129,200,000","125,200,000","120,700,000","97,000,000","89,200,000","182,300,000","75,100,000","92,700,000","66,400,000","75,400,000","60,900,000","55,500,000","54,900,000","101,700,000","40,300,000","40,100,000","38,000,000","35,400,000","29,200,000","27,900,000","27,600,000","31,200,000","23,100,000","21,700,000","20,500,000","37,500,000","12,800,000","12,500,000","11,700,000","34,200,000","17,000,000","10,900,000","9,500,000","12,900,000","12,900,000","12,900,000","12,800,000"
	OperatingRevenue,"3,404,900,000","852,744,000","858,510,000","892,013,000","801,633,000","754,764,000","765,104,000","753,364,000","709,771,000","734,133,000","797,623,000","841,502,000","825,793,000","722,621,000","717,431,000","739,343,000","764,795,000","700,262,000","759,749,000","735,189,000","685,539,000","663,781,000","668,851,000","728,508,000","666,869,000","627,384,000","560,708,000","578,394,000","575,108,000","564,763,000","581,056,000","622,179,000","629,502,000","586,285,000","645,848,000","698,376,000","614,835,000","641,999,000","658,545,000","719,405,000","684,698,000","624,345,000","682,627,000","675,662,000","673,792,000","612,566,000","611,124,000","627,382,000","562,365,000","469,528,000","541,957,000","575,120,000","551,376,000","522,305,000","638,683,000","649,204,000","564,277,000","461,386,000","470,387,000","434,765,000","403,951,000","346,019,000","369,153,000","395,565,000","359,055,000","318,892,000","341,192,000","295,260,000","349,616,000","209,809,000","243,097,000","393,532,000","375,527,000","242,818,000","241,705,000","255,128,000","231,792,000","192,870,000","233,080,000","192,317,000","185,436,000","178,073,000","184,889,000","191,720,000","191,548,000","179,658,000","167,138,000","370,093,000","156,468,000","138,846,000","129,200,000","125,200,000","120,700,000","97,000,000","89,200,000","182,300,000","75,100,000","92,700,000","66,400,000","75,400,000","60,900,000","55,500,000","54,900,000","101,700,000","40,300,000","40,100,000","38,000,000","35,400,000","29,200,000","27,900,000","27,600,000","31,200,000","23,100,000","21,700,000","20,500,000","37,500,000","12,800,000","12,500,000","11,700,000","34,200,000","17,000,000","10,900,000","9,500,000","12,900,000","12,900,000","12,900,000","12,800,000"
CostOfRevenue,"2,860,354,000","717,571,000","718,744,000","748,103,000","675,937,000","642,280,000","648,794,000","627,963,000","595,374,000","637,133,000","687,886,000","746,460,000","707,806,000","626,150,000","618,747,000","650,050,000","655,201,000","608,837,000","665,604,000","634,165,000","595,289,000","582,779,000","587,490,000","631,329,000","581,786,000","552,595,000","487,548,000","492,918,000","493,390,000","494,966,000","502,257,000","572,712,000","552,065,000","517,213,000","559,385,000","610,454,000","609,091,000","556,879,000","570,342,000","630,824,000","586,972,000","536,368,000","597,907,000","578,393,000","591,419,000","537,705,000","535,471,000","545,380,000","489,967,000","406,023,000","472,174,000","502,827,000","476,707,000","455,984,000","574,342,000","574,924,000","498,387,000","403,618,000","414,138,000","377,699,000","349,938,000","300,872,000","324,734,000","347,892,000","315,803,000","272,331,000","296,805,000","246,197,000","308,450,000","226,491,000","202,053,000","377,168,000","332,104,000","194,701,000","193,846,000","203,788,000","181,921,000","151,075,000","195,472,000","150,718,000","148,607,000","142,851,000","139,977,000","145,793,000","147,022,000","138,254,000","130,429,000","316,170,000","114,075,000","107,090,000","98,300,000","87,100,000","85,400,000","71,900,000","68,200,000","158,200,000","52,500,000","73,900,000","51,700,000","56,900,000","47,000,000","44,100,000","44,700,000","89,700,000","29,700,000","29,800,000","28,500,000","27,900,000","23,400,000","22,200,000","22,300,000","25,400,000","18,600,000","17,600,000","16,500,000","33,300,000","9,300,000","9,400,000","8,900,000","31,400,000","8,100,000","8,300,000","7,200,000",,,,
GrossProfit,"544,546,000","135,173,000","139,766,000","143,910,000","125,696,000","112,484,000","116,310,000","125,401,000","114,397,000","97,000,000","109,737,000","95,042,000","117,987,000","96,471,000","98,684,000","89,293,000","109,594,000","91,425,000","94,145,000","101,024,000","90,250,000","81,002,000","81,361,000","97,179,000","85,083,000","74,789,000","73,160,000","85,476,000","81,718,000","69,797,000","78,799,000","49,467,000","77,437,000","69,072,000","86,463,000","87,922,000","5,744,000","85,120,000","88,203,000","88,581,000","97,726,000","87,977,000","84,720,000","97,269,000","82,373,000","74,861,000","75,653,000","82,002,000","72,398,000","63,505,000","69,783,000","72,293,000","74,669,000","66,321,000","64,341,000","74,280,000","65,890,000","57,768,000","56,249,000","57,066,000","54,013,000","45,147,000","44,419,000","47,673,000","43,252,000","46,561,000","44,387,000","49,063,000","41,166,000","-16,682,000","41,044,000","16,364,000","43,423,000","48,117,000","47,859,000","51,340,000","49,871,000","41,795,000","37,608,000","41,599,000","36,829,000","35,225,000","44,912,000","45,927,000","44,526,000","41,404,000","36,709,000","53,923,000","42,393,000","31,756,000","30,900,000","38,100,000","35,300,000","25,100,000","21,000,000","24,100,000","22,600,000","18,800,000","14,700,000","18,500,000","13,900,000","11,400,000","10,200,000","12,000,000","10,600,000","10,300,000","9,500,000","7,500,000","5,800,000","5,700,000","5,300,000","5,800,000","4,500,000","4,100,000","4,000,000","4,200,000","3,500,000","3,100,000","2,800,000","2,800,000","8,900,000","2,600,000","2,300,000",,,,
OperatingExpense,"234,437,000","60,653,000","52,546,000","65,184,000","55,859,000","51,907,000","50,058,000","56,316,000","50,822,000","51,041,000","46,435,000","55,214,000","53,146,000","48,898,000","42,973,000","43,866,000","53,906,000","46,791,000","45,556,000","46,151,000","44,366,000","45,195,000","41,506,000","47,359,000","44,993,000","40,406,000","39,229,000","44,761,000","40,997,000","42,512,000","42,187,000","48,520,000","47,175,000","44,229,000","47,375,000","48,193,000","56,744,000","47,453,000","46,394,000","40,110,000","51,465,000","52,434,000","48,627,000","53,836,000","42,965,000","45,605,000","41,328,000","44,877,000","39,692,000","39,978,000","38,666,000","39,600,000","41,918,000","38,491,000","35,725,000","43,471,000","37,840,000","32,939,000","33,538,000","32,597,000","31,928,000","26,769,000","23,054,000","27,665,000","27,112,000","30,337,000","27,264,000","31,615,000","25,824,000","145,603,000","25,216,000","31,527,000","25,984,000","24,152,000","23,918,000","22,199,000","24,307,000","20,471,000","20,485,000","26,183,000","22,793,000","25,054,000","24,111,000","19,676,000","60,046,000","21,043,000","18,559,000","30,065,000","22,720,000","15,776,000","16,200,000","20,200,000","19,800,000","13,100,000","10,900,000","11,800,000","11,200,000","9,900,000","7,500,000","9,400,000","7,800,000","6,600,000","5,900,000","7,600,000","5,800,000","5,900,000","5,500,000","3,900,000","2,800,000","2,900,000","2,900,000","3,000,000","2,200,000","2,000,000","1,900,000","2,000,000","1,700,000","1,600,000","1,500,000","1,100,000","1,500,000","1,400,000","1,300,000",,,,
	SellingGeneralAndAdministration,"234,437,000","60,653,000","52,546,000","65,184,000","55,859,000","51,907,000","50,058,000","56,316,000","50,822,000","51,041,000","46,435,000","55,214,000","53,146,000","48,898,000","42,973,000","43,866,000","53,906,000","46,791,000","45,556,000","46,151,000","44,366,000","45,195,000","41,506,000","47,359,000","44,993,000","40,406,000","39,229,000","44,761,000","40,997,000","42,512,000","42,187,000","48,520,000","47,175,000","44,229,000","47,375,000","48,193,000","56,744,000","47,453,000","46,394,000","59,356,000","51,465,000","52,434,000","48,627,000","53,836,000","42,965,000","45,605,000","41,328,000","44,877,000","39,692,000","39,978,000","38,666,000","39,600,000","41,918,000","38,491,000","35,725,000","43,471,000","37,840,000","32,939,000","33,538,000","32,597,000","31,928,000","26,769,000","23,054,000","27,665,000","27,112,000","30,337,000","27,264,000","31,615,000","25,824,000","39,991,000","25,216,000","31,527,000","25,984,000","24,152,000","23,918,000","22,922,000","23,900,000","20,290,000","20,350,000","34,165,000","20,132,000","22,394,000","21,450,000","26,305,000","57,616,000","18,868,000","18,559,000","27,643,000","18,810,000","11,999,000","12,600,000","16,200,000","15,600,000","10,600,000","8,900,000","10,300,000","9,300,000","8,100,000","6,100,000","7,800,000","6,800,000","5,700,000","5,000,000","6,700,000","5,000,000","5,000,000","4,500,000","3,400,000","2,300,000","2,500,000","2,400,000","2,500,000","1,900,000","1,700,000","1,600,000","1,600,000","1,400,000","1,400,000","1,300,000","1,000,000","1,200,000","1,200,000","1,100,000",,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"407,000","181,000","135,000",,"2,661,000","2,660,000","2,661,000",,"2,430,000","2,175,000",,"2,422,000","3,910,000","3,777,000","3,600,000","4,000,000","4,200,000","2,500,000","2,000,000","1,500,000","1,900,000","1,800,000","1,400,000","1,600,000","1,000,000","900,000","900,000","900,000","800,000","900,000","1,000,000","500,000","500,000","400,000","500,000","500,000","300,000","300,000","300,000","400,000","300,000","200,000","200,000","100,000","300,000","200,000","200,000",,,,
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"407,000","181,000","135,000",,"2,661,000","2,660,000","2,661,000",,"2,430,000","2,175,000",,"2,422,000","3,910,000","3,777,000","3,600,000","4,000,000","4,200,000","2,500,000","2,000,000","1,500,000","1,900,000","1,800,000","1,400,000","1,600,000","1,000,000","900,000","900,000","900,000","800,000","900,000","1,000,000","500,000","500,000","400,000","500,000","500,000","300,000","300,000","300,000","400,000","300,000","200,000","200,000","100,000","300,000","200,000","200,000",,,,
			Amortization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"407,000","181,000","135,000",,"2,661,000","2,660,000","2,661,000",,"2,430,000","2,175,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationOfIntangiblesIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"407,000","181,000","135,000",,"2,661,000","2,660,000","2,661,000",,"2,430,000","2,175,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
