name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996
OperatingCashFlow,"-373,000,000","397,000,000","-699,000,000","-139,000,000","68,000,000","1,723,000,000","-271,000,000","1,414,000,000","795,000,000","356,000,000","889,000,000","27,000,000","-124,000,000","438,000,000","246,000,000","137,000,000","326,000,000","717,000,000","-100,000,000","49,000,000","219,000,000","719,000,000","379,000,000","55,000,000","223,000,000","1,028,000,000","771,000,000","-240,000,000","446,000,000","417,000,000","987,000,000","-336,000,000","123,000,000","501,000,000","553,000,000","269,000,000","464,000,000","587,000,000","335,000,000","222,000,000","612,000,000","646,000,000","69,000,000","86,000,000","700,000,000","894,000,000","161,100,000","323,000,000","550,300,000","700,700,000","371,500,000","172,600,000","416,800,000","-21,500,000","432,800,000","91,300,000","595,600,000","1,026,800,000","289,300,000","365,900,000","682,000,000","848,000,000","143,600,000","407,300,000","689,700,000","647,800,000","577,400,000","1,012,900,000","1,035,400,000","911,300,000","791,800,000","769,400,000","1,150,800,000","928,600,000","949,200,000","837,500,000","1,011,300,000","699,400,000","1,170,800,000","338,800,000","1,143,400,000","471,400,000","1,563,600,000","542,900,000","949,400,000","453,200,000","1,178,400,000","609,300,000","427,000,000","108,600,000","582,400,000","617,600,000","19,200,000","-925,100,000",,,,"814,600,000","-92,400,000","110,600,000","-492,800,000","695,400,000","-49,600,000","-34,700,000","-540,600,000"
	CashFlowFromContinuingOperatingActivities,"-521,000,000","295,000,000","-693,000,000","-174,000,000","51,000,000","1,651,000,000","-350,000,000","1,414,000,000","795,000,000","356,000,000","889,000,000","27,000,000","-124,000,000","438,000,000","246,000,000","134,000,000","328,000,000","717,000,000","-142,000,000","26,000,000","231,000,000","678,000,000","146,000,000","55,000,000","225,000,000","1,028,000,000","769,000,000","-231,000,000","464,000,000","417,000,000","974,000,000","-357,000,000","72,000,000","521,000,000","512,000,000","459,000,000","463,000,000","610,000,000","339,000,000","222,000,000","612,000,000","646,000,000","69,000,000","86,000,000","700,000,000","894,000,000","161,100,000","323,000,000","550,300,000","700,700,000","371,500,000","172,600,000","416,800,000","-21,500,000","432,800,000","91,300,000","595,600,000","1,026,800,000","302,400,000","364,200,000","682,000,000","848,000,000","183,700,000","791,900,000","656,700,000","647,800,000","-1,050,000,000","1,012,900,000","1,035,400,000","911,300,000","791,800,000","769,400,000","1,150,800,000","928,600,000","949,200,000","837,500,000","1,011,300,000","699,400,000","1,170,800,000","338,800,000","1,143,400,000","471,400,000","1,563,600,000","542,900,000","949,400,000","453,200,000","1,178,400,000","609,300,000","427,000,000","108,600,000","582,400,000","617,600,000","19,200,000","-925,100,000",,,,"814,600,000","-92,400,000","110,600,000","-492,800,000","695,400,000","-49,600,000","-34,700,000","-540,600,000"
		NetIncomeFromContinuingOperations,"4,149,000,000","441,000,000","2,234,000,000","478,000,000","1,008,000,000","911,000,000","726,000,000","624,000,000","723,000,000","511,000,000","959,000,000","319,000,000","440,000,000","1,583,000,000","561,000,000","488,000,000","400,000,000","511,000,000","40,000,000","418,000,000","397,000,000","454,000,000","142,000,000","514,000,000","423,000,000","473,000,000","251,000,000","426,000,000","332,000,000","394,000,000","402,000,000","72,000,000","412,000,000","468,000,000","465,000,000","469,000,000","476,000,000","463,000,000",,,,,,,,"202,000,000","283,000,000","317,300,000","150,100,000","-26,200,000","58,800,000","207,600,000","15,400,000","-55,300,000","136,100,000","-12,462,200,000","408,400,000","244,300,000","286,200,000","343,300,000","404,000,000","213,500,000","335,000,000","601,200,000","497,400,000","226,900,000","-10,416,000,000","735,000,000","774,200,000","585,000,000","-17,115,900,000","592,100,000","753,800,000","710,500,000","-385,400,000","699,600,000","659,600,000","443,100,000","652,400,000","640,300,000","546,500,000","-1,113,500,000","-38,600,000","-190,400,000","16,700,000","-7,300,000","30,400,000","33,400,000","-955,900,000","76,000,000","165,700,000","110,900,000","59,300,000","68,400,000",,,,"573,000,000","434,300,000","-195,000,000","-18,700,000","-138,500,000","1,406,400,000","41,100,000","27,800,000"
		OperatingGainsLosses,"-2,217,000,000","95,000,000","-2,211,000,000","23,000,000","-124,000,000","146,000,000","-388,000,000","35,000,000","84,000,000","9,000,000","-57,000,000","24,000,000","12,000,000","-532,000,000","7,000,000","18,000,000","20,000,000","14,000,000","26,000,000","16,000,000","12,000,000","17,000,000","-13,000,000","14,000,000","12,000,000","22,000,000","-140,000,000","15,000,000","9,000,000","13,000,000","-19,000,000","28,000,000","14,000,000","14,000,000","-17,000,000","22,000,000","13,000,000","11,000,000","-9,000,000","39,000,000","13,000,000","-19,000,000","10,000,000","19,000,000","5,000,000","16,000,000","29,300,000","13,000,000","44,800,000","11,000,000","-12,900,000","11,700,000","32,900,000","12,700,000","-4,000,000","-128,900,000","7,300,000","7,300,000","75,600,000","18,300,000","1,000,000","5,400,000","64,800,000","6,500,000","-1,600,000","8,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,"36,100,000","48,700,000","-23,500,000",,,,,"-380,600,000","-17,900,000","1,700,000",,"-1,263,500,000","16,400,000","12,700,000"
			GainLossOnSaleOfPPE,,"-15,000,000",,,,,"-214,000,000","0","0","0","51,000,000","0","0","-549,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,"0","5,000,000",,,"-174,000,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,700,000",,,,"12,700,000"
			EarningsLossesFromEquityInvestments,"115,000,000","37,000,000","16,000,000","18,000,000","44,000,000","18,000,000","0","12,000,000","13,000,000","9,000,000","5,000,000","24,000,000","12,000,000","17,000,000","6,000,000","18,000,000","20,000,000","14,000,000","-7,000,000","16,000,000","12,000,000","17,000,000","5,000,000","14,000,000","12,000,000","22,000,000","-1,000,000","15,000,000","9,000,000","13,000,000","1,000,000","28,000,000","14,000,000","14,000,000","13,000,000","22,000,000","13,000,000","11,000,000","19,000,000","14,000,000","13,000,000","6,000,000","10,000,000","19,000,000","5,000,000","16,000,000","4,200,000","13,000,000","6,900,000","11,000,000","7,900,000","12,300,000","3,100,000","12,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"387,000,000","96,000,000","101,000,000","95,000,000","95,000,000","99,000,000","95,000,000","98,000,000","124,000,000","113,000,000","285,000,000","52,000,000","53,000,000","53,000,000","55,000,000","56,000,000","56,000,000","56,000,000","57,000,000","55,000,000","56,000,000","55,000,000","37,000,000","61,000,000","63,000,000","64,000,000","65,000,000","65,000,000","66,000,000","68,000,000","71,000,000","68,000,000","30,000,000","112,000,000","114,000,000","113,000,000","114,000,000","116,000,000","85,000,000","127,000,000","132,000,000","131,000,000","136,000,000","134,000,000","139,000,000","139,000,000","138,800,000","139,200,000","143,500,000","140,800,000","147,400,000","147,400,000","145,200,000","142,300,000","150,700,000","139,700,000","123,400,000","117,800,000","124,200,000","111,800,000","109,500,000","115,200,000","118,800,000","109,500,000","93,500,000","123,100,000","-45,600,000","187,400,000","171,900,000","193,400,000","214,000,000","78,700,000","265,700,000","251,500,000","261,600,000","250,600,000","246,400,000","241,200,000","239,600,000","237,900,000","238,700,000","229,400,000","782,700,000","783,200,000","775,900,000","745,200,000","763,000,000","680,300,000","551,000,000","229,200,000","1,460,500,000","-218,700,000","-200,000,000","-197,100,000",,,,"1,662,400,000","-237,400,000","-699,900,000","218,200,000","1,435,400,000","-216,100,000","-621,700,000","220,000,000"
			DepreciationAndAmortization,"387,000,000","96,000,000","101,000,000","95,000,000","95,000,000","99,000,000","95,000,000","98,000,000","124,000,000","113,000,000","285,000,000","52,000,000","53,000,000","53,000,000","55,000,000","56,000,000","56,000,000","56,000,000","57,000,000","55,000,000","56,000,000","55,000,000","37,000,000","61,000,000","63,000,000","64,000,000","65,000,000","65,000,000","66,000,000","68,000,000","71,000,000","68,000,000","30,000,000","112,000,000","114,000,000","113,000,000","114,000,000","116,000,000","85,000,000","127,000,000","132,000,000","131,000,000","136,000,000","134,000,000","139,000,000","139,000,000","138,800,000","139,200,000","143,500,000","140,800,000","147,400,000","147,400,000","145,200,000","142,300,000","150,700,000","139,700,000","123,400,000","117,800,000","124,200,000","111,800,000","109,500,000","115,200,000","118,800,000","109,500,000","93,500,000","123,100,000","-45,600,000","187,400,000","171,900,000","193,400,000","214,000,000","78,700,000","265,700,000","251,500,000","261,600,000","250,600,000","246,400,000","241,200,000","239,600,000","237,900,000","238,700,000","229,400,000","782,700,000","783,200,000","775,900,000","745,200,000","763,000,000","680,300,000","551,000,000","229,200,000","1,460,500,000","-218,700,000","-200,000,000","-197,100,000",,,,"1,662,400,000","-237,400,000","-699,900,000","218,200,000","1,435,400,000","-216,100,000","-621,700,000","220,000,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-218,700,000","-200,000,000","-197,100,000",,,,,"-237,400,000",,,,"-216,100,000",,
